Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5628.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5629.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5630.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5631.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5632.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5633.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5634.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5635.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5636.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5637.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5639.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5640.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5641.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5642.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5643.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5659.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5660.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5661.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5662.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5663.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-21-2024_Slot2-91_5664.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5665.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5666.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5667.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5668.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5644.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5645.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5646.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5647.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5648.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5649.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5650.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5651.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5652.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5653.d
Q99798	Q99798	ACON_HUMAN	ACO2	Aconitate hydratase, mitochondrial	74615.7			111411		2343.87	2583.26	2559.13	2737.39	2103.53	2720.5	2363.06	2505.55	2244.46	2578.42	2809.59	2680.31	2639.99	2594.06	2977.92	2465.61	2626.82	2970.58	2375.9	2488.89	1959.06	2381.57	2445.94	2735.82	2790.97	2569.27	2320.94	3012.49	2794.03	3021.03
Q99805	Q99805	TM9S2_HUMAN	TM9SF2	Transmembrane 9 superfamily member 2						1858.23	973.939	1347.79	1093.87		851.031		1764.29	1196.49	1853.18	1204.47	2277.44	381.23	1259.27	1010.18	2035.55	734.305	1523.73	1337.69	1882.69	819.104	2422.35	1868.69	1962.07	1002.41	3529.37	1251.75	1393.7		1265.08
Q99816	Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein											706.174	875.61	754.84	1078.99		286.626			726.292	583.743		1020.7	1336.01	512.911	566.603	671.787	1541.68	823.994	1134.18	707.375		1071.86	772.311		
Q99829	Q99829	CPNE1_HUMAN	CPNE1	Copine-1						2606.38	1470.54	1481.25	1266.34	2051.13	2354.35	2268.12	2800.15	2741.93	2250.65	2369.28	1848.11	2185.46	2294.71	2607.61	1903.35	2253.65	2506.41	1943.72	2357.85	1967.21	2160.51	1823.46	2183.52	2441.49	2559.36	2169.06	3017.09	1464.68	2070.04
Q99832	Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	382055	228526	283603	224997	210987	8349.94	7775.61	7453.95	6974.99	8225.35	8314.97	7676.4	7778.19	8029.08	9395.28	7739.28	7530.83	8478.29	8279.28	7810.32	7699.05	8270.51	7668.68	7092.29	6643.17	6787.1	7887.52	7436.28	7935.85	7549.01	7826.79	7695.37	6880.68	7711.4	7070.74
Q99848	Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2						4600.47	2287.36	3530.34	3642.63	3084.48	2644.83	2882.22	3120.87	3210.41	3453.69	2646.46	2666.32	2695.21	2745.85	3198.86	2793.63	2682.7	2609.3	2670.32	2699.71	2137.37	2585.29	3105.89	2779.27	2884.51	2868.86	2190.57	2677.37	2537.03	2867.41
Q99873	Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1		98614.1				1357.11	1996.17	1553.4	588.593	1741.45	1522.28	852.423	1579.59	1526.54	1443.9	1994.99	1766.58	1210.32	1286.57	1617.43	2188.56	1417.48	1262.69	1842.07	986.523	1407.46	1318.33	1547.17	1921.69	1479.22	1185.24	1953.15	1242.87	1999.79	1703.96
Q99961	Q99961;Q99962	SH3G1_HUMAN	SH3GL1	Endophilin-A2	143499	67010		78316.5	78113.9	2263.29	2119.78	1604.39	2109.58	1200.91	3372.88	1643.9	2399.85	2828.71	2896.46	3153.79	3657.22	2888.34	2242.81	2699.43	2036.72	2592.99	4060.69	2399.56	2700.51	2984.87	2549.4	2008.01	1672.01	3481.11	2610.16	2753.93	2539.05	2126.45	2799.99
Q99986	Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1											608.76		686.59		595.898	857.739	582.547	445.246	447.646	358.621		1200.36	663.681	1123.14	1304.64		691.12					3249.05	542.506		
Q9BPW8	Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1							571.538				782.905					948.971	645.819	748.344	724.635	840.934		317.371	659.693			968.286	1293.88	599.849	625.359	663.111		339.294			
Q9BPX3	Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3								1361.88		760.788	913.491	945.325	697.588	749.011	907.365	518.107	1491.68	1149.15	1634.75	726.762	784.726	579.06	1041.99	858.512	779.024	750.836	677.46	755.873	1113.27	743.773		1126.16			1141.35
Q9BPX5	Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein						680.085	867.059	770.805	273.598	461.021	418.797	842.413	829.315	639.444		1361.02	703.841	536.736	858.166	1128.25	728.483	728.172	728.68	672.477	635.388	1580.19		1056.52	240.662		416.8	1504.81			1158
Q9BPZ3	Q9BPZ3	PAIP2_HUMAN	PAIP2	Polyadenylate-binding protein-interacting protein 2							2431.11		1630.83	1705.45	2149.73	2313.48				1518.79				1932.92		2049.56	2330.81			2178.21	2005.34	2602.17		1681.95	1789.96		2068.18	2318.89	2066.65
Q9BQ39	Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50											895.3				919.948	1084.3				621.489		1191.91				677.962		1158.73	896.693	830.641	1493.25				
Q9BQ48	Q9BQ48	RM34_HUMAN	MRPL34	39S ribosomal protein L34, mitochondrial												350.045				682.084		553.695		414.596	412.069														390.522
Q9BQ52	Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2							828.562	878.94		1100.45	1689.73	1525.15	1778.05	1026.52	590.797	1934.38	1205.21	1398.56	780.035	1771.72	1599.94	1310.94	1076.37	1192.42	1630.66	911.924		1196	712.953		770.812	676.969	898.411		1897.94
Q9BQ61	Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase						1530.62	1570.41	906.644	2134.85	931.825	1296.13	752.714	1326.51	974.442	2464.92	1717.58	1036.23	1442.51	1226.51	1493.86	1107.1	1201.46	1660.88	1317.69	1560.8	661.954	761.792	2022.08	1571.67	1215.72	1478.41	1203.22	1367.13	1656.03	1165.33
Q9BQ67	Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1						1927.58	1921.07	1381.47		1279.55	1086.08	1185.87	1677.24	1097.27	1698.01	1282.69	1265.32	1460.63	1499.36	1410.93	1460.9	1399.76	1348.14	1575.3	2685.49	1517.15	2036.02	1281.78		1962.73	1902.3	1327.76	592.664	1856.3	1398.42
Q9BQ69	Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1						1699.08	1348.01	2142.82	1670.02	1385.94	2070.35	1429.12	1425.54	1383.81	1812.94	1049.13	2366.39		1355.79	1680.96	1428.4	925.096	678.982	1169.83	1191.27	1362.71	2334.11	957.128	1402.82	2498.81	1269.16	1679.15	975.768	1596.19	1294.38
Q9BQ75	Q9BQ75	CMS1_HUMAN	CMSS1	Protein CMSS1													430.567	443.562	595.417	444.904							762.277			645.93		306.208							
Q9BQA1	Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein 50						4049.5	1546.03		1504.68	2434.16	2343.56	1842	1078.11	2326.45	993.026	1769.59	1506.5	1515.63	1654.59	1407.88	1429.57	1469.96	2089.32	1671.89	1359.22	1809.88	1573.74	1322.46	1823.57	1849.07	1825.49	1564.09	1799.65	1675.91	1586.87
Q9BQB6	Q9BQB6	VKOR1_HUMAN	VKORC1	Vitamin K epoxide reductase complex subunit 1				92620.5	78989.6	1659.47	848.842	1048.2	506.865	1486.79	1592.4	930.711	718.088	1506.94	844.712	1058.92	1022	1020.87		874.49	1453.57	847.064	1123.61	1499.99	826.578	1674.7	871.553	397.221	1387.15		992.311	1054.14	558.069	1310.87	1367.48
Q9BQE3	P0DPH7;Q6PEY2;Q71U36;Q9NY65;P0DPH8;Q9BQE3	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain		1.19612e+06	2.08213e+06			29878.5	37094.9	36064.3	27108.6	36494	40495.1	42192.3	39941.5	30999.9	34720.8	50177.7	41982.5	30537.8	46920.4	24192.7	37210.3	40738.1	46303	46075.2	30683.5	46451.4	47014.6	48300	38395.6	57422.1	63657.2	67623.5	49085.2	57404.1	55134.9
Q9BQE9	Q4VC05;Q8WUZ0;Q9BQE9	BCL7B_HUMAN	BCL7B	B-cell CLL/lymphoma 7 protein family member B																	269.213		1054.76					247.511		1297.54									799.425
Q9BQG0	Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A				88742.2		3571.52	5531.46	3512.49	3638.74	4054.61	2831.06	3237.82	3324.39	2399.76	2860.98	3039.25	3105.15	2617.31	2962.61	3892.74	2926.41	2390.42	3420.72	2836.82	3237.96	2914.82	2418.76	2692.69	3274.6	3097.8	2913.32	2475.58	2385.81	2988.1	2775.87
Q9BQP7	Q9BQP7	MGME1_HUMAN	MGME1	Mitochondrial genome maintenance exonuclease 1														775.478	514.276					400.981															
Q9BR76	Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B						2091.55	1933.89	1621.69	1308.22	1845.36	2163.03	2004.77	1886.18	1890.11	1944.7	2573.09	3712.39	2827.65	1648.94	2190.06	1440.34	1909.18	1219.75	1937.7	1836.73	1867.13	2130.02	1458.27	2101.51	1893.01	1747.73	2470.34	1269.47	2491.71	2252.65
Q9BRA2	Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17						4815.26	4616.41	4012.78	2982.75	6027.1	4727	4177.86	5419.46	5365.51	4435.8	4550.16	4433.16	4922.28	4812.88	5509.08	4189.46	4989.11	4522.4	4278.15	4371.81	4690.91	5078.02	5712.25	5125.46	4329.06	5931.8	5330.73	4495.74	5510.71	5225.27
Q9BRF8	Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1																157.369				340.788									210.658					600.549	
Q9BRG1	Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25						1352.56			1527.09	912.325	883.117	680.419	331.204				440.751		769.23				1431.33			550.022			503.708			407.798			
Q9BRJ2	Q9BRJ2	RM45_HUMAN	MRPL45	39S ribosomal protein L45, mitochondrial										757.879	713.337	691.542		1202.99	255.975	643.897	505.09		531.894	918.157			1203.61		1236.28		482.464	405.432	595.135					783.945	697.104
Q9BRJ6	Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	85106.1	27089.2		30349.8	51569.5	1278.38			2660.03	1367.25	1853.24	1357.05	483.712	877.081	2666.4	1363.3	1264.74	1735.76	980.006	2058.18	1499.38	1502.65	1570.61	974.458	1664.36	1383.57		1664.07		2008.32		1191.24	1714.8	2575.26	1542.06
Q9BRK5	Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein		103779				1282.73	1806.06	1007.49	865.06	2334.07	935.079	1240.18	909.12	662.497	691.883	656.703	463.317	838.098	1018.54	1128.73	872.677	1089.93	910.495	1036.62	1029.86	467.567	616.157	751.32		896.814	655.352	2335.3	689.103	923.446	
Q9BRP8	Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago								985.38		1041.11	628.956	993.873	796.256	687.232	638.714		688.832			1514.42	621.05			427.339				385.253		642.777	495.933		782.644	904.196	352.229
Q9BRT2	Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2																										519.554	669.881								
Q9BRT3	Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1								880.729			775.323	1023.95	708.921		799.174	593.404	981.103	1016.85	375.51	1095.2	1119.97		939.959		1183.05		1114.33	995.033	767.389	837.157	1671.55			1738.34	999.584
Q9BRT6	Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog											309.187			264.032								367.303									231.363				
Q9BRX2	Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog						1308.42				546.033		842.718		1293.2	1047.14		906.113	1732.91	975.746	1321.52		1461.73	1025.71	1344.18	712.756	989.225	283.07	566.27	614.737	1959.09			416.587	902.898	1046.61
Q9BRX5	Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3								1298.18					338.135										626.009	454.904		639.943	843.503	748.513	306.643	525.969	312.16		874.597	647.594	780.289
Q9BS26	Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	199984					3112.59	2359.9	2308.9	3072.42	2299.24	2225.08	2077.29	2180.11	2951.29	1039.71	2921.66	2812.54	2352.78	2392.12	1889.59	2509.87	3090.91	2488.53	2466.86	2441.34	2405.57	2017.69	2107.24	1334.45	1287.59	2377.24	2060.91	1510.82	1228.21	2014.74
Q9BSD7	Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase								750.186	2182.74	1226.29	661.342	656.913	816.727	646.28	716.532		700.713	1189.14	1074.89	536.852		1099.53	835.525	627.385	599.316	711.827	958.476	896.537	764.319	740.826	2003.57			988.186	609.115
Q9BSH4	Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1													467.435	647.025		546.12		414.407		501.202		413.871						424.456			314.266				
Q9BSJ2	Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2							670.217					503.123	398.177							651.69	596.452		291.975									422.347			
Q9BSJ8	Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	154256	124288			124258	2027.99	2259.53	1749.7	1667.25	1773.33	2036.53	1973.17	2000.88	2448.48	1907.44	1633.38	1968.44	2478.17	1975.17	2676.11	2256.76	2189.64	1802.18	2275.77	2142.03	1295.66	2178.88	2210.45	2181.81	2337.95	1821.51	2211.3	1641.22	1204.4	2019.16
Q9BSR8	Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4												1429.57				683.974																			
Q9BT09	Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3											426.886	776.532	564.653		713.224		1439.87	1132.58	816.919			872.957		802.138	839.331	693.653		244.622		765.848	611.289		423.711		1203.42
Q9BT22	Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase								451.908						574.349				400.621				561.868	261.194					234.962		487.652	629.277			816.631	
Q9BT78	Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4						1712.04			1932.62	1223.9	1002.07	1259.78	1344.75	2059.35	1708.06	1143.66	1386.7	1257.07	1753.19	1291.69	1526.54	1622.86	1548.36	1548.6	1333.46	1172.72	1627.25	1545.45	1150.28	1474.28	1337.37	976.778	1923.28	1361.07	1319.7
Q9BTC0	Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1						806.458		1038.24	1039.56		756.636	790.817	494.729	653.927	304.003	399.554	816.527	1032.7	650.995	1223.91			996.22	409.706	609.65	1378.19	1111.32		809.685	352.226	999.616		755.386	1728.54	824.882
Q9BTD8	Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42								810.56			415.243		464.716	172.794				177.302						237.806	351.893			281.438							
Q9BTE3	Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein							565.729		1308.87	1023.66		557.805	263.728		600.895	663.406	240.251	460.454		753.659	447.253	579.671	227.725		754.188	336.315	752.955	974.824	560.349	431.928		450.746		485.404	520.653
Q9BTE6	Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1												619.753	591.871			223.793		632.38	402.634		379.934	701.933	467.626	416.668		430.708				416.544		900.073			527.156
Q9BTM9	Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1											976.346	505.472	788.365				896.811	358.522	1405.18	1038.68	842.334	862.622		576.543	1013.96	947.881		981.286				921.468	833.076		402.91
Q9BTT0	Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E						1638.85		1468.54	1934.08	1782.9	1094.22	1057.98	726.066	1291.91	754.616	1333.11	990.162	1303.01	1095.8	1163.29	951.088	962.539	997.811	1321.66	843.024	1379.19	494.514	1394.45		619.984	1225.31	1035.09			876.186
Q9BTV4	Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43						2809.25	1588.94	2518.47	2174.35	2763.68	1559.71	2179.65	1708.35	1181.97		2715.36	2012.59	1332.05	1857.4	1600.52	1452.43	2102.59	2355.19	1536.51	1477.37	2290.53	1943.88	1539.85	2543.48	2131.49	1781.21	4821.44	2218.52	3166.62	1743.91
Q9BTW9	Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D						1178.04	1203.09			1243.2	945.925	1121.92	858.975	1459.54	827.503	898.256	1163.36	1315	1313.58	884.466	578.209	1267.33	1191.62	1131.22	771.242	1238.52	1271.38	943.213	1491.49	1231.73	1103.02	599.154	2144.83	1576.23	938.487
Q9BTY7	Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog												794.358	849.66			595.261	1684.46	781.66			978.134		400.951							913.797		663.87	596.081		748.747
Q9BU23	Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2											718.646	1549.17	876.864	1104.82		811.605	659.907		971.145	920.349	907.092	1146.25	773.957		413.373	709.145		873.507		467.117	285.993	643.301	430.939	997.981	666.945
Q9BU61	Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3							1673.21	1202.96	948.829		692.107			690.115						1411.62		938.102		1158.99			1027.03	1092.81	492.024		1557.53				
Q9BU89	Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase											372.592	870.366							357.039			654.817													
Q9BUF5	Q13509;Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	331070	175180			274453		5715.83	3979.34			3713.6	3609.46	3768.25	3878.78	2586.39	3517.91	3036.1	2969.82	3555.62	3782.42	3800.07	3954.27	3768.28	3366.73	2835.49	3279.9	3616.52	3146.81	4086.44	3765.86	4113.7	4241.68	3948.92	3120.1	2759.72
Q9BUH6	Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX													406.56	1741.82		938.295	1015.92				868.546	1252.81		656.231	1914.67	727.43	2735.43	1990.69	1013.06		782.414	1028.09	926.361	1504	
Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1		36744.6		40508.9		1499.54	1638.36	2107.67	2282.55	2382.83	2162.32	2110.3	2516.46	2403.57	2284.3	2184.38	2134.66	2380.07	2171.23	1956.73	2993.3	1923.07	2531.33	2278.23	1767.1	2101.58	2169.3	2378.44	2205.19	2744.46	2342.96	1789.29	2180.4	1968.74	2194.6
Q9BUK6	Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1									386.556			395.835			554.847		864.987	338.195				514.647			272.849	748.609						630.549		898.749	
Q9BUL8	Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10						3055.05	1827.46		2414.55	2799.21	1235.78	2759.22	1727.94	2733.24	2370.85	2288.7	3173.56	1853.12	2348.98	1720.95	2767.93	2361.88	3274.88	2525.6	2483.57	2670.48	2370.55	2751.21	2479.19	2861.92	1975.76	2278.81	2801.68	2836.12	2018.57
Q9BUL9	Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25											228.614	271.352				160.348									431.555										
Q9BUN8	Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1																			1196.73		1002.01					1347.91	2054.5		986.508	1872.29	818.504	437.287		1121.14	753.723
Q9BUP3	Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2						930.236	828.709	1348.76	1199.01	1106.13	1105.89	1586.06	1198.96	1181.74	1557.5	1144.31	1142.16	1430.79	1269.52	1259.58	1260.87	1517.79	1325.46	1581.19	1404.21	1430.87	1101.27	1182.18	1537.16	1346.06	1127.49	1635.37	1078.89	1216.53	1166.21
Q9BUQ8	Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23						2178.47	798.512	1627		1814.72	1100.22	1354.1	1438.92	1099.93	951.421	1282.1	1424.13	1456.11	1575.16	1209.39	1193.08	1102.22	1356.47	1086	1190.8	1427.52	1043.05	1525.39	1864.93	1230.2	1416.42	611.884	1133.21	1406.67	1532.5
Q9BUR5	Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26						1456.62	650.042	1506.85	997.438	1233.04	579.694	1178.55	728.171	1064.26	517.093	1005.7	1007.32	1074.72	647.761	1064.57	1216.33	903.03	831.981	626.537	848.709		1245.6	494.665	996.884	663.65	1034.47	953.904	1324.49	789.586	705.405
Q9BV20	Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase											1105.69	788.879				890.82	1385.64	956.445				1111.88	908.871		318.112	967.06	1149.61	854.191	643.653	1121.15	592.085	1283.9		916.681	1296.94
Q9BV38	Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18											792.771	1052.07	1089.33	1110.23	1266.01	1096.6		1084.28	1286.45	750.312	1182	1202.11	1221.61	1244.94		810.884	1430.99	1332.4	996.483	915.618	956.514	1478.44	1437.56	1003.1	878.189
Q9BV44	Q9BV44	THUM3_HUMAN	THUMPD3	THUMP domain-containing protein 3											731.739					240.739		595.431				251.236	328.939	273.434	324.147		674.012	480.708				370.337	150.494		
Q9BV57	Q9BV57	MTND_HUMAN	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase												483.299		323.802		1107.07	591.727		794.891	1111.35			618.725	1147.22	627.059	696.728			802.021		859.429	813.409	833.843	636.615	487.044
Q9BV86	Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1										607.298	574.756	343.96	242.525	675.013	450.52	857.861	969.415	730.267	1054.96	655.61	695.111	636.027	452.609	582.581	620.957	402.76	638.754	530.543	817.43	566.416	311.958	724.124	959.483		638.782
Q9BVC6	Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109							2870.74		1661.89	2489.1	1496.17	2030.29	2169.6	1575.59	1956.09	1879.9	2277.36	2821.39	1961.49	2437.37	2100.22	2065.63	1898.23	1879.97	1994.66	2000.22	2124.42	1376	1099.76	1374.12	1735.29	1790.44	1231.27	1815.63	1534.3
Q9BVI4	Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog																															345.981		333.204		
Q9BVJ6	Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A												776.833	414.269			939.084		149.001	830.323	981.02	236.711		249.754	971.449	1169	701.893		648.327	392.654		814.037	134.741			
Q9BVJ7	Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23													382.995	215.866	476.546	560.227	564.574			223.836				301.308									701.395	490.137	
Q9BVK6	Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	539156					11424.5	10403.5	6960.26	9608.38	9725.16	8952.31	11794.8	10691.9	11339.6	11491.7	9267.15	8963.25	8853.97	11564.7	12247.4	10877.3	11348.4	7610.48	9113.7	11746.4	13361.1	10028.4	7228.17	7665.51	8561.33	9584.77	12958.8	16049.2	11051	11390.9
