Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5680.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5681.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5682.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5683.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5684.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5675.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5676.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5677.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5678.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5679.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5670.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5671.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5672.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5673.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5674.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5685.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5686.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5687.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5688.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5689.d
Q9NZW5	Q14168;Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	1235.59					1172.9	616.637		664.289		1213.41		877.899			1086.68	518.023	849.757	884.022	1326.51
Q9NZZ3	Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	1493.52			2405.88		3104	2666.8	2179.39		2739.34	3238.39	2450.42	2402.97	2526.54	2020.95	2533	2612.47	2453.26	1543.64	3196.05
Q9P000	Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9													480.267						827.949	
Q9P013	Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	798.548		758.112	1542.26		1558.86	597.651	857.689		1703.55	922.31		1396.3	1506.83	1012.36	716.07		867.198	632.548	731.846
Q9P015	Q9P015	RM15_HUMAN	MRPL15	39S ribosomal protein L15, mitochondrial	1258.57	1420.19	1334.86	1715.11	1537.67	1012.64	1040.46	1246.22	1535.82	1527.28	1907.88	2233.78	1203.31	1139.37	1734.64	1546.55	1688.71	1575.27	1858.53	1550.93
Q9P016	Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1			1816.08				790.782	694.955	902.967	281.757			692.102		1261.94		996.432	533.533		704.229
Q9P032	Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4				1381.63			1721.67	422.552	1678.79										1516.24	935.252
Q9P035	Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1017.03	1712.97	1367.76	1393.41	1256.85	1293.99	1124.65	1238.67	842.151	1742.79	982.023	1242.72	1017.67	1313.07	1538.95	984.715	1160.14	964.176	1230.22	1035.47
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3			1293.75					787.561		800.557	2035.43	932.289	961.72		644.434		680.665	1481.51	782.534	938.145
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13				1366.35			852.37	1266.55	1341.15	1254.34		1083.54	977.939		902.905		1004.96	1095.41	1432.37	
Q9P0K7	Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	1802.61	2245.39			1864.08	2355.12	1926.14	2624.81	999.088	1724.5	2185.92	1704.04	1487.47		2785.48	1235.09	2426.65	1963.03	1350.55	2149.86
Q9P0L0	Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	7220.12	7447.15	6872.82	7571.95	6732.73	5495.83	7152.61	6294.04	6547.94	7249.8	5908.55	7610.7	7072.19	6696.2	7980.67	7147.21	7646.99	6531.31	7114.98	5853.94
Q9P0M9	Q9P0M9	RM27_HUMAN	MRPL27	39S ribosomal protein L27, mitochondrial	1888.92	1877	1312.54	1506.26	2200.9	1818.46	1168.83	1297.82	926.149	1438.16	1222.25	1393.33	1091.07	1717.84	1407.15	2053.3	1702.75	1346.51	1861.32	1748.99
Q9P0R6	Q9P0R6	GSKIP_HUMAN	GSKIP	GSK3B-interacting protein			816.503				655.991	735.993					873.906	439.115	793.587		546.349		472.557	875.075
Q9P0U1	Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog	3120.24	3108.34	3323.8	2461.87	4318.07	4027	3145.42	3840.95	3582.5	3796.94	4029.17	2697.29	3331.34	3771.95		3523.52	4141.77	3680.29	3563.91	2727.73
Q9P0V3	Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	1802.69	1605.05	1672.98	1680.77	1555.51	1850.4	1567.53	1412.77	1425.06	1484.47	1799.81	1719.02	1292.59	1493.28	2016.86	1444.16	1385.02	1545.13	1576.47	1673.25
Q9P0V9	Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	1144.7	866.134	1073.43		866.975	733.356	685.342	982.138	1483.52	1030.96	1141.37	873.009		559.323	800.238	609.782	842.466	1089.87	871.914	792.233
Q9P206	Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	1569.75	3843.38	2330.07	1341.04	1926.99					1765.95	1865.06	2099.33	1572.69	1641.22	1225.64	3329.59	1460.49	2523.43	2197.63	2396.37
Q9P253	Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog																324.942		231.977	336.914	
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	5714.25	6616.25	6512.7	7233.85	7771	6536.64	6119.52	6711.43	6504.36	6147.36	6191.96	6270.77	6337.68	6366.73	6109.37	7238.58	6213.68	6620.31	6602.39	5802.58
Q9P265	Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	561.144	1344.71						1055.07	333.556	1344.24	794.104					447.269		579.754		
Q9P270	Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2												571.512	404.14	1041.83	650.878	572.199			443.108	814.894
Q9P287	Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	1370.52		1055.87	1197.67	1342.05	1673.35	1067.71	816.825	1467.46	1522.3	1226.19	1282.87	1248.36	698.752	1398.81	1109.07	1264.74	1127.33	1066.58	1120.06
Q9P289	Q9Y6E0;Q9P289;O00506	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	2404	1919.69	2426.82	2088.36	1555.06	2263.76	2386.45	1782.67	2502.22	1830.07	2059.51	2166.88	2057.54	2115.28	2830.54	2182.04	2990.04	2114.47	2160.04	2530.48
Q9P2B2	Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	1597.57	1692.47	1271.8	1491.43	1772.97	1660.71	1261.72	1986.26	2083.73	1909.14	1927.46	1911.66	1917.21	1560.25	1678.42	1424.73	1695.91	1666.4	1764.64	1384.81
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	3583.06	3473.35	2891.09	3538.12	3309.95	3499.33	3299.81	3265.73	3524.11	3494.31	3719.2	3122.23	3375.27	3647.2	3278.95	3364.9	3505.64	3430.01	3041.31	3405.76
Q9P2I0	Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2		880.662	839.286	818.51	665.709	1634.93	1236.91	1426.33	1067.96			1060.21	1128	1086.76		1535.21	821.342	1142.24	869.779	1383.55
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	4984.89	4783.16	4863.7	5281.76	5327.35	4600.43	5071.7	5155.43	4686.61	4627.07	5657.64	4478.25	5021.61	5321.74	4855.87	4980.69	5026.48	5128.68	4720.77	4828.84
Q9P2K3	Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3			304.227														646.626			
Q9P2N5	Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27		1034.47	1194.91	1307.98	639.112		662.537	979.62	1184.39		1608.35		966.087			611.3		1064.18	997.499	552.029
Q9P2N7	Q9P2N7;Q9P2J3	KLH13_HUMAN	KLHL13	Kelch-like protein 13				1125.58				700.276	1767.02		1813.01					1224.5				
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	510.283		2171.56	2071.27	691.635		1344.41		555.17	561.596	1136.37	920.763	1431.05	1553.81	1394.16	509.867	775.792	913.91	877.189	1132.3
Q9P2R7	Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	1466.73	2196.37	1745.3	1487.27	1738.99	2325.81	1951.09	1784.19	1488.16	1442.32	1501.86	1483.75	1361.14	1659.74	1490.22	2157.92	976.447	1271.76	1664.43	1361.78
Q9P2X0	Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	986.179	1787.17	1784.14	1736.09	2720.72	1695.44	2555.67	1860.27	2341.88	2597.86	2134.54	2198.69	1923.23	2113.22	1911.02	2147.97	2986.1	1559.31	1889.66	1681.68
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	3007.39	3896.48	3715.42	3592.05	3342.81	3831.83	2954.76	3646.53	3920.52	4218.22	3266.18	3479.28	3809.6	3364.53	3432.32	3408.92	3967.15	3502.88	3330.14	3545.47
Q9UBB5	Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2				1031.77			1253.5	517.413		537.291	1293.59	807.529	1029.08							799.815
Q9UBB6	Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin		952.514	511.099	636.784		1072.03		773.943		578.955		730.109		852.36		841.244	729.189	1212.75	921.291	
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	1539.48		1121.47	478.878			872.567	1086.79		689.592	1332.42	1620.02	783.82	1619.67		855.66	1337.61	797.691	1370.28	1106.98
Q9UBD5	Q9UBD5	ORC3_HUMAN	ORC3	Origin recognition complex subunit 3		678.436	700.307	1168.89		773.18	649.03	482.316		334.297		234.922				569.432				
Q9UBE0	Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	3887.95	4210.64	3183.33	2975.17	3681.88	3691.71	3911.68	4818.81	3939.98	4847.33	3854.18	3487.62	3834.84	4228.78	3614.91	3716.34	3519.84	4166.38	3761.63	3505.59
Q9UBF2	Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2					469.372	905.33			870.997					606.029		582.258			662.203	
Q9UBG0	Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2			768.165	531.062	1322.04	345.631		657.564	538.02	1207.45		736.105	1682.72			1081.65	671.167	757.286	1151.15	1010.49
Q9UBI1	Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	764.084											689.548					1070.22			1000.71
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	6940.74	5217.4	6253.95	7206.46	5334.75	6109.56	5239.84	5296.27	5657.24	6379.89	6467.25	6480.2	5717.69	7934.51	6816.4	6245.28	6138.59	6491.33	6413.99	6069.53
Q9UBK8	Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	943.545	1089.79	965.425		879.535	720.425	1223.01		1044.38	1090.59	1135.09	1024.55	455.186	1126.65		882.543	846.234	885.946	921.762	728.687
Q9UBL3	Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2					731.028							471.107	800.128	432.664			1413.24	405.875		476.216
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	5101.45	6389.79	5245.99	4875.57	6054.64	6010.06	4993.53	5469.17	5870.54	5063.62	5482.29	4489.43	4851.7	5519.92	5153.66	6259.02	5597.13	6263.44	5684.74	5549.54
Q9UBN7	Q9UBN7	HDAC6_HUMAN	HDAC6	Histone deacetylase 6																734.928	960.005	627.018	568.816	
Q9UBP6	Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	1246.44									990.366	317.341		682.449		1430.41	1194.26	1361.23	1267.07		1740.96
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	2067.68	2394.43	1832.91	2595.23	2847.09	2046.51	2651.74	2783.61	2431.47	2967.74	2696.85	3324.53	2697.82	1848.86	2994.21	2073.64	2291.54	2271.55	2975.96	2142.61
Q9UBQ5	Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	3377.93	4889.94	4526.7	4165.99	3571.98	3427.21	4144.55	3913.98	3927.6	3663.79	3099.49	4227.11	4143.63	3587.45	3698.28	5129.77	4422.39	3912.72	3456.24	4622.97
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	5318.83	5359.99	5514.52	4794.68	6252.98	5762.8	5375.13	5538.56	5974.09	5529.78	5374.8	7112.05	5021.34	5547.65	5545	5955.69	6045.83	6867.24	6269.85	6742.28
Q9UBR2	Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	6241.98	5902.29	5867.54	6914.2	6863.09	6502.86	7422.37	5927.54	5118.01	6853.11	6291.18	6221.76	5505.58	6074.44	7305.68	6261.36	6328.99	7018.4	6331.16	6381.99
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	4081.62	5106.59	4249.21	4526.53	4415.64	3466.43	3346.29	4293.47	3961.06	3474.48	4423.94	4194.28	4442.81	4659.83	4509.99	4330.47	4555.43	3970.78	4161.64	4463.85
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	3738.18	4239.5	4648.88	3958.47	4333.25	4417.67	3991.46	3865.22	3893.05	4473.18	4751.26	4284.01	3943.56	3887.2	3870.9	4745.56	4451.73	4051.41	3690.86	4617.11
Q9UBU8	Q9UBU8	MO4L1_HUMAN	MORF4L1	Mortality factor 4-like protein 1	821.793	3091.25		1166.01	4668.32		1015.85			1513.1		821.742	1191.82	893.898		471.401	1092.49	935.155	655.315	1220.84
Q9UBU9	Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	1358.62		1450.34	1226.68	1811.47	807.153	1222.48	1158.18	896.194	1073.33	1384.74	1242.42	1245.76	933.751	1429.59	1233.68	1571.99	912.889	1123.31	1689
Q9UBV8	Q9UBV8	PEF1_HUMAN	PEF1	Peflin			1324.36		1330.78		1144.85	982.309			672.676	1007.01	976.286		1093.51		987.806	837.06	1211.39	
Q9UBW8	Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	3440.42	2822.34	2458.5	2919.27	3214.01	3519.76	3346.12	3668.93	3463.88	1964.54	3748.02	3209.8	2768.28	2718.36	2121.46	2959.73	2710.08	2816.04	2311.95	2062.89
Q9UBX3	Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	1539.32	1795.1	1467.17	1579.82	1287.93	1117.75	1633.51	1174.63	2279.17	1459.38	1696.28	1757.65	1685.69	1164.77	1821.55	2073.33	1928.42	1673.33	1457.43	1644.98
Q9UBZ9	Q9UBZ9	REV1_HUMAN	REV1	DNA repair protein REV1	1850.62	2332.15	3194.3	1663		2286.19	1647.77	2269.35	1434.4	2674.25	1605.48	2069.27	2142.84		1327.47	1973.68	1259.68		1404.79	2711.41
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	1902.7	1343.64	2449.82	1821.37	2275.58	1904.05	2406.05	2728.76	1968.8	1760.64	2274.83	2289.05	1799.05	2425.12	2813.07	1760.18	1724.94	1705.93	2456.76	1415.11
Q9UDX5	Q9UDX5	MTFP1_HUMAN	MTFP1	Mitochondrial fission process protein 1												624.404						592.812		937.213
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2		519.328					785.435	938.908	1897.61		721.255			1468.27		693.488	753.635	3601.98		2454.07
Q9UDY4	Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	2265.91	2886.78	2206.27	1657.43	2499.88	2554.54	2752.94	2894.09	2667.3	2314	2402.93	2320.21	2492.57	2778.98	2383.02	2313.74	2432.95	2687.31	2295.29	2028.11
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	1112.55	1817.27	888.62	1411.84	1916.11	702.724	994.502	1368.95	827.666	1243.32	1905.94	1047.26		1377.31	1385.88	1560.98	1504.22	1726.61	1096.04	1334.23
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	851.91		463.465				1554.04			435.301		979.328					789.131			
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1		1227.45	574.834		456.472								888.936		611.04	613.065	1017.02			
Q9UFW8	Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1		1483.12					793.849				1123.91	695.388	969.298	1260.52	1105.15	817.811			1038.27	1021.53
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	2185.26	1981.4	1782.05	2171.34	2562.28	1463.72	1428.59	2164.16	1175.38	1919.85	1408.14	2174.99	1607.09	1785.36	2264.31	2439.46	2146.33	1702.53	2096.27	1968.88
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin	3385.97	5404.15	5497.4	5780.01	4258.2	4643.86	5490.76	5398.26	5167.97	5127.11	5309.7	5724.72	5543.36	4807.89	5160.48	5855.53	4514.63	4844.75	4107.49	4970.13
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	808.09	664.142	971.74	1187.38	852.802	948.502	1008.7	1115.38	926.085	1024.79	897.066	1015.45	1130.53	1091.71	1371.08	2334.26	1161.7	1259.83	789.865	784.165
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	1423.27		1584.59	1117.42	2128.75	851.075	2229.46	1558.45	1348.76	1215.89		1501.17	1554.46	931.127	1592.69	1563.51	1539.33	1270.84	1706.97	1399.32
Q9UH62	Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3		859.059	1102.24		2036.68			1329.8	1971.82	1885.9		909.507	1509.28		1484.07	1242.42	1925.14	1192.33	1369.81	1421.03
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	1795.64	1546.13	1604.76	1704.96	1794.48	2272.13	1633.91	1574.7	2132.81	1553.43	1989.31	1970.46	1765.46	1575.66	1803.73	1838.13	1670.58	2234.49	2158.11	1846.27
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	1335.33	1231.32	1523.68	1030.99	1138.55	759.693	976.645	713.015		2654.43	1030.56	1500.1	1060.43	1586.8	1445.99	1083.79	1277.03	1569.86	1729.76	1443.05
Q9UHA3	Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24	580.318		1387.5	734.566			829.662	726.165	557.133	1000.21	1240.87	1250.62	878.163	494.936	878.398	1136.29	1061.9	1133.25	1067.93	1236.21
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	4572.31	4970.31	4364.62	5090.69	4500.83	4004.36	4288.38	4403.96	5020.61	5160.36	4507.18	4496.81	4062.95	4642.27	4762.42	4884.42	4849.46	4446.24	4801.98	4095.79
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	3043.16	2909.27	2736.19	2719.57	2556.41	2393.03	2751.74	2984.09	2417.98	2504.3	3052.4	2372.42	2818.31	2639.8	3101.74	2402.87	2490.27	2870.44	3031.71	2806.92
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	965.127	1791.27	1403.73	2274.65	1931.79	2047.2	1862.51	2182.12	1551.71	1810.31	1790.64	1026.97	1101.65	1284.29	1246.47	1741.06	924.137	1424.65	1025.81	1673.64
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	5177.48	4596.46	5135.4	4102.5	4812.77	4667.6	4231.57	4944.7	4515.42	4225.66	4800.12	4395.55	4698.29	5232.63	4749.2	4568.41	4533.48	4772.96	4456.31	5102.63
Q9UHD9	Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	1223.04	873.111	420.423	770.527	1537.56	777.906	1141.28	1223.65	364.89	689.269	842.857	521.327	1027.19	524.109	612.21	856.235	788.375	827.544	777.793	489.595
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	2121.52	1949.05	2240.04	1663.25	1759.38	2524.24	2721.83	2187.47	2166.11	2406.83	3073.55	2159.41	2449.83	2675.24	2081.27	2874.52	2404.23	2294.84	2555.55	3067.62
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20		2551.58	2149.36			1743.48	1224.52	1461.65			603.617	938.685	648.016				1067.13	1524.82	904.443	711.299
Q9UHL4	Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	2606.87	2318.27	2324.84	3036.93	2038.04	2328.53	2787.94	2297.02	2451.22	2705.11	2494.58	2297.85	2386.6	2477.22	2469.51	2553.59	2184.42	2436.91	2177.08	2008.48
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	1627.1		2339.09	1964.81	2007.68	2241.79	2106.96	1391.63	1660.19	1611.03	1733.2	1647.38	1816.22	758.752	1318.87	1641.28	1525.3	1598.52	1645.94	1528.41
Q9UHR4	Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1		841.368												536.962			252.315			
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein			966.104	763.359	1463.51	774.607			799.688	1302.98	1207.27	784.73	518.102	1034.58		818.005	878.09	725.343	456.377	862.461
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2		1387.61				1114.25						318.662					929.638	524.414	767.224	
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	4263.86	3969.47	3753.2	4553.86	3609.13	3091.01	4023.01	4361.67	4344.01	4916.72	3496.75	3982.97	3872.87	5152.98	4834.11	4932.96	4861.01	4008.69	4107.72	4477.42
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	2707.84	2415.01	3010.51	2979.28	3076.65	3080.64	2831.37	2945.26	2457.47	2444.09	2684.57	2597.21	3333.97	3255.56	2237.03	3208.43	2976.37	2847.53	2356.9	2537.6
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	846.85	1374.91	1398.17	683.814	1183.82	1565.98	1323.56	1317.92	938.726	1250.5	874.716	1253.68	1051.89	936.57	566.487	1293.02	1982.39	892.843	460.323	1201.66
Q9UI09	Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12					814.656		480.314	190.925					592.961			500.627		474.325	555.886	
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	985.767	1204.48	969.221	774.557	926.353	1203.52	1047.65	1165.72	1452.15	1359.33	982.503	1293.19	979.035	1496.16	1280.04		1171.12	800.275	745.365	950.679
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	1961.89		1365.28	921.609	1308.81	1432.79	1237.82	1231.1	1485.33		1325.68	1354.01	1618.18	1208.49	1416.41	1136.21	1013.03	1117.39	1716.26	1084.89
Q9UI14	Q9UI14	PRAF1_HUMAN	RABAC1	Prenylated Rab acceptor protein 1									1057.94		2372.86	901.691	1591.64			1263.91	2445.58	2112.52	1800.05	1722.07
Q9UI26	Q9UI26	IPO11_HUMAN	IPO11	Importin-11	604.132						463.656		1179.25	1073.6		1327.86		877.489		678.004			567.562	800.442
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	3646.41	6105.69	4848.68	4735.21	5911.45	5050.43	5684.67	4542.67	4092.7	4433.54	3935.61	4845	3458.3	3365.87	4259.11	3662.34	4365.66	4746.51	5068.09	4197.44
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	1488.39	2128.31	2218.71	1623.99	1379.47	1766.22	2188.56	1454.42	1415.7	1744.66	1538.08	1688.82	1271.59	1402.03	1676.13	1656.1	1652.83	1801.81	1283.28	1198.82
Q9UID3	Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog			1053.66	653.932								498.499	866.933			609.708	587.157	682.813	902.059	
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B	3398.69	3849.59	3779.63	2983	3471.81	4219.55	3687.94	3513.53	3333.27	2592.72	3223.6	3245.08	3587	3435.02	2830.83	2993.46	3148.48	3315.42	3538.35	4070.91
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	9791.81	7751.23	9161.36	10021.4	9932.48	10230.4	10655.3	10026.1	9769.41	10283.8	7944.11	8795.53	9080.02	10776.6	9707.5	8878.24	9803.36	9130.04	9355.45	8662.33
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	3669.77	4216.7	2646.14	2443.51	2774.98	2926.2	2693.48	3154.72	3387.58	2947.63	3052.02	2890.36	3527.59	2814.44	3188.81	3084.99	3038.6	2736.08	3006.15	3085.92
