Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5897.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5899.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5900.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5901.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5902.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5903.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5904.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5905.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5906.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5907.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5913.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5914.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5915.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5916.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5917.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5860.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5861.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5862.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5863.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5864.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5908.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5909.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5910.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5911.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5912.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5918.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5919.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5920.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5921.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5922.d
Q9H832	Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z			1588.29					1554.61		1263.97	2693.55	1975.65	1999.04	1504.2	1391.22	1657.99	2293.8	1663.49	2374.7	2276.05			1475.44	1326.83	2859.29	1123.52		2053.52	943.883	1643.75						1269.35	2045.87	2466.75	2044.05	1290.53	1935.87	2557.46	1563.91	1498.25	1912.68
Q9H845	Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	1110.82				962.362	1141.46		1587.74	2026.29	548.539	945.204	1047.37	915.337	1076.41	935.308	1172.58	872.699	835.382	754.715	644.242	608.044		804.692		1441.3	2147.53	1085.21	1609.38	1410.7	859.83						896.934	731.03	1610.36	676.843	1083.65	1107.29	930.841	1311.93	690.797	1125.77
Q9H853	Q9H853	TBA4B_HUMAN	TUBA4B	Putative tubulin-like protein alpha-4B				2179.32			1865.01							2273.77		3490.18				1813.31	2765.21			2691.91		2975.28	1999.35	3180.19	4182.65							3668.79	4449.26	3788.59		2946.13	2753.07	3231.53	2895.29	3121.31	2049.82
Q9H857	Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2										281.102			497.948			715.768	318.598			856.741	272.048																				635.509				435.305
Q9H8H0	Q9H8H0	NOL11_HUMAN	NOL11	Nucleolar protein 11						392.888									262.357	261.518	377.935																					453.142					498.159		
Q9H8H2	Q9H8H2	DDX31_HUMAN	DDX31	Probable ATP-dependent RNA helicase DDX31										443.524			646.743			652.656			548.402																			607.339			263.929				395.83
Q9H8H3	Q9H8H3	MET7A_HUMAN	METTL7A	Putative methyltransferase-like protein 7A																																				314.535							512.956		
Q9H8Y5	Q9H8Y5	ANKZ1_HUMAN	ANKZF1	Ankyrin repeat and zinc finger domain-containing protein 1														876.217	461.946	526.57			455.444	513.377				426.999					603.433							681.582		647.947		969.246			529.902		1338.87
Q9H8Y8	Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	1312.1	986.595		1825.6	1330.71	1302.48	1169.53	1434.05	864.01	2444.63	1668.29	1239.11	1253.8	1331.56	1293.37	1297.31	1289.76	1388.94	1536.81	1623.8	1816.35		1403.54	1795.42	2184.56	736.787	995.333	1381.85	1239.27	1010.66						1461.55	1064.12	1182.4	1043.01	1301.65	1123.93	1380.82	1119.49	1232.03	1477.45
Q9H910	Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	2653.6	1711.03	2045.54	2554.04	3127.01	2388.81	2288.51	2183.31	1789.21	2043.83	2739.32	1810.22	2032.95	2186.11	2312.81	2177.7	2226.26	2105.27	2051.4	1865.3	3011.76	2148.17	2563.42	2190.23	2483.61	3013.91	2640.46	3024.27	3509.14	2726.74	4400.19					2505.7	2038.53	2090.13	2151.76	1801.9	2133.95	2100.24	2262.79	2201.44	2183.97
Q9H936	Q9H936;Q9H1K4	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1									785.151		172.644	266.105	322.865		281.617	349.682		372.485		1160.21										653.987							395.075			473.098	279.564		643.314		
Q9H944	Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20																			511.985																						364.952				
Q9H9A6	Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40			1201.01		987.039		1511.19	584.239	692.57	975.345	962.915	765	812.931	789.623	1181.75	668.706	948.455	1153.73	603.892	823.596		961.289		1135.19	1469.54	691.171	1168.2	764.887		559.027						927.78	803.978	869.999	839.301	990.014	1248.35	1049.67	1155.73	530.627	513.975
Q9H9B4	Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	4045.98	4215.33	3356.07	4883.79	3919.9	4433.7	3968.27	3250.36	3345.41	4216.65	2460.35	3623.46	3918.97	3707.34	3544.3	3612.87	3610.16	3674.42	3269.36	4013.72	3852	3987.41	4303.64	5108.91	7132.64	3604.13	4306.43	3693.24	3861.96	3687.63						3392.8	3302.36	3807.69	3613.91	3845.61	3246.83	3256.47	3883.87	3328.85	3181.24
Q9H9E3	Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4																			120.481																					538.336					
Q9H9J2	Q9H9J2	RM44_HUMAN	MRPL44	39S ribosomal protein L44, mitochondrial								594.125		812.369		767.662	750.409	992.852	838.835	1444.06	752.081	669.476	748.335	1039.23								642.835	790.805	584.599						869.389	814.268	824.513	1605.05	1298.16	1055.86	954.741	1324.92		857.819
Q9H9Q2	Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b						733.292			728.338		357.49	782.577		744.158	420.261		440.16	684.632		734.24							1624.71									688.208		748.759	809.843	751.326	1018.49	680.864			487.337
Q9H9T3	Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3													668.128			281.388	468.784	467.638		815.731	491.747				428.242													660.941		688.352	756.93	719.82	631.871		725.061
Q9H9Y2	Q9H9Y2	RPF1_HUMAN	RPF1	Ribosome production factor 1								722.94										431.626											672.893																
Q9HA64	Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase											967.879		846.925	1459.74		683.478	343.455	931.187	664.923	1140.56			873.216														1359.94	1627.52				1175.83	571.219		
Q9HAB3	Q9HAB3	S52A2_HUMAN	SLC52A2	Solute carrier family 52, riboflavin transporter, member 2																		776.392		1024.42																		1090.57		788.146			905.281		
Q9HAB8	Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase							1098.42	746.771	815.451		602.141	711.309			1099.97	694.53	641.842		480.877	730.68						1059.09				693.415							704.185		1312.21	834.552	1099.37	1040.82		525.611	778.178
Q9HAU0	Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5		365.094					640.554	1014.41			311.866	1084.78	759.546	1028.4	749.978		1534.17	1058.98	1040.34	1453.64				856.507												598.836				1237.31	870.912	783.891		1225.68	598.179
Q9HAV0	Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	925.201	595.422	1367.73	506.176	595.215		778.724	946.693	826.214		892.406	937.29	383.313	1096	622.719	666.261	975.833	953.62	758.692	508.846	927.814	1013.97	1640.54	1351.48	638.003	912.616	1394.5	752.286	262.683	1385.29						609.369	986.488	853.119	785.563	463.073	1020.33	1368.6	1111.83	1170.28	
Q9HAV4	Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5				1959.97		805.623	534.142	1934.61		970.192	427.479	701.948	474.739	523.013	727.844	704.154	654.997	1136.5	678.909	814.193			1367.45		2202.88	757.771	1587.61		727.247	1133.91						902.679	1110.72		927.395	852.543	1130.95	704.581	1021.1	1249.54	1168.22
Q9HAV7	Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1956.4	2357.17	1741.54	2006.04	1417.22	1819.14	1800.27	2223.48	2335.61	1872.38	1806.35	1961.96	1596.92	1590.82	2140.28	1976.86	1896.83	1712.58	1378.94	2076.02	1984.26	1489.51	1649.99	1620.61	1311.23	1609.64	1699.2	2088.93	2181.38	1588.89						1313.2	1370.34	2629.04	1144.83	1489.23	1542.42	1562.83	1398.93	1842.47	1594.8
Q9HB07	Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	3117.42	1908.38	2439.26	2415.06	2225.36	1715.27	1681.38	2022.42	1523.72	2325.43	2009.72	1862.33	2103.9	1826.51	1673.48	1468.4	1749.44	1302.91	1356.39	1322.71	2010.18	2613.63	1692.77	2086.45	2679.82	1205.83	1808.45	1892.64	1778.69	1458.55	3480.54					1573.09	1865.2	1218.77	1180.14	1303.56	1441.65	1357.55	1614.42	1684.47	1066.51
Q9HB19	Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2			1001.28						987.986	1016.25	1114.32	1388.38	1052.08	956.028	1291.82	1033.68		487.67	1221.67	844.067						1113.39	576.91			1210.98						883.993	775.509	741.25	895.344	879.764	888.011	1026.3	1030.13	754.074	746.22
Q9HB40	Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	961.847			293.208	905.911		627.123	931.799	1154.1	730.059	835.326	551.506	899.262	1261.21	950.055	896.006	1031.41	470.622	712.168	751.231				643.109		846.063	1597.09	635.298	284.457							854.489	828.741	762.833	786.469	1060.77	492.093	757.451	915.601	858.281	1090.97
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	2898.93	2939.04	3165.36	2982.95	2899.38	2529.76	3222.88	3264.61	3308.13	4208.22	3212.9	2738.32	2788.34	3273.31	2483.99	2369.98	2974.23	2968.95	3092.96	3190.38	3795.52	2849.2	2846.34	3012.72	3473.05	2581.97	3663.88	2635.36	3351.16	2348.91	3170.26					3218.29	2363.94	3085.69	2672.59	2708.18	3130.04	3085.1	3109.33	3154.43	3193.98
Q9HB90;Q9NQL2	Q9NQL2;Q9HB90	RRAGC_HUMAN;RRAGD_HUMAN	RRAGC;RRAGD	Ras-related GTP-binding protein C	1499.08								560.073				275.846	671.917		596.966		515.028	479.57	552.694						1236.05												1345.75			562.603			480.493	655.706
Q9HBJ7	Q9HBJ7	UBP29_HUMAN	USP29	Ubiquitin carboxyl-terminal hydrolase 29	3569.11		5108.35		5445.21	5463.73		4359.23		4705.8	7891.29		5508.09		12355.3	9533.02				9522.04				4107.92			4219.26		6751.32	6616.6							6312.34	9779.83	11109.3		9379.1			6947.32	
Q9HBL8	Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1													606.785			579.35																				265.385	672.479				487.47	435.967	420.281		
Q9HC07	Q9HC07	TM165_HUMAN	TMEM165	Transmembrane protein 165											537.38	548.318		525.178	469.415	348.601	282.086	358.178	317.893	450.616																315.646		391.102		339.41	461.739		751.964		253.929
Q9HC35	Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4							665.378	400.986				505.438	600.333		419.771			605.781	318.941								697.342	827.293								795.79				442.55		391.997	621.734		
Q9HC36	Q9HC36	MRM3_HUMAN	MRM3	rRNA methyltransferase 3, mitochondrial						827.897								569.428	858.115			737.537											1102.62	803.237															
Q9HC38	Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	1994.67	1623.59	1685.39	1606.77	2038.49	1938.27	2103.27	2238.2	1903.81	2300.58	2032.32	1872.28	1612.07	1798.95	1710.69	1805.37	1540.92	1922.14	2000.32	1884.58	2270.29	1697.82	1234.84	2349.17	1521.78	1272.24	1480.57	2085.09	1410.58	1047.64	2982.16					2041.34	1866.33	1716.74	2253.66	1929.19	1741.47	1941.4	2005.37	1952.13	1753.68
Q9HCC0	Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	560.18						640.902	794.919			448.946	747.321	548.827	711.942	658.43	582.092	827.897	547.372	707.347	763.953							678.106		1545.58	695.786						707.925	537.927	652.778	895.705	1498.24	1753.78	686.413	526.267	547.188	1265.23
Q9HCD5	Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5												1091.88	320.77		647.73	1659.81	565.031	595.637	496.187	752.046						499.764											701.562		816.429	738.864	1175.01	712.981	986.352	866.705	1077.79
Q9HCE1	Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	708.018	1295.47		1069.58			931.461		726.134	973.172	1630.26	1301.4	1093.71	1910.63	998.148	1014.62	783.297	762.624	1175.18	979.321			875.686	923.567		1915.4		1113.97	1471.93	1114.12						1161.16	849.564	1003.99	547.25	1079.36	982.03	2244.91	961.239	1120.1	744.514
Q9HCN8	Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1		695.565				729.579	1082.77	1212.44	1235.12		1065.89	970.715	867.588	890.722	1022.1	947.651	648.537	904.362	937.239					1225.56		297.953	1127.29	870.252	810.758	1031.76						591.503	1320.28	621.816	1227.95	1136.61	927.955	826.539	651.871	762.754	948.396
Q9HCS7	Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1			842.578													473.563	851.394						375.545													538.575									432.982
Q9HD15	Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1				1448.75								1707.8				3061.84	619.703			2050.33																					1193.71	837.883			
Q9HD20	Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase															701.228	565.031																													
Q9HD26	Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein						489.427												656.077	774.599								823.648	1243.52								708.778	446.575		771.969	483.854			583.997		
Q9HD33	Q9HD33	RM47_HUMAN	MRPL47	39S ribosomal protein L47, mitochondrial						887.79	1713.18			1154.62		917.889		592.937	812.938	1110.54	781.138	670.9			868.522					449.865				910.233						1186.63	598.4	829.443	590.079	622.635	625.86	912.557	596.042		821.928
Q9HD45	Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	1686.7	1299.11		1047.48	1209.01	899.981	1835.47	766.541	1263.09	1186.49	913.371	986.78	651.728	1587.21	1183.08	1121.33	946.256	1293.72	782.866	1216.75	513.585	1500.04		1023.31	950.788	789.19	1098.45	483.697	882.6	969.833						874.447	705.418	779.593	814.406	1014.62	881.58	777.7	1163.17	1183.16	948.375
Q9HDC9	Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	2707.81	2413.21	3244.03	2870.98	1738.67	2382.31	2095.91	2666.16	2184.35	2345.91	2268.37	2182.57	2327.46	2032.02	2129.01	2229.6	2130.67	2303.05	2291.76	2480.83	2385.09	3236.19	3527.2	1945.01	2333.16	2587	2582.17	1845.7	2482.09	2001.1	3056.72					1796	1721.51	2024.66	2143.54	1894.29	1564.45	2187.13	1887.35	2218	1699.59
Q9NNW7	Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial											515.519	297.935		292.042	229.71	314.807									815.61			348.435	269.102							612.175	431.864	917.836						183.727	
Q9NP58	Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6												959.938			499.648				352.937																	340.143								644.799	
Q9NP61	Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3							2365.47			1051.1	1173.81	627.594	1003.21	588.044	578.992	891.214	816.088		508.136											900.172									893.083	267.005	803.161	585.29	889.312		
Q9NP72	Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18									960.869		1175.27	801.219	1031.15	806.351		904.26	1017.19		698.937	1248.01						954.945	1047.55									725.27	886.491	1481.99	1358.48	1231.98	978.11	1340.22	1188.75	1184.23	732.226
Q9NP74	Q9NP74	PALMD_HUMAN	PALMD	Palmdelphin		1497.57				974.283	745.716	979.609	965.632	1485.12	1045.3	1096.62	1280.22	856.338	944.002		947.483	1318.96	881.033	958.177	1469.29			1615.16	1332.27			1026.61	1133.45	1283.54						1556.62	329.547	1332.77		701.818	726.996	739.717	880.583	1280.51	355.32
Q9NP77	Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72						589.476		688.604		741.396				639.034		716.393	872.035		554.61	543.087																444.383	1533.07	678.638		520.117	1114.66			557.419	
Q9NP79	Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1938.33		3020		2514.77	1740.08	2349.55	1468.23	1837.84		1367.11	1329.18	1162.74	1137.78	1178.57	1317.73	1131	1110.02	1535.21	1228.98						1965.06	1980.53	2078.3	1426.9							1835.28	1134.23	1219.31	1418.72	1583.33	1246.21	1336.54	1097.27	1307.32	1628.4
Q9NP81	Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial				1126.61													503.612												467.138									880.651	856.724				498.862		1432.57
Q9NP92	Q9NP92	RT30_HUMAN	MRPS30	39S ribosomal protein S30, mitochondrial															616.176	398.514		1022.35	453.295	640.536								324.887										858.887			728.086				
Q9NP97	Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	2276.18	2761.45	2865.82	3158.18	1868.3	3122.46	3081.59	3908.45	2429.76	1209.39	2556.67	3538.81	3561	3970.65	2266.53	2574.03	2589.52	2163.89	2066.53	2956.84	2069.55	2535.23	3297.84	2476.87	3060.31	1176.95	4055.32	1773.93	2760.77	2100.04						3772.24	3797.6	2815.13	3206.23	2538.8	2620.73	2863.97	2972.29	2842.66	2543.29
Q9NPA0	Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7						1050.77	262.67						810.681		731.882	1025.31	733.936	1141.08		504.944								730.293	1102.24							800.139	842.431	869.119	747.301	963.086		873.775	573.522		768.993
Q9NPA8	Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2														940.684	1520.94	965.663				1077.01			511.051																926.696					794.242	
Q9NPD3	Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	1396.12	1302.84	1267.7		1695.95	1458.52	1502.58	1132.62	1930.75	2655.1	1469.72	1241.91	1121.78	1108.37	1301.2	1270.25	1363.32	1129.72	1558.95	1958.28		1620.42	1821.55		939.036	1158.01	1603.11	2064.68	1442.06	1861.07						752.515	2032.41		1738.37	1048.54	1463.73	1452.77	1867.23	1054.42	1311.73
Q9NPD8	Q9NPD8	UBE2T_HUMAN	UBE2T	Ubiquitin-conjugating enzyme E2 T		1379.41				1726.31	942.753	1379.95	1147.39	986.204	1466.16	955.955	1062.44	1183.15	1122.03	882.569	671.734	737.293	983.911	834.821							866.272	1020.52		1038.92						1415.25	1172.24	911.975	962.464	707.309	1281.67	1283.26	1497.15	787.609	734.069
Q9NPE3	Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3				1680.51							1084.31	946.545	373.975		955.4		732.208	986.975	1137.46							1230.97	846.322	1767.63								732.59	1037.79	791.689		1205.13	374.531	1579.67	884.552		1000.03
Q9NPF4	Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase				2125.28		1192.72	1056.52	908.988	1448.79	963.89	1099.16	589.593	920.325	1275.66	1208.52	266.645	519.487	1059.68	668.006	921.197			945.505			1232.32	532.356	1185.73		1607.23						1069.73	970.786	1003.77	909.947	1109.66	976.71	1167.13	995.92	962.764	1347.01
Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13				544.64		916.439	1182.51	457.272	831.656	1274.95	939.673	929.679	1106.55	824.727	914.407	1086.66	903.054	1295.6	1188.52	808.043				659.125		1102.22	1213.58	1093.38	804.737	863.379						1168.58	888.159	640.689	352.505	1257.46	743.42	986.643	992.045	832.101	
Q9NPL8	Q9NPL8	TIDC1_HUMAN	TIMMDC1	Complex I assembly factor TIMMDC1, mitochondrial																		661.908											737.165																
Q9NPQ8	Q9NPQ8;Q9NVN3	RIC8A_HUMAN	RIC8A	Synembryn-A											521.037			287.964		300.938																													391.028
Q9NQ29	Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	512.446		633.41					490.275	389.583			390.076	423.353	313.019						770.087																				462.253		143.883	686.681		543.1
Q9NQ48	Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1						575.693			1412.02			1014.45		930.95	1158.44	520.11	254.45	463.779		537.72								1235.47	250.322							118.863	186.081	164.396		589.059	296.683	1276.18	837.706		
Q9NQ50	Q9NQ50	RM40_HUMAN	MRPL40	39S ribosomal protein L40, mitochondrial												493.941		393.441						279.189																615.753	863.257		755.316	511.387	665.787	444.96	655.692		
Q9NQ55	Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog									598.332							362.983			583.741	552.673																		461.883						567.238	
Q9NQC3	Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	7987.67	6920.46	4295.11	7689.76	8159.16	8153.52	4013.93	6087.97	6953.29	6988.43	6818.28	6633.42	7085.41	5753.42	5569.57	7989	5288.1	6617.45	7562.02	6325.91	7990.27	6833.99	7818.25	8655.46	9305.17	7893.52	8646.97	9288.86	7683.27	8593.75	8570.48					7902.73	6762.64	5836.29	6999.96	7399.71	7274.99	6827.43	7830.62	8238.97	7430.31
Q9NQG5	Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	830.457		859.247		1001.2	671.862	1034.54		694.756	795.237	586.089	1119.65	769.934	481.069	865.143	846.254	509.433	553.825	827.582	685.05	486.004	763.735	1009.32		1079.13	1172.3	735.065	1323.09	822.813	897.866						643.142	467.032		649.479	637.838	953.813	575.301	490.104	710.458	371.569
