Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_0_25ng_1 Spectral Count	Hela_0_25ng_2 Spectral Count	Hela_0_25ng_3 Spectral Count	Hela_0_25ng_4 Spectral Count	Hela_0_5ng_1 Spectral Count	Hela_0_5ng_2 Spectral Count	Hela_0_5ng_3 Spectral Count	Hela_0_5ng_4 Spectral Count	Hela_10ng_1 Spectral Count	Hela_10ng_2 Spectral Count	Hela_10ng_3 Spectral Count	Hela_10ng_4 Spectral Count	Hela_1ng_1 Spectral Count	Hela_1ng_2 Spectral Count	Hela_1ng_3 Spectral Count	Hela_1ng_4 Spectral Count	Hela_5ng_1 Spectral Count	Hela_5ng_2 Spectral Count	Hela_5ng_3 Spectral Count	Hela_5ng_4 Spectral Count	Hela_0_25ng_1 Unique Spectral Count	Hela_0_25ng_2 Unique Spectral Count	Hela_0_25ng_3 Unique Spectral Count	Hela_0_25ng_4 Unique Spectral Count	Hela_0_5ng_1 Unique Spectral Count	Hela_0_5ng_2 Unique Spectral Count	Hela_0_5ng_3 Unique Spectral Count	Hela_0_5ng_4 Unique Spectral Count	Hela_10ng_1 Unique Spectral Count	Hela_10ng_2 Unique Spectral Count	Hela_10ng_3 Unique Spectral Count	Hela_10ng_4 Unique Spectral Count	Hela_1ng_1 Unique Spectral Count	Hela_1ng_2 Unique Spectral Count	Hela_1ng_3 Unique Spectral Count	Hela_1ng_4 Unique Spectral Count	Hela_5ng_1 Unique Spectral Count	Hela_5ng_2 Unique Spectral Count	Hela_5ng_3 Unique Spectral Count	Hela_5ng_4 Unique Spectral Count	Hela_0_25ng_1 Total Spectral Count	Hela_0_25ng_2 Total Spectral Count	Hela_0_25ng_3 Total Spectral Count	Hela_0_25ng_4 Total Spectral Count	Hela_0_5ng_1 Total Spectral Count	Hela_0_5ng_2 Total Spectral Count	Hela_0_5ng_3 Total Spectral Count	Hela_0_5ng_4 Total Spectral Count	Hela_10ng_1 Total Spectral Count	Hela_10ng_2 Total Spectral Count	Hela_10ng_3 Total Spectral Count	Hela_10ng_4 Total Spectral Count	Hela_1ng_1 Total Spectral Count	Hela_1ng_2 Total Spectral Count	Hela_1ng_3 Total Spectral Count	Hela_1ng_4 Total Spectral Count	Hela_5ng_1 Total Spectral Count	Hela_5ng_2 Total Spectral Count	Hela_5ng_3 Total Spectral Count	Hela_5ng_4 Total Spectral Count	Hela_0_25ng_1 Intensity	Hela_0_25ng_2 Intensity	Hela_0_25ng_3 Intensity	Hela_0_25ng_4 Intensity	Hela_0_5ng_1 Intensity	Hela_0_5ng_2 Intensity	Hela_0_5ng_3 Intensity	Hela_0_5ng_4 Intensity	Hela_10ng_1 Intensity	Hela_10ng_2 Intensity	Hela_10ng_3 Intensity	Hela_10ng_4 Intensity	Hela_1ng_1 Intensity	Hela_1ng_2 Intensity	Hela_1ng_3 Intensity	Hela_1ng_4 Intensity	Hela_5ng_1 Intensity	Hela_5ng_2 Intensity	Hela_5ng_3 Intensity	Hela_5ng_4 Intensity	Hela_0_25ng_1 MaxLFQ Intensity	Hela_0_25ng_2 MaxLFQ Intensity	Hela_0_25ng_3 MaxLFQ Intensity	Hela_0_25ng_4 MaxLFQ Intensity	Hela_0_5ng_1 MaxLFQ Intensity	Hela_0_5ng_2 MaxLFQ Intensity	Hela_0_5ng_3 MaxLFQ Intensity	Hela_0_5ng_4 MaxLFQ Intensity	Hela_10ng_1 MaxLFQ Intensity	Hela_10ng_2 MaxLFQ Intensity	Hela_10ng_3 MaxLFQ Intensity	Hela_10ng_4 MaxLFQ Intensity	Hela_1ng_1 MaxLFQ Intensity	Hela_1ng_2 MaxLFQ Intensity	Hela_1ng_3 MaxLFQ Intensity	Hela_1ng_4 MaxLFQ Intensity	Hela_5ng_1 MaxLFQ Intensity	Hela_5ng_2 MaxLFQ Intensity	Hela_5ng_3 MaxLFQ Intensity	Hela_5ng_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9Y3B9|RRP15_HUMAN	Q9Y3B9	RRP15_HUMAN	RRP15	282	Homo sapiens OX=9606	1:Experimental evidence at protein level	RRP15-like protein	1.0	0.999	6	44	44	44	0	0	0	0	0	0	0	0	5	4	6	5	1	2	0	0	5	6	5	5	0	0	0	0	0	0	0	0	5	4	6	5	1	2	0	0	5	6	5	5	0	0	0	0	0	0	0	0	5	4	6	5	1	2	0	0	5	6	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88929.19	84112.9	91528.35	83914.945	39550.75	38666.297	0.0	0.0	84619.14	78307.98	77234.86	64462.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32620.988	32985.117	31836.512	31345.166	20080.102	0.0	0.0	0.0	27738.59	25026.754	25335.188	24941.893	
sp|Q9Y3C0|WASC3_HUMAN	Q9Y3C0	WASC3_HUMAN	WASHC3	194	Homo sapiens OX=9606	1:Experimental evidence at protein level	WASH complex subunit 3	0.9985	0.9984	2	3	3	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27387.426	19552.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20076.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3C1|NOP16_HUMAN	Q9Y3C1	NOP16_HUMAN	NOP16	178	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 16	1.0	0.999	6	47	47	47	0	0	0	0	0	0	0	0	7	6	5	7	1	3	0	1	3	6	4	4	0	0	0	0	0	0	0	0	7	6	5	7	1	3	0	1	3	6	4	4	0	0	0	0	0	0	0	0	7	6	5	7	1	3	0	1	3	6	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150060.67	124092.38	82410.0	68187.664	34318.918	82183.13	0.0	0.0	68856.61	92435.61	79164.375	84929.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29666.006	29895.16	28642.455	28041.191	0.0	27998.092	0.0	0.0	28558.21	31111.61	32151.883	31517.09	
sp|Q9Y3C4|TPRKB_HUMAN	Q9Y3C4	TPRKB_HUMAN	TPRKB	175	Homo sapiens OX=9606	1:Experimental evidence at protein level	EKC/KEOPS complex subunit TPRKB	0.9606	0.9988	1	12	12	12	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1	3	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13930.256	15752.672	14206.204	15398.55	0.0	0.0	0.0	0.0	10253.027	12035.462	11817.842	9431.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3C6|PPIL1_HUMAN	Q9Y3C6	PPIL1_HUMAN	PPIL1	166	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase-like 1	1.0	0.999	6	67	67	67	1	0	0	0	0	0	0	0	6	4	9	6	3	6	0	1	10	7	7	7	1	0	0	0	0	0	0	0	6	4	9	6	3	6	0	1	10	7	7	7	1	0	0	0	0	0	0	0	6	4	9	6	3	6	0	1	10	7	7	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109044.13	193236.38	158077.38	134490.36	184372.17	197427.12	0.0	46621.926	236793.58	232342.22	140653.67	214801.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49194.414	48949.297	40393.773	55096.477	74338.45	64002.098	0.0	0.0	47376.33	47896.89	45311.07	48895.27	
sp|Q9Y3C7|MED31_HUMAN	Q9Y3C7	MED31_HUMAN	MED31	131	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 31	0.9999	0.999	2	7	7	7	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6388.0337	5988.5957	29902.207	4924.767	0.0	0.0	0.0	0.0	0.0	0.0	4625.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3C8|UFC1_HUMAN	Q9Y3C8	UFC1_HUMAN	UFC1	167	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-fold modifier-conjugating enzyme 1	1.0	0.999	3	16	16	16	0	0	0	0	0	0	0	0	3	2	1	1	1	1	0	2	2	0	2	1	0	0	0	0	0	0	0	0	3	2	1	1	1	1	0	2	2	0	2	1	0	0	0	0	0	0	0	0	3	2	1	1	1	1	0	2	2	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151398.8	127357.41	54548.59	52114.64	59337.93	126365.0	0.0	60941.457	96655.625	0.0	94257.14	27437.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64744.027	58268.844	0.0	0.0	0.0	62602.633	0.0	0.0	71222.77	0.0	68997.03	0.0	
sp|Q9Y3D2|MSRB2_HUMAN	Q9Y3D2	MSRB2_HUMAN	MSRB2	182	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methionine-R-sulfoxide reductase B2, mitochondrial	1.0	0.999	4	9	9	9	0	0	0	0	0	0	0	0	2	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24664.521	22195.605	14125.516	25764.465	38279.64	0.0	0.0	0.0	24487.59	0.0	0.0	25443.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13131.827	11826.819	0.0	13719.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3D3|RT16_HUMAN	Q9Y3D3	RT16_HUMAN	MRPS16	137	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S16, mitochondrial	0.9999	0.999	2	15	15	15	0	0	0	0	0	0	0	0	1	1	2	1	3	1	0	1	1	0	2	2	0	0	0	0	0	0	0	0	1	1	2	1	3	1	0	1	1	0	2	2	0	0	0	0	0	0	0	0	1	1	2	1	3	1	0	1	1	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26613.588	21949.375	27424.143	17212.844	48991.773	28795.883	0.0	34451.855	35186.9	0.0	46726.21	43646.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22424.756	0.0	36857.23	0.0	0.0	0.0	0.0	0.0	35873.42	34226.836	
sp|Q9Y3D5|RT18C_HUMAN	Q9Y3D5	RT18C_HUMAN	MRPS18C	142	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S18c, mitochondrial	0.9899	0.9985	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46666.418	0.0	24410.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3D6|FIS1_HUMAN	Q9Y3D6	FIS1_HUMAN	FIS1	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial fission 1 protein	0.9999	0.999	2	34	34	34	0	0	0	0	0	0	0	0	5	3	5	4	3	2	0	0	4	2	3	3	0	0	0	0	0	0	0	0	5	3	5	4	3	2	0	0	4	2	3	3	0	0	0	0	0	0	0	0	5	3	5	4	3	2	0	0	4	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134775.97	149653.48	125324.95	132051.78	89572.586	70873.74	0.0	0.0	96668.97	140272.53	136526.56	137194.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90396.016	104564.56	83414.51	90336.766	0.0	0.0	0.0	0.0	0.0	97291.05	91004.766	92366.4	
sp|Q9Y3D7|TIM16_HUMAN	Q9Y3D7	TIM16_HUMAN	PAM16	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM16	0.9999	0.999	2	10	10	10	0	0	0	0	0	0	0	0	1	1	1	1	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	3	0	0	0	2	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34826.76	0.0	73661.45	0.0	0.0	0.0	340935.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3D8|KAD6_HUMAN	Q9Y3D8	KAD6_HUMAN	AK6	172	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylate kinase isoenzyme 6	0.9999	0.999	2	17	17	17	0	0	0	0	0	0	0	0	3	2	1	2	1	1	0	0	3	1	1	2	0	0	0	0	0	0	0	0	3	2	1	2	1	1	0	0	3	1	1	2	0	0	0	0	0	0	0	0	3	2	1	2	1	1	0	0	3	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55814.652	53557.297	40882.094	59765.938	34175.137	36254.133	0.0	0.0	73027.5	26433.068	25241.326	67094.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36777.707	34477.664	0.0	41278.293	0.0	0.0	0.0	0.0	49181.86	0.0	0.0	44908.32	
sp|Q9Y3D9|RT23_HUMAN	Q9Y3D9	RT23_HUMAN	MRPS23	190	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S23, mitochondrial	1.0	0.999	5	57	57	57	0	0	0	0	0	0	0	0	7	6	8	6	5	1	0	2	6	7	5	4	0	0	0	0	0	0	0	0	7	6	8	6	5	1	0	2	6	7	5	4	0	0	0	0	0	0	0	0	7	6	8	6	5	1	0	2	6	7	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140445.62	139916.98	139287.81	135450.38	102525.734	36777.9	0.0	58694.316	142739.38	129517.37	106074.84	130398.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46932.777	49089.016	48287.176	47091.75	39630.168	0.0	0.0	35694.54	45227.055	41519.98	41890.73	40752.727	
sp|Q9Y3E0|GOT1B_HUMAN	Q9Y3E0	GOT1B_HUMAN	GOLT1B	138	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vesicle transport protein GOT1B	0.916	0.9974	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21772.803	31119.275	0.0	17295.775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3E1|HDGR3_HUMAN	Q9Y3E1	HDGR3_HUMAN	HDGFL3	203	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hepatoma-derived growth factor-related protein 3	0.9848	0.9982	2	6	6	13	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	3	1	3	0	0	0	0	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3E2|BOLA1_HUMAN	Q9Y3E2	BOLA1_HUMAN	BOLA1	137	Homo sapiens OX=9606	1:Experimental evidence at protein level	BolA-like protein 1	0.9999	0.9989	2	11	11	11	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	2	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31601.244	41047.6	12937.407	9781.895	0.0	0.0	0.0	0.0	8091.7334	39180.63	55897.64	47943.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26811.195	30973.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29720.3	41161.125	32708.611	
sp|Q9Y3E7|CHMP3_HUMAN	Q9Y3E7	CHMP3_HUMAN	CHMP3	222	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 3	1.0	0.9974	3	6	6	6	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20087.484	7026.4663	14055.053	0.0	0.0	0.0	0.0	0.0	0.0	29564.502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11304.725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16951.135	0.0	
sp|Q9Y3F4|STRAP_HUMAN	Q9Y3F4	STRAP_HUMAN	STRAP	350	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine-threonine kinase receptor-associated protein	1.0	0.999	17	232	232	232	2	0	0	0	0	0	0	0	25	25	42	29	10	8	0	8	20	20	21	22	2	0	0	0	0	0	0	0	25	25	42	29	10	8	0	8	20	20	21	22	2	0	0	0	0	0	0	0	25	25	42	29	10	8	0	8	20	20	21	22	162040.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	918747.1	1023986.7	1088141.1	916632.7	377282.28	306815.3	0.0	459159.8	901987.8	963634.5	1057562.0	1050256.2	180631.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156354.05	152932.56	148920.3	150195.86	105281.64	74600.07	0.0	132556.75	149753.03	145042.14	153444.42	144749.12	
sp|Q9Y3I0|RTCB_HUMAN	Q9Y3I0	RTCB_HUMAN	RTCB	505	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-splicing ligase RtcB homolog	1.0	0.999	18	190	190	190	3	0	0	0	0	0	0	0	18	22	20	27	14	8	0	5	19	18	18	18	3	0	0	0	0	0	0	0	18	22	20	27	14	8	0	5	19	18	18	18	3	0	0	0	0	0	0	0	18	22	20	27	14	8	0	5	19	18	18	18	115675.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	700095.2	818743.56	662157.3	855988.1	572060.6	339346.25	0.0	201141.05	737110.56	662603.2	658131.44	680409.56	97289.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75007.37	75368.695	75627.65	81277.28	96341.07	101264.5	0.0	86012.6	80193.5	82959.82	86457.15	81182.05	
sp|Q9Y3L5|RAP2C_HUMAN	Q9Y3L5	RAP2C_HUMAN	RAP2C	183	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rap-2c	0.9995	0.9989	3	5	1	26	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	3	1	0	1	3	4	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13280.641	0.0	2419.5525	24024.234	21181.79	0.0	0.0	16742.717	20732.988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3P9|RBGP1_HUMAN	Q9Y3P9	RBGP1_HUMAN	RABGAP1	1069	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab GTPase-activating protein 1	1.0	0.999	19	96	89	96	0	0	0	0	0	0	0	0	12	12	14	12	5	2	0	1	7	7	12	12	0	0	0	0	0	0	0	0	10	11	12	11	5	2	0	1	7	7	11	12	0	0	0	0	0	0	0	0	12	12	14	12	5	2	0	1	7	7	12	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201030.2	341996.97	249530.6	166499.42	161206.14	23817.84	0.0	15388.347	224261.0	160238.62	345136.94	333885.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50003.332	52231.715	50155.668	45790.914	50793.28	0.0	0.0	0.0	58017.223	56811.715	59092.992	57723.98	
sp|Q9Y3S2|ZN330_HUMAN	Q9Y3S2	ZN330_HUMAN	ZNF330	320	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 330	0.9945	0.999	2	8	8	8	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13558.817	12384.346	12598.289	17543.557	0.0	0.0	0.0	0.0	8561.443	0.0	11282.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3T9|NOC2L_HUMAN	Q9Y3T9	NOC2L_HUMAN	NOC2L	749	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar complex protein 2 homolog	1.0	0.999	8	44	44	44	0	0	0	0	0	0	0	0	4	4	6	4	5	0	0	0	4	5	6	6	0	0	0	0	0	0	0	0	4	4	6	4	5	0	0	0	4	5	6	6	0	0	0	0	0	0	0	0	4	4	6	4	5	0	0	0	4	5	6	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38639.734	73117.94	75238.375	60222.71	125669.88	50663.312	0.0	0.0	119539.48	115257.58	102402.984	84208.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24566.633	28763.31	25976.324	28963.988	30517.791	0.0	0.0	0.0	33956.945	36522.574	37087.836	31043.219	
sp|Q9Y3U8|RL36_HUMAN	Q9Y3U8	RL36_HUMAN	RPL36	105	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36	1.0	0.999	6	197	197	197	3	0	0	0	0	0	0	0	20	23	22	22	7	10	0	8	17	20	17	28	3	0	0	0	0	0	0	0	20	23	22	22	7	10	0	8	17	20	17	28	3	0	0	0	0	0	0	0	20	23	22	22	7	10	0	8	17	20	17	28	518208.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	924109.9	959678.8	858639.7	919030.8	596894.2	561629.0	0.0	399973.88	747410.1	741494.9	789299.7	761618.9	400306.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400402.7	410317.53	411727.3	422959.53	218953.2	205863.27	0.0	223980.75	323298.62	362100.8	349585.38	349872.22	
sp|Q9Y3X0|CCDC9_HUMAN	Q9Y3X0	CCDC9_HUMAN	CCDC9	531	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 9	1.0	0.999	3	10	10	10	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29871.879	13020.152	11708.915	11636.154	0.0	0.0	0.0	0.0	11154.791	9898.96	11918.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3Y2|CHTOP_HUMAN	Q9Y3Y2	CHTOP_HUMAN	CHTOP	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromatin target of PRMT1 protein	1.0	0.999	4	51	51	51	0	0	0	0	0	0	0	0	6	7	7	9	2	1	0	0	5	3	3	8	0	0	0	0	0	0	0	0	6	7	7	9	2	1	0	0	5	3	3	8	0	0	0	0	0	0	0	0	6	7	7	9	2	1	0	0	5	3	3	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123565.19	138090.6	144329.34	140295.52	50344.47	49811.008	0.0	0.0	90190.79	67241.375	66825.03	80554.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33809.594	33836.355	34678.82	34863.457	43408.57	48570.145	0.0	0.0	30469.238	32246.514	32493.752	33445.387	
sp|Q9Y3Z3|SAMH1_HUMAN	Q9Y3Z3	SAMH1_HUMAN	SAMHD1	626	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	1.0	0.999	10	58	58	58	0	0	0	0	0	0	0	0	7	8	8	10	1	2	0	0	6	5	6	5	0	0	0	0	0	0	0	0	7	8	8	10	1	2	0	0	6	5	6	5	0	0	0	0	0	0	0	0	7	8	8	10	1	2	0	0	6	5	6	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152088.66	264000.16	148036.23	159439.56	20632.574	18319.459	0.0	0.0	109012.48	121224.555	145497.22	183621.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46697.21	45728.918	44875.527	45310.355	0.0	0.0	0.0	0.0	46180.65	44032.344	47185.477	43939.113	
sp|Q9Y448|SKAP_HUMAN	Q9Y448	SKAP_HUMAN	KNSTRN	316	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small kinetochore-associated protein	1.0	0.9988	4	15	15	15	0	0	0	0	0	0	0	0	2	2	1	2	0	1	0	0	1	2	2	2	0	0	0	0	0	0	0	0	2	2	1	2	0	1	0	0	1	2	2	2	0	0	0	0	0	0	0	0	2	2	1	2	0	1	0	0	1	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31506.215	30361.096	16563.719	26160.674	0.0	17115.975	0.0	0.0	19443.014	42820.54	16178.321	117791.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17945.137	24268.89	0.0	22845.57	0.0	0.0	0.0	0.0	0.0	27493.87	0.0	29477.967	
