Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5563.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5564.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5565.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5566.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5567.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5569.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5570.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5571.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5572.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5573.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5575.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5576.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5577.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5578.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5579.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5581.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5582.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5583.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5584.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5585.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5587.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5588.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5589.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5590.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5591.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5592.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5593.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5594.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5595.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5596.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5597.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5598.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5599.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5600.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5601.d
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68						1559.33	1246.6	2045.79	1674.86	984.743	1045.82	1675.94	1146.68	1234.44	1075.77	1389.95	1265.15	1441.35	1640.18	1147.56	1201.03	1307.43	1443.16	1334.25	1372.59	1292.8	1374.41	1330.46	1377.45	1101.7	976.734	2014.43	1275.36	1484.14	970.564
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1						880.023	1159.36	653.09	791.884	473.631	1294.39	431.363	844.276	676.43	597.449	748.921	746.495	1670.6	576.568	1356.85	423.57	356.963	900.111	1265.1	700.301	683.651	1106.84	892.876	1053.59	790.849	743.271	1114.52	658.535	405.504	1132.94
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9				163423		3424.91	2240.17	2048.59	2346.78	3600.83	1946.68	2751.2	2006.56	2010.88	1684.34	1879.83	2314.88	2379.55	3455.98	2631.47	1992.83	2326.48	1815.89	2451.36	2017.86	2353.22	1944.57	2053.52	2115.72	2388.32	2095.58	1673.23	2708.18	1982.52	2057.05
Q9UHD9	Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2											531.446	1331.59	1083.94		375.925		715.579					216.419		178.997	120.195	543.433	151.294	243.538	409.483	1142.03	220.579	352.84	159.608		283.541
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1											923.872	741.297	507.04	947.433	346.732	653.361	802.457	1010.18	331.177	525.807	693.365	914.494	691.018	502.851	628.57	569.338	424.398	321.109	796.142	736.99	388.775	524.247	669.173	562.045	799.605
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20									501.371		588.407	386.974	293.132						296.084	405.731			294.129	355.756	360.891		463.527			263.02	191.727	353.969	300.897	416.279	
Q9UHL4	Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2							675.695			1209.44	938.661	586.486		253.08	1015.4	1107.24	677.356	1065.76			720.006	1015.16	846.433	640.57	787.617	891.677	786.502	726.857	732.263	708.708	777.581	1045.42	847.298	695.355	532.518
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1						805.632	509.888		1282.37	1039.72	1162.46	909.412	1421.89	1507.81	910.435	693.062	674.101	1293.68	1003.05	1175.17	617.535	639.891	574.552	1126.42	925.252	1058.31	840.813	1103.37	846.016	836.209	1451.75		1105.07	577.154	1028.32
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein								452.513	404.477		1000.92	618.971	189.252	552.668	344.031	198.822	436.938			269.204	424.629		410.162	226.63	441.167	413.696		227.598	289.139		333.503	1024.32	392.68		
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2												2413.42				1007.44	1335.14						584.092		4863.9	3205.02			4764.03				669.445		1932.79
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2						1290.26	2114.93	1455.7	1722.66	2129.68	2293.07	1992.37	1950.54	2396.12	2121.33	1956.37	2040.53	2438.73	3033.04	2395.33	1182.55	2441.46	2178.17	1788.85	1860.6	1580.02	2390.49	2187.71	2233.94	2608.13	2076.77	2070.98	2680.73	2107.79	2632.27
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60						1045.53	1406.11	1199.68	1442.43	1358.05	1469.47	1464.23	1504.08	1231.05	1543.63	1435.2	1161.75	1241.04	1579.21	1693.74	1449.35	1320.24	1453.07	1691.36	1619.41	1535.58	1369.67	1344.14	1439.54	1510.96	1565.94	1439.92	1570.19	1223.56	1857.7
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein																					567.721														
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1												170.885			282.644						285.101	88.0911	324.32				371.067	387.303	628.488	278.654	416.474	654.854		335.665	
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta								302.377	551.938	590.195	828.622			696.848	424.19		885.547	232.31		624.369	290.185	311.845	474.892	329.833	243.838	544.989	84.9932	290.625			429.429		264.573	398.9	330.381
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H																493.121	1057.42				493.806	473.516		384.52	1535.83					261.285	394.843	450.234			
Q9UI14	Q9UI14	PRAF1_HUMAN	RABAC1	Prenylated Rab acceptor protein 1						612.338		486.964	849.003	783.846	918.289	301.363	1185.87	844.952	1053.01	1227.48	665.996	726.193	726.138	533.088	600.45	400.238	548.524	642.313	588.108	740.752	569.37			408.556	352.306	569.744	658.01		
Q9UI26	Q9UI26	IPO11_HUMAN	IPO11	Importin-11												593.563									336.12				541.868	464.342				239.811				555.746	
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein								1583.09	1666.67	774.896	2232.41	1314.59	1689.8	1574.84	1404.37	1439.27	1715.9	1567.12	1757.99	1619.13	1715.65	2205.38	1654.06	1474.45	1869.88	1216.39	1511.01	1321.78	1322.93	1377.52	776.743	1270.76	1718.98	1252.98	1842.43
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7						288.4	921.554		556.985	2969.44	795.774	708.116	1426.96	536.31	762.794	562.364	1280.06	877.454	853.42		724.619	794.312	520.061	896.915	942.055	630.957	609.731	599.921	731.915	924.222	663.553	993.086	865.772	839.053	472.087
Q9UID3	Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog											189.665			768.877				198.866	319.81		451.18													178.92	231.709
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B							2239.69	841.091		1374.87	926.334	1199.16	566.032	1273.35	1032.78	1822.22	1402.17	1129.41	1111.88	768.806	1190.75	1384.03	1144.81	1320.16	1265.05	1012.73	958.594	857.949	787.502	1054.38	1253.05	1135.07	1050.87	925.417	629.347
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	"ATPase inhibitor, mitochondrial"							3290.74			2310.22	3981.62	3906.25	3792.76	4717.89	3404.71	5021.12	1690.1	3701.54	5833.08	2787.03	3572.38	2949.01	2640.07	3340.12	2148.34	2941	3961.26	3090.48	4090.45	4312	2941.48	3440.82	2534.44	3596.78	3715.05
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	"GTP:AMP phosphotransferase AK3, mitochondrial"						1292.44	2128.09	1652.26	1514.44	1490.83	1752.48	1333.47	1918.87	1640.89	1409.85	1552.47	1127.37	1433.26	2440.92	1338.24	1418.87	1416.4	1607.26	1347.42	2093.98	1569.54	2756.6	2216.48	1217.35	1349.9	1917.11	1788.89	1441.17	2291.88	1906.72
Q9UIQ6	Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase								576.112			210.961	372.872	527.044	586.586		336.297		224.602	487.305	776.774			406.205	433.007	502.998		500.492	292.502	442.651	561.716	458.007	724.95			670.511
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase								550.489			484.081	200.603	320.963	262.628			504.143	376.494	416.016	737.913	310.468				640.937	473.185		393.331	393.047					272.116	421.651
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2						1988.63	1912.9	2361.41	2050.23	3190.44	2628.46	2415.38	2162.36	1920.76	2571.32	2250.36	2668.68	2168.27	2623.02	2261.68	2264.05	2248.74	2237.18	2056.73	2208.17	2439.53	2262.12	2198.22	2474.51	2449.06	1978.67	2182.77	2257.23	1765.41	1998.24
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein						1034.4	511.113	771.818	609.387	1101.81	639.926	700.839	1066.6	1005.87	613.842	855.292	802.249	1819.54	1373.45	798.788	816.864	1023.6	654.335	660.647	1006.45	794.149	992.322	1124.48	673.645	1231.95	1377.93	1117.72	632.508	707.609	429.26
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4									414.877			399.201				258.832		275.711	478.021			249.207					288.6		295.309	466.28		405.559			
Q9UJX3	Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7									492.753				217.912	362.773					406.986		563.037			356.909											
Q9UJY1	Q9UJY1	HSPB8_HUMAN	HSPB8	Heat shock protein beta-8						1213.33	1558.14	547.036		2553.31	1820.26	1906.11	1176.43	1019.68	1433.49	1405.17	1082.88	1386.84	1050.34	1382.36	1327.56	1343.6		1185.14	1239.41	1276.11	1265.49	1647.8	1471.27	1463.33	1807.47		1049.17	1443.07	1382.97
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	"Stomatin-like protein 2, mitochondrial"						1929.98	1205.83	1879.34	2675.52	2087.93	1280.3	2316.21	2003.86	2280.26	2461.74	2050.41	2402.26	1581.61	2296.54	1863.09	1835.79	2208.74	2471.02	1725.22	3051.38	1697.66	1876.37	2664.28	1865.82	2361.24	2243.32	1947.44	1791.91	2025.64	2430.02
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7										1159.71	1605.62	1193.71	1113.07	1064.42	969.429	1117.21	1241.33	1133.11		1154.17	1017.69	1070.16		1232.28	1185.4	1261.26	1341.87		1148.65	1415.38	660.289	914.006		1590.97	753.065
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1							995.213			1247.86	2740.7	1468	1739.93		1318.57	770.682	2087.78	1212.12		1879.47	1554.08	2608.53	2063.45	2443.15	1808.8	2373.99	2047.04	1350.99	2055.28	2604.4	1610.83	2330.93	2311.18	1747.45	2333.54
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog								1685.68	1137.94	1915.73	959.844	1005.44	1076.11	1092.27	1413.34	1091.02	1187.72	857.136	1101.77	1452.01	874.024	1269.12	1115.2	847.014	927.966	627.122	772.627	1091.64	1147.25	1031.34	696.659	982.932	1219.04	973.298	909.094
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3								450.153			436.259	329.205	539.934	431.974	508.238			562.179		582.865	422.498	713.844	420.691	502.639	340.183	282.757	308.615	793.928	273.746	410.88	505.861			223.883	644.771
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha						539.746	315.451			343.139	165.502				537.863		356.916	770.267	496.542		380.005	467.077	521.394		568.166		545.679	449.637	644.536	539.937		117.525			
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase						2080.63	1905.98	1578.97	1745.17	1299.34	1528.79	1388.9	1770.87	1603	1376.28	1417.14	1545.08	1714.47	1558.16	1308.94	1922.11	1748.54	1902	1647.35	2083.71	1780.86	2369.21	1883.66	1687.04	1566.01	1774.04	1968.44	1727.82	1669.56	2043.76
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1						344.508							76.5008	73.4608					291.06	125.989		56.2182	177.785						248.88	336.598				274.933	305.786
Q9UKM7	Q9UKM7	MA1B1_HUMAN	MAN1B1	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"																		311.307								173.491						353.808	528.676	187.74	
Q9UKM9	Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly						3667.54	3685.52	3474.48	2760.63	2822.15	3101.89	3242.62	2400.88	3220	2888.22	3560.73	2810.58	3308.4	3217.9	3507.16	2919.85	2809.14	2594.53	3145.53	3141.41	3116.34	2796.71	2574.46	2938.12	2695.54	2842.21	2904.33	3491.73	2629.97	2952.98
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4												225.731		939.611				454.871			265.827													713.865	
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3						1747.9	908.194	1013.77	984.136	501.687	1015.43	910.183	993.672	751.006	1202.78	863.496	1054.23	1122.45	702.159	1215.89	1043.71	644.369	751.264	730.808	594.666	822.754	646.388	730.839	664.654	974.621	778.571	894.009	1419.14	709.999	897.251
Q9UKT5	Q9UKT5	FBX4_HUMAN	FBXO4	F-box only protein 4																								226.737							219.013				
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus						2576.27	1231.3	1361.99	2394.89	2949.96	2178.17	1770.98	1861.31	1933.16	1844.71	1727.55	1897.66	1932.2	1984.3	1747.05	2085.71	1501.28	1919.88	1958.39	2238.24	1974.81	1784.31	1751.45	1729.52	1644.01	1965.88	1833.98	1336.44	1400.19	1727.86
Q9UKV8	Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2														367.607		430.073	299.429	140.355		503.364			281.306	408.714				300.513	749.799						
Q9UKX5	Q9UKX5	ITA11_HUMAN	ITGA11	Integrin alpha-11						686.608	1764.73	639.424	399.951	1115.65	459.969	911.202	263.525	896.615	1095.27	386.317	893.928	489.485	1257.89	795.604	389.416	948.81	444.845	568.591	790.26	663.568	569.824	803.515	1449.56	771.33	769.491	684.339	712.561	486.176	657.717
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50							1080.14	437.009	947.83	1139.62	498.195	1011.66	731.173	299.462	851.588	605.318	707.787	641.815	1184.31	963.707	340.696	760.463	445.938	624.504	862.632	773.04	619.821	850.237	592.614	878.296	679.139	581.571	630.744	975.577	537.668
Q9UKY7	Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog						487.568	784.606		1026.36	1594.22	1072.47	897.438	801.087	841.595	889.871	309.059	597.368	1211.47	2022.83	662.836	760.601	415.907	1479.97	1119.98	717.06	1130.74	1579.64	752.771	1301.67	798.614	1167.95	1508.68	1209.64	671.764	864.563
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21						1453.27	731.506		1138.45	1748.36	872.648		140.108			433.636	574.583	543.793	399.05	577.622	446.252	603.299	354.672	710.683	491.34	334.643			217.694	270.022	384.786	529.126		848.765	876.619
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2						714.66	787.404	998.714	1024.98	791.505	1062.83	738.593	1552.02	1017.56	885.953	1230.15	737.986	1173.45	860.013	829.192	840.31	1163.99	721.607	1125.2	891.405	332.013	867.422	1379.07	712.265	1178.17	1511.54	1127.8	1183.43	969.547	1419.15
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase							323.634	481.409		411.122		683.148	428.397	697.175				721.764	366.284	409.859	219.256								426.671	512.049		478.234	380.614	600.578	385.804
Q9ULC3	Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23														385.008	175.386					226.065			284.503	342.353	266.382				307.433	270.722					
Q9ULC4	Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1						782.592	4792.94	775.199			645.272	1132.34	505.542	789.86	1037.8	731.077	476.002	861.045	798.339	1179.67	1093.63	892.767	826.069	1284.05	981.124	860.631	886.363		1167	866.918	723.839	543.426	536.75	659.806	798.608
Q9ULH7	Q9ULH7	MRTFB_HUMAN	MRTFB	Myocardin-related transcription factor B											279.542																			439.489					
Q9ULR0	Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog						845.112		214.143					164.655	435.486			447.505				220.429			361.948		577.23			365.607	147.441			405.519	443.474	
Q9ULV4	Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C						1934.59	1276.09		529.902	1678.5	2082.75	2591.81	1300.19	1206.24	1497.98	2233.95	1591.72	1918.43	1579.4	1540.6	1556.49	1493.61	1410.32	1331.53	1499.56	1426.35	1290.45	1223.8	1599.51	1271.07	1276.71	1136.05	1550.12	1233.99	1101.3
Q9ULW0	Q9ULW0	TPX2_HUMAN	TPX2	Targeting protein for Xklp2										1880.77	114.51			360.674			637.659					690.423	1361.46	853.454	861.543	1401.73	158.456	1055.72	198.428	134.477		71.679	115.673	1097.14	927.781
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1									1193.59					753.501	563.929		505.539	239.823	592.591	1027.19	782.826	263.702	931.788	341.737	298.381	507.783	1083.64	1184.1	209.52		1034.53		684.354		750.33
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like																370.798										360.564	245.09								
Q9UM00	Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel						1190.73	1373.91	527.992	1443.24	645.214	1014.26	1886.48	1412.61	1208.32	883.871	707.111	1336.93	1394.23	1651.44	773.004	635.701	1232.29	1173.73	1379.19	1152.12	1294.97	911.273	997.821	716.635	1019.78	421.137	977.816	1044.99	1138.65	944.391
Q9UMS0	Q9UMS0	NFU1_HUMAN	NFU1	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"											644.17	349.338	259.235	420.692		991.919	224.832		818.149	734.594	317.058		479.697			117.623				497.901	219.317		252.279	360.931	
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19						4711.93	3976.32	4013.86	3485.99	2843.97	4177.88	2910.5	3854.82	4493.27	4189.71	3015.55	2960.99	3607.14	2928.24	4499.25	3980.71	4473.53	3941	4461.86	4105.85	3744.29	4105.37	4539.29	3556.03	2813.43	4027.31	4176.36	2758.82	4205.52	3397.63
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1		1.27E+06			596922	1010.6		906.833	2651.63	1345.99	1561.12	2123.21	2247.46	2170.48	1731.96	1824.08	1327.7	1197.23	2060.78	1754.7	2011.87	1693.56	2048.86	1885.53	1963.55	1455.68	1664.75	1577.03	2063.02	1741.57	884.648	2015.45	1661.83	1689.35	1872.39
Q9UMX5	Q9UMX5	NENF_HUMAN	NENF	Neudesin						2124.24	1807.04	1575.52	1606.02	1458.12	1246.35	924.387	1549.13	1354.43		799.009	541.093	625.448	993.004	1816.05	1442.42	990.739	799.655	834.006	1045.38	1110.19	964.05	1607.49	1470.35	1566.1	1652.43	1081.73	848.14	1530.59	1220.11
Q9UMY1	Q9UMY1	NOL7_HUMAN	NOL7	Nucleolar protein 7											711.62	535.429			271.14			518.797	1646.43	913.138	432.148	548.568	742.763	448.738	307.149		326.245	357.786		772.599	528.587	475.616		530.579	681.268
Q9UMY4	Q9UMY4	SNX12_HUMAN	SNX12	Sorting nexin-12						2085.45	2485.42	1941.45	2161.54	1150.56	1954.57	1685.68	1579.96	1649	990.748	1750.19	1829.96	1840.17	1594.12	1605.55	1462.57	1497.59	1080.8	1111.13	1263.39	1180.46	1542.7	1493.68	1503.68	1784.4	1006.25	1652.84	1243.79	1704.7	1361.98
Q9UN37	Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A							661.164					688.787	875.708	528.439		714.93	549.199	708.376	725.491	474.184	376.892		287.843	512.541	528.508	657.219							271.702	604.244	
Q9UN86	Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2						540.254		910.386	1248.25	1124.93	1038.25	1310.82	1195.6	1108.83	677.398	896.937	1071.89	512.232	1428.48	1487.88	1288.87	893.168	1305.01	1525.17	1153.4	690.208	695.794	1183.49	1021.05	1153.82	792.21	1122.37	1150.97	1104.89	791.511
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP						1062.96				1466.16	1009.09	1318.12	726.585	1295.67	1206.29	1212.43	760.204	911.403	898.488	952.591	952.697	1004.89	801.761	762.811	1088.12	930.92	867.73	529.529	558.653	999.329	1706.27	676.146	905.941	1166.75	679.314
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2						1725.72	1415.69	1433.33	1174.41	1145.71	1103.14	1305.24	855.723	1119.14	838.99	494.668	1163.76	2013.72	1338.83	1750.79	856.101	1460.78	999.933	723.938	994.003	1162.94	1228.95	1292.1	1296.25	1136.07	1099.61	986.105	1547.25	1075.57	1495.38
Q9UNF1	Q9UNF1	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2						1648.36	2239.6	2215.83	2177.69	1425.01	1838.16	1360.42	1873.04	1262.41	853.311	2086.42	2496.03	1150.19	2017.51	1598.86	1177.84	1575.68	1499.61	1777.67	1337.6	1474.1	1514.3	1641.7	1943.39	1051.28	1334.02	2025.19	2280.14	1092.37	1937.94
Q9UNH7	Q9UNH7	SNX6_HUMAN	SNX6	Sorting nexin-6						570.291		780.441			660.43	498.131	758.696	1386.6	1172.14		461.56	1211.75	478.778		380.705	713.282	776.361	642.43	605.995			834.383	1060.08	640.131	923.998		386.13		734.502
Q9UNL2	Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma															125.708	357.379					490.545	827.558	436.413	335.792	897.832	654.419	991.489	578.003	1045.37	873.541	1054.99	1125.19	790.577	1266.88	631.757
Q9UNM6	Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13						2246.63	1687.91	1433.21	1632.19	1746	1459.75	1653.59	1655.14	1453.51	1356.93	1905.56	1590.23	1840.43	1632.93	1824.8	1570.32	1677.73	1472.77	1562.31	1681.9	1674.59	1460.72	1905.72	1641.37	1506.94	1731.94	1558.44	1305.83	1414.65	1701.82
Q9UNN5	Q9UNN5	FAF1_HUMAN	FAF1	FAS-associated factor 1								1134.49	1055.23	809.679	869.849	762.934	694.956	754.243		848.486	637.394	897.822	824.243	966.089	667.143	808.75	785.101	485.525	346.755		520.712	510.947	616.634	756.828	506.92	463.351	569.923	728.42	778.334
Q9UNN8	Q9UNN8	EPCR_HUMAN	PROCR	Endothelial protein C receptor									658.927		209.602	621.731	536.366		472.679						267.079	499.905	252.788					416.509	286.285	760.957	361.604	466.772	516.55	245.525	397.632
Q9UNP9	Q9UNP9	PPIE_HUMAN	PPIE	Peptidyl-prolyl cis-trans isomerase E																					495.371	692.884		462.764				627.26	766.5		255.415			408.682	
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase															483.443	370.324							275.54					416.07		349.471	480.54	630.523	504.013		
