Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score CHIMERYS Identification: CHIMERYS Identification,# Peptides (by Search Engine): CHIMERYS Identification,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Gene Symbol,Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,Abundances (Grouped): Diffrentiated,Abundances (Grouped): Undiffrentiated,Abundances (Grouped) CV [%]: Diffrentiated,Abundances (Grouped) CV [%]: Undiffrentiated,"Abundance: F223: Sample, Diffrentiated","Abundance: F231: Sample, Diffrentiated","Abundance: F233: Sample, Diffrentiated","Abundance: F234: Sample, Diffrentiated","Abundance: F235: Sample, Diffrentiated","Abundance: F201: Sample, Undiffrentiated","Abundance: F215: Sample, Undiffrentiated","Abundance: F216: Sample, Undiffrentiated","Abundance: F217: Sample, Undiffrentiated","Abundance: F218: Sample, Undiffrentiated","Found in Sample: F223: Sample, Diffrentiated","Found in Sample: F231: Sample, Diffrentiated","Found in Sample: F233: Sample, Diffrentiated","Found in Sample: F234: Sample, Diffrentiated","Found in Sample: F235: Sample, Diffrentiated","Found in Sample: F201: Sample, Undiffrentiated","Found in Sample: F215: Sample, Undiffrentiated","Found in Sample: F216: Sample, Undiffrentiated","Found in Sample: F217: Sample, Undiffrentiated","Found in Sample: F218: Sample, Undiffrentiated",# Protein Groups,Modifications
FALSE,High,Master Protein,Q9JHL4,Drebrin-like protein OS=Rattus norvegicus OX=10116 GN=Dbnl PE=1 SV=1,0.006,FALSE,2.72,3,1,3,1,436,48.6,4.92,0.45,1,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component,cytoskeletal activity;other molecular function,"Pf00241, Pf14604",83527,ENSRNOG00000012378,Dbnl,Q9JHL4; Q9JM66; Q9JM67; Q9JM74; rno:83527,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,High,High,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8L2Q4Y0,Transcription elongation factor OS=Rattus norvegicus OX=10116 GN=Tcea1 PE=3 SV=1,0.006,FALSE,2.715,3,1,7,1,302,34,8.38,2.69,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,,,ENSRNOG00000022323,Tcea1,A0A8L2Q4Y0,,,0,,173881.7953,,37.6,,,,,,292027.8125,150705.875,128627.7266,,200621.7656,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A6JQ13,"ARP2 actin-related protein 2 homolog (Yeast), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Actr2 PE=4 SV=1",0.006,FALSE,2.712,3,1,15,1,394,44.7,6.74,3,1,,,,,,,Actr2,A6JQ13,,,0,180161.1719,152132.5938,13.24,16.51,194347.0625,,180161.1719,,149162.75,136604.2813,119136.9844,153329.7969,152132.5938,185897.625,Peak Found,n/a,High,n/a,High,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,F1M559,Chitinase 3-like 3 OS=Rattus norvegicus OX=10116 GN=Chi3l3 PE=4 SV=3,0.006,FALSE,2.708,2,1,1,1,401,45,5.9,0.29,1,other metabolic processes,non-structural extracellular,other molecular function,Pf00704,,ENSRNOG00000037115,Chi3l3,F1M559,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,1,
FALSE,High,Master Protein,P24155,Thimet oligopeptidase OS=Rattus norvegicus OX=10116 GN=Thop1 PE=1 SV=4,0.006,FALSE,2.705,1,1,4,1,687,78.3,5.94,0.87,1,protein metabolism;other metabolic processes;signal transduction,mitochondrion,other molecular function,Pf01432,64517,ENSRNOG00000019924,Thop1,P24155; Q66HS4; rno:64517,Antigen processing: Ubiquitination & Proteasome degradation,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,D3ZIF0,Zinc finger protein 512 OS=Rattus norvegicus OX=10116 GN=Zfp512 PE=1 SV=1,0.006,FALSE,2.703,2,1,1,1,562,63.9,9.63,0.24,1,,,,Pf00096,313906,ENSRNOG00000039815,Zfp512,D3ZIF0; rno:313906,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A6JS60,Similar to IGF-II mRNA-binding protein 2 (Predicted) OS=Rattus norvegicus OX=10116 GN=RGD1305614_predicted PE=4 SV=1,0.006,FALSE,2.703,2,1,1,1,592,65.4,8.25,0.11,1,,,,,,,RGD1305614_predicted,A6JS60,,,0,,120314.0959,,12.69,,,,,,,127096.7578,113893.3984,137826.4375,102817.6719,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,D4ACW1,NOP2 nucleolar protein OS=Rattus norvegicus OX=10116 GN=Nop2 PE=1 SV=3,0.006,FALSE,2.699,1,1,1,1,776,85.3,9.31,0.3,1,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,"Pf01189, Pf17125",,ENSRNOG00000018453,Nop2,D4ACW1; rno:314969,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q86YZ3,Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2,0.006,TRUE,2.696,2,1,3,1,2850,282.2,10.04,0.47,1,cell organization and biogenesis;other biological processes,non-structural extracellular;plasma membrane;other cytoplasmic organelle;other cell component,other molecular function,Pf01023,388697,ENSG00000197915,HRNR,hsa:388697; Q5DT20; Q5U1F4; Q86YZ3,Neutrophil degranulation,,1,66430.85156,159405.3667,19.52,46.62,54715.32031,70872.01563,78524.60938,66430.85156,47641.58203,,113181.4609,224507.3594,,,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,n/a,High,High,n/a,n/a,1,
FALSE,High,Master Protein,P61626,Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1,0.006,TRUE,2.691,8,1,1,1,148,16.5,9.16,0.13,1,other metabolic processes;stress response;other biological processes,non-structural extracellular;other cytoplasmic organelle;other cell component,other molecular function,Pf00062,4069,ENSG00000090382,LYZ,hsa:4069; P00695; P61626; Q13170; Q9UCF8,Amyloid fiber formation; Neutrophil degranulation; Antimicrobial peptides,Macrophage markers; Pancreatic cancer subtypes,5,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,M0RA44,Arginyl aminopeptidase like 1 OS=Rattus norvegicus OX=10116 GN=Rnpepl1 PE=1 SV=3,0.006,FALSE,2.685,2,1,1,1,724,79.9,5.15,0.3,1,protein metabolism,,other molecular function,"Pf01433, Pf09127, Pf17900",,ENSRNOG00000045775,Rnpepl1,M0RA44,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,P20788,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Rattus norvegicus OX=10116 GN=Uqcrfs1 PE=1 SV=2",0.006,FALSE,2.676,3,1,7,1,274,29.4,8.87,1.41,1,cell organization and biogenesis;other metabolic processes;transport;other biological processes,other membranes;mitochondrion,transporter activity;other molecular function,"Pf00355, Pf02921, Pf09165",291103,ENSRNOG00000018281,Uqcrfs1,P20788; Q6QI13; rno:291103,Respiratory electron transport,,1,130423.4453,72495.96875,46.27,100.64,80942.71875,95916.25781,244692.6094,141541.9688,130423.4453,395735.5625,66371.36719,61502.20313,115710.1016,72495.96875,Peak Found,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,B5DF46,Phosphomannomutase OS=Rattus norvegicus OX=10116 GN=Pmm2 PE=2 SV=1,0.007,FALSE,2.668,5,1,5,1,242,27.7,7.3,1.25,1,protein metabolism;other metabolic processes,cytosol;nucleus;other cell component,other molecular function,Pf03332,302915,,Pmm2,B5DF46; rno:302915,Synthesis of GDP-mannose,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,D4A498,Protocadherin gamma a12 OS=Rattus norvegicus OX=10116 GN=Pcdhga12 PE=2 SV=4,0.007,FALSE,2.654,1,1,1,1,932,100.9,4.94,0.62,1,cell adhesion;cell organization and biogenesis;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,"Pf00028, Pf08266, Pf15974, Pf16492",498850,ENSRNOG00000063070,Pcdhga12,D4A498; I6LBW9; rno:498850,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,1,
FALSE,High,Master Protein,A6JTC4,RCG63238 OS=Rattus norvegicus OX=10116 GN=rCG_63238 PE=4 SV=1,0.007,FALSE,2.645,21,1,24,1,90,9.9,10.01,1.51,1,,,,,,,,A6JTC4,,,0,1036662.705,690003.375,77.44,37.14,2623715,,983621.5,1092564.125,324840.8125,1194645,658596.0625,428299.5,690003.375,863319.375,High,n/a,High,High,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2K642,Acetyl-CoA acyltransferase 2 OS=Rattus norvegicus OX=10116 GN=Acaa2 PE=1 SV=2,0.007,FALSE,2.644,3,1,1,1,401,42.3,8.09,0.17,1,cell organization and biogenesis;stress response;transport,mitochondrion,other molecular function,"Pf00108, Pf02803",,ENSRNOG00000013766,Acaa2,A0A0G2K642,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q9EPB1,Dipeptidyl peptidase 2 OS=Rattus norvegicus OX=10116 GN=Dpp7 PE=1 SV=1,0.007,FALSE,2.639,2,1,2,1,500,55.1,5.05,0.45,1,protein metabolism;other metabolic processes,non-structural extracellular;cytosol;other cytoplasmic organelle;other cell component,other molecular function,Pf05577,83799,ENSRNOG00000012640,Dpp7,Q9EPB1; rno:83799,Neutrophil degranulation,,1,45936.30078,333905.0672,,50.98,,,,45936.30078,,487012.4688,,,228931.7031,,n/a,n/a,n/a,Peak Found,n/a,High,n/a,n/a,Peak Found,High,1,
FALSE,High,Master Protein,Q641W2,MYG1 exonuclease OS=Rattus norvegicus OX=10116 GN=Myg1 PE=1 SV=1,0.007,FALSE,2.635,3,1,12,1,381,42.9,6.47,2.93,1,other biological processes,mitochondrion;nucleus;other cell component,other molecular function,Pf03690,300258,ENSRNOG00000013343,Myg1,Q641W2; rno:300258,,,0,52658.27174,162473.3439,31.53,35.35,,37133.44141,78268.96875,48299.21484,57410.73828,,114298.5391,151883.0781,173802.0313,260232.7031,n/a,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6GMC5,Nicotinamide phosphoribosyltransferase OS=Rattus norvegicus OX=10116 GN=Nampt PE=1 SV=1,0.007,FALSE,2.63,3,1,4,1,494,56,8.56,0.36,1,other metabolic processes;signal transduction;other biological processes,non-structural extracellular;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,,,ENSRNOG00000009754,Nampt,A0A8I6GMC5,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,n/a,1,
FALSE,High,Master Protein,A6HYZ0,"RCG48334, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=rCG_48334 PE=4 SV=1",0.007,FALSE,2.626,2,1,3,1,365,40.3,7.06,0.78,1,,,,,,,,A6HYZ0,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,n/a,1,
FALSE,High,Master Protein,Q64654,Lanosterol 14-alpha demethylase OS=Rattus norvegicus OX=10116 GN=Cyp51a1 PE=1 SV=1,0.007,FALSE,2.623,2,1,4,1,503,56.7,8.53,1.22,1,other metabolic processes;other biological processes,other membranes;ER/Golgi;other cell component,other molecular function,Pf00067,25427,ENSRNOG00000007234,Cyp51a1,Q64549; Q64654; rno:25427,Endogenous sterols; Cholesterol biosynthesis,Metapathway biotransformation,3,118863.6328,,36.17,,,118863.6328,147880.1719,,68118.07813,,,,,,n/a,High,High,n/a,High,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q6PCT9,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 6 OS=Rattus norvegicus OX=10116 GN=Psmd6 PE=1 SV=1",0.007,FALSE,2.606,3,1,1,1,389,45.6,5.52,0.29,1,protein metabolism;other metabolic processes,other cell component,,"Pf01399, Pf10602",289924,,Psmd6,Q6PCT9; rno:289924,Antigen processing: Ubiquitination & Proteasome degradation; Neutrophil degranulation; Regulation of RAS by GAPs; Autodegradation of the E3 ubiquitin ligase COP1; Neddylation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); Autodegradation of Cdh1 by Cdh1:APC/C; SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Separation of Sister Chromatids; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; NIK-->noncanonical NF-kB signaling; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Assembly of the pre-replicative complex; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX3 expression and activity; Regulation of PTEN stability and activity; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,TNF-alpha NF-kB signaling pathway,46,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I6GFS9,ATPase H+ transporting V1 subunit E1 OS=Rattus norvegicus OX=10116 GN=Atp6v1e1 PE=1 SV=1,0.007,FALSE,2.604,6,1,2,1,234,27.2,8.73,0.24,1,transport,other membranes,transporter activity,,,ENSRNOG00000011905,Atp6v1e1,A0A8I6GFS9,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q62706,Nonmuscle myosin heavy chain-B (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1,0.007,FALSE,2.599,6,1,1,1,282,32.3,8,0.19,1,,cytoskeleton,cytoskeletal activity;other molecular function,Pf00063,,,,,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,1,
FALSE,High,Master Protein,A6IAE6,RCG56056 OS=Rattus norvegicus OX=10116 GN=rCG_56056 PE=4 SV=1,0.007,FALSE,2.596,9,1,10,1,124,14.1,8.97,1.03,1,,,,,,,,A6IAE6,,,0,,,,,,,,,,,,,,,High,High,High,High,n/a,High,High,n/a,High,n/a,1,
FALSE,High,Master Protein,A0A8I5ZLZ0,"ATP synthase subunit f, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5mf PE=1 SV=1",0.007,FALSE,2.586,6,1,1,1,162,18.4,9.29,0.31,1,other metabolic processes;transport,other membranes;mitochondrion,,,,ENSRNOG00000027049,Atp5mf,A0A8I5ZLZ0,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,P0CC10,Leucine-rich repeat-containing protein 4B OS=Rattus norvegicus OX=10116 GN=Lrrc4b PE=1 SV=1,0.007,FALSE,2.585,3,1,14,1,709,76.1,7.14,1.73,1,cell adhesion;cell organization and biogenesis;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding,"Pf07679, Pf13855",308571,ENSRNOG00000019418,Lrrc4b,P0CC10; rno:308571,Receptor-type tyrosine-protein phosphatases,,1,,,,,,,,,,,,,,,n/a,High,High,n/a,High,n/a,High,n/a,High,High,1,
FALSE,High,Master Protein,F1LT49,Leucine rich repeat containing 47 OS=Rattus norvegicus OX=10116 GN=Lrrc47 PE=1 SV=2,0.007,FALSE,2.583,2,1,2,1,580,63.5,8.24,0.43,1,protein metabolism;RNA metabolism OR transcription;other metabolic processes,,nucleic acid binding activity;other molecular function,"Pf00560, Pf03483, Pf12799, Pf13855",362672,ENSRNOG00000024796,Lrrc47,F1LT49; rno:362672,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,High,n/a,1,
FALSE,High,Master Protein,A0A8I5ZS76,"RAB5A, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab5a PE=1 SV=1",0.007,FALSE,2.573,6,1,1,1,215,23.6,8.15,0.17,1,,,other molecular function,,64633,ENSRNOG00000057056,Rab5a,A0A8I5ZS76; rno:64633,,Intracellular trafficking of CFTR,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5XVU7,Ubiquitin thioesterase OS=Rattus norvegicus OX=10116 GN=Otub1 PE=1 SV=1,0.007,FALSE,2.572,3,1,4,1,306,35.4,5.01,0.82,1,protein metabolism;other metabolic processes,other membranes;nucleus,other molecular function,,,ENSRNOG00000021175,Otub1,A0A8I5XVU7,,,0,54786.52734,177506.3333,,12.54,,,54786.52734,,,,159606.7188,213560.0156,181204.8594,173883.2969,n/a,n/a,Peak Found,n/a,n/a,n/a,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Q32KJ5,N-acetylglucosamine-6-sulfatase OS=Rattus norvegicus OX=10116 GN=Gns PE=1 SV=1,0.007,FALSE,2.567,2,1,1,1,544,60.9,7.72,0.14,1,other metabolic processes,other cytoplasmic organelle,other molecular function,Pf00884,299825,ENSRNOG00000046159,Gns,F7EQ81; F7F393; Q32KJ5,Neutrophil degranulation; Lysosome Vesicle Biogenesis; Keratan sulfate degradation,,3,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,D3ZAG3,Microtubule-associated protein 9 OS=Rattus norvegicus OX=10116 GN=Map9 PE=1 SV=1,0.007,FALSE,2.562,1,1,8,1,646,73.6,7.3,4.83,1,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,cytoskeletal activity,,310544,ENSRNOG00000012982,Map9,D3ZAG3; rno:310544,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I5ZUX3,Signal recognition particle subunit SRP72 OS=Rattus norvegicus OX=10116 GN=Srp72 PE=1 SV=1,0.007,FALSE,2.557,2,1,2,1,702,78.4,9.22,0.28,1,transport,ER/Golgi;translational apparatus;other cell component,nucleic acid binding activity;other molecular function,,,ENSRNOG00000002100,Srp72,A0A8I5ZUX3,,,0,,147093.2813,,19.37,,,,,,120837.9297,133511.4375,160297.2344,147093.2813,197315.3594,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,F7EWX9,Ectonucleoside triphosphate diphosphohydrolase 2 OS=Rattus norvegicus OX=10116 GN=Npdc1 PE=4 SV=1,0.007,FALSE,2.552,3,1,2,1,348,37.3,7.01,0.4,1,,other membranes,,,296562,ENSRNOG00000013102,Npdc1,F7EWX9,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,High,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,G3V7M4,Interleukin 17A OS=Rattus norvegicus OX=10116 GN=Il17a PE=3 SV=1,0.008,FALSE,2.533,6,1,5,1,158,17.8,8.97,1.51,1,cell cycle OR cell proliferation;other metabolic processes;stress response;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes,signal transduction activity or receptor binding;other molecular function,Pf06083,301289,ENSRNOG00000012467,Il17a,G3V7M4; rno:301289,,,0,,,,,,,,,,,,,,,n/a,High,n/a,n/a,High,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,F7FJ14,PC4 and SFRS1 interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Psip1 PE=1 SV=1,0.008,FALSE,2.528,2,1,2,1,529,59.7,9.13,0.84,1,,nucleus,,,313323,ENSRNOG00000011498,Psip1,F7FJ14,,,0,,334900.2813,,45.43,,,,,,73565.34375,444409.3125,317809.0625,375603.5938,334900.2813,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,Peak Found,High,1,
FALSE,High,Master Protein,F1M897,Collagen type XXII alpha 1 chain OS=Rattus norvegicus OX=10116 GN=Col22a1 PE=1 SV=4,0.008,FALSE,2.528,1,1,31,1,1613,159.7,7.17,7.06,1,cell organization and biogenesis,non-structural extracellular;extracellular matrix;other cell component,extracellular structural activity,"Pf00092, Pf01391",,ENSRNOG00000024824,Col22a1,F1M897,Collagen chain trimerization,,2,,,,,,,,,,,,,,,High,High,High,High,High,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2K9F9,Coronin OS=Rattus norvegicus OX=10116 GN=Coro7 PE=1 SV=1,0.008,FALSE,2.524,1,1,2,1,923,101.2,6.48,0.43,1,cell organization and biogenesis;transport;other biological processes,other membranes;cytosol;ER/Golgi,cytoskeletal activity,"Pf00400, Pf08953, Pf16300",,ENSRNOG00000004146,Coro7,A0A0G2K9F9,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A6JU74,"Adenylate kinase 1, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Ak1 PE=4 SV=1",0.008,FALSE,2.509,6,1,2,1,210,23.2,7.06,0.34,1,,,,,,,Ak1,A6JU74,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,n/a,n/a,High,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5ZP79,Eukaryotic translation initiation factor 3 subunit H OS=Rattus norvegicus OX=10116 GN=Eif3h PE=1 SV=1,0.008,FALSE,2.502,3,1,1,1,352,39.6,6.71,0.18,1,cell organization and biogenesis;protein metabolism;other metabolic processes,translational apparatus;other cell component,nucleic acid binding activity;other molecular function,,,ENSRNOG00000004252,Eif3h,A0A8I5ZP79,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I6ANS4,Dynein light chain roadblock-type 2 OS=Rattus norvegicus OX=10116 GN=Dynlrb2 PE=3 SV=1,0.008,FALSE,2.478,10,1,1,1,118,13.2,9.99,0.28,1,other biological processes,cytoskeleton;other cell component,other molecular function,,,ENSRNOG00000012450,Dynlrb2,A0A8I6ANS4,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,D3ZV30,DNA-directed RNA polymerase subunit beta OS=Rattus norvegicus OX=10116 GN=Polr3b PE=3 SV=1,0.008,FALSE,2.477,1,1,1,1,1133,127.6,8.47,0.08,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,"Pf00562, Pf04560, Pf04561, Pf04563, Pf04565, Pf04566, Pf04567",362858,ENSRNOG00000007432,Polr3b,D3ZV30; rno:362858,RNA Polymerase III Transcription Initiation From Type 1 Promoter; RNA Polymerase III Transcription Initiation From Type 2 Promoter; RNA Polymerase III Transcription Initiation From Type 3 Promoter,,3,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I6G8X1,Coiled-coil domain containing 194 OS=Rattus norvegicus OX=10116 GN=Ccdc194 PE=4 SV=1,0.008,FALSE,2.476,3,1,11,1,234,25.7,9.01,3.35,1,,,,,108353095,ENSRNOG00000062469,Ccdc194,A0A8I6G8X1; rno:108353095,,,0,41217.56641,283497.625,,28.87,,,,,41217.56641,152797.7969,210468.8125,283497.625,303522.3438,335511.3125,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,B2RZ46,"RAB17, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab17 PE=4 SV=1",0.008,FALSE,2.47,5,1,10,1,213,23.3,5.6,2.91,1,cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;other cytoplasmic organelle;other cell component,other molecular function,Pf00071,503269,ENSRNOG00000052979,Rab17,A0A0G2JTD9; B2RZ46; rno:503269,RAB geranylgeranylation,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2JYF7,Catenin alpha 2 OS=Rattus norvegicus OX=10116 GN=Ctnna2 PE=1 SV=2,0.008,FALSE,2.47,2,1,1,1,966,106.7,5.69,0.13,1,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf01044,297357,ENSRNOG00000006003,Ctnna2,A0A0G2JYF7,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q5BJN3,Tia1 cytotoxic granule-associated RNA binding protein-like 1 OS=Rattus norvegicus OX=10116 GN=Tial1 PE=4 SV=1,0.009,FALSE,2.445,3,1,3,1,392,43.4,7.99,0.63,1,cell cycle OR cell proliferation;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00076,361655,ENSRNOG00000020271,Tial1,F1LQ36; Q5BJN3; rno:361655,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,High,n/a,High,1,
FALSE,Medium,Master Protein,A0A8I5ZWL7,Protein MIX23 OS=Rattus norvegicus OX=10116 GN=Mix23 PE=1 SV=1,0.011,FALSE,2.44,12,1,1,1,144,16.9,9.14,0.05,1,,mitochondrion,,,,ENSRNOG00000031653,Mix23,A0A8I5ZWL7,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,1,
