Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Unique Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Unique Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Unique Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Unique Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Unique Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Unique Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Unique Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Unique Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Total Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Total Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Total Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Total Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Total Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Total Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Total Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Total Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Intensity	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Intensity	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Intensity	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Intensity	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Intensity	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Intensity	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Intensity	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Intensity	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 MaxLFQ Intensity	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 MaxLFQ Intensity	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 MaxLFQ Intensity	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 MaxLFQ Intensity	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 MaxLFQ Intensity	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 MaxLFQ Intensity	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 MaxLFQ Intensity	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9NRV9|HEBP1_HUMAN	Q9NRV9	HEBP1_HUMAN	HEBP1	189	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heme-binding protein 1	1	0.999	6	40	40	40	10	13	13	4	0	0	0	0	10	13	13	4	0	0	0	0	10	13	13	4	0	0	0	0	118946.625	127822.02	134831.7	79549.94	0	0	0	0	38814.766	33527.37	37483.64	43664.855	0	0	0	0	
sp|Q9NRW7|VPS45_HUMAN	Q9NRW7	VPS45_HUMAN	VPS45	570	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 45	1	0.999	4	5	5	5	1	1	3	0	0	0	0	0	1	1	3	0	0	0	0	0	1	1	3	0	0	0	0	0	3554.9504	6230.234	16480.729	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NRX1|PNO1_HUMAN	Q9NRX1	PNO1_HUMAN	PNO1	252	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein PNO1	1	0.999	4	12	12	12	2	5	4	1	0	0	0	0	2	5	4	1	0	0	0	0	2	5	4	1	0	0	0	0	8853.43	19592.064	23713.854	0	0	0	0	0	0	12100.11	16132.578	0	0	0	0	0	
sp|Q9NRX2|RM17_HUMAN	Q9NRX2	RM17_HUMAN	MRPL17	175	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein L17, mitochondrial"	1	0.999	8	25	25	25	7	7	8	3	0	0	0	0	7	7	8	3	0	0	0	0	7	7	8	3	0	0	0	0	403010.8	70080.29	101961.45	55713.61	0	0	0	0	44579.117	62583.74	53839.168	36709.082	0	0	0	0	
sp|Q9NRX4|PHP14_HUMAN	Q9NRX4	PHP14_HUMAN	PHPT1	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	14 kDa phosphohistidine phosphatase	1	0.999	2	12	12	12	1	4	4	2	0	0	1	0	1	4	4	2	0	0	1	0	1	4	4	2	0	0	1	0	33365.254	77859.82	68507.99	28241.816	0	0	26996.613	0	0	38927.67	34094.453	0	0	0	0	0	
sp|Q9NRX5|SERC1_HUMAN	Q9NRX5	SERC1_HUMAN	SERINC1	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine incorporator 1	0.9801	0.999	1	4	4	4	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	10141.689	6367.2607	8782.316	9498.974	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NRY2|SOSSC_HUMAN	Q9NRY2	SOSSC_HUMAN	INIP	104	Homo sapiens OX=9606	1:Experimental evidence at protein level	S	1	0.999	2	4	4	4	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	17160.78	19202.922	0	0	0	0	0	0	9309.476	10303.153	0	0	0	0	0	
sp|Q9NRY5|F1142_HUMAN	Q9NRY5	F1142_HUMAN	FAM114A2	505	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM114A2	1	0.999	4	4	4	4	0	1	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	5687.0645	22505.844	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NRZ9|HELLS_HUMAN	Q9NRZ9	HELLS_HUMAN	HELLS	838	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lymphoid-specific helicase	1	0.999	14	40	40	40	4	21	13	2	0	0	0	0	4	21	13	2	0	0	0	0	4	21	13	2	0	0	0	0	34386.33	96556.4	80570.31	6764.4404	0	0	0	0	18629.33	16460.232	22095.57	0	0	0	0	0	
sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOM22_HUMAN	TOMM22	142	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM22 homolog	1	0.999	1	18	18	18	6	4	6	2	0	0	0	0	6	4	6	2	0	0	0	0	6	4	6	2	0	0	0	0	45742.54	64057.695	68314.84	41183.926	0	0	0	0	21845.775	34048.824	37645.13	36713.93	0	0	0	0	
sp|Q9NS86|LANC2_HUMAN	Q9NS86	LANC2_HUMAN	LANCL2	450	Homo sapiens OX=9606	1:Experimental evidence at protein level	LanC-like protein 2	0.9801	0.999	1	3	3	3	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	9993.087	6524.0884	6800.6216	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NS87|KIF15_HUMAN	Q9NS87	KIF15_HUMAN	KIF15	1388	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF15	1	0.999	4	8	8	8	1	3	3	1	0	0	0	0	1	3	3	1	0	0	0	0	1	3	3	1	0	0	0	0	7301.856	13410.412	10320.537	0	0	0	0	0	0	9398.567	6731.1816	0	0	0	0	0	
sp|Q9NS91|RAD18_HUMAN	Q9NS91	RAD18_HUMAN	RAD18	495	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RAD18	1	0.9987	2	4	4	4	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	9144.3	5609.275	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSC5|HOME3_HUMAN	Q9NSC5	HOME3_HUMAN	HOMER3	361	Homo sapiens OX=9606	1:Experimental evidence at protein level	Homer protein homolog 3	0.98	0.999	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5279.3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSD9|SYFB_HUMAN	Q9NSD9	SYFB_HUMAN	FARSB	589	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase beta subunit	1	0.999	20	72	72	72	14	25	20	11	0	0	2	0	14	25	20	11	0	0	2	0	14	25	20	11	0	0	2	0	218640.28	463041.6	415485.5	260147.39	0	0	42284.086	0	34081.355	48227.06	44976.297	42068.508	0	0	0	0	
sp|Q9NSE4|SYIM_HUMAN	Q9NSE4	SYIM_HUMAN	IARS2	1012	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Isoleucine--tRNA ligase, mitochondrial"	1	0.999	22	67	67	67	19	23	23	2	0	0	0	0	19	23	23	2	0	0	0	0	19	23	23	2	0	0	0	0	199762.86	223213.7	231822.11	26013.988	0	0	0	0	27672.162	37023.848	34333.72	18756.027	0	0	0	0	
sp|Q9NSI2|SLX9_HUMAN	Q9NSI2	SLX9_HUMAN	SLX9	230	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis protein SLX9 homolog	1	0.999	2	2	2	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12370.25	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSK0|KLC4_HUMAN	Q9NSK0	KLC4_HUMAN	KLC4	619	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin light chain 4	0.9998	0.999	6	4	4	20	2	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	7	5	5	3	0	0	0	0	11921.195	5893.88	5592.312	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSP4|CENPM_HUMAN	Q9NSP4	CENPM_HUMAN	CENPM	180	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centromere protein M	0.9807	0.9986	2	2	2	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2954.1038	3982.2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSU2|TREX1_HUMAN	Q9NSU2	TREX1_HUMAN	TREX1	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Three-prime repair exonuclease 1	1	0.999	2	5	5	5	1	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	6118.252	6579.2407	6191.888	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSV4|DIAP3_HUMAN	Q9NSV4	DIAP3_HUMAN	DIAPH3	1193	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein diaphanous homolog 3	1	0.999	6	10	6	10	1	4	5	0	0	0	0	0	0	3	3	0	0	0	0	0	1	4	5	0	0	0	0	0	0	29869.863	27126.781	0	0	0	0	0	0	9670.572	11021.731	0	0	0	0	0	
sp|Q9NSY0|NRBP2_HUMAN	Q9NSY0	NRBP2_HUMAN	NRBP2	501	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear receptor-binding protein 2	0.9998	0.9981	2	5	5	5	1	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	5632.7573	4986.4053	5760.3164	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NSY1|BMP2K_HUMAN	Q9NSY1	BMP2K_HUMAN	BMP2K	1161	Homo sapiens OX=9606	1:Experimental evidence at protein level	BMP-2-inducible protein kinase	0.9556	0.9977	2	1	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1736.1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NT62|ATG3_HUMAN	Q9NT62	ATG3_HUMAN	ATG3	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like-conjugating enzyme ATG3	1	0.999	3	12	12	12	2	4	5	1	0	0	0	0	2	4	5	1	0	0	0	0	2	4	5	1	0	0	0	0	25630.959	48709.477	58756.71	13463.121	0	0	0	0	14639.195	24756.424	27659.473	0	0	0	0	0	
sp|Q9NTI5|PDS5B_HUMAN	Q9NTI5	PDS5B_HUMAN	PDS5B	1447	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sister chromatid cohesion protein PDS5 homolog B	1	0.999	20	29	29	45	4	12	13	0	0	0	0	0	4	12	13	0	0	0	0	0	7	15	20	3	0	0	0	0	31953.428	112367.35	93581.7	0	0	0	0	0	11854.054	22664.03	19326.104	0	0	0	0	0	
sp|Q9NTJ3|SMC4_HUMAN	Q9NTJ3	SMC4_HUMAN	SMC4	1288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 4	1	0.999	33	120	120	120	26	32	46	16	0	0	0	0	26	32	46	16	0	0	0	0	26	32	46	16	0	0	0	0	281890.88	397164.88	438076.03	253188.23	0	0	0	0	32181.79	35886.293	35147.734	32022.816	0	0	0	0	
sp|Q9NTJ5|SAC1_HUMAN	Q9NTJ5	SAC1_HUMAN	SACM1L	587	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol-3-phosphatase SAC1	1	0.999	15	36	36	36	9	14	12	1	0	0	0	0	9	14	12	1	0	0	0	0	9	14	12	1	0	0	0	0	72546.45	84274.81	88372.76	12425.537	0	0	0	0	20151.787	15345.853	17765.94	0	0	0	0	0	
sp|Q9NTK5|OLA1_HUMAN	Q9NTK5	OLA1_HUMAN	OLA1	396	Homo sapiens OX=9606	1:Experimental evidence at protein level	Obg-like ATPase 1	1	0.999	16	74	74	74	12	26	28	8	0	0	0	0	12	26	28	8	0	0	0	0	12	26	28	8	0	0	0	0	188271.98	397676.72	418493.5	202217.69	0	0	0	0	43108.043	54857.184	60564.26	48459.883	0	0	0	0	
sp|Q9NTM9|CUTC_HUMAN	Q9NTM9	CUTC_HUMAN	CUTC	273	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper homeostasis protein cutC homolog	1	0.999	2	7	7	7	3	2	2	0	0	0	0	0	3	2	2	0	0	0	0	0	3	2	2	0	0	0	0	0	9681.986	38201.5	20615.535	0	0	0	0	0	5976.067	28657.656	15798.316	0	0	0	0	0	
sp|Q9NTX5|ECHD1_HUMAN	Q9NTX5	ECHD1_HUMAN	ECHDC1	307	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ethylmalonyl-CoA decarboxylase	1	0.999	5	13	13	13	1	4	7	1	0	0	0	0	1	4	7	1	0	0	0	0	1	4	7	1	0	0	0	0	6612.8027	34972.008	41539.81	12345.461	0	0	0	0	0	11696.778	11304.263	0	0	0	0	0	
sp|Q9NTZ6|RBM12_HUMAN	Q9NTZ6	RBM12_HUMAN	RBM12	932	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 12	1	0.999	17	39	39	39	7	17	14	1	0	0	0	0	7	17	14	1	0	0	0	0	7	17	14	1	0	0	0	0	69574.58	161749.03	135828.81	14318.035	0	0	0	0	26344.592	24638.812	27395.842	0	0	0	0	0	
sp|Q9NU22|MDN1_HUMAN	Q9NU22	MDN1_HUMAN	MDN1	5596	Homo sapiens OX=9606	1:Experimental evidence at protein level	Midasin	1	0.999	12	22	22	22	6	6	10	0	0	0	0	0	6	6	10	0	0	0	0	0	6	6	10	0	0	0	0	0	101521.67	50171.844	45065.92	0	0	0	0	0	131177.33	9442.309	11351.62	0	0	0	0	0	
sp|Q9NUI1|DECR2_HUMAN	Q9NUI1	DECR2_HUMAN	DECR2	292	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]"	1	0.999	3	3	3	3	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5973.7847	11504.887	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NUJ1|ABHDA_HUMAN	Q9NUJ1	ABHDA_HUMAN	ABHD10	306	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Palmitoyl-protein thioesterase ABHD10, mitochondrial"	1	0.999	5	14	14	14	0	6	7	1	0	0	0	0	0	6	7	1	0	0	0	0	0	6	7	1	0	0	0	0	0	49506.93	45587.984	13884.572	0	0	0	0	0	22039.047	19740.549	0	0	0	0	0	
sp|Q9NUL3|STAU2_HUMAN	Q9NUL3	STAU2_HUMAN	STAU2	570	Homo sapiens OX=9606	1:Experimental evidence at protein level	Double-stranded RNA-binding protein Staufen homolog 2	1	0.999	5	11	11	11	0	7	4	0	0	0	0	0	0	7	4	0	0	0	0	0	0	7	4	0	0	0	0	0	0	30190.975	25933.148	0	0	0	0	0	0	12841.261	11051.125	0	0	0	0	0	
sp|Q9NUL7|DDX28_HUMAN	Q9NUL7	DDX28_HUMAN	DDX28	540	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX28	1	0.999	2	3	3	3	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	11944.133	7770.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NUM4|T106B_HUMAN	Q9NUM4	T106B_HUMAN	TMEM106B	274	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 106B	1	0.999	3	5	5	5	3	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	7668.834	0	3176.273	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NUP1|BL1S4_HUMAN	Q9NUP1	BL1S4_HUMAN	BLOC1S4	217	Homo sapiens OX=9606	1:Experimental evidence at protein level	Biogenesis of lysosome-related organelles complex 1 subunit 4	0.9756	0.9988	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6291.2227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NUP9|LIN7C_HUMAN	Q9NUP9	LIN7C_HUMAN	LIN7C	197	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein lin-7 homolog C	1	0.999	7	15	11	15	3	6	6	0	0	0	0	0	2	5	4	0	0	0	0	0	3	6	6	0	0	0	0	0	77938.555	98814.75	111787.43	0	0	0	0	0	45751.305	41082.254	41215.176	0	0	0	0	0	
sp|Q9NUQ2|PLCE_HUMAN	Q9NUQ2	PLCE_HUMAN	AGPAT5	364	Homo sapiens OX=9606	1:Experimental evidence at protein level	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	1	0.999	5	8	8	8	0	5	3	0	0	0	0	0	0	5	3	0	0	0	0	0	0	5	3	0	0	0	0	0	0	29606.232	25577.582	0	0	0	0	0	0	10171.522	12500.595	0	0	0	0	0	
sp|Q9NUQ3|TXLNG_HUMAN	Q9NUQ3	TXLNG_HUMAN	TXLNG	528	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-taxilin	1	0.999	6	11	11	11	3	5	3	0	0	0	0	0	3	5	3	0	0	0	0	0	3	5	3	0	0	0	0	0	16874.42	35523.758	14932.466	0	0	0	0	0	9547.708	9603.892	10887.115	0	0	0	0	0	
sp|Q9NUQ6|SPS2L_HUMAN	Q9NUQ6	SPS2L_HUMAN	SPATS2L	558	Homo sapiens OX=9606	1:Experimental evidence at protein level	SPATS2-like protein	1	0.999	5	10	10	10	2	3	5	0	0	0	0	0	2	3	5	0	0	0	0	0	2	3	5	0	0	0	0	0	29827.059	21137.936	32950.54	0	0	0	0	0	13433.541	9725.924	12851.55	0	0	0	0	0	
sp|Q9NUQ8|ABCF3_HUMAN	Q9NUQ8	ABCF3_HUMAN	ABCF3	709	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 3	1	0.999	6	16	16	16	5	4	7	0	0	0	0	0	5	4	7	0	0	0	0	0	5	4	7	0	0	0	0	0	29650.834	37964.984	49381.855	0	0	0	0	0	16230.421	17020.326	20535.82	0	0	0	0	0	
sp|Q9NUQ9|CYRIB_HUMAN	Q9NUQ9	CYRIB_HUMAN	CYRIB	324	Homo sapiens OX=9606	1:Experimental evidence at protein level	CYFIP-related Rac1 interactor B	1	0.999	7	17	10	17	3	8	5	1	0	0	0	0	1	5	3	1	0	0	0	0	3	8	5	1	0	0	0	0	52876.766	75947.41	85867.51	0	0	0	0	0	19893.979	32675.504	39054.812	0	0	0	0	0	
sp|Q9NUU6|OTULL_HUMAN	Q9NUU6	OTULL_HUMAN	OTULINL	356	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inactive ubiquitin thioesterase OTULINL	0.9999	0.999	3	6	6	6	1	1	2	2	0	0	0	0	1	1	2	2	0	0	0	0	1	1	2	2	0	0	0	0	16463.805	17066.76	22888.219	5212.132	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NUU7|DD19A_HUMAN	Q9NUU7	DD19A_HUMAN	DDX19A	478	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX19A	1	0.999	18	45	5	45	9	19	12	5	0	0	0	0	0	3	1	1	0	0	0	0	9	19	12	5	0	0	0	0	205899.86	403131.88	258250.34	195179.75	0	0	0	0	78233.945	94541.95	93492.24	89304.305	0	0	0	0	
sp|Q9NUW8|TYDP1_HUMAN	Q9NUW8	TYDP1_HUMAN	TDP1	608	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosyl-DNA phosphodiesterase 1	0.9794	0.999	1	2	2	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	7881.8022	4944.2383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NUY8|TBC23_HUMAN	Q9NUY8	TBC23_HUMAN	TBC1D23	699	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 23	0.9999	0.999	2	4	4	4	1	1	2	0	0	0	0	0	1	1	2	0	0	0	0	0	1	1	2	0	0	0	0	0	3916.661	4773.4604	2275.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NV06|DCA13_HUMAN	Q9NV06	DCA13_HUMAN	DCAF13	445	Homo sapiens OX=9606	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 13	1	0.999	4	10	10	10	1	4	5	0	0	0	0	0	1	4	5	0	0	0	0	0	1	4	5	0	0	0	0	0	7337.836	23925.773	25481.207	0	0	0	0	0	0	10574.361	9858.665	0	0	0	0	0	
sp|Q9NV31|IMP3_HUMAN	Q9NV31	IMP3_HUMAN	IMP3	184	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein IMP3	0.9801	0.999	1	3	3	3	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	7255.5103	10699.13	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NV56|MRGBP_HUMAN	Q9NV56	MRGBP_HUMAN	MRGBP	204	Homo sapiens OX=9606	1:Experimental evidence at protein level	MRG/MORF4L-binding protein	0.9992	0.999	2	3	3	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4550.5005	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NV70|EXOC1_HUMAN	Q9NV70	EXOC1_HUMAN	EXOC1	894	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 1	1	0.999	3	8	8	8	3	1	3	1	0	0	0	0	3	1	3	1	0	0	0	0	3	1	3	1	0	0	0	0	25546.654	8376.329	9572.408	8695.799	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NV96|CC50A_HUMAN	Q9NV96	CC50A_HUMAN	TMEM30A	361	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell cycle control protein 50A	1	0.999	4	7	6	7	2	2	3	0	0	0	0	0	1	2	3	0	0	0	0	0	2	2	3	0	0	0	0	0	39172.562	9013.101	13778.357	0	0	0	0	0	17661.57	0	13948.494	0	0	0	0	0	
sp|Q9NVA2|SEP11_HUMAN	Q9NVA2	SEP11_HUMAN	SEPTIN11	429	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-11	1	0.999	15	69	45	89	12	22	24	11	0	0	0	0	9	14	15	7	0	0	0	0	17	27	29	16	0	0	0	0	182107.72	383947.03	374700.62	150557.3	0	0	0	0	45574.305	59901.527	56031.965	37663.434	0	0	0	0	
sp|Q9NVA4|T184C_HUMAN	Q9NVA4	T184C_HUMAN	TMEM184C	438	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 184C	0.9801	0.999	1	2	2	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	10222.648	9118.254	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVD7|PARVA_HUMAN	Q9NVD7	PARVA_HUMAN	PARVA	372	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-parvin	1	0.999	10	28	18	28	3	12	11	2	0	0	0	0	2	8	7	1	0	0	0	0	3	12	11	2	0	0	0	0	35898.492	154469.11	123406.14	51749.67	0	0	0	0	13283.943	32066.777	36922.684	29393.99	0	0	0	0	
sp|Q9NVE7|PANK4_HUMAN	Q9NVE7	PANK4_HUMAN	PANK4	773	Homo sapiens OX=9606	1:Experimental evidence at protein level	4'-phosphopantetheine phosphatase	1	0.999	3	9	9	9	1	3	4	1	0	0	0	0	1	3	4	1	0	0	0	0	1	3	4	1	0	0	0	0	8455.636	5503.6035	11743.041	4431.484	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVG8|TBC13_HUMAN	Q9NVG8	TBC13_HUMAN	TBC1D13	400	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 13	1	0.999	5	8	8	8	1	4	3	0	0	0	0	0	1	4	3	0	0	0	0	0	1	4	3	0	0	0	0	0	9265.4375	26814.41	17088.375	0	0	0	0	0	0	8265.094	6945.195	0	0	0	0	0	
sp|Q9NVH0|EXD2_HUMAN	Q9NVH0	EXD2_HUMAN	EXD2	621	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exonuclease 3'-5' domain-containing protein 2	0.9801	0.999	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9842.299	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVH1|DJC11_HUMAN	Q9NVH1	DJC11_HUMAN	DNAJC11	559	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 11	1	0.999	8	18	18	18	5	4	6	3	0	0	0	0	5	4	6	3	0	0	0	0	5	4	6	3	0	0	0	0	63427.08	62082.926	97163.61	41351.043	0	0	0	0	30333.393	25942.373	22758.553	41609.406	0	0	0	0	
