Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d		
Q9UEU0	Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B					1608.77		3029.97																														
Q9UEW8	Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase				5121.51				2306.81																											4518.3		
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	5927.2	3791.26	4654.02		5218.21	2330.9	2957.93		4920.1		4380.13								3438.9						4085.05	63579.2	1399.41						8120.49				
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1				1442.5													1868.83					2851.25															
Q9UFG5	Q9UFG5	CS025_HUMAN	C19orf25	UPF0449 protein C19orf25						1911.56									2249.25						1709.75		3484.57		6957.98	1646.84		2967.77		5723.01					34424.9		
Q9UFN0	Q9BS92;Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A			9553	4700.78	6219.47	7580.47	10560	6178.83	3489.09	2553.55					5738.28	6397.24	13209					5039.07							3796.1	7096.91				4844.95	10811.5		
Q9UFW8	Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1					1113.05		2385.55		1332.94						1455.35				5569.14								1453.56										
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	12471.1	9502.58	6129.04	10988.1	7965.48	9376.41	7659.58	9675.95	6152.17	10219.8	7977.33	9935.61	7885.65	7647.83	8723.63		3124.55	14489.2	7823.2	11111.6	8530.97	8451.74		9387.38	10901.7	7543.74	12075	9890.85	13110.5	13370	11490.1	8699.56	6232.03		9031.71		
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin																														2026.8							
Q9UGP4	Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1							5047.1																	2846.43													
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	3898.36		5833.76	4277.17			2591.41	5673.38	3651.85	8312.52		48281.1			4990.74	3505.73	3319.69		6061.16		4519.75	4931.8	11346.7	6149.9	5859.87	12305.7	5515.06	3463.54	2010.08	5230.48	2362.54	5410.12	4826.85	7401.58	6448.2		
Q9UGR2	Q9UGR2	Z3H7B_HUMAN	ZC3H7B	Zinc finger CCCH domain-containing protein 7B																								8752.67							5615.24						
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	2017.52	4796.81	8882.42	2346.21	5262.56	3134.52	3192.88	5697.69	1059.72		6659.17		17305.4	2801.09	3031.37		3310.84	3123.59	2037.1	8346.62	7493.54	2839.24				2397.43	1974.19	3421.24		4561.38	2597.47	11800.3	2557.78				
Q9UH62	Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3																			20386.6							1917.79	2426.63							5956.7	16845.3		
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	5675.62		4538.38	2261.69	7087.95	7316.22	7069.6	8684.48	4578.41					6765.44	8846.92		4270.99	4902.69	1324.96		3946.43	6557.87			3883.76	8694	6161.65		3488.64	3202.95	5374.39	4656.88			9869.22		
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2					8668.8		11588.9		9530.09						640.206				6904.68		6702.92	11782.9					6244.17	13131.4		5547.73							
Q9UHA3	Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24									1005.68															7056.91										1765.3			
Q9UHA4	Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3																						3094.2															
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	34814.8	24797.2	18687.4	21638	13079.8	24440.7	28529	38470.5	13645.2	26410.4	32815	15442.6	17139.7	19033	14916.7	20891.7	11409.5	20044.8	17244.7	18747.2	25094.3	25246	19466.8	16582.6	26048.5	32910.1	24351	22197.6	18203.7	30130.5	25186.9	30735.3	22890.2	10465.8	39415		
Q9UHB7	Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4																									2952.25		2045.23										
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	8315.05	14209.8	8074.15	6211.53	8812.64	8009.92		5071.23	7667.73	10919.6		13510.3	11698.4	6910.19	10738.6		3932.44	4066.13	6240.69	6654.84	11889.1	7650.77			6087.31	7380.51	9074.3	8850.45		10189.4	12953.2	6668.19	14680.8		10154		
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	9350.55		7806.82	10141.3	5542.71	4641.63		6693.2	7162.24	18914.1	3285.35	13450.1		12389	12838.6					15397.3	16481.8			9712.7	18236.5	14497	5482.39	6000.14	5878.89	9290.85		12268.4	7599.6				
Q9UHD2	Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1						5154.3	3565.39		3217.06						2812.43											4231.92											
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	16625.8	24255.1	15313.3	14685.2	17553.4	21446.7	23897.9	18899	15739.5	14188.2	10158.6	15637.3	20019.2	21905.8	12783.7	5113.26	16605.4	15305.7	24904.3	12531.5	17610.9	10826.8		16506.2	19391.9	22259.9	12283.8	15386	12348.7	21795	15537.8	18261.6	15661.2	4200.25	18795.8		
Q9UHD9	Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2							10507.6																														
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	4777.64			4017.9	7399.91		11410.9	6214.7	3412.88		9870.98	9514.82	4699.46		6202.49	13314.8		3573.55	6090.54		8511.98	4081.06	11308.5	13419		4722.75		19802.6	2180.71			10892	21857.3	14427.4	9254.06		
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	4042.85			1879.29	5321.71			9472.34	4876.57	5758.72		4896.61			1978.75	1211.8			2614.54		3395.71	3599.36		6291.47	4529.21				5144.75			4869.39	5308.57		6534.78		
Q9UHJ6	Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase															2108.14		3248.98																				
Q9UHL4	Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2								9952.21				4836		14035	2914.74			1168.17			3989.57					5604.23	2687.99					3760.33		7217.11	4718.64		
Q9UHN6	Q9UHN6	CEIP2_HUMAN	CEMIP2	Cell surface hyaluronidase												39273.8					13333.2																				
Q9UHP3	Q9UHP3	UBP25_HUMAN	USP25	Ubiquitin carboxyl-terminal hydrolase 25									3767.99						1712.89							4297.07															
Q9UHQ4	Q9UHQ4	BAP29_HUMAN	BCAP29	B-cell receptor-associated protein 29																								6383.94													
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1			3393.27	3350.1		6999.41		5779.33	2508.73	3564.19					3952.57	3903.28	2963.48			4369.03			3439.55		4298.07	4531.75					6230.78	2330.35	4132.49	2745.71			
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	2543.48		2443.48	6175.99	3281.19	4752.88			3064.1		5081.61	4998.91			3004.85			799.718	2637.74		4957.77	3029.08			5589.37	938.046	2962.15	4267.35	1614.51	4372.21	2829.18	1689.32	4014.45				
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2																														4475.94							
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	10007.8	7082.77	6731.39	9947.25	10847.7	11956.2	11109.4	8655.04	13692.5	13143.4	12561.8	6355.37	7716.76	12372.6	10112.9	980.079	9285.65	9785.55	12657.9	12143.8	12461.8	11401.8	3166.97	12860.6	11474.3	10267.6	15324	12665.5	11810.1	9738.64	12010.4	13980.6	9562.04		13318.6		
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	6954	17497.2	4848.48	7663.82	6990.15	8864.86	7398.05	5599.06	5316.35	5934.04	14570.6		6123.13	5485.5	5534.43	7758.9	7799.35	5886.63	7741.6	5553.56	6527.64	5613.36		6355.65	10407.3	4346.52	6553.7	8455.86	9712.16	5847.35	9062.96	8781.77	5046.58		7316.76		
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein				2723.01		3890.13	1572.48	3645.08					9341.96		3398.48					2890.45				6350.13			6202.67	4210.87				3404.32	4457.14				
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1					3332.44		5543.84		4015.41		4111.68		6018.78		1453.73				5809.79		5686.11	897.708			4398.18			6841.42	3716.45	4016.19		3294.01	5193.91				
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	3516.48	1056.47	5835.04	5252.14	6845.99	3123.65	3450.61	2767.69	2308.28	3959.64	4263.43	6127.99		4196.53	6039.53		4262.04	2972.58	1845.78	4737.51	7270.34	4915.81		2782.05	4384.77		3449.85	5920.49		3079.45	5028.36	2009.82	2573.95		4592.68		
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	5365.67	5279.77	9547.79	5214.92	7273.04	5955.7	4827.9	11157.7	4620.99		6023.09	11051.8	4564.46	11755.1	6063.1		5821.27	3296.88	5604.93	7110.13	4204.01	7864.72		7758.79	9198.52	8865.6	5099.12	14327.4	5923.81		4528.71	6836.56	3360.37	809.861	6173.28		
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	7470.09			15845.1	6654.3				16388.1	9097.1		3218.41	5405.98		4678.05		4740.29				2682.88			15466.9		14065.7	6130.47	9671.55		11655.9	3962.64	1848.21	17371.4				
Q9UI42	Q9UI42	CBPA4_HUMAN	CPA4	Carboxypeptidase A4				1958.36								5033.91										5113.65	2362.35		3281.57				1921.83								
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7					5799.27			3906.72								2385.03			3728.31		3389.23	4110.69						3023.28			3974.35	3972.61	3099.87				
Q9UIC8	Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1	3011.19						3865.77			3023.49					3942.67				22623.4			8445.39			3906.42							6204					
Q9UID3	Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	11727.8								2867.91																												
Q9UIF9	Q9UIF9	BAZ2A_HUMAN	BAZ2A	Bromodomain adjacent to zinc finger domain protein 2A																																		2716.19			
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B				6130.75	2948.41				4618.57						2560.62	7037.84			4529.75	5460.94	7351.02	3976.87	3263.01						3475.36			1230.83		1570.15			
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	"ATPase inhibitor, mitochondrial"	2090.97	8255.28		4249.64	5828.55	7700.62	11462.6	7634.22	4831.26	15641	9008.75	16855.1	8836.61	4689.81	10131.1	7206.89	7541.69		6732.47	8311.88	10047.9	9694.08	5760.85	4852.48		4811.39	9203.19		2673.34	3435.69		6165.26	5186.57	13889.9	4688.03		
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	"GTP:AMP phosphotransferase AK3, mitochondrial"						3673.15	22958.4	6324.97							10632.8	5111.96	15948		4459.1		3557.21	9630.22	17552	6223.17		4829.13	6285.31	3280.92	22044.7	4822.3		18412.5		16215.7	6548.47		
Q9UIQ6	Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase		9308.42		2433			7406.74	8246.97							2243.34	12188			8020.83	1836.5	7268.54			2764.91	4918.54						2942.17		5206.83	11322.2	7827.97		
Q9UIS9	Q9UIS9	MBD1_HUMAN	MBD1	Methyl-CpG-binding domain protein 1																				1695.96																	
Q9UIV1	Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7															1606.17																	954					
Q9UIW2	Q9UIW2;O75051;P51805;Q9HCM2	PLXA1_HUMAN	PLXNA1	Plexin-A1			2170.4	2246.76			3311.3															8323.93								1554.46				1389.46	3665.9		
Q9UJ41	Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor				1344.12			33739.8	8541.58	4260.19	9405.24	13005.3					10621.8						8591.81					12512.5										
Q9UJ68	Q9UJ68	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase					3860.53	2930.7				2429.38				7092.15							2340.33							4493				4395.29	1466.01				
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	13914.2	13002.1	16386.8	12450.7	6009.74	11225	10560.6	18388.2	16818.8	10382.9	17769.8	7242.41	12829	9958.57	12456.4	5483.02	12686	8761.07	12177.4	10405.9	9087.09	10374.2	5769.57	9844.34	13576.9	11356.5	11513.4	17367.5	11052.7	15361.4	15972	12489.6	12281.9		9878.44		
Q9UJ83	Q9UJ83	HACL1_HUMAN	HACL1	2-hydroxyacyl-CoA lyase 1															1529.63																			22196.4			
Q9UJA5	Q9UJA5	TRM6_HUMAN	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6				4804.95	2077.64										1308.84									1671.11			1977.69										
Q9UJF2	Q9UJF2	NGAP_HUMAN	RASAL2	Ras GTPase-activating protein nGAP									1761.05								1352.14								6171.56												
Q9UJP4	Q9UJP4	KLH21_HUMAN	KLHL21	Kelch-like protein 21																												1754.2									
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2	4520.46	6253.81	6309.71	2796.17	5190.08	8190.4	5894.68	4828.92	4726.25	15308.6	4843.39				3359.82	8633.73		4410.78	6175.9	12194	6717.16	4654.78	5431.33	6141.25	3592.32	5110.63	4332.34	4824.47	6669.04	5719.17	6301.64	4885.27	6161.09	7939.6	5713.15		
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	10789.6	12358.4	7185.53	10518	11599	10085.2	9001.76	11038.7	9912.26	8006.38	9675.81	10506.9	3984.23	13469.2	7626.47		6241.87	8352.26	8224.35	11326.7	10457	12032.2		9407.88	9100.44	11132.7	9860.72	7258.85	5864.66	14608.4	12442.5	11202	7487.36		8222.98		
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41				2086.95	9091.78										5829.55																						
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	7653.94	9194.75	17309	3499.03	4711.98	13308.7		7782.64	2546.57	10374.8					1952.24		7596.64			4787.67	2469.24	12734.5		9066.7	6781.17	5427.03	5966.99	2139.07		8157.85	2051	4451.97			8339.84		
Q9UJX2	Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog				2490.54			9753.25			6146.74					5331.63			4159.23	4938.63								5744.81										
Q9UJX3	Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	3623.12								3943.82										4857.18																		
Q9UJX5	Q9UJX5	APC4_HUMAN	ANAPC4	Anaphase-promoting complex subunit 4																																1325.41			2419.82		
Q9UJY1	Q9UJY1	HSPB8_HUMAN	HSPB8	Heat shock protein beta-8										9684.87											8377.93																
Q9UJY5	Q9UJY5	GGA1_HUMAN	GGA1	ADP-ribosylation factor-binding protein GGA1							1493.84																		15215.2												
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	"Stomatin-like protein 2, mitochondrial"	3708.29				6016.63	10480.1		14180.9	4274.24						5182.18	4229.64	6108.04		5730.49	4588.66	8476.45	9296.01	12307.2	8844.62	13490.6	6417.46	12854		10552.5	11187.3		6467.45		12244.9	4992.01		
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7				2809.06	2884	3135.35																	3199.74				4036.25										
Q9UK59	Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme				3880.45			5687.7			4973.21									9697.29					5939.49											5494.57		
Q9UK61	Q9UK61	TASOR_HUMAN	TASOR	Protein TASOR			2129.41				14583.2	2319.9											50156.4									1882.64									
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	14095.4	13485.5	19469.5	12945.5	14456.9	19148.6	19637.7	11674.2	11882.4	12540.3	10900.9	9168.54	7371.41	4129.75	14036.9			8276.16	14806.8	12363.8	4034.29	9365.3		13233.7	13211.3	13558.1	8590.16		4997.05	25668.3	25517.5	20396.4	7412.93		16585.7		
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	6750.64			5565.42	6617.53	7236.76	3414.61			1294.61	9650.94	3989.56			4201.62			4536.66	2898.95	5709.89	3693.01	9324.1		3867.92			5872.05	8552.38	6990.52	8707.7	3499.61	5094.09	8523.24				
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	4605.08			2067.14					6555.12					25660.2							16500.5	9765															
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha		4486.86			2603.6										8870.37				4231.21							3020.25					1639.96						
Q9UKG9	Q9UKG9	OCTC_HUMAN	CROT	Peroxisomal carnitine O-octanoyltransferase		3905.54		1434.27	2945.91	2706.1			2046.11			4056.89			2819.74	2508.86			5777.24		3531.15		1700.68		4422.59						1754.02	3487.65		5509.53	1509.22		
Q9UKK3	Q9UKK3	PARP4_HUMAN	PARP4	Protein mono-ADP-ribosyltransferase PARP4	2682.5			679.131	6898.46	4807.71			3467.57																1082.54		10544.8			2208.32		19814.8			4451.75		
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	4775.26	4668.09	6484.45	5496.19	3647.09	5562.54	4201.32	4390.19	5447.95	5287.03	6948.68	7922.12	7761.3	9571.37	3819.15	3005	1832.37	6934.28	5770.53	1000.81	5611.28	9563.48		6618.78	7747.7	6235.33	6068.33	7381.15	8471.22	6692.95	6224.92	6259.53	8815.81	2331.28	7050.74		
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1			3537.49												2523.42				5508.17						4215.29				3759.55	8351.73		5039.13					
Q9UKM7	Q9UKM7	MA1B1_HUMAN	MAN1B1	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"					9386.2																																
Q9UKM9	Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly	15902	21789.5	26360.5	20906.4	23912.9	18284	28089.5	15934.2	20712.3	17455.6	16265.6	21224.8	25936.8	22237.5	14047.1	16802.4	28732.1	17792.7	26542.7	20074.9	17741.8	14502.9	21198	14957.3	14477.1	18804.2	16391.4	17365.3	16118.6	22211.5	18838.1	18991.3	16397.6	14987.3	23038.9		
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4				4819.17	5217.05																							4850.02							3510.8		
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3				2107.17							2055.52						5452.15							4373.96													
Q9UKU7	Q9UKU7	ACAD8_HUMAN	ACAD8	"Isobutyryl-CoA dehydrogenase, mitochondrial"							7006.54																											4334.17			
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	5605.19	7546.37	4556.69	6247.64	3127.33	1988.58	4999.02		3232.25	6761.21	3669.44	11184.6			5398.45				3617.56	1527.45	1872.27	5041.84	11197.6	4265.94	5110.99		4617.74	5367.26	7371.23	5774.57		5082.86	8153.63	2762.87	5723.8		
Q9UKV5	Q9UKV5	AMFR_HUMAN	AMFR	E3 ubiquitin-protein ligase AMFR																			6473.6																		
Q9UKV8	Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2				7240.72											3899.18						12467																
Q9UKX5	Q9UKX5	ITA11_HUMAN	ITGA11	Integrin alpha-11	4607.14	7707.3	5170.58	6701.44		14361.4	5445.71		5791.59		5016.29					7586.65	10981.1			3061.08						2281.33				4219.45	6406.18						
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	6920.09		7078.15	3642.71	9730.03	8036.07	5246.28	6782.04	4899.6	8223.05	14440.5				4661.21		10187.2		7287.1		3610.25							3071.59		4491.15	5795.9						
Q9UKY7	Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog	7724.37	14527.6	4713.58	6236.71	5410.36	5755.25	6528.33	5833.28	8007.79	9365.46	14846.7	8117.05		7852.54	5101.87		6167.77	8014.23	7482.4	10267.2	6332.23			11681.1	8271.19	6764.38	8642.11	6791.42	11734.1	7646.73	6521.79	11829.1	10587		10005.2		
Q9UKZ1	Q9UKZ1	CNO11_HUMAN	CNOT11	CCR4-NOT transcription complex subunit 11						3503.05																															
Q9UL18	Q9UL18;Q9H9G7;Q9UKV8	AGO1_HUMAN	AGO1	Protein argonaute-1				2303.64	7000.09										5384.36									3542.52		3933.63			2363.46	15469.9					2216.01		
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	6255.15	16963.2	9570.05	7341.69	7780.36	8023.91	6802.46	8346.65	6399.9	12837.6	8418.67	9811.82	4957.06	15238.3	5693.31	4932.4	9059.59	9680.29	6244.76	7859.93	11150.5	10750.4		11497.4	7626.98	5162.39	8714.69	11291.1	5187.12	9901.92	10965.1	9148.62	7004.44	3892.05	8271.23		
Q9UL26	Q9UL26	RB22A_HUMAN	RAB22A	Ras-related protein Rab-22A																	4091.36		1881.82																		
Q9UL33	Q9UL33	TPC2L_HUMAN	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein	16627.6								9847.21																							10166.8					
Q9UL40	Q9UL40	ZN346_HUMAN	ZNF346	Zinc finger protein 346																																	2392.28				
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	6346.8	7301.47		7183.34	3089.5	6968.17		2395.57	2785.03	2359.83	9010.57		6816.97	9247.08	8193.46		5264.62	7187.65	10692.4	3874.68	10179.5	10725.1		8648.64	13392.9	8879.28	6995.78	5588.75	14433.5	4931.66		9876.89	10238.1		12039.8		
Q9UL54	Q9UL54	TAOK2_HUMAN	TAOK2	Serine/threonine-protein kinase TAO2				1157.32								4208.5							2436.47						1532.73												
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	3748.49	4890.05	6554.62	5614.95	7877.67	4080.69	5642.73	5321.84	5619.71	6493.78	3660.03	8347.8	5013.53	6133.06	5666.39		5139.21	4665.09	5230.82	3726.33	7955.27	3689.33		8384.75	5587.9	8612.49	5169.11	6380.78	7912.16	5918.66	6014.77	6153.34	9795.64	3204.14	6781.58		
Q9ULC3	Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23	9863.52	7928.76	6967.59	15015.2	6658.7	10228.3	6579.52	10045.5	7784.93	8540.51	5908.33	10695.1			9070.86		3052.81	13088	12419	4772.18	11126.7	7974.3		7523.06	8806.81	11471.6	6845.1		6911.92	9414.08		11686	7766.71	5612.48	7128.6		
