Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-05_3863.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3856.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3859.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-24-2024_Slot2-03_3860.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q9NZJ5	Q9NZJ5	E2AK3_HUMAN	EIF2AK3	Eukaryotic translation initiation factor 2-alpha kinase 3	3971.99	4144.86	3854.13		4061.18	4228.99		5650.48	4163.03	4559.79	5903.91	5507.69
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	49532.5	26450.6	37739.6	36245.5	28280.2	38939		47978.4	39263.2	35403.9	44305.6	36747.2
Q9NZJ9	A0A024RBG1;Q96G61;Q8NFP7;Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	19781.3	21332.4	22744.5	24301.6	25348.2	22535.3		16107.6	17165.1	20846.5	18112.7	19847
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	8148.09	9334	8376.12		6867.45	9467.43		6853.78	6979.05	8476.4	7389.69	9248.1
Q9NZL6	Q9NZL6	RGL1_HUMAN	RGL1	Ral guanine nucleotide dissociation stimulator-like 1						2016.01				456.188		926.879
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	30345.5	42271.2	35279.2	47706.1	42190.4	29718.5		29899	33383.6	35473.6	31925.7	34863.1
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	120263	99331.2	117378	123765	106149	121364		119149	113088	117266	135030	122729
Q9NZM3	Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	2889.52	3013.86	2394.07		3290.22	3924.55		2068.05	3196.04	4050.73	3769.42	3520.37
Q9NZM4	Q9NZM4	BICRA_HUMAN	BICRA	BRD4-interacting chromatin-remodeling complex-associated protein	1233.54	777.361	852.075		891.922	1188.8		783.51	605.439	818.398	1115.6	953.11
Q9NZM5	Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	6826.02	5145.15	6379.68		6439.93	7263.21		7508.15	6224.49	5840.04	7525.87	6260.11
Q9NZN3	Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	11338.4	14066.9	12344.1		15035.4	12631.4		6959.43	6748.18	6181.89	6939.92	7018.33
Q9NZN4	Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	39989.8	47199.9	44036.1	121305	49639.6	42716.3		29572.8	35150.3	34773.4	31505.8	35914.9
Q9NZN5	Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	13936.2	14090.8	13325.5	80160.5	15266	15659.6		10232.9	11965.5	13344	12948.9	13471.1
Q9NZN8	Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	5253.5	7126.83	5391.23		8258.04	4966.64		6241.96	7115.5	9084.9	7710.58	8134.11
Q9NZP8	Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein					731.937	895.787		1534.18	961.816	1369.41	956.732	1365.88
Q9NZQ3	Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	3269.54	2427.99	4390.3		3096.35	4503.95		12743.3	2528.12	3724.58	3571.99	3268.46
Q9NZQ7	Q9NZQ7	PD1L1_HUMAN	CD274	Programmed cell death 1 ligand 1	3613.88	6081.72	3651.79		4753.95	2300.5		7566.92	6270.41	7205.99	8457.27	6784.84
Q9NZR1	Q9NZR1	TMOD2_HUMAN	TMOD2	Tropomodulin-2	23323.8	21085	20716		22932.1	16613.5		28469	25566.3	25227.5	27224.7	25053.3
Q9NZR2	Q9NZR2	LRP1B_HUMAN	LRP1B	Low-density lipoprotein receptor-related protein 1B	1597.42	366.211	1650.75		1087.68	1156.79			598.812		1311.66	688.535
Q9NZT1	Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	1467.29	441.639			2216.81	1354.1		4445.94		1495.86	9193.39	1408.26
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	13181.2	13630.7	11903.3	82858.8	14573.7	15142		9273.92	9056.17	10749.8	9998.65	11752.2
Q9NZU0	Q9NZU0	FLRT3_HUMAN	FLRT3	Leucine-rich repeat transmembrane protein FLRT3	3495.48	1208.04	2872.01		2981.96	2554.83		2929.7	3455.79	5040.91	4822.82	4324.81
Q9NZU5	Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	59454.2	88901.4	58119.5	102419	90487.8	57909.4		63762.8	76753.8	81178.9	69246.5	77373
Q9NZV1	Q9NZV1	CRIM1_HUMAN	CRIM1	Cysteine-rich motor neuron 1 protein		2050.58	8603.36		2413.91	2912.49		3386.29	3631.12	2451.22	3291.09	3759.23
Q9NZV5	Q9NZV5	SELN_HUMAN	SELENON	Selenoprotein N	11420.1	14549.8	11273.6	12154.3	11755.8	12706.8		8922.86	8912.25	10172.1	9329.97	9123.47
Q9NZW5	Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	11439.6	11954.3	12284	21328.7	10220.3	8751.3		9874.86	9199.54	8191.52	8299.71	7691.71
Q9NZZ3	Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	17726.9	23083.7	19085.2		19500.9	14403.3		22016.1	24375.4	17628.1	17499.7	17066.9
Q9P000	Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	8642.71	10592.3	9366.7		13013.5	9764.02		8428.03	13022.5	15862.7	9949.28	16144.6
Q9P013	Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	19332.2	20789.9	15529.2		22578.4	18494.8		16617.7	19220.3	20142.1	18789.3	17824
Q9P015	Q9P015	RM15_HUMAN	MRPL15	"39S ribosomal protein L15, mitochondrial"	12567.8	10211.5	12704		11034.2	13353.8		13538.6	12240.4	13194.5	15737.9	13361.8
Q9P016	Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	17524.9	18436.9	17376.5		16012.4	12445.4		19025.3	18157.5	14840.5	14465.2	13880.6
Q9P031	Q9P031	TAP26_HUMAN	CCDC59	Thyroid transcription factor 1-associated protein 26	3149.75	2363.9	3160.55		4301.65	3789.91		2759.89	3189.4	2487.28	4608	3821.44
Q9P032	Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	8197.1	13103.9	11441.6		16781.6	10168.6		16189	17428.7	16665.9	15628	17285.3
Q9P035	Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	36578.7	21739.5	33729.5	218596	23155.3	36048.6		40235.9	31577.2	32125.4	44301.2	34578.5
Q9P086	Q9P086	MED11_HUMAN	MED11	Mediator of RNA polymerase II transcription subunit 11	2684.56	402.426	1403.11		2266.65	2430.19		1306.03	1456.36	2148.1	1659.43	3570.05
Q9P0B6	Q9P0B6	CC167_HUMAN	CCDC167	Coiled-coil domain-containing protein 167	8627.33	5853.43	9604.62		6290.95	5941.13		10651.9	11714.9	7112.57	9642.92	5432.23
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	30180.1	25317.5	27740.1		29224.9	29499.1		24070	24314.3	25193.9	28986	27480
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	20387.8	17096.2	21612.4		13965.7	11008.5		24636.4	17996.5	11566.6	16549.6	12465.2
Q9P0J1	Q9P0J1	PDP1_HUMAN	PDP1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"	20203.9	21384.8	21101.2	61677.2	20287.7	17201.5		29931.6	30174.4	28270.4	28541.6	25319.4
Q9P0J7	Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	5392.3	8118.93	5298.56		6328.13	4904.81		11440.3	10031.1		10855.8	3630.91
Q9P0K7	Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	43870.6	45145.2	41785.1	80092.1	46779.1	41009.3		36083.7	40674.8	40106.9	40374	42005
Q9P0L0	Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	126060	121938	117013	181792	130826	135826		120092	110565	138930	136387	141338
Q9P0L2	Q9P0L2	MARK1_HUMAN	MARK1	Serine/threonine-protein kinase MARK1	1913.88	1816.76	1200.92		2645.04	1950.14		1814.39	2043.99	2919.88	2866.09	2644.73
Q9P0M6	Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	26424.9	23210.3	26784.1	52029.2	19918.2	21407		25458.6	21057	17343.5	24010.7	18465
Q9P0M9	Q9P0M9	RM27_HUMAN	MRPL27	"39S ribosomal protein L27, mitochondrial"	19480.4	18822.3	18255.5		17660.7	22444.4		25362.3	21193.9	22743.8	25506.5	24199.6
Q9P0N9	Q9P0N9	TBCD7_HUMAN	TBC1D7	TBC1 domain family member 7						247.941				445.836	494.703	380.836
Q9P0P0	Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	15535.7	49251.2	20531.9		43263.4	23327.3		28826.8	42614.3	51264.8	36464.6	46512.7
Q9P0P8	Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	9663.16	11254	11221		9883.63	7673.1		12153.9	9840.17	9386.8	10367.6	9339.88
Q9P0R6	Q9P0R6	GSKIP_HUMAN	GSKIP	GSK3B-interacting protein	10185.4	13184.8	9644.42	3095.42	10634.6	2357.59		11303.9	16359.8	7247.73	8060.52	6009.96
Q9P0S2	Q9P0S2	COX16_HUMAN	COX16	"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial"	2860.36	4212.27	1735.53		3388.25	2138.42		4045.5	3157.27	3291.01	3121.02	3964.99
Q9P0S9	Q9P0S9	TM14C_HUMAN	TMEM14C	Transmembrane protein 14C	13063.9	15471.7	17507.6		13322.1	15974.3		23107.4	22976.6	28123.2	26909.3	25536.1
Q9P0T7	Q9P0T7	TMEM9_HUMAN	TMEM9	Proton-transporting V-type ATPase complex assembly regulator TMEM9	9344	10016.6	11649.1		10850.8	10897		13708	12173.6	11821.4	12950.9	12794.6
Q9P0U1	Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog	14926.9	27809.2	17769.3	24102.1	4918.47	31174.8		21730.2	26065.1	2475.9	10278.2	8886.07
Q9P0U3	Q9P0U3	SENP1_HUMAN	SENP1	Sentrin-specific protease 1	2027.2	8641.49	3376.91		6988.91	4390.33		2927.54	7450.94	7039.49	5928.44	6974.57
Q9P0U4	Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1	4046.36	3703.65	3859.03		2925.01	4569.26		3886.11	2716.4	3105.73	3193.79	3991.68
Q9P0V3	Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	18597.6	15613.1	18038.5	57312.9	18215.5	18348.3		22660.2	22363.8	22313.2	26851.4	23491.5
Q9P0V9	Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	5194.58	5297.85	6630.25		7015.02	6026.14		3575.66	6958.67	7800.49	7982.09	7868.34
Q9P0W2	Q9P0W2	HM20B_HUMAN	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	1949.89	4308.6	3412.52		3490.44	3554.54		2748.45	3074.88	2960.45	2279.74	3367.38
Q9P0Z9	Q9P0Z9	SOX_HUMAN	PIPOX	Peroxisomal sarcosine oxidase	7435.18	7516.7	6546.26		6322.81	6936.08		8004.98	7090.97	7408.5	8582.01	7440.77
Q9P107	Q9P107	GMIP_HUMAN	GMIP	GEM-interacting protein	2128.83	2069.66	2000.53		2371.11	1990.16		1599.39	1648.64	2055.49	1567.52	1575.24
Q9P121	Q9P121	NTRI_HUMAN	NTM	Neurotrimin	7418.84	9615.38	7905.14	17933	9894.08	6479.83		9954.5	11478.5	7890.67	9111.24	7127.53
Q9P1F3	Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL	6311.8	21354.3	6919.67		16862	3219.45		16609.1	27261	15170.1	14008.9	9638.11
Q9P1Q0	Q9P1Q0	VPS54_HUMAN	VPS54	Vacuolar protein sorting-associated protein 54	2053.67	1200.81	1370.48		1277.57	1894.67			523.826	1220.02	905.246	1970.7
Q9P1T7	Q9P1T7	MDFIC_HUMAN	MDFIC	MyoD family inhibitor domain-containing protein	599.311		609.159		1025.66	1318.19		808.476	1254.14	1312.7	1427.23	1223.85
Q9P1Y6	Q9P1Y6	PHRF1_HUMAN	PHRF1	PHD and RING finger domain-containing protein 1	5791.19	5839.97	6742.5		6452.83	5856.3		6275.47	7205.19	6540.03	6769.14	6226.19
Q9P1Z2	Q9P1Z2	CACO1_HUMAN	CALCOCO1	Calcium-binding and coiled-coil domain-containing protein 1	6512.66	6578.55	5261.62		8846.46	7351.7		5698.94	5463.54	9322.01	7075.45	9072.6
Q9P206	Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	5068.92	3211.46	2778.53		2982.04	2275.03		3053.89	3120.96	2734.22	3226.31	3258.94
Q9P212	Q9P212	PLCE1_HUMAN	PLCE1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1"			876.621			496.896				450.791		504.818
Q9P219	Q9P219	DAPLE_HUMAN	CCDC88C	Protein Daple			7554.87					8807.47			8965.1	
Q9P227	Q9P227	RHG23_HUMAN	ARHGAP23	Rho GTPase-activating protein 23	1373.6	656.521	1177.65		1136.24	1317.94		1181.43	695.712	1072.18	1228.84	1158.96
Q9P246	Q9P246	STIM2_HUMAN	STIM2	Stromal interaction molecule 2	5352.42	3035.12	3523.89		4003.33			2645.17	3040.78	2933.31	3790.54	2548.47
Q9P253	Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	18709	15269.1	19444.6	33249.3	17654.8	20264.9		18175.4	16201.4	18755.9	17737.4	16877.3
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	21923.7	23088.2	24399.9	51351.3	27365.5	29024.8		22061.6	21473.1	25138.6	26909.8	23442.1
Q9P260	Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	8005.86	7637.93	7439.41		7877.57	7145.27		7657.12	7752.22	7641.53	7084.56	7313.79
Q9P265	Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	8619.76	7830.39	8469.63	9675.53	8686.95	9011.47		10060.3	9639.01	9677.25	9798.64	9804.83
Q9P266	Q9P266	JCAD_HUMAN	JCAD	Junctional protein associated with coronary artery disease	2865.24	2946.81	2382.56		3128.26	3133.07		1486.35	2162.02	2311.59	2505	2305.85
Q9P270	Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	10566.3	12073.9	10123.3	120607	12737	9963.87		10159.9	11751	12427.3	10799.7	12302.3
Q9P273	Q9P273	TEN3_HUMAN	TENM3	Teneurin-3	7989.49	7674.88	8225.78	28594.5	8849.22	8337.66		7583.12	5778.25	6612.79	7350.77	6634.23
Q9P275	Q9P275	UBP36_HUMAN	USP36	Ubiquitin carboxyl-terminal hydrolase 36	2800.79	2403.2	2621.23		3175.35	4187.49		2493.52	2573.47	2980.98	2735.34	2892.73
Q9P287	Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	8331.66	8143.48	7733.51	6270.02	7250.96	6449.58		8075.85	8946.79	5096.52	5284.44	4578.73
Q9P289	Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	7018.48	3877.1	8521.58		8345.61	8252.56		10563.2	11181.7	10568.7	9449.49	11274.8
Q9P291	Q9P291	ARMX1_HUMAN	ARMCX1	Armadillo repeat-containing X-linked protein 1	14359.5	10456.7	13987.9		11202.6	12809.8		15198.9	12568	10407.6	14049.4	10092.3
Q9P299	Q9P299	COPZ2_HUMAN	COPZ2	Coatomer subunit zeta-2	3788.8	5953.4	5359.89		4162.88	2639.42		3591.01	4236.98	2054.33	2830.8	2851.32
Q9P2B2	Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	44753.2	44690.5	48135.6	45263	46365.1	42476.8		42843.3	41422.1	39273.9	41855.6	39850.7
Q9P2B4	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	19350.6	20832.8	18295.4	23626.4	21708.3	17924.9		20015.4	22815	21836.8	20502.1	22383.4
Q9P2B7	Q9P2B7	CFA97_HUMAN	CFAP97	Cilia- and flagella-associated protein 97	2368.51				2096.2	2106.44		2241.17	996.909	2158.44	1824.87	1988.64
Q9P2C4	Q9P2C4	TM181_HUMAN	TMEM181	Transmembrane protein 181	4555.13	4641.16	4189.73		4170.12	4461.3		5164.9	5207.77	3683.49	4737.12	3911.91
Q9P2D0	Q9P2D0	IBTK_HUMAN	IBTK	Inhibitor of Bruton tyrosine kinase					859.982	598.674			1035.32	966.703	1139.65	887.683
Q9P2D3	Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B	4563	4044.64	5099.4		4633.52	4930.84		4988.88	4051.15	4898.78	5526.56	5466.77
Q9P2E3	Q9P2E3	ZNFX1_HUMAN	ZNFX1	NFX1-type zinc finger-containing protein 1	3170.61	2705.16	2753.13		3343.32	3360.31		2200.02	1938.77	2623.33	2710.18	2547.89
Q9P2E5	Q9P2E5	CHPF2_HUMAN	CHPF2	Chondroitin sulfate glucuronyltransferase	8255.51	6085.34	8276.21	17665.3	5615.97	6372.02		7429.16	6997.85	5286.44	6820.67	5477.9
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	169210	168207	150687	163840	176256	150022		147056	150404	146498	147824	153187
Q9P2F8	Q9P2F8	SI1L2_HUMAN	SIPA1L2	Signal-induced proliferation-associated 1-like protein 2	494.26	240.249			984.139	620.362		668.581	959.738	670.571	431.574	419.724
Q9P2G1	Q9P2G1	AKIB1_HUMAN	ANKIB1	Ankyrin repeat and IBR domain-containing protein 1	3292.11	975.966	2485.15		2708.83	4699		2325.91	1271	3642.36	3327.21	3461.39
Q9P2I0	Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	15695.3	16500.3	13928	29579.2	13385	6964.54		17490.5	12898.9	11372.1	13977.8	10269.9
Q9P2J3	Q9P2N7;Q9P2J3	KLHL9_HUMAN	KLHL9	Kelch-like protein 9	3271.21	3719.41	3710.11		3398.71	3302.03		3270.36	3994.07	3543.21	3206.22	3060.69
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	"Leucine--tRNA ligase, cytoplasmic"	43088.9	40425.9	46300.9	41459.8	39950	41216		39950.5	38558.4	35520.5	39335.8	35581.3
Q9P2K2	Q9P2K2	TXD16_HUMAN	TXNDC16	Thioredoxin domain-containing protein 16	1443.96		956.54		457.027	715.447		799.166		215.662		
Q9P2K3	Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3	6777.11	7444.27	7788.75		7413.66	6610.39		7921.71	9029.26	7634.57	7862.46	7670.75
Q9P2K5	Q9P2K5	MYEF2_HUMAN	MYEF2	Myelin expression factor 2	26754.3	39706.3	33257.8	39678.5	39798.9	30945.8		38941	41526.4	42131.7	47573.6	44099.6
Q9P2K6	Q9P2K6	KLH42_HUMAN	KLHL42	Kelch-like protein 42	6553.3	4934.1	5235.68		4721.02	4366.29		4323.41	4670.95	6028.3	5179.4	4814.54
Q9P2K8	Q9P2K8	E2AK4_HUMAN	EIF2AK4	eIF-2-alpha kinase GCN2	11777.5	9311.42	12114	102946	11419.6	11373.8		10736.6	10852.6	11315.5	11635.1	11450.3
Q9P2L0	Q9P2L0	WDR35_HUMAN	WDR35	WD repeat-containing protein 35	1729.23	1781.09	2299.93		2095.45	2084.92		2257.61	1817.52	1617.85	1553.75	1528.08
Q9P2M7	Q9P2M7	CING_HUMAN	CGN	Cingulin	991.501	1182.98			1224.48	986.089		771.321	924.953	1324.19	1183.97	1363.32
Q9P2N5	Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27	9968.93	9465.19	9672.14		10487.1	12889.7		11902.3	8780.91	10788.8	10590	10836
Q9P2Q2	Q9P2Q2	FRM4A_HUMAN	FRMD4A	FERM domain-containing protein 4A	4863.45	5827.47	5902.72	28144.9	7368.95	8021.84		5095.59	4573.17	5188.18	5808.95	6404.62
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	20180.2	16735.6	18878.5	40078.7	17483	17852.5		19267.6	19257.2	18899.8	19411.9	19599.3
Q9P2R6	Q9P2R6	RERE_HUMAN	RERE	Arginine-glutamic acid dipeptide repeats protein	4360.45	3628.45	3521.95		5129.28	2939.04		2806.47	4194.12	4028.47	4700.37	3943.78
Q9P2R7	Q9P2R7	SUCB1_HUMAN	SUCLA2	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	24595.7	26274.7	27808.7	24889.9	22064.7	19504		42131.6	37202.1	30904.2	37389.2	30298.8
Q9P2T1	Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2	22675.1	20801.2	22556.7		20871.9	24977.6		18783.7	20486.6	21830.9	19722.7	18259.8
Q9P2W9	Q9P2W9	STX18_HUMAN	STX18	Syntaxin-18	9576.19	7651.85	8462.38		7298.37	7788.25		8958.39	8016.1	7603.49	8932.75	7653.27
Q9P2X0	Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	50156.6	31722.9	41581.3	33805.2	31886.1	42227.3		53482	50344.2	48054.4	40230.7	43281.9
Q9P2X3	Q9P2X3	IMPCT_HUMAN	IMPACT	Protein IMPACT	6921.66	8086.76	7665.06		8151.03	7592.88		7977.25	11100	7658.16	8329.44	7076.74
Q9P2Y4	Q9P2Y4	ZN219_HUMAN	ZNF219	Zinc finger protein 219						635.434			2617.48	1916.8	1710.96	1663.8
Q9P2Y5	Q9P2Y5	UVRAG_HUMAN	UVRAG	UV radiation resistance-associated gene protein	94185.6	107095	90003	53600.2	114411	88778.6		75757.2	98214.1	108609	96654.5	100934
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	26479.9	34616.1	26392.2	52717.9	34879.4	23677.8		27445.6	27781	28774	28277.4	29787
Q9UBB5	Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2	7127.36	9224.77	6328.37		6267.91	6366.66		8231.45	7548.01	5099.63	5977.07	5211.61
Q9UBB6	Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin	9328.21	7393.7	8927.35	13398.7	7340.97	7724.46		5661.83	5708.06	5365.82	5793.48	5450.62
Q9UBB9	Q9UBB9	TFP11_HUMAN	TFIP11	Tuftelin-interacting protein 11	5105.1	6259.7	5326.57		7282.17	5801.05		6373.2	6648.7	6568.37	8094.98	6166.84
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	33792.6	43472	32535.8	50971.5	45573.5	31510.2		43297.5	48674.5	48838.8	42603.8	49225.6
Q9UBE0	Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	17152.7	25847.1	19502.9		25158.4	20713.6		21401.7	24388.5	25149	23151.4	26377.4
Q9UBF2	Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	17612.3	17444.8	22001.5	84965.1	17712.6	19663.6		16690.4	15654.4	18046.7	18427.1	18048.8
Q9UBF8	Q9UBF8	PI4KB_HUMAN	PI4KB	Phosphatidylinositol 4-kinase beta	6330.52	6225.28	6556.35		6781.7	6231.77		5936.98	5851.42	5956.09	5972.47	5583.6
Q9UBG0	Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2	33419.7	40438.3	36473.8	62705	45717.2	35888.9		43254.5	50812.8	58512.8	53167	59782.4
Q9UBH6	Q9UBH6	XPR1_HUMAN	XPR1	Xenotropic and polytropic retrovirus receptor 1	7648.55	5616.57	5636.01		5129.72	5735.52		5974.69	5386.46	4799	7264.18	5712.26
Q9UBI1	Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	3631.52	7462.6	5008.1		10117.1	4789.21		4720.87	8873.44	11911.8	7681.26	12201.7
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	231879	268974	258507	319324	242663	215641		148795	201006	157457	143696	154420
Q9UBK7;Q9UNT1	Q9UNT1;Q9UBK7	RBL2A_HUMAN;RBL2B_HUMAN	RABL2A;RABL2B	Rab-like protein 2A	8139.1	11051.5	10154.6		9208.85	7451.19		10367	11975.2	12108.5	9153.24	10592.5
Q9UBK8	Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	2109.19	1560.11	1325.56		1570.69	2036.91		1372.45	1140.84	1106.89	1193.82	1173.8
Q9UBK9	Q9UBK9	UXT_HUMAN	UXT	Protein UXT	2902.02	3407.02	2445.86	247819	4988.47	4392.28		3188.13	2657.76	5270.18	3969.46	4570.52
Q9UBL3	Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	6964.14	9230.07	9169.78		8839.85	10129.9		8449.28	8164.33	9758.9	10850.3	9536.07
Q9UBL6	Q9UBL6	CPNE7_HUMAN	CPNE7	Copine-7	3340.59	3085.79	2698.77		2731.03	2886.88		3709.82	2579.2	3144.22	2532.56	2892.81
Q9UBL9	Q9UBL9	P2RX2_HUMAN	P2RX2	P2X purinoceptor 2		156969							176091			
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	48539.5	35578.6	49367.1	88899.4	28473.9	26212.6		64280	53257	30635.2	50188.3	34172.7
Q9UBN4	Q9UBN4	TRPC4_HUMAN	TRPC4	Short transient receptor potential channel 4		4967.31			1691.52	1618.84				2209.64	1254.22	1699.86
