Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-53_3748.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-66_3767.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-83_3774.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q9NUM3	Q9NUM3	S39A9_HUMAN	SLC39A9	Zinc transporter ZIP9																																									131.378	211.713	197.927	157.278	146.829
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B		3123.66					2502.16																			1912.72						15943.1						3213.27		1501.54	1183.8	1966.22	1554.04	1444.59	1595.61
Q9NUP1	Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4																												1098.1												1690.65	2141.72	1754.25	2274.16	1742.61	2150.46
Q9NUP9	Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C							5738.74				4467.54				699.956							4473.8																	2618.51	4687.96	6200.29	4886.75	6918.76	5350.23	6659.71
Q9NUQ2	Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon					2462.81										3539.97					4589.18				4322.49																5143.14	3385.35	6983.64	3617.6	4538.11	4565.48
Q9NUQ3	Q9NUQ3	TXLNG_HUMAN	TXLNG	Gamma-taxilin																																								1000.01	861.558	1177.8	788.156	643.546	796.072
Q9NUQ6	Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	3138.46			8624.57		7952.07			4253.88						1411.61						9700.67						2974.62	6918.85				6194.06	7861.1		4132.7				4493.74	1951.48	1909.49	2264.05	1813.28	1972.52	1882.58
Q9NUQ7	Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2						1651.33									3787.67							7170.64						7506.52					3027.53		2248.9		6171.04			1295.12	1189.35	2873.64	1689.84	1740.7	2013.56
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	7738.04			2341.57	3155.41	3703.08	2745.33	1837.3	3030.27	3203.9				11434.8	3097.66						1586.17	1841.12			4491.46	7543.54		2853.22				1750.98							3317.82	2997.91	2558.37	3044.58	2511.23	2228.22	2622.75
Q9NUQ9	Q9NUQ9;Q9H0Q0	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	8117.86		5843.68		2767.13	9548.36		3991.03	3581.22		5496.21			12075.2	2044.99					1596.12	3927.61		3341.1		2519.78	3523.77	3484.23	6203.77					6829.5		4312.82		5616.42			1508.89	4801.07	4182.19	6203.59	5082.43	6725.14
Q9NUS5	Q9NUS5	AP5S1_HUMAN	AP5S1	AP-5 complex subunit sigma-1																																								1086.96	627.89	827.968	618.58	654.425	606.704
Q9NUT2	Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit																									3504.46															1256.38	1004.69	1279.95	897.914	1435.51	1280.44
Q9NUU7	Q9NUU7;Q9UMR2	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A				3692.33	5727.32	7340.34	10011.3	3300.22	4228.26	3268.77	8442.34		6235.89		7110.53			10146.9	10380.4	3626.68	7177	4263.47	4240.1		5160.17	11992.3	8119.87	9098.37		8157.57		7425.84					10601.7		7370.6	3880.44	4233.2	4818.02	5155.03	4337.92	4844.7
Q9NUW8	Q9NUW8	TYDP1_HUMAN	TDP1	Tyrosyl-DNA phosphodiesterase 1																																								282.829	340.289	540.93	614.272	444.375	607.986
Q9NUY8	Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23					2823.84				1931.38	1959.25	5111.65									4848.2	2129.77	2335.94				16077.6		20257.9		2878.19		5069.38	3534.52				20255.8			1176.7	954.484	1438.09	1230	1194.22	1150.16
Q9NV06	Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13									5392.16						2266.73																									1108.74	732.941	993.117	735.007	924.32	869.057
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	3297.52					1678.45	3428.32		3384.44		4001.68				2136.67		2685.8		6710.87	2535.99			2889.06									2864.91						1454.96		814.764	803.077	1705.15	814.366	1112.34	887.893
Q9NV35	Q9NV35	NUD15_HUMAN	NUDT15	Nucleotide triphosphate diphosphatase NUDT15																																								170.481	266.725	131.127	282.585	234.372	312.591
Q9NV56	Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein																																								235.073	348.753	378.308	462.495	257.173	431.619
Q9NV66	Q9NV66	TYW1_HUMAN	TYW1	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1																																								583.525	671.388	865.385	707.544	716.555	765.565
Q9NV70	Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1				3654.42	6296.55														4946.76				5801.44		4937.09			7203.8				2372.97					1785.1			2582.63	2260.11	3804.69	3079.33	3108.26	3253.86
Q9NV79	Q9NV79	PCMD2_HUMAN	PCMTD2	Protein-L-isoaspartate O-methyltransferase domain-containing protein 2																																								374.425	591.613	548.576	460.725	695.445	438.711
Q9NV88	Q9NV88	INT9_HUMAN	INTS9	Integrator complex subunit 9																									2107.61															1344.49	1337.55	1884.54	1591.31	1520.85	1758.84
Q9NV96	Q3MIR4;Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A																		888.889						1801.86		2965.98						3283.94						4119.72		3110.82	3614.84	3523.68	4605.28	4815.9	4524.87
Q9NVA1	Q9NVA1	UQCC1_HUMAN	UQCC1	Ubiquinol-cytochrome-c reductase complex assembly factor 1																																			1555.07					1341.81	1219.16	2119.44	1666.73	1723.94	2062.08
Q9NVA2	Q14141;Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	20019.4	31613.8	14919.3	21800	14402	20231.2	22177.4	23568.1	16383.5	19353	19884.3	12384.5	15899.4	16132.2	23140.4		5704.15	12961.9	15587.6	21839.8	20188.4	18594.2	12792.2	4530.4	12499	14966.3	18758.7	16726		18267.6	16352.3	25792.2	18909.8		23194.4	1146.83	16219.4	1839.94	19743.7	31461.6	30834.9	40376.2	31653.7	25313.1	33803.9
Q9NVA4	Q9NVA4	T184C_HUMAN	TMEM184C	Transmembrane protein 184C																																								1225.1	1907.35	2696.82	2095.38	2329.43	1959.28
Q9NVC3	Q9NVC3	S38A7_HUMAN	SLC38A7	Putative sodium-coupled neutral amino acid transporter 7																																								607.684	741.925	1024.43	1016.04	958.22	1100.48
Q9NVC6	Q9NVC6	MED17_HUMAN	MED17	Mediator of RNA polymerase II transcription subunit 17				2829.67																		2468.6					3446.18													862.451	795.129	967.91	703.824	920.567	871.497
Q9NVD7	Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	9677.81	14468.8		17435.1	16487.6	9230.66	16541.6	14259.1	13213.4				1947		10729.3			6070.51		11623.7	8197.76	12773	7296.85			11691.6	14790.9	8901.07		6644.14	19661.5				12713.6		10678		12281.6	4639.2	3387.49	2212.97	2979.54	2946.43	2311.64
Q9NVE5	Q9NVE5	UBP40_HUMAN	USP40	Ubiquitin carboxyl-terminal hydrolase 40																																								674.32	713.249		303.443	445.51	547.113
Q9NVE7	Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	1911.73			5639.11	1751.58	2029.03			4208.21						3384.64					6098.86		5337.68								2701.01					4697.84					1013.6	1106.95	1381.89	1381.89	1163.9	1420.12
Q9NVF7	Q9NVF7	FBX28_HUMAN	FBXO28	F-box only protein 28															1442.11																									216.093	270.604	545.493	232.867	365.079	272.451
Q9NVG8	Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13				3029.24																																				1508.96	1525.66	1724.17	1996.39	1519.55	1849.1
Q9NVH0	Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2						38542.4																	10992.5		78059.1	810.805									2784.54					1433.63	1249.41	2284.54	1672.07	1887.8	1906.81
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	22971.4		3109.81	3575.78	10909.4						3582.75				5289.43							9602.7				16991		5188.29					2938.94		2905.73			5112.65		3065.98	2076.1	2968.48	2334.22	3306.67	2617.46
Q9NVH2	Q9NVH2	INT7_HUMAN	INTS7	Integrator complex subunit 7																																								1086.96	988.461	2037.72	1442.99	1274.65	1634.87
Q9NVH6	Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial																																								1428.28	1415.56	2249.81	3060.67	3204.47	3105.59
Q9NVI1	Q9NVI1	FANCI_HUMAN	FANCI	Fanconi anemia group I protein																																								184.39	135.964	155.881	348.702	314.419	329.947
Q9NVI7	Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	9516.05	8724.4	10870.9	4966.94	6417.5	9723.6	6464.29	7440.41	7730.3	7198.27	8029.49	6638.29	14845.5	2103.44	7552.44		9420.4	10401.3	4643.52	6434.7	8569.65	13539.6	3586.2	8556.93	8323.52	4487.43		4082.47		5619.81	4150.31	7533.95	8625.36		6774.76	12317.8	4938.32	8173.59	3566.3	7242.09	6412.56	7119.34	7605.21	9749.42	7996.76
Q9NVJ2	Q9NVJ2;Q96BM9	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B							10290.8	14964	5504.42	8103		11710.3		15687.9	4268.2				6784.36	6875.25	5738.27	14637.9				3164.43	2644.25			5828.1			20221.1		4249.76		4535.97		8943.47	11914.8	10465.8	9374.01	10822.9	11841.1	11583.6
Q9NVK5	Q9NVK5	FGOP2_HUMAN	FGFR1OP2	FGFR1 oncogene partner 2																																									741.246	423.488	694.423	512.853	943.121
Q9NVM4	Q9NVM4	ANM7_HUMAN	PRMT7	Protein arginine N-methyltransferase 7									2128.13						2438.1																									1216.78	1192.26	1665.2	1612.49	1313.77	1325.37
Q9NVM6	Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17																					1864.71														4043.41					763.74	1442.9	1650.03	1190.83	1044.06	1260.64
Q9NVM9	Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	4779														3235.24		960.549								2348.99															921.857	914.767	1346.1	902.855	1039.12	1027.93
Q9NVN8	Q9NVN8	GNL3L_HUMAN	GNL3L	Guanine nucleotide-binding protein-like 3-like protein				2484.28																																				1548.83	876.778	1095.78	1015.09	1160.33	941.18
Q9NVP1	Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	5189.34	3494.41	2383.46	5254.73	6643	4391.78	3586.04	8989.74	4348.06	6630.3	5558.4		3533.71		5408.41		3947.33	5133.66	5010.39	12341.5	6724.15	4824.33	5742.36	10601.1	7656.72		3627.84	9063.87		7660.99		6900.26	7822.4		10583.7	13366.1	19762.5	5031.48	10249.1	2300.51	2046.64	1811.6	1576.67	2346.61	2014.14
Q9NVQ4	Q9NVQ4	FAIM1_HUMAN	FAIM	Fas apoptotic inhibitory molecule 1																																										188.633	313.019	243.287	419.414
Q9NVR2	Q9NVR2	INT10_HUMAN	INTS10	Integrator complex subunit 10							5274.02													1525.6				2087.17																1177.51	847.461	886.709	723.14	870.693	700.281
Q9NVS2	Q9NVS2	RT18A_HUMAN	MRPS18A	39S ribosomal protein S18a, mitochondrial																						2520.06															1171.82			4692.78	5706.36	6873.08	8610.78	8732.2	8431.75
Q9NVS9	Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase								1271.1							9118.23							4379.96					2963.91					3962.51			4028					3989.12	7794.02	8228.26	7387.99	5230.14	7201.02
Q9NVT9	Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1										3390.74																														1924.23	1661.24	2576.68	2045.34	1813.72	2064.18
Q9NVU7	Q9NVU7	SDA1_HUMAN	SDAD1	Protein SDA1 homolog																									925.078							4140.84								1199.84	1565.4	1509.8	1610.21	1692.79	1821.15
Q9NVV4	Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial																																				9065.14				1179.95	853.15	1052.56	930.317	1491.88	1028.16
Q9NVX0	Q9NVX0	HAUS2_HUMAN	HAUS2	HAUS augmin-like complex subunit 2																																								277.163	426.275	590.052	623.879	545.349	841.541
Q9NVX2	Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1									661.831		3395.74											2081.86													4386.49		1810.13			1424.61	942.148	2126.4	1077.08	1259.06	863.95
Q9NVZ3	Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	3572.48		15379	2117.25	3170.94	4681.77	3042.83	3341.55	2606.46			4390.87			1807.15					915.704		3711.66								4293.44		4132.66	5902.53		3412.47				10274.2	1489.93	3736.83	3706.81	3922.43	3685.93	4268.87
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28															4131.18					7476.57			6113.43												4091.14					1530.98	1429.24	2053.12	1474.4	1596.78	1627.58
Q9NW15	Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10					3012.1					7006.9					7372.42															5871.57		4404.89						9772.2		1363.82	1339.31	1780.4	1678.3	2151.28	2022.13
Q9NW61	Q9NW61	PKHJ1_HUMAN	PLEKHJ1	Pleckstrin homology domain-containing family J member 1																																								168.497	286.469	194.554	304.171	297.333	274.715
Q9NW64	Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22				5270.66	3113.47															2789.92																				1382.85	1650.72	1705.71	1767.51	1764.82	2010.14
Q9NW68	Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1																																								1534.71	2224.76	1877.1	2617.6	1936.6	2630.23
Q9NW81	Q9NW81	DMAC2_HUMAN	DMAC2	Distal membrane-arm assembly complex protein 2																																								744.074	541.761	854.276	1255.61	939.737	1296.43
Q9NW82	Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	3560.2	10215.6		3543.04	2534.38																											3431.34			2943.3					1152.99	1348.35	1785.86	1372.59	1248.68	1513.07
Q9NWB6	Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1				3237.83			1589.8		2527.9	1852.21					1516.42					6373.37		15172.9			2662.59														3618.18	3751.02	3769.08	5410.94	3515.5	3729.67	3989.54
Q9NWB7	Q9NWB7	IFT57_HUMAN	IFT57	Intraflagellar transport protein 57 homolog																																								220.201	202.501	543.527	344.869	249.594	327.37
Q9NWH9	Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator		9765.76			3849.41		2844.67		1271.31						2649.3		4933.02	2578.14	6895.29			3781.93		3064.53	2063.55		4810.83	2902.44				2204.22	3349.44		4743.64	4359	4202.51	2703.45	3960.9	2428.99	2130.11	2254.27	2326.99	2661.5	2514.47
Q9NWM3	Q9NWM3	CUED1_HUMAN	CUEDC1	CUE domain-containing protein 1																																								1248.44	1329.76	1669.81	2200.08	1222.12	2278.12
Q9NWM8	Q9NWM8	FKB14_HUMAN	FKBP14	Peptidyl-prolyl cis-trans isomerase FKBP14	13686.2																															7994.04								2312.03	2852.25	2577.31	4213.42	3033.81	4860.34
Q9NWQ8	Q9NWQ8	PHAG1_HUMAN	PAG1	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1																																								226.949	262.4	329.296	663.694	541.226	756.168
Q9NWQ9	Q9NWQ9	CN119_HUMAN	C14orf119	Uncharacterized protein C14orf119																																								618.637	1238.58	1321.78	1138.9	1004.03	1035.86
Q9NWR8	Q9NWR8	MCUB_HUMAN	MCUB	Calcium uniporter regulatory subunit MCUb, mitochondrial																																								366.292	267.61	474.167	404.81	569.026	337.692
Q9NWS0	Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	2192.21												7716.38		4243.2											3934.11									3072.52					1350.37	1883.23	2100	1672.22	1445.8	1970.36
Q9NWS8	Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog																																								3210.43	1580.55	3450.52	2822.27	3774.17	3204.38
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1				2150.72	2890.69					4119.42			7126.9										3902.87	1450.67	3996.58										2749.03					622.041	844.235	803.519	1198.74	1025.81	1189.73
Q9NWT6	Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor																																			3756.01					1818.36	2639.26	2688.89	2607.09	2184.52	2812.26
Q9NWT8	Q9NWT8	AKIP_HUMAN	AURKAIP1	Aurora kinase A-interacting protein					3717.81															4297.06																				1301.46	1807.14	1571.57	2192.96	1915.43	2103.13
Q9NWU1	Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial																																								688.396	683.834	587.259	825.496	762.197	584.654
Q9NWU2	Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog																																								168.924	244.519	276.883	296.572	221.327	402.529
Q9NWU5	Q9NWU5	RM22_HUMAN	MRPL22	39S ribosomal protein L22, mitochondrial	5235.82			5617	4500.82	2823.05			4303.7						4086.38			3138.94			4718.41			9535.9		6758.92	7580.79									11028.3		5534.83		4420.23	4247.56	5990.01	6431.1	6073.25	7753.1
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	8565.57		8012.49	7124.15	12335.4		3884.36	3576.84	10470.6	3746.62	10336.1		13191.5		5500.61				8480.48			9717.89	5338.58					8457.89			11703.1				5103.4		11993.5		3415.47	331.029	1943.43	3537.17	2113.38	1541.91	2208.11
Q9NWV8	Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	5064.82		1516.98		2825.87				3253.75	4653.83		4390.5									2500.02														4286.07		2784.47			2212.1	2879.65	2778.55	3446.35	2865.14	3499.64
Q9NWW5	Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6						1427.78																	1807.54												1420.3					182.622	235.626	508.87	351.973	467.404	508.364
Q9NWX5	Q9NWX5	ASB6_HUMAN	ASB6	Ankyrin repeat and SOCS box protein 6									1996.8																	1683.98														1050.3	1130.02	950.826	988.819	670.953	932.571
Q9NWX6	Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase																																								982.745	917.417	1494.51	1588.78	1116.99	1195.54
Q9NWY4	Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1											11611.9																													739.599	1063.7	1176.9	1457.78	903.533	1566.06
Q9NWZ3	Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4									1440.75																	2900.22														599.691	742.543	1127.91	867.426	604.014	775.678
Q9NWZ5	Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1								8486.15										6906.49								5374.76														598.09	571.194	653.536	678.808	560.279	568.811
Q9NX00	Q9NX00	TM160_HUMAN	TMEM160	Transmembrane protein 160																																								990.398	941.133	1671.45	1681.58	1949.38	1818.49
Q9NX02	Q9NX02	NALP2_HUMAN	NLRP2	NACHT, LRR and PYD domains-containing protein 2																																								589.273	670.127	980.14	1164.53	1144.76	1226.6
Q9NX05	Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	2221.61		4245.86		1433.81		6305.7													3597.63																				671.38	379.955	518.347	457.843	583.959	552.383
Q9NX08	Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8																																								890.44	1178.53	1301.67	1527.19	986.149	1535.32
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	7742.47	11735.7	2634.04	9895.98	7200.87	8886.69	21702.1	14479.2	3760.26	5270.01	5608.62	4839.45	8307.07	5301.27	15913.1		9941.62	12062.7	5050.13	9060.09	5456.59	9001.37	9707.64	7367.04	11538.3	6199.79	10080.9	3642.3		2442.98	4206.59	6661.23	9046.36		6159.4	15063.6		12269.5	5570.91	9686.24	9530.65	7174.12	9119.83	10045.4	9209.67
Q9NX20	Q9NX20	RM16_HUMAN	MRPL16	39S ribosomal protein L16, mitochondrial							3665.52		3143.29						1839.85			5854.51										3298.94					3380.15		3996.26				4712.38	2758.18	2802.2	3170.59	3575.22	3977.37	3604.77
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	6018.26			7676.18	4016.13	1936.95		5051.99	3189.26			12760.5			2286.86						6361.27			8492.54	6865.4	5202.42		3436.12		7633.68		5859.62			4963.58	10219.1	6355.24	6138.11	1651.81	267.967	604.095	1814.81	802.422	864.701	540.371
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	7318.36		12073.1	5437.79	8461.01	3317.96	9566.32	8849.83	4613.18	5509.38	5263.23		2106.39	17047.5	8261.72		7134.6			8783.35		3040.26	4332.78	10512	5541.87	6919.22	5294.44	6706.18		2944.63			3876.23		3995.72	6114.17	7357.28	13327.4		14280.4	18544.2	15975.3	24626.6	19642.4	21909.7
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3			22272.1	5367.28	3654.93	4117.3		4793.94	16211.9		3447.35	2268.76			11486.5				3372.54		22939.2	10704.9	9917.82	2770.33	2492.34					13460.3		3633.69	14028.9		9997.94		11330.7		11214.4	1645.37	2043.4	1540.58	1568.23	1398.07	1676.54
Q9NX47	Q9NX47	MARH5_HUMAN	MARCHF5	E3 ubiquitin-protein ligase MARCHF5															2318.4																									1241.09	949.529	1751.6	1205.95	1798.12	1253.65
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K								1893.21															1441.54																	2830.84	3503.01	3901.18	4853.48	4542.25	5107.52
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein				3398.74					1188.61												3884.21			4762.88											4068.53					806.882	713.153	1224.57	972.477	835.605	873.273
Q9NX62	Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase																				8249.28													158544				46131.6		3868.96	3497.63	3782.6	3461.71	3533.9	4105.04	3917.96
