Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_33_1_1 Spectral Count	female_33_2_2 Spectral Count	female_33_3_3 Spectral Count	female_37_1_1 Spectral Count	female_37_2_2 Spectral Count	female_37_3_3 Spectral Count	male_33_1_1 Spectral Count	male_33_2_2 Spectral Count	male_33_3_3 Spectral Count	male_37_1_1 Spectral Count	male_37_2_2 Spectral Count	male_37_3_3 Spectral Count	female_33_1_1 Unique Spectral Count	female_33_2_2 Unique Spectral Count	female_33_3_3 Unique Spectral Count	female_37_1_1 Unique Spectral Count	female_37_2_2 Unique Spectral Count	female_37_3_3 Unique Spectral Count	male_33_1_1 Unique Spectral Count	male_33_2_2 Unique Spectral Count	male_33_3_3 Unique Spectral Count	male_37_1_1 Unique Spectral Count	male_37_2_2 Unique Spectral Count	male_37_3_3 Unique Spectral Count	female_33_1_1 Total Spectral Count	female_33_2_2 Total Spectral Count	female_33_3_3 Total Spectral Count	female_37_1_1 Total Spectral Count	female_37_2_2 Total Spectral Count	female_37_3_3 Total Spectral Count	male_33_1_1 Total Spectral Count	male_33_2_2 Total Spectral Count	male_33_3_3 Total Spectral Count	male_37_1_1 Total Spectral Count	male_37_2_2 Total Spectral Count	male_37_3_3 Total Spectral Count	female_33_1_1 Intensity	female_33_2_2 Intensity	female_33_3_3 Intensity	female_37_1_1 Intensity	female_37_2_2 Intensity	female_37_3_3 Intensity	male_33_1_1 Intensity	male_33_2_2 Intensity	male_33_3_3 Intensity	male_37_1_1 Intensity	male_37_2_2 Intensity	male_37_3_3 Intensity	female_33_1_1 MaxLFQ Intensity	female_33_2_2 MaxLFQ Intensity	female_33_3_3 MaxLFQ Intensity	female_37_1_1 MaxLFQ Intensity	female_37_2_2 MaxLFQ Intensity	female_37_3_3 MaxLFQ Intensity	male_33_1_1 MaxLFQ Intensity	male_33_2_2 MaxLFQ Intensity	male_33_3_3 MaxLFQ Intensity	male_37_1_1 MaxLFQ Intensity	male_37_2_2 MaxLFQ Intensity	male_37_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9H0E3|SP130_HUMAN	Q9H0E3	SP130_HUMAN	SAP130	1048	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP130	1.0	0.999	4	19	19	19	2	2	1	1	1	2	3	1	1	3	1	1	2	2	1	1	1	2	3	1	1	3	1	1	2	2	1	1	1	2	3	1	1	3	1	1	8627705.0	5510993.5	5775305.5	0.0	1.262473E7	1.40262E7	1.2688187E7	8337905.0	0.0	9068508.0	5203118.5	0.0	0.0	0.0	0.0	0.0	6269230.5	8015168.0	6751880.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0E9|BRD8_HUMAN	Q9H0E9	BRD8_HUMAN	BRD8	1235	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain-containing protein 8	1.0	0.997	4	7	7	7	1	1	2	0	1	1	0	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0F6|SHRPN_HUMAN	Q9H0F6	SHRPN_HUMAN	SHARPIN	387	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sharpin	1.0	0.999	4	22	22	22	1	4	3	2	1	2	0	1	1	2	2	3	1	4	3	2	1	2	0	1	1	2	2	3	1	4	3	2	1	2	0	1	1	2	2	3	0.0	1.30861E7	1.918014E7	0.0	6152018.0	5931721.0	0.0	0.0	0.0	0.0	1.7173166E7	1.7455946E7	0.0	7961733.5	1.1709049E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.044998E7	1.0565136E7	
sp|Q9H0G5|NSRP1_HUMAN	Q9H0G5	NSRP1_HUMAN	NSRP1	558	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear speckle splicing regulatory protein 1	0.9999	0.9987	2	2	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0H0|INT2_HUMAN	Q9H0H0	INT2_HUMAN	INTS2	1204	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrator complex subunit 2	0.9999	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9935499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0H5|RGAP1_HUMAN	Q9H0H5	RGAP1_HUMAN	RACGAP1	632	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rac GTPase-activating protein 1	0.9939	0.9982	2	4	4	4	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4262441.0	0.0	0.0	2146050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0L4|CSTFT_HUMAN	Q9H0L4	CSTFT_HUMAN	CSTF2T	616	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage stimulation factor subunit 2 tau variant	1.0	0.999	20	58	58	142	2	6	5	5	5	4	4	7	3	3	6	8	2	6	5	5	5	4	4	7	3	3	6	8	10	14	10	12	14	12	9	13	12	7	13	16	2.7707296E7	4.1102552E7	5.6579384E7	5.639376E7	5.1066304E7	5.2042164E7	3.5817784E7	4.9979796E7	3.4627272E7	3.890884E7	5.1494968E7	4.5196264E7	1.4302608E7	1.6841128E7	2.0838938E7	2.615655E7	1.8555186E7	2.3915518E7	1.6814022E7	1.5572389E7	1.3513326E7	2.4422548E7	1.805094E7	2.0970728E7	
sp|Q9H0N5|PHS2_HUMAN	Q9H0N5	PHS2_HUMAN	PCBD2	130	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pterin-4-alpha-carbinolamine dehydratase 2	0.9965	0.9982	3	3	3	7	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	2	0	1	1	1	0.0	0.0	0.0	0.0	1.1560589E7	0.0	0.0	6099541.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0P0|5NT3A_HUMAN	Q9H0P0	5NT3A_HUMAN	NT5C3A	336	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic 5'-nucleotidase 3A	1.0	0.999	4	12	12	12	0	1	3	0	0	0	2	2	1	0	2	1	0	1	3	0	0	0	2	2	1	0	2	1	0	1	3	0	0	0	2	2	1	0	2	1	0.0	0.0	1.0035373E7	0.0	0.0	0.0	1.0527166E7	8712173.0	9383040.0	0.0	9198053.0	1.1044336E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0Q3|FXYD6_HUMAN	Q9H0Q3	FXYD6_HUMAN	FXYD6	95	Homo sapiens OX=9606	1:Experimental evidence at protein level	FXYD domain-containing ion transport regulator 6	0.9651	0.999	1	11	11	11	1	0	1	1	1	1	1	0	0	2	1	2	1	0	1	1	1	1	1	0	0	2	1	2	1	0	1	1	1	1	1	0	0	2	1	2	0.0	0.0	0.0	0.0	2.0675818E7	2.0521568E7	0.0	0.0	0.0	0.0	0.0	9766706.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0R3|TM222_HUMAN	Q9H0R3	TM222_HUMAN	TMEM222	208	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 222	1.0	0.999	2	10	10	10	1	1	1	1	0	0	1	1	2	1	1	0	1	1	1	1	0	0	1	1	2	1	1	0	1	1	1	1	0	0	1	1	2	1	1	0	0.0	0.0	1.4414384E7	0.0	0.0	0.0	0.0	3.450812E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0R4|HDHD2_HUMAN	Q9H0R4	HDHD2_HUMAN	HDHD2	259	Homo sapiens OX=9606	1:Experimental evidence at protein level	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1.0	0.999	5	25	25	25	1	2	2	0	2	3	3	2	3	3	2	2	1	2	2	0	2	3	3	2	3	3	2	2	1	2	2	0	2	3	3	2	3	3	2	2	7232286.5	4.516116E7	3.7947968E7	0.0	4.50638E7	4.5745448E7	5.9757156E7	6.6437368E7	5.9346608E7	1.0028455E7	6.355336E7	4.4043084E7	0.0	2.7218692E7	2.388281E7	0.0	2.7813244E7	2.8147164E7	2.920774E7	3.6327996E7	3.59209E7	0.0	3.96623E7	2.8064784E7	
sp|Q9H0R6|GATA_HUMAN	Q9H0R6	GATA_HUMAN	QRSL1	528	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	0.959	0.9988	1	2	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9867745.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0S4|DDX47_HUMAN	Q9H0S4	DDX47_HUMAN	DDX47	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX47	1.0	0.999	7	43	43	43	4	2	3	3	4	4	5	4	5	1	4	4	4	2	3	3	4	4	5	4	5	1	4	4	4	2	3	3	4	4	5	4	5	1	4	4	2172360.0	1.3408908E7	1.8171614E7	2.416397E7	2.958984E7	1.9926988E7	3.406566E7	3.2159496E7	2.0267408E7	1.4571508E7	1.4187484E7	2.587547E7	0.0	0.0	0.0	1.7931966E7	1.6341689E7	1.826012E7	1.5624689E7	1.323946E7	1.3368414E7	0.0	1.3184105E7	1.5593495E7	
sp|Q9H0U3|MAGT1_HUMAN	Q9H0U3	MAGT1_HUMAN	MAGT1	335	Homo sapiens OX=9606	1:Experimental evidence at protein level	Magnesium transporter protein 1	1.0	0.999	8	33	33	33	1	2	1	2	5	3	3	3	2	3	4	4	1	2	1	2	5	3	3	3	2	3	4	4	1	2	1	2	5	3	3	3	2	3	4	4	0.0	7.4622712E7	2.0404234E7	5.0223572E7	1.48567008E8	1.16143952E8	1.2985672E8	2.8566224E7	6.9782744E7	7.7092176E7	1.6442232E8	1.75504544E8	0.0	6.4886584E7	0.0	3.3606396E7	6.718012E7	6.9368744E7	6.603348E7	3.4790664E7	6.4360124E7	2.092111E7	6.1851056E7	6.6207632E7	
sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-1B	1.0	0.999	17	88	45	231	6	5	11	7	9	5	8	9	7	7	6	8	2	2	8	5	4	2	4	6	3	2	3	4	16	14	21	23	27	16	21	18	17	20	17	21	3.88792544E8	3.57032768E8	8.2732019E8	7.9759763E8	8.910921E8	2.84195712E8	8.5119238E8	7.3620493E8	7.5046803E8	4.44727264E8	2.43647584E8	7.346409E8	4.24680064E8	3.35839712E8	2.8979808E8	2.27796752E8	3.78607648E8	3.29545728E8	3.25413984E8	2.33922752E8	1.895244E8	4.37205376E8	3.27894688E8	3.43222048E8	
sp|Q9H0U6|RM18_HUMAN	Q9H0U6	RM18_HUMAN	MRPL18	180	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L18, mitochondrial	1.0	0.999	4	18	18	18	2	2	2	1	1	2	1	3	1	1	2	0	2	2	2	1	1	2	1	3	1	1	2	0	2	2	2	1	1	2	1	3	1	1	2	0	2.6604098E7	2.3323018E7	2.4635034E7	2.5091386E7	2.4282964E7	2.5207172E7	2.6534902E7	2.5674244E7	2.3839708E7	2.5679232E7	2.544221E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0U9|TSYL1_HUMAN	Q9H0U9	TSYL1_HUMAN	TSPYL1	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Testis-specific Y-encoded-like protein 1	1.0	0.999	4	4	4	4	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2264537E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0V9|LMA2L_HUMAN	Q9H0V9	LMA2L_HUMAN	LMAN2L	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	VIP36-like protein	1.0	0.999	8	25	25	25	1	2	1	1	3	2	1	4	2	1	3	4	1	2	1	1	3	2	1	4	2	1	3	4	1	2	1	1	3	2	1	4	2	1	3	4	5758969.0	2.8711404E7	0.0	0.0	4.6965552E7	0.0	2.1071502E7	0.0	2.0920572E7	0.0	3.602972E7	4.5624116E7	0.0	0.0	0.0	0.0	2.1671578E7	0.0	0.0	0.0	0.0	0.0	2.1042712E7	2.0250416E7	
sp|Q9H0W5|CCDC8_HUMAN	Q9H0W5	CCDC8_HUMAN	CCDC8	538	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 8	1.0	0.999	4	5	5	5	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5865015.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0W8|SMG9_HUMAN	Q9H0W8	SMG9_HUMAN	SMG9	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nonsense-mediated mRNA decay factor SMG9	1.0	0.999	11	55	55	55	2	6	6	4	6	6	4	4	7	2	5	3	2	6	6	4	6	6	4	4	7	2	5	3	2	6	6	4	6	6	4	4	7	2	5	3	2.0055732E7	6.5403712E7	6.4276024E7	1.992405E7	4.529318E7	3.824956E7	5.259076E7	4.6355788E7	7.7944584E7	1.8265814E7	2.799065E7	2.8966666E7	0.0	1.8403038E7	2.1330918E7	1.3285986E7	1.5237462E7	1.6053209E7	1.6255071E7	1.6270354E7	1.5989924E7	0.0	1.1453278E7	1.617836E7	
sp|Q9H0W9|CK054_HUMAN	Q9H0W9	CK054_HUMAN	C11orf54	315	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ester hydrolase C11orf54	1.0	0.999	7	36	36	36	0	3	3	2	5	3	4	4	4	1	3	4	0	3	3	2	5	3	4	4	4	1	3	4	0	3	3	2	5	3	4	4	4	1	3	4	0.0	3.5506172E7	1.2253096E7	1.7215056E8	5.6988432E7	3.3537946E7	1.897544E7	7.2676496E7	6.9346864E7	1.5556406E7	2.9922404E7	5.8453452E7	0.0	2.0706812E7	0.0	3.4518256E7	2.930423E7	2.254875E7	1.5574035E7	4.1815924E7	3.0902618E7	0.0	2.4094852E7	2.319662E7	
sp|Q9H0X4|F234A_HUMAN	Q9H0X4	F234A_HUMAN	FAM234A	552	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM234A	1.0	0.999	2	7	7	7	0	1	0	1	0	0	0	1	0	2	1	1	0	1	0	1	0	0	0	1	0	2	1	1	0	1	0	1	0	0	0	1	0	2	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0238614E7	0.0	2.1726824E7	1.3713916E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0X9|OSBL5_HUMAN	Q9H0X9	OSBL5_HUMAN	OSBPL5	879	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 5	1.0	0.999	5	11	11	29	0	1	1	0	1	1	1	2	3	0	1	0	0	1	1	0	1	1	1	2	3	0	1	0	2	4	2	1	3	3	3	4	4	0	2	1	0.0	0.0	0.0	0.0	8490889.0	3515769.0	6784831.5	7383170.0	1.799894E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5148346.5	7469129.0	0.0	0.0	0.0	
sp|Q9H173|SIL1_HUMAN	Q9H173	SIL1_HUMAN	SIL1	461	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleotide exchange factor SIL1	1.0	0.999	9	37	37	37	5	7	1	5	2	3	3	1	1	3	2	4	5	7	1	5	2	3	3	1	1	3	2	4	5	7	1	5	2	3	3	1	1	3	2	4	1.06923872E8	4.7973096E7	3.815494E7	2.93387008E8	1.4580169E7	2.2083336E7	2.3929084E7	0.0	0.0	4.2495752E7	0.0	9417081.0	8.6836224E7	0.0	0.0	4.7393504E7	0.0	3.6258548E7	0.0	0.0	0.0	3.3408418E7	0.0	0.0	
sp|Q9H1A3|METL9_HUMAN	Q9H1A3	METL9_HUMAN	METTL9	318	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-L-histidine N-pros-methyltransferase	1.0	0.999	2	4	4	4	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9289435.0	0.0	0.0	1.1423011E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1A4|APC1_HUMAN	Q9H1A4	APC1_HUMAN	ANAPC1	1944	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 1	1.0	0.999	12	29	29	29	3	2	4	2	2	3	2	1	3	1	3	3	3	2	4	2	2	3	2	1	3	1	3	3	3	2	4	2	2	3	2	1	3	1	3	3	7672062.0	0.0	7400014.5	4351791.5	5070836.5	5020872.5	5940153.0	0.0	1.008238E7	0.0	4056385.0	6565569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1B5|XYLT2_HUMAN	Q9H1B5	XYLT2_HUMAN	XYLT2	865	Homo sapiens OX=9606	1:Experimental evidence at protein level	Xylosyltransferase 2	0.9999	0.9984	2	4	4	4	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0.0	3255179.2	0.0	0.0	0.0	0.0	0.0	0.0	2375653.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1B7|I2BPL_HUMAN	Q9H1B7	I2BPL_HUMAN	IRF2BPL	796	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable E3 ubiquitin-protein ligase IRF2BPL	1.0	0.999	16	51	51	69	1	5	2	1	3	3	3	7	9	4	8	5	1	5	2	1	3	3	3	7	9	4	8	5	3	7	4	2	5	4	3	9	11	5	9	7	1.2793131E7	3.7672168E7	1.3385565E7	0.0	3.589372E7	1.9518466E7	4.1793552E7	1.01511056E8	1.02683064E8	3.1704772E7	5.757966E7	5.550962E7	0.0	2.014703E7	0.0	0.0	1.3466328E7	0.0	2.3410028E7	2.7034662E7	2.2582746E7	3.342407E7	3.177419E7	2.87623E7	
sp|Q9H1C3|GL8D2_HUMAN	Q9H1C3	GL8D2_HUMAN	GLT8D2	349	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Glycosyltransferase 8 domain-containing protein 2	0.9991	0.9984	3	12	12	12	1	3	1	1	2	0	2	1	1	0	0	0	1	3	1	1	2	0	2	1	1	0	0	0	1	3	1	1	2	0	2	1	1	0	0	0	9120550.0	5573885.5	1.2429287E7	0.0	1.69928E7	0.0	9778255.0	5678713.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1C4|UN93B_HUMAN	Q9H1C4	UN93B_HUMAN	UNC93B1	597	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein unc-93 homolog B1	0.964	0.999	1	3	3	3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1C7|CYTM1_HUMAN	Q9H1C7	CYTM1_HUMAN	CYSTM1	97	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine-rich and transmembrane domain-containing protein 1	0.9308	0.9979	1	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1705342E7	1.056707E7	9032066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1D9|RPC6_HUMAN	Q9H1D9	RPC6_HUMAN	POLR3F	316	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC6	0.9998	0.9981	2	4	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1E3|NUCKS_HUMAN	Q9H1E3	NUCKS_HUMAN	NUCKS1	243	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1.0	0.999	10	75	75	75	7	6	7	6	2	7	6	11	6	7	8	2	7	6	7	6	2	7	6	11	6	7	8	2	7	6	7	6	2	7	6	11	6	7	8	2	4.99102016E8	5.5595104E8	4.70829376E8	4.90997824E8	4.330528E8	4.80592416E8	1.26516928E8	5.8949331E8	5.5362022E8	4.47124576E8	4.1645696E8	4.0073124E7	3.8832736E8	3.46256512E8	4.03809696E8	3.17724736E8	3.28452896E8	3.01597408E8	2.67273344E8	3.52836704E8	3.5440576E8	2.89725984E8	2.40077488E8	0.0	
sp|Q9H1E5|TMX4_HUMAN	Q9H1E5	TMX4_HUMAN	TMX4	349	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin-related transmembrane protein 4	1.0	0.999	2	16	16	16	1	1	1	2	0	3	2	2	0	1	1	2	1	1	1	2	0	3	2	2	0	1	1	2	1	1	1	2	0	3	2	2	0	1	1	2	6.5307932E7	4.1502584E7	0.0	6.086584E7	0.0	9334817.0	4198748.5	3.9083848E7	0.0	2.6272406E7	0.0	4013785.0	0.0	0.0	0.0	5.4774352E7	0.0	0.0	0.0	3.0938308E7	0.0	0.0	0.0	0.0	
sp|Q9H1H9|KI13A_HUMAN	Q9H1H9	KI13A_HUMAN	KIF13A	1805	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF13A	1.0	0.9971	8	8	8	12	1	1	0	0	0	1	0	1	0	2	1	1	1	1	0	0	0	1	0	1	0	2	1	1	1	1	0	0	1	1	1	2	0	2	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5816432.5	0.0	0.0	1.39327376E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1I8|ASCC2_HUMAN	Q9H1I8	ASCC2_HUMAN	ASCC2	757	Homo sapiens OX=9606	1:Experimental evidence at protein level	Activating signal cointegrator 1 complex subunit 2	1.0	0.999	5	22	22	22	0	2	3	1	2	3	1	4	2	0	2	2	0	2	3	1	2	3	1	4	2	0	2	2	0	2	3	1	2	3	1	4	2	0	2	2	0.0	1.9941012E7	1.8197234E7	1.3906387E7	0.0	1.9333108E7	6889555.5	2.3514116E7	2.336715E7	0.0	2.9115146E7	2.3922136E7	0.0	1.1074444E7	1.0019537E7	0.0	0.0	1.0810946E7	0.0	1.3391368E7	1.3311292E7	0.0	1.640707E7	1.9056836E7	
sp|Q9H1J7|WNT5B_HUMAN	Q9H1J7	WNT5B_HUMAN	WNT5B	359	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Protein Wnt-5b	0.9998	0.999	5	5	5	18	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	2	2	2	0	0	0	2	2	4	4	0.0	0.0	0.0	0.0	1.2479099E7	0.0	0.0	0.0	4789491.5	0.0	0.0	4564024.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1K0|RBNS5_HUMAN	Q9H1K0	RBNS5_HUMAN	RBSN	784	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rabenosyn-5	0.9965	0.9989	2	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1K1|ISCU_HUMAN	Q9H1K1	ISCU_HUMAN	ISCU	167	Homo sapiens OX=9606	1:Experimental evidence at protein level	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	1.0	0.999	8	42	42	42	3	3	3	3	2	3	4	3	5	3	6	4	3	3	3	3	2	3	4	3	5	3	6	4	3	3	3	3	2	3	4	3	5	3	6	4	9.2203384E7	8.233216E7	9.8231744E7	7.2396736E7	2.8001736E7	4.0616848E7	7.6198944E7	3.8720736E7	2.37487488E8	8.5675904E7	2.69564544E8	4.205914E7	5.840952E7	5.262668E7	5.869316E7	4.6772504E7	2.1508754E7	4.8138036E7	4.374866E7	3.121179E7	4.0318524E7	4.9120352E7	3.7301564E7	3.0391262E7	
sp|Q9H1K4|GHC2_HUMAN	Q9H1K4	GHC2_HUMAN	SLC25A18	315	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial glutamate carrier 2	0.9933	0.9989	5	3	3	19	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	2	3	1	1	2	2	3	1	1	0.0	0.0	0.0	0.0	0.0	0.0	3040097.0	0.0	2205620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
