Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Spectral Count	96_Lucy_astrolysis_M_60ng Spectral Count	97_Lucy_astrolysis_F_60ng Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Unique Spectral Count	96_Lucy_astrolysis_M_60ng Unique Spectral Count	97_Lucy_astrolysis_F_60ng Unique Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Total Spectral Count	96_Lucy_astrolysis_M_60ng Total Spectral Count	97_Lucy_astrolysis_F_60ng Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Intensity	96_Lucy_astrolysis_M_60ng Intensity	97_Lucy_astrolysis_F_60ng Intensity	102_Lucy_astrolysis_FT_60ng_reinject Unique Intensity	96_Lucy_astrolysis_M_60ng Unique Intensity	97_Lucy_astrolysis_F_60ng Unique Intensity	102_Lucy_astrolysis_FT_60ng_reinject Total Intensity	96_Lucy_astrolysis_M_60ng Total Intensity	97_Lucy_astrolysis_F_60ng Total Intensity	Indistinguishable Proteins
sp|O95159|ZFPL1_HUMAN	O95159	ZFPL1_HUMAN	ZFPL1	310	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein-like 1	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	1.0832136E7	0.0	0.0	1.0832136E7	0.0	0.0	1.0832136E7	0.0	
sp|O95376|ARI2_HUMAN	O95376	ARI2_HUMAN	ARIH2	493	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase ARIH2	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	5231506.0	0.0	0.0	5231506.0	0.0	0.0	5231506.0	
sp|O95772|STR3N_HUMAN	O95772	STR3N_HUMAN	STARD3NL	234	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	STARD3 N-terminal-like protein	0.9749	0.9990	1	4	4	4	1	1	2	1	1	2	1	1	2	2.7409666E7	3.70925E7	5.380784E7	2.7409666E7	3.70925E7	5.380784E7	2.7409666E7	3.70925E7	5.380784E7	
sp|O95848|NUD14_HUMAN	O95848	NUD14_HUMAN	NUDT14	222	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uridine diphosphate glucose pyrophosphatase NUDT14	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	7065555.0	0.0	0.0	7065555.0	0.0	0.0	7065555.0	0.0	
sp|O95873|CF047_HUMAN	O95873	CF047_HUMAN	C6orf47	294	13.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C6orf47	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	1.2754383E7	0.0	0.0	1.2754383E7	0.0	0.0	1.2754383E7	0.0	
sp|P00414|COX3_HUMAN	P00414	COX3_HUMAN	MT-CO3	261	5.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 3	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	6681769.0	1.082186E7	2.7709394E7	6681769.0	1.082186E7	2.7709394E7	6681769.0	1.082186E7	2.7709394E7	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	16.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-III	0.9749	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	3.3325184E7	2.383802E7	2.3135322E7	3.3325184E7	2.383802E7	2.3135322E7	3.3325184E7	2.383802E7	2.3135322E7	
sp|P08047|SP1_HUMAN	P08047	SP1_HUMAN	SP1	785	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor Sp1	0.9749	0.9990	1	3	3	3	2	1	0	2	1	0	2	1	0	1.4293851E7	1.75264E7	0.0	1.4293851E7	1.75264E7	0.0	1.4293851E7	1.75264E7	0.0	
sp|P13164|IFM1_HUMAN	P13164	IFM1_HUMAN	IFITM1	125	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon-induced transmembrane protein 1	0.9749	0.9990	1	2	0	2	1	0	1	0	0	0	1	0	1	4.856722E7	3.6694608E7	6.9138456E7	0.0	0.0	0.0	4.856722E7	3.6694608E7	6.9138456E7	sp|Q01628|IFM3_HUMAN, sp|Q01629|IFM2_HUMAN
sp|P14317|HCLS1_HUMAN	P14317	HCLS1_HUMAN	HCLS1	486	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hematopoietic lineage cell-specific protein	0.9749	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P24385|CCND1_HUMAN	P24385	CCND1_HUMAN	CCND1	295	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	G1/S-specific cyclin-D1	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	1.1480556E7	0.0	0.0	1.1480556E7	0.0	0.0	1.1480556E7	
sp|P27449|VATL_HUMAN	P27449	VATL_HUMAN	ATP6V0C	155	11.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase 16 kDa proteolipid subunit c	0.9749	0.9990	1	2	2	2	2	0	0	2	0	0	2	0	0	2.2266204E7	0.0	0.0	2.2266204E7	0.0	0.0	2.2266204E7	0.0	0.0	
sp|P34949|MPI_HUMAN	P34949	MPI_HUMAN	MPI	423	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mannose-6-phosphate isomerase	0.9749	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	0.0	2.3238494E7	1.2912539E7	0.0	2.3238494E7	1.2912539E7	0.0	2.3238494E7	1.2912539E7	
sp|P38571|LICH_HUMAN	P38571	LICH_HUMAN	LIPA	399	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal acid lipase/cholesteryl ester hydrolase	0.9749	0.9990	1	8	8	8	2	2	4	2	2	4	2	2	4	6.9283312E7	7.6241328E7	4.54612E7	6.9283312E7	7.6241328E7	4.54612E7	6.9283312E7	7.6241328E7	4.54612E7	
sp|P40337|VHL_HUMAN	P40337	VHL_HUMAN	VHL	213	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	von Hippel-Lindau disease tumor suppressor	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	1.6400784E7	1.1411348E7	1.03427E7	1.6400784E7	1.1411348E7	1.03427E7	1.6400784E7	1.1411348E7	1.03427E7	
sp|P40937|RFC5_HUMAN	P40937	RFC5_HUMAN	RFC5	340	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication factor C subunit 5	0.9749	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P48060|GLIP1_HUMAN	P48060	GLIP1_HUMAN	GLIPR1	266	4.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glioma pathogenesis-related protein 1	0.9749	0.9990	1	4	4	4	1	2	1	1	2	1	1	2	1	3.250641E7	3.908624E7	2.5897032E7	3.250641E7	3.908624E7	2.5897032E7	3.250641E7	3.908624E7	2.5897032E7	
sp|P51808|DYLT3_HUMAN	P51808	DYLT3_HUMAN	DYNLT3	116	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynein light chain Tctex-type 3	0.9749	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	1.5609619E7	1.3779836E7	1.5557658E7	1.5609619E7	1.3779836E7	1.5557658E7	1.5609619E7	1.3779836E7	1.5557658E7	
sp|P55789|ALR_HUMAN	P55789	ALR_HUMAN	GFER	205	18.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	FAD-linked sulfhydryl oxidase ALR	0.9749	0.9990	1	2	2	2	0	2	0	0	2	0	0	2	0	0.0	6842080.0	0.0	0.0	6842080.0	0.0	0.0	6842080.0	0.0	
sp|P56556|NDUA6_HUMAN	P56556	NDUA6_HUMAN	NDUFA6	128	12.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	0.9749	0.9990	1	4	4	4	1	1	2	1	1	2	1	1	2	5.627878E7	5.6423284E7	0.0	5.627878E7	5.6423284E7	0.0	5.627878E7	5.6423284E7	0.0	
sp|P60602|ROMO1_HUMAN	P60602	ROMO1_HUMAN	ROMO1	79	21.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Reactive oxygen species modulator 1	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	8048215.5	2.0432924E7	9084592.0	8048215.5	2.0432924E7	9084592.0	8048215.5	2.0432924E7	9084592.0	
sp|P63172|DYLT1_HUMAN	P63172	DYLT1_HUMAN	DYNLT1	113	14.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynein light chain Tctex-type 1	0.9749	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	1.66619872E8	1.3872112E8	1.68311824E8	1.66619872E8	1.3872112E8	1.68311824E8	1.66619872E8	1.3872112E8	1.68311824E8	
sp|P98173|FAM3A_HUMAN	P98173	FAM3A_HUMAN	FAM3A	230	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM3A	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	0.0	9245082.0	6731897.0	0.0	9245082.0	6731897.0	0.0	9245082.0	6731897.0	
sp|Q06190|P2R3A_HUMAN	Q06190	P2R3A_HUMAN	PPP2R3A	1150	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	0.0	2158175.0	0.0	0.0	2158175.0	0.0	0.0	2158175.0	0.0	
sp|Q08174|PCDH1_HUMAN	Q08174	PCDH1_HUMAN	PCDH1	1060	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin-1	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	9687866.0	0.0	0.0	9687866.0	0.0	0.0	9687866.0	0.0	
sp|Q08397|LOXL1_HUMAN	Q08397	LOXL1_HUMAN	LOXL1	574	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysyl oxidase homolog 1	0.9749	0.9990	1	3	3	3	0	1	2	0	1	2	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13332|PTPRS_HUMAN	Q13332	PTPRS_HUMAN	PTPRS	1948	0.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase S	0.9749	0.9990	1	5	5	5	2	1	2	2	1	2	2	1	2	1.821802E7	1.9818594E7	1.2257401E7	1.821802E7	1.9818594E7	1.2257401E7	1.821802E7	1.9818594E7	1.2257401E7	
sp|Q13541|4EBP1_HUMAN	Q13541	4EBP1_HUMAN	EIF4EBP1	118	10.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E-binding protein 1	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	3.5300384E7	5.6206932E7	1.7436162E7	3.5300384E7	5.6206932E7	1.7436162E7	3.5300384E7	5.6206932E7	1.7436162E7	
sp|Q15027|ACAP1_HUMAN	Q15027	ACAP1_HUMAN	ACAP1	740	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	1.89494928E8	0.0	1.25959704E8	1.89494928E8	0.0	1.25959704E8	1.89494928E8	0.0	1.25959704E8	
sp|Q16626|MEA1_HUMAN	Q16626	MEA1_HUMAN	MEA1	185	11.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Male-enhanced antigen 1	0.9749	0.9990	1	2	2	2	0	0	2	0	0	2	0	0	2	2.7885402E7	1.9585592E7	1.0464633E7	2.7885402E7	1.9585592E7	1.0464633E7	2.7885402E7	1.9585592E7	1.0464633E7	
sp|Q49AR2|CE022_HUMAN	Q49AR2	CE022_HUMAN	C5orf22	442	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0489 protein C5orf22	0.9749	0.9990	1	5	5	5	2	2	1	2	2	1	2	2	1	7606647.0	1.1246761E7	4935172.5	7606647.0	1.1246761E7	4935172.5	7606647.0	1.1246761E7	4935172.5	
sp|Q4KMQ2|ANO6_HUMAN	Q4KMQ2	ANO6_HUMAN	ANO6	910	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anoctamin-6	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	3.9102104E7	2.2268768E7	2.3717504E7	3.9102104E7	2.2268768E7	2.3717504E7	3.9102104E7	2.2268768E7	2.3717504E7	
sp|Q4U2R6|RM51_HUMAN	Q4U2R6	RM51_HUMAN	MRPL51	128	9.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L51, mitochondrial	0.9749	0.9990	1	5	5	5	2	1	2	2	1	2	2	1	2	2.7920362E7	2.9089074E7	2.1303802E7	2.7920362E7	2.9089074E7	2.1303802E7	2.7920362E7	2.9089074E7	2.1303802E7	
sp|Q53GG5|PDLI3_HUMAN	Q53GG5	PDLI3_HUMAN	PDLIM3	364	11.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 3	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	4.3949056E7	0.0	0.0	4.3949056E7	0.0	0.0	4.3949056E7	0.0	
sp|Q53S33|BOLA3_HUMAN	Q53S33	BOLA3_HUMAN	BOLA3	107	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	BolA-like protein 3	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	5105518.0	4139791.5	0.0	5105518.0	4139791.5	0.0	5105518.0	4139791.5	
sp|Q587I9|SFT2C_HUMAN	Q587I9	SFT2C_HUMAN	SFT2D3	215	7.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Vesicle transport protein SFT2C	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	9780640.0	0.0	9924467.0	9780640.0	0.0	9924467.0	9780640.0	0.0	9924467.0	
sp|Q5BJD5|TM41B_HUMAN	Q5BJD5	TM41B_HUMAN	TMEM41B	291	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 41B	0.9749	0.9990	1	3	3	3	0	2	1	0	2	1	0	2	1	0.0	3.3145256E7	3.1026208E7	0.0	3.3145256E7	3.1026208E7	0.0	3.3145256E7	3.1026208E7	
sp|Q5JTJ3|COA6_HUMAN	Q5JTJ3	COA6_HUMAN	COA6	125	10.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 6 homolog	0.9749	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	3.3479568E7	3.58497E7	1.7976314E7	3.3479568E7	3.58497E7	1.7976314E7	3.3479568E7	3.58497E7	1.7976314E7	
sp|Q5SW96|ARH_HUMAN	Q5SW96	ARH_HUMAN	LDLRAP1	308	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Low density lipoprotein receptor adapter protein 1	0.9749	0.9990	1	3	3	3	1	0	2	1	0	2	1	0	2	0.0	0.0	8259746.0	0.0	0.0	8259746.0	0.0	0.0	8259746.0	
sp|Q5T440|CAF17_HUMAN	Q5T440	CAF17_HUMAN	IBA57	356	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative transferase CAF17, mitochondrial	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	8053713.0	0.0	0.0	8053713.0	0.0	0.0	8053713.0	
sp|Q5W0Z9|ZDH20_HUMAN	Q5W0Z9	ZDH20_HUMAN	ZDHHC20	365	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC20	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	6277020.0	0.0	0.0	6277020.0	0.0	0.0	6277020.0	
sp|Q6IAN0|DRS7B_HUMAN	Q6IAN0	DRS7B_HUMAN	DHRS7B	325	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dehydrogenase/reductase SDR family member 7B	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6R327|RICTR_HUMAN	Q6R327	RICTR_HUMAN	RICTOR	1708	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rapamycin-insensitive companion of mTOR	0.9749	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6UW68|TM205_HUMAN	Q6UW68	TM205_HUMAN	TMEM205	189	9.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 205	0.9749	0.9990	1	4	4	4	1	1	2	1	1	2	1	1	2	1.04700352E8	1.29759064E8	1.16046488E8	1.04700352E8	1.29759064E8	1.16046488E8	1.04700352E8	1.29759064E8	1.16046488E8	
sp|Q6V0I7|FAT4_HUMAN	Q6V0I7	FAT4_HUMAN	FAT4	4981	1.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin Fat 4	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6VN20|RBP10_HUMAN	Q6VN20	RBP10_HUMAN	RANBP10	620	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ran-binding protein 10	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	5500737.0	0.0	0.0	5500737.0	0.0	0.0	5500737.0	
sp|Q71SY5|MED25_HUMAN	Q71SY5	MED25_HUMAN	MED25	747	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 25	0.9749	0.9990	1	5	5	5	2	2	1	2	2	1	2	2	1	4517703.0	5514269.5	2254241.2	4517703.0	5514269.5	2254241.2	4517703.0	5514269.5	2254241.2	
sp|Q7L266|ASGL1_HUMAN	Q7L266	ASGL1_HUMAN	ASRGL1	308	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Isoaspartyl peptidase/L-asparaginase	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	3907207.5	0.0	0.0	3907207.5	0.0	0.0	3907207.5	0.0	
sp|Q7L2J0|MEPCE_HUMAN	Q7L2J0	MEPCE_HUMAN	MEPCE	689	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	7SK snRNA methylphosphate capping enzyme	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	8546904.0	1.1538801E7	0.0	8546904.0	1.1538801E7	0.0	8546904.0	1.1538801E7	
sp|Q7Z3G6|PRIC2_HUMAN	Q7Z3G6	PRIC2_HUMAN	PRICKLE2	844	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prickle-like protein 2	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z7N9|T179B_HUMAN	Q7Z7N9	T179B_HUMAN	TMEM179B	219	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 179B	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q86U90|YRDC_HUMAN	Q86U90	YRDC_HUMAN	YRDC	279	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Threonylcarbamoyl-AMP synthase	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	1.0240736E7	8358493.5	1.0220847E7	1.0240736E7	8358493.5	1.0220847E7	1.0240736E7	8358493.5	1.0220847E7	
sp|Q86W42|THOC6_HUMAN	Q86W42	THOC6_HUMAN	THOC6	341	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	THO complex subunit 6 homolog	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	9308084.0	9260828.0	1.015273E7	9308084.0	9260828.0	1.015273E7	9308084.0	9260828.0	1.015273E7	
sp|Q86WC4|OSTM1_HUMAN	Q86WC4	OSTM1_HUMAN	OSTM1	334	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Osteopetrosis-associated transmembrane protein 1	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	2.656367E7	2.1990504E7	2.0602996E7	2.656367E7	2.1990504E7	2.0602996E7	2.656367E7	2.1990504E7	2.0602996E7	
sp|Q86WQ0|NR2CA_HUMAN	Q86WQ0	NR2CA_HUMAN	NR2C2AP	139	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear receptor 2C2-associated protein	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	7993457.0	0.0	0.0	7993457.0	0.0	0.0	7993457.0	
sp|Q8IYL3|CA174_HUMAN	Q8IYL3	CA174_HUMAN	C1orf174	243	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0688 protein C1orf174	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	1.1626168E7	7842043.0	0.0	1.1626168E7	7842043.0	0.0	1.1626168E7	7842043.0	0.0	
sp|Q8IZ07|AN13A_HUMAN	Q8IZ07	AN13A_HUMAN	ANKRD13A	590	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 13A	0.9749	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IZJ1|UNC5B_HUMAN	Q8IZJ1	UNC5B_HUMAN	UNC5B	945	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Netrin receptor UNC5B	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	1.0284883E7	0.0	0.0	1.0284883E7	0.0	0.0	1.0284883E7	0.0	
sp|Q8N0W4|NLGNX_HUMAN	Q8N0W4	NLGNX_HUMAN	NLGN4X	816	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuroligin-4, X-linked	0.9749	0.9990	1	1	0	1	0	1	0	0	0	0	0	1	0	0.0	1.8198304E7	0.0	0.0	0.0	0.0	0.0	1.8198304E7	0.0	sp|Q8N2Q7|NLGN1_HUMAN, sp|Q8NFZ3|NLGNY_HUMAN, sp|Q8NFZ4|NLGN2_HUMAN
sp|Q8N2K1|UB2J2_HUMAN	Q8N2K1	UB2J2_HUMAN	UBE2J2	259	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 J2	0.9749	0.9990	1	3	3	3	1	2	0	1	2	0	1	2	0	1.137456E7	0.0	0.0	1.137456E7	0.0	0.0	1.137456E7	0.0	0.0	
sp|Q8N357|S35F6_HUMAN	Q8N357	S35F6_HUMAN	SLC35F6	371	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 35 member F6	0.9749	0.9990	1	4	4	4	1	1	2	1	1	2	1	1	2	8.154856E7	9.6681032E7	8.8704304E7	8.154856E7	9.6681032E7	8.8704304E7	8.154856E7	9.6681032E7	8.8704304E7	
sp|Q8N4P3|MESH1_HUMAN	Q8N4P3	MESH1_HUMAN	HDDC3	179	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	1.2689523E7	0.0	0.0	1.2689523E7	0.0	0.0	1.2689523E7	
sp|Q8NC54|KCT2_HUMAN	Q8NC54	KCT2_HUMAN	KCT2	265	8.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratinocyte-associated transmembrane protein 2	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	1.3955234E7	1.1460804E7	0.0	1.3955234E7	1.1460804E7	0.0	1.3955234E7	1.1460804E7	0.0	
sp|Q8NDC0|MISSL_HUMAN	Q8NDC0	MISSL_HUMAN	MAPK1IP1L	245	6.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	MAPK-interacting and spindle-stabilizing protein-like	0.9749	0.9990	1	3	3	3	3	0	0	3	0	0	3	0	0	7057497.5	0.0	0.0	7057497.5	0.0	0.0	7057497.5	0.0	0.0	
sp|Q8NEW0|ZNT7_HUMAN	Q8NEW0	ZNT7_HUMAN	SLC30A7	376	4.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Zinc transporter 7	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	6297497.5	9781029.0	3826598.8	6297497.5	9781029.0	3826598.8	6297497.5	9781029.0	3826598.8	
sp|Q8NI22|MCFD2_HUMAN	Q8NI22	MCFD2_HUMAN	MCFD2	146	11.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multiple coagulation factor deficiency protein 2	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	0.0	9413134.0	0.0	0.0	9413134.0	0.0	0.0	9413134.0	0.0	
sp|Q8TAD7|OCC1_HUMAN	Q8TAD7	OCC1_HUMAN	OCC1	63	22.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Overexpressed in colon carcinoma 1 protein	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	4.8195732E7	3.6376576E7	5.1637132E7	4.8195732E7	3.6376576E7	5.1637132E7	4.8195732E7	3.6376576E7	5.1637132E7	
sp|Q8WUY1|THEM6_HUMAN	Q8WUY1	THEM6_HUMAN	THEM6	208	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein THEM6	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	2.002346E7	0.0	2.3911976E7	2.002346E7	0.0	2.3911976E7	2.002346E7	0.0	2.3911976E7	
sp|Q8WW01|SEN15_HUMAN	Q8WW01	SEN15_HUMAN	TSEN15	171	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA-splicing endonuclease subunit Sen15	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	1.6014261E7	1.9008744E7	1.2056464E7	1.6014261E7	1.9008744E7	1.2056464E7	1.6014261E7	1.9008744E7	1.2056464E7	
sp|Q8WXE0|CSKI2_HUMAN	Q8WXE0	CSKI2_HUMAN	CASKIN2	1202	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caskin-2	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WY22|BRI3B_HUMAN	Q8WY22	BRI3B_HUMAN	BRI3BP	251	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	BRI3-binding protein	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	0.0	9612827.0	1.2632091E7	0.0	9612827.0	1.2632091E7	0.0	9612827.0	1.2632091E7	
