Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-31_4280.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_18ng_3-12-2024_Slot2-32_4281.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_18ng_3-12-2024_Slot2-33_4282.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_18ng_3-12-2024_Slot2-34_4283.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_18ng_3-12-2024_Slot2-35_4284.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_18ng_3-12-2024_Slot2-36_4285.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-25_4274.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_18ng_3-11-2024_Slot2-26_4275.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_18ng_3-11-2024_Slot2-27_4276.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_18ng_3-11-2024_Slot2-28_4277.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_18ng_3-11-2024_Slot2-29_4278.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_18ng_3-11-2024_Slot2-30_4279.d
Q96GS4	Q96GS4	BORC6_HUMAN	BORCS6	BLOC-1-related complex subunit 6	24836.8	26477.2	23838.8	17110.4	15904.8	15811.1	19207.1	19432.6	19618.3	9385.88	10267.6	15273.7
Q96GV9	Q96GV9	MACIR_HUMAN	MACIR	Macrophage immunometabolism regulator	2522.54	2709.19	2805.2				2029.6	1412.03	1275.32	836.564	1640.49	
Q96GW9	Q96GW9	SYMM_HUMAN	MARS2	Methionine--tRNA ligase, mitochondrial	2880.68	2028.2		7287.3	7731.61	6718.76	1888.61	3199.89		5551.4	5364.01	6226.31
Q96GX2	Q96GX2	A7L3B_HUMAN	ATXN7L3B	Ataxin-7-like protein 3B	17607.6	13551.2	17871.4	23476.7	44723.5	37826.3	20487.3	25859.6	21673.2	43672.6	35884.1	55556.7
Q96GX5	Q96GX5	GWL_HUMAN	MASTL	Serine/threonine-protein kinase greatwall							4389.98	4937.74	4004.73	3876.6	2862.37	3295.16
Q96GX9	Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	5859.49	4689.92	6597.04	23096.9	43728.1	48512.5	8139.74	7964.59	5825.42	25096	30221.2	36799.3
Q96GY0	Q96GY0	ZC21A_HUMAN	ZC2HC1A	Zinc finger C2HC domain-containing protein 1A	10043.6	9552.15	9892.39	14689.5	13117.9	12451	18294.5	18305.3	15785.9	17142.9	15587.7	18874
Q96GY3	Q96GY3	LIN37_HUMAN	LIN37	Protein lin-37 homolog	1953.59	1807.06	2416.14	2743.44			3976.93	2607.97	4026.31	2477.56	3811.7	3775.38
Q96GZ6	Q96GZ6	S41A3_HUMAN	SLC41A3	Solute carrier family 41 member 3	17066.1	16264.5	15380.5	6332.21	8598.72	7629.39	7643.45	8736.32	8774.37	6648.77	4477.47	4635.81
Q96H20	Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	43126.1	40747.9	41654	33945.3	26968.2	31838.4	36752.2	36923.7	34434.5	27872.7	24568.1	29219.5
Q96H55	Q96H55	MYO19_HUMAN	MYO19	Unconventional myosin-XIX	4683.25	5429.06	6336.73	5276.89	5790.76	3847.19	6866.34	7522.51	6976.7	6812.08	6515.25	6015.35
Q96H72	Q96H72	S39AD_HUMAN	SLC39A13	Zinc transporter ZIP13	8695.5	7506.87	7761.34	5566.83	7534.85	7835.61	6432.33	7031.46	6838.58	4205.96	3728.65	4004.13
Q96H78	Q96H78	S2544_HUMAN	SLC25A44	Solute carrier family 25 member 44	13849.8	10375.8	12791.4	12041.9		5617.01	12598.6	13107.2	12082.7	7336.52	8378.4	8641.17
Q96H79	Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	21164	19355.1	19077.5	13448.5	12448.8	10784.1	23867.4	25477.5	22919.8	14476.5	15147	10908.3
Q96H96	Q96H96	COQ2_HUMAN	COQ2	4-hydroxybenzoate polyprenyltransferase, mitochondrial	12023		12493.5	13065.3		19956.3	11452.3	14628.8	14127.1	12542.2	13973.7	12185.7
Q96HA1	Q6PJE2;A8CG34;Q96HA1	P121A_HUMAN	POM121	Nuclear envelope pore membrane protein POM 121	8826.63	8092.41	8202.69	11697.1	9635.31	10930.3	13633.2	12266.6	13460.5	11596.7	9307.96	7116.58
Q96HA7	Q96HA7	TONSL_HUMAN	TONSL	Tonsoku-like protein	7995.46	6729.72	7229.73			10324.8	16778.1	16600.1	16175.3	8879.23	8575.88	7613.65
Q96HA8	Q96HA8	NTAQ1_HUMAN	NTAQ1	Protein N-terminal glutamine amidohydrolase	5467.22	6381.81	5729.54	5292.81	6284.9		6011.63	4608.85	5726.27	3606.11	4972.97	6739.37
Q96HC4	Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	148476	157340	165129	241711	223825	213749	141443	123934	123622	122303	113324	142161
Q96HD1	Q96HD1	CREL1_HUMAN	CRELD1	Protein disulfide isomerase CRELD1	25845.9	14280.9	16597.6	17277.9	26108.8	27876.3	12381.6	13210.9	11948.4	14160.5	15737.5	18428.3
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	95774.3	108266	106476	54296.1	55847.1	61081.1	85044.5	75911.2	78098.3	34059.2	41042.4	61043.6
Q96HE9	Q96HE9	PRR11_HUMAN	PRR11	Proline-rich protein 11			1149.93	3636.98			4674.04	4612.81	4180.29	3785.92	2164.54	3206.86
Q96HF1	Q96HF1	SFRP2_HUMAN	SFRP2	Secreted frizzled-related protein 2	17593.1	12386	17854.8	18163.8	23761.6	17152.5						
Q96HH9	Q96HH9	GRM2B_HUMAN	GRAMD2B	GRAM domain-containing protein 2B	6314.56	6400.06	6245.62	4034.94	2961.45	4104.36	4201.23	3826.59	3779.57	2857.08	2065.71	2849.5
Q96HI0	Q96HI0	SENP5_HUMAN	SENP5	Sentrin-specific protease 5	2784.81	2402.1	2744.56	1863.56			4153.31	3087.05	2676.9	2000.9	2099.65	2123.21
Q96HJ9	Q96HJ9	FMC1_HUMAN	FMC1	Protein FMC1 homolog	9057.15	14493.9	10825.5	7436.13	6835.87	5292.11	9207.62	10417	10830.6	8923.36	10155.4	6165.29
Q96HN2	Q96HN2	SAHH3_HUMAN	AHCYL2	Adenosylhomocysteinase 3	14487.2	9507.25	11042.3	40139.5	36083	38408.8	6218.69	6559.37	6782	18833.2	21588.3	26832.5
Q96HP0	Q96HP0	DOCK6_HUMAN	DOCK6	Dedicator of cytokinesis protein 6	16844.8	17076.5	17969.3	14963.4	13013	13800.9	12957.4	12457.5	13538	7969.68	7486.72	6683.23
Q96HP4	Q96HP4	OXND1_HUMAN	OXNAD1	Oxidoreductase NAD-binding domain-containing protein 1	21234.1	14220.6	19609.6	26228.3		13855.8	21676.7	16268.5	13853.8	15008.6	10956.2	6884.73
Q96HQ2	Q96HQ2	C2AIL_HUMAN	CDKN2AIPNL	CDKN2AIP N-terminal-like protein			30633	47747.2	39362.9	40827.9	36707.9	25841.4	25995.8	36277.3	42948.7	62626.4
Q96HR3	Q96HR3	MED30_HUMAN	MED30	Mediator of RNA polymerase II transcription subunit 30	5119.19	6157.16	6372.07	6231.89		6358.07	8682.45	7843.92	5774.07	5883.64	5556.88	7905.87
Q96HR8	Q96HR8	NAF1_HUMAN	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1	7033.04	5114.63	5736.63	6921.54	6124.05	5043.99	8117.27	6734.81	6641.28	5152.67	6814.48	5583.79
Q96HR9	Q96HR9	REEP6_HUMAN	REEP6	Receptor expression-enhancing protein 6	27443	11866.8	16690	17352.1	19307.8	18779.6	7728.02	12751	10367.3	14921.8	14709.7	12817.3
Q96HS1	Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	71914.8	66557	74231.9	97549	99075.6	99014.5	83262.8	88609.3	103397	85524	97015.7	100744
Q96HU1	Q96HU1	SGSM3_HUMAN	SGSM3	Small G protein signaling modulator 3	7662.88	7038.37	7190.6	6014.37	7623.7		7072.75	6126.6	6215.13	7013.82	5893.56	
Q96HV5	Q96HV5	TM41A_HUMAN	TMEM41A	Transmembrane protein 41A	10617.6	15384.7	8155.41	6579.07	17191.2	5023.14	8202.43	8715.08	7320.11	4209.67	4846.55	6656.5
Q96HW7	Q96HW7	INT4_HUMAN	INTS4	Integrator complex subunit 4	11156.6	10964.1	9523.33	8720.25	8067.15	6925.08	12600.8	13193.8	13193.6	10920.1	10085.6	9732.52
Q96HY6	Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1	50384.8	63023	52575.1	60465.5	46824.5	45683	53503.7	54111.6	45498.6	44300.8	40306.4	61792.5
Q96HY7	Q96HY7	DHTK1_HUMAN	DHTKD1	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	11203.6	10065.5	11194.1	17069	15289.4	14444.3	15001.2	14142.8	15921.6	15635.5	15969.6	18404.4
Q96I15	Q96I15	SCLY_HUMAN	SCLY	Selenocysteine lyase	10367.3	9757.52	10008.2	15033.1	16141.2	13357.7	7722.97	6218.36	8203.17	11489.5	9771.97	15006.4
Q96I24	Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	96046.7	77132.8	81252.8	79143.9	73547.8	74442.1	95483.5	96042.9	94427.1	91862	87160.3	98614.5
Q96I25	Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	15164.3	10312.4	11579.3	31715.2	32089.2	32527.2	22678.7	23115	24951.1	30765.5	32862.2	33988.5
Q96I34	Q96I34	PP16A_HUMAN	PPP1R16A	Protein phosphatase 1 regulatory subunit 16A	5841.57	3561.38	4930.87	2917.63	6153.97	3920.05	3754.36	3877.43	4103.19			
Q96I36	Q96I36	COX14_HUMAN	COX14	Cytochrome c oxidase assembly protein COX14	10005.6	6215.28	5156.23	12029.4	13035.5	10823.1	6700.95	8576.79	8267.31	10460.4	14942.3	13467.4
Q96I51	Q96I51	RCC1L_HUMAN	RCC1L	RCC1-like G exchanging factor-like protein	14038.8	16027.1	15825.1	14936.2	16039.4	16690.4	17697.3	15845.5	13995.3	13981.4	16616.3	13986.2
Q96I59	Q96I59	SYNM_HUMAN	NARS2	Probable asparagine--tRNA ligase, mitochondrial	16165.1	14862.5	16982.3	23891	19570.2	26880	13722.4	13670.5	11066	17780	26298	22526.4
Q96I99	Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	30081.4	22445	24306.6	56050.7	52014.7	52093.5	27893.9	29672.9	28992.3	57640.5	60033.1	66946.9
Q96IF1	Q96IF1	AJUBA_HUMAN	AJUBA	LIM domain-containing protein ajuba	15431.5	37566.7	24840	24878.3	15066.5	16891	15876.4	15404.6	14200.6	19011	9545.76	19923.5
Q96IG2	Q9UKC9;Q96IG2	FXL20_HUMAN	FBXL20	F-box/LRR-repeat protein 20	15543.3	16251.4	14562.4	12890.9	13407.1	11813	11024.8	11491.4	8792.48	8740.51	11167.3	7594.75
Q96II8	Q96II8	LRCH3_HUMAN	LRCH3	DISP complex protein LRCH3	15775.8	13964.5	14998.6	11970.1	13537.3	10875.8	18110.1	19860.2	17954.8	11318.9	10895.3	12441.1
Q96IJ6	Q96IJ6	GMPPA_HUMAN	GMPPA	Mannose-1-phosphate guanyltransferase alpha	66086.5	45334.4	62355.8	35834	35576.1	40783.2	50789.6	53976.8	57463.7	29000.2	26667.9	32694.6
Q96IK1	Q96IK1	BOD1_HUMAN	BOD1	Biorientation of chromosomes in cell division protein 1				12955.2	7983.79	10125.8	3215.53			5916.7	4845.69	18650.5
Q96IP4	Q96IP4	TET5A_HUMAN	TENT5A	Terminal nucleotidyltransferase 5A		500.754	485.282									
Q96IR2	Q6ZN06;Q0VGE8;Q96IR2	ZN845_HUMAN	ZNF845	Zinc finger protein 845	985.277	2196.31	2361.91	2612.1		2383.88	2958.22	1049.34	1462.12	1110.14	1167.53	1221.97
Q96IR7	Q96IR7	HPDL_HUMAN	HPDL	4-hydroxyphenylpyruvate dioxygenase-like protein		8080.64	3133.93	5373.78	8904.61		4152	3143.77			4430.25	3238.65
Q96IU4	Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B	80371	86464	82716.5	198642	173336	180584	20204.2	11481.1	17904.9	45439.3	60597	74201.1
Q96IV0	Q96IV0	NGLY1_HUMAN	NGLY1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	23466.2	20390.3	19880.8	19374.8	21768.3	22580.7	19056.5	20757.4	18690.4	17094.9	23051.6	17894.5
Q96IW7	Q96IW7	SC22A_HUMAN	SEC22A	Vesicle-trafficking protein SEC22a	17818.4	8379.05	9613.29	16108.3	16320.4	20483.4	12908.6	14225.7	13758	11672.6	13918.4	14973.2
Q96IX5	Q96IX5	ATPMK_HUMAN	ATP5MK	ATP synthase membrane subunit K, mitochondrial	65164.9	73651.1	71940.6	68901.4	74549.2	88000	58694.6	51618.6	51381.1	64254.8	82264.3	102482
Q96IY1	Q96IY1	NSL1_HUMAN	NSL1	Kinetochore-associated protein NSL1 homolog				4369.24			7915.17	6496.17	7033.62	4710.58	5961.83	9599.5
Q96IZ0	Q96IZ0	PAWR_HUMAN	PAWR	PRKC apoptosis WT1 regulator protein	23376.2	23480.1	25881.4	69319.4	55402.9	52564.7	14892.1	12118.4	12683.1	41220	42497.6	60047.8
Q96IZ5	Q96IZ5	RBM41_HUMAN	RBM41	RNA-binding protein 41	4122.79	3022.17	3210.88	4544.66	9509.72	15950.4	3501.75	4030.83	5100.51	5519.04	4069.22	4236.18
Q96IZ6	Q96IZ6	MET2A_HUMAN	METTL2A	tRNA N(3)-methylcytidine methyltransferase METTL2A	5507.64	4721.64	4730.93	4347.23	2754.19		5333.89	10102.9	6970.61	17779.4	14529.6	10381.7
Q96IZ7	Q96IZ7	RSRC1_HUMAN	RSRC1	Serine/Arginine-related protein 53	2632.3	3341.26		4086.26	5584.75	3467.22	2912.82	3711.69	2872.26	4349.55	3152.71	4919.3
Q96J01	Q96J01	THOC3_HUMAN	THOC3	THO complex subunit 3	26558.7	26834.2	29279	21473.4	17855.6	20452.6	21442.3	25997	27643	18812.4	17328.3	19337.8
Q96J02	Q96J02	ITCH_HUMAN	ITCH	E3 ubiquitin-protein ligase Itchy homolog	33466	35318.6	36703.5	26757.9	21121.5	21789.2	37030.3	35209.2	36161.3	22738.8	25209.7	25303.6
Q96J42	Q96J42	TXD15_HUMAN	TXNDC15	Thioredoxin domain-containing protein 15	12871	11579.8	13555.5	6508.31	3872.63	5414	14084.5	10342.2	11435.9	6580.38	9021.12	8833.33
Q96J84	Q96J84	KIRR1_HUMAN	KIRREL1	Kin of IRRE-like protein 1	18902.3	16184.3	18011	15186.3	18490.5	19301.4	21016.6	22014.9	21147.1	21781.1	21907.5	32256
Q96J88	Q96J88	ESIP1_HUMAN	EPSTI1	Epithelial-stromal interaction protein 1		10592.6		10799.5	10521.2	9300.54				8923.72	8895.71	9340.24
Q96J92	Q96J92	WNK4_HUMAN	WNK4	Serine/threonine-protein kinase WNK4	4665.99	4935.06	4820.05	3822.6	3288.73	3747.68	6001.63	5199.12	5445.2	1468.19		
Q96JA1	Q96JA1	LRIG1_HUMAN	LRIG1	Leucine-rich repeats and immunoglobulin-like domains protein 1	2811.88	2765.69	2774.15			3650.16	2074.96	2758.84	3029.57	1583.68	2435.19	
Q96JA3	O95397;Q96JA3	PKHA8_HUMAN	PLEKHA8	Pleckstrin homology domain-containing family A member 8	2697.56	1340.72	1696.36	1408.33			2354.34	3012.52	2763.29	3386.78	3572.55	2978.78
Q96JB2	Q96JB2	COG3_HUMAN	COG3	Conserved oligomeric Golgi complex subunit 3	19002.8	18545.4	20106.4	16207.5	13392.6	11552.7	17724.9	16812.3	17291.5	13136.8	12498.3	13317.4
Q96JB5	Q96JB5	CK5P3_HUMAN	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	53238.9	45402.2	50205.8	47675.7	37790.5	39329.9	50985.7	50391.2	50103.1	36755	39606.4	35280.1
Q96JB6	Q96JB6	LOXL4_HUMAN	LOXL4	Lysyl oxidase homolog 4	7358.05	6135.25	5595.86	6344.68		6223.56	4671.81	3194.07	3199.24			
Q96JC1	Q96JC1	VPS39_HUMAN	VPS39	Vam6/Vps39-like protein	25795	25878.1	25341.4	21911.4	19842.6	18602.1	23701.6	24170.1	22882.5	21403.7	21628.1	17547.8
Q96JD6	Q96JD6	AKCL2_HUMAN	AKR1E2	1,5-anhydro-D-fructose reductase	277829	282327	284783	202491	168125	179512	198510	160318	161118	166039	154906	240820
Q96JE9	Q96JE9	MAP6_HUMAN	MAP6	Microtubule-associated protein 6				2243.74	3525.75	1671.7					910.384	1376.24
Q96JF6	Q96JF6	ZN594_HUMAN	ZNF594	Zinc finger protein 594	10058.1				19383.4			14543	13460.2			
Q96JG6	Q96JG6	VPS50_HUMAN	VPS50	Syndetin	22502.8	24144.8	25533.3	20638.5	19190.4	17959.8	22315.8	22016.3	22318.9	16693.1	16612.8	15810.8
Q96JG8	Q96JG8	MAGD4_HUMAN	MAGED4	Melanoma-associated antigen D4	11663.5	10632.8	11217.4	4374.66	4622.91		12391	11816.8	13091.7	5991.07	7400.19	5196.97
Q96JH7	Q96JH7	VCIP1_HUMAN	VCPIP1	Deubiquitinating protein VCPIP1	22373	24005	22275.7	23906.1	20832.9	21791.3	22906.7	21798.1	20333.9	20266.7	19719.4	19655.3
Q96JI7	Q96JI7	SPTCS_HUMAN	SPG11	Spatacsin	11907.1	12267.7	12597	8951.78	5832.98	9351.45	10921.3	10073.3	9809.97	10283.8	10932	11444.4
Q96JJ3	Q96JJ3	ELMO2_HUMAN	ELMO2	Engulfment and cell motility protein 2	47730.2	52742.9	51720.1	35865.1	35319.6	33243.4	53214.5	55569.4	52372.8	34280.2	31553.1	35123.2
Q96JJ7	Q96JJ7	TMX3_HUMAN	TMX3	Protein disulfide-isomerase TMX3	234663	182929	197302	220766	193598	211670	165169	189819	180878	126459	138219	170022
Q96JK2	Q96JK2	DCAF5_HUMAN	DCAF5	DDB1- and CUL4-associated factor 5	13960.9	12783.3	11802.8	9350.52	11023.1	9261.36	11911.7	13498.9	12485.4	12804.2	12092.7	14264.2
Q96JM2	Q96JM2	ZN462_HUMAN	ZNF462	Zinc finger protein 462	3091.61	4235.16	4678.8	4321.68		4494.55	5914.31	5921.06	4904.54	7450.33	7008.82	3749.38
Q96JM3	Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1	12464.6	8744.08	10444.9	19665.4	19961.2	16588.5	16747.4	16541.8	16267.7	20173.5	18512.4	23073.4
Q96JM7	Q96JM7	LMBL3_HUMAN	L3MBTL3	Lethal(3)malignant brain tumor-like protein 3	4041.44	6321.99	4344.97	4709.71	4065.92	5959.51	7075.6	7743.94	7583.64	6492.55	4832.45	6712.79
Q96JN8	Q96JN8	NEUL4_HUMAN	NEURL4	Neuralized-like protein 4	14575.1			58077.5			31187.6	26465.8	5245.35	3890.05		80223.1
Q96JP0	Q96JP0	FEM1C_HUMAN	FEM1C	Protein fem-1 homolog C	6368.05	8477.52	5552.85	4809.42	3810.65	4784.07	5392.8	6099.04	5575.4	6348.24	5053.52	7409.57
Q96JP5	Q96JP5	ZFP91_HUMAN	ZFP91	E3 ubiquitin-protein ligase ZFP91	4423.51	2997.87	2816.71	10571.7	8227.9	9569.57	9063.84	7359.9	6365.97	12815.7	28977.4	
Q96JQ0	Q96JQ0	PCD16_HUMAN	DCHS1	Protocadherin-16	8326.9	7240.71	6785.69	8806.44	9997.38	9030.72	9787.89	9144.6	8831.13	12901.9	11327.3	18608.4
Q96JX3	Q96JX3	SRAC1_HUMAN	SERAC1	Protein SERAC1	10136.7	9016.49	9795.35	7550.66	10730.3		6586.84	6954.82	6457.07	8710.17	7515.6	6001.65
Q96JY6	Q96JY6	PDLI2_HUMAN	PDLIM2	PDZ and LIM domain protein 2	11821	12420.6	12899.9	127203	231573	211562	7043.21	6268.47	6843.55	52979.8	55889.8	75432.1
Q96K17	Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	17457	12663.8	12332	89787.5	121213	142558	8724.57	10546.9	9371.43	106108	98180.3	129276
Q96K19	Q96K19	RN170_HUMAN	RNF170	E3 ubiquitin-protein ligase RNF170	16555.3	15337.1	15377.2	14791.4	8940.48	8058.9	8127.71	9501.64	11970.4	7328.54	7902.19	8113.58
Q96K21	Q96K21	ANCHR_HUMAN	ZFYVE19	Abscission/NoCut checkpoint regulator	17040.7	19184.4	29934.2	35852.3	52390.2	45089.2	22483.8	17412.4		29046.8	22059.2	37038.2
Q96K37	Q96K37	S35E1_HUMAN	SLC35E1	Solute carrier family 35 member E1	13243	18277.4	17775.5	11066.3	8088.28	8016.69	13155.1	11970.8	13309.6	7571.76	6335.88	9587.51
Q96K49	Q96K49	TM87B_HUMAN	TMEM87B	Transmembrane protein 87B	17817.3	6135.21	17199.9		15850.1	14613.5	8809.74	15403.8	12642.9	16457.4	12833.6	7701.98
Q96K58	Q96K58	ZN668_HUMAN	ZNF668	Zinc finger protein 668		2945.18		4489.43			4073.8	3329.34	4062.26	3578.07	1889.38	
Q96K76	Q96K76	UBP47_HUMAN	USP47	Ubiquitin carboxyl-terminal hydrolase 47	41594.7	35633.8	36962.8	36698	32604.7	31079	37223.6	38265.9	39239.3	33232	32877.4	38641.2
Q96KA5	Q96KA5	CLP1L_HUMAN	CLPTM1L	Cleft lip and palate transmembrane protein 1-like protein	31399.9	22959	26887.2	40991.9	42058.1	40967.4	21639.2	20676.4	22555.1	27918.4	24364.6	34368.1
Q96KB5	Q96KB5	TOPK_HUMAN	PBK	Lymphokine-activated killer T-cell-originated protein kinase	11525.3	9746.02	10435	15592.3	18183.2	21270.4	40931.8	41136	42750.1	34981.5	40540.5	44198.6
Q96KC2	Q96KC2	ARL5B_HUMAN	ARL5B	ADP-ribosylation factor-like protein 5B	5407.2			5782.62	7234.61	6688.23	4073.12	5394.4	5580.11	7731.05	8020.8	9887.89
Q96KC8	Q96KC8	DNJC1_HUMAN	DNAJC1	DnaJ homolog subfamily C member 1	14130.5	13339.4	15234.2	14810.8	13105.7	11628	12796.7	13375.8	14391.5	12947.3	10348.4	9218.08
Q96KG7	Q96KG7	MEG10_HUMAN	MEGF10	Multiple epidermal growth factor-like domains protein 10	5563.94	4545.47	4641.03	1577.87	2599.25		1268.95					2180.41
Q96KG9	Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein	43752.6	42093.7	41232.3	27447.9	24029.7	28704.6	41718.8	43926.2	41725.2	24196.6	26134	22849.1
Q96KM6	Q96KM6	Z512B_HUMAN	ZNF512B	Zinc finger protein 512B	3698.43	3863.51	4019.67	3989.04	4168.34	4071.1	6311.47	6731.56	5861.08	6135.43	6132.04	4059.17
Q96KN1	Q96KN1	LRAT2_HUMAN	LRATD2	Protein LRATD2	13743.7	12803.1	12170.3	8117.2	7918.06	6519.81	5425.14	6141.89	4772.16	10607.8	8829.81	10330.7
Q96KP1	Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2	58144.7	62239.9	61738.2	52672.1	49300.5	50442.1	55642.5	57562	57273.5	53381.7	54174.6	53585.1
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	47188.1	52834.4	45652.2	343755	238189	268517	43245.1	35962.5	39903.9	268290	254249	376738
Q96KQ4	Q96KQ4	ASPP1_HUMAN	PPP1R13B	Apoptosis-stimulating of p53 protein 1		1238.12	1154.55				1235.78	506.08	803.416	444.593	1161.03	1326.85
Q96KQ7	Q96KQ7	EHMT2_HUMAN	EHMT2	Histone-lysine N-methyltransferase EHMT2	11985.4	9977.17	10514.2	9891.68	12184.7	10320.5	16125	14340	15313.3	12210.5	13079.4	14601.4
Q96KR1	Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein	35890.1	30164.9	34343.4	35918.8	31835.6	33427.9	40126.3	39736.1	46033.5	44104.4	41457.4	24602.9
Q96KS9	Q96KS9	F167A_HUMAN	FAM167A	Protein FAM167A							4600.27	5090.72	4058.32			
Q96KX1	Q96KX1	CD036_HUMAN	C4orf36	Uncharacterized protein C4orf36	34190.4		13406.2	17547.9				27665.5		30290		
Q96L34	Q96L34	MARK4_HUMAN	MARK4	MAP/microtubule affinity-regulating kinase 4	962.797	1396.19	1218.28	1221.33	363.313		951.784	1375.56	1645.6			
Q96L58	Q96L58	B3GT6_HUMAN	B3GALT6	Beta-1,3-galactosyltransferase 6	19312.6	21446.1	20590.3	16866.8	11620.3	14077.1	20148.3	19975.2	20329.1	14420.1	12928.8	15252.3
Q96L91	Q96L91	EP400_HUMAN	EP400	E1A-binding protein p400	17049.4	19614.7	18833	17645.9	14144.1	16283	27343.8	27044.4	24405.3	21935.6	20276.6	12706.7
Q96L92	Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	48477.8	43291.5	46389.7	43464.7	38403.9	45713.8	47164.1	50981.1	49583.6	43574.5	41455.6	35894
Q96L93	Q96L93	KI16B_HUMAN	KIF16B	Kinesin-like protein KIF16B	6021.45	6399.43	7094.72	14239.8	12612.7	15946.2	10865.1	10859.1	9465.77		16459.3	
Q96LA8	Q96LA8	ANM6_HUMAN	PRMT6	Protein arginine N-methyltransferase 6	10801.1	9061.48	9349.1	14326.3	12552.4	14086.1	10989.9	13640.8	12392.6	6773.84	9212.95	10067.3
Q96LB3	Q96LB3	IFT74_HUMAN	IFT74	Intraflagellar transport protein 74 homolog	17407.2	17805.5	16947.4	18633.9	18047.9	18275.9	17092.3	16875.6	15216.4	13938.8	12883.6	14706
Q96LD4	Q96LD4	TRI47_HUMAN	TRIM47	E3 ubiquitin-protein ligase TRIM47	5179.28	3817.99	4971.18	7805.74	5828.14	5968.75	4630.25	4164.56	4132.68	3813.59	3703.06	3981.24
Q96LD8	Q96LD8	SENP8_HUMAN	SENP8	Sentrin-specific protease 8	12026.6	7803.31	12009	17613.1	19354.9	13038.2	10944.4	11673	10897.4	12480.5	9318.54	16007.5
Q96LI5	Q96LI5	CNO6L_HUMAN	CNOT6L	CCR4-NOT transcription complex subunit 6-like	9221.73	8068.12	8779.73	8769.5	8888.02	8608.73	12289.9	13685.4	12219	17730.1	16706.5	14931.3
Q96LJ7	Q96LJ7	DHRS1_HUMAN	DHRS1	Dehydrogenase/reductase SDR family member 1	70464.2	69316.3	77853.9	64685.6	54045.4	51010	22493	25150.8	26543.1	28683.7	28380.5	28252.6
Q96LL9	Q96LL9	DJC30_HUMAN	DNAJC30	DnaJ homolog subfamily C member 30, mitochondrial	10638.5	14506.1	17636.8	14247.1	14243.6	15961.6	11588.5	15835.9	16151.8	17425.4	17562.9	11799.1
