Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	f_10ug_polyIC_1 Spectral Count	f_10ug_polyIC_2 Spectral Count	f_10ug_polyIC_3 Spectral Count	f_1ug_polyIC_1 Spectral Count	f_1ug_polyIC_2 Spectral Count	f_1ug_polyIC_3 Spectral Count	f_control_1 Spectral Count	f_control_2 Spectral Count	f_control_3 Spectral Count	f_lipo_1 Spectral Count	f_lipo_2 Spectral Count	f_lipo_3 Spectral Count	m_10ug_polyIC_1 Spectral Count	m_10ug_polyIC_2 Spectral Count	m_10ug_polyIC_3 Spectral Count	m_1ug_polyIC_1 Spectral Count	m_1ug_polyIC_2 Spectral Count	m_1ug_polyIC_3 Spectral Count	m_control_1 Spectral Count	m_control_2 Spectral Count	m_control_3 Spectral Count	m_lipo_1 Spectral Count	m_lipo_2 Spectral Count	m_lipo_3 Spectral Count	f_10ug_polyIC_1 Unique Spectral Count	f_10ug_polyIC_2 Unique Spectral Count	f_10ug_polyIC_3 Unique Spectral Count	f_1ug_polyIC_1 Unique Spectral Count	f_1ug_polyIC_2 Unique Spectral Count	f_1ug_polyIC_3 Unique Spectral Count	f_control_1 Unique Spectral Count	f_control_2 Unique Spectral Count	f_control_3 Unique Spectral Count	f_lipo_1 Unique Spectral Count	f_lipo_2 Unique Spectral Count	f_lipo_3 Unique Spectral Count	m_10ug_polyIC_1 Unique Spectral Count	m_10ug_polyIC_2 Unique Spectral Count	m_10ug_polyIC_3 Unique Spectral Count	m_1ug_polyIC_1 Unique Spectral Count	m_1ug_polyIC_2 Unique Spectral Count	m_1ug_polyIC_3 Unique Spectral Count	m_control_1 Unique Spectral Count	m_control_2 Unique Spectral Count	m_control_3 Unique Spectral Count	m_lipo_1 Unique Spectral Count	m_lipo_2 Unique Spectral Count	m_lipo_3 Unique Spectral Count	f_10ug_polyIC_1 Total Spectral Count	f_10ug_polyIC_2 Total Spectral Count	f_10ug_polyIC_3 Total Spectral Count	f_1ug_polyIC_1 Total Spectral Count	f_1ug_polyIC_2 Total Spectral Count	f_1ug_polyIC_3 Total Spectral Count	f_control_1 Total Spectral Count	f_control_2 Total Spectral Count	f_control_3 Total Spectral Count	f_lipo_1 Total Spectral Count	f_lipo_2 Total Spectral Count	f_lipo_3 Total Spectral Count	m_10ug_polyIC_1 Total Spectral Count	m_10ug_polyIC_2 Total Spectral Count	m_10ug_polyIC_3 Total Spectral Count	m_1ug_polyIC_1 Total Spectral Count	m_1ug_polyIC_2 Total Spectral Count	m_1ug_polyIC_3 Total Spectral Count	m_control_1 Total Spectral Count	m_control_2 Total Spectral Count	m_control_3 Total Spectral Count	m_lipo_1 Total Spectral Count	m_lipo_2 Total Spectral Count	m_lipo_3 Total Spectral Count	f_10ug_polyIC_1 Intensity	f_10ug_polyIC_2 Intensity	f_10ug_polyIC_3 Intensity	f_1ug_polyIC_1 Intensity	f_1ug_polyIC_2 Intensity	f_1ug_polyIC_3 Intensity	f_control_1 Intensity	f_control_2 Intensity	f_control_3 Intensity	f_lipo_1 Intensity	f_lipo_2 Intensity	f_lipo_3 Intensity	m_10ug_polyIC_1 Intensity	m_10ug_polyIC_2 Intensity	m_10ug_polyIC_3 Intensity	m_1ug_polyIC_1 Intensity	m_1ug_polyIC_2 Intensity	m_1ug_polyIC_3 Intensity	m_control_1 Intensity	m_control_2 Intensity	m_control_3 Intensity	m_lipo_1 Intensity	m_lipo_2 Intensity	m_lipo_3 Intensity	f_10ug_polyIC_1 MaxLFQ Intensity	f_10ug_polyIC_2 MaxLFQ Intensity	f_10ug_polyIC_3 MaxLFQ Intensity	f_1ug_polyIC_1 MaxLFQ Intensity	f_1ug_polyIC_2 MaxLFQ Intensity	f_1ug_polyIC_3 MaxLFQ Intensity	f_control_1 MaxLFQ Intensity	f_control_2 MaxLFQ Intensity	f_control_3 MaxLFQ Intensity	f_lipo_1 MaxLFQ Intensity	f_lipo_2 MaxLFQ Intensity	f_lipo_3 MaxLFQ Intensity	m_10ug_polyIC_1 MaxLFQ Intensity	m_10ug_polyIC_2 MaxLFQ Intensity	m_10ug_polyIC_3 MaxLFQ Intensity	m_1ug_polyIC_1 MaxLFQ Intensity	m_1ug_polyIC_2 MaxLFQ Intensity	m_1ug_polyIC_3 MaxLFQ Intensity	m_control_1 MaxLFQ Intensity	m_control_2 MaxLFQ Intensity	m_control_3 MaxLFQ Intensity	m_lipo_1 MaxLFQ Intensity	m_lipo_2 MaxLFQ Intensity	m_lipo_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9H0R3|TM222_HUMAN	Q9H0R3	TM222_HUMAN	TMEM222	208	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 222	0.9999	0.999	2	15	15	15	0	0	1	1	0	0	2	1	1	0	0	1	2	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	2	1	1	0	0	1	2	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	2	1	1	0	0	1	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	6.54E+07	0	0	0	1.44E+07	0	0	0	0	0	0	0	0	0	0	0	4.46E+07	1.94E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H0R4|HDHD2_HUMAN	Q9H0R4	HDHD2_HUMAN	HDHD2	259	Homo sapiens OX=9606	1:Experimental evidence at protein level	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1	0.999	6	76	76	76	2	2	2	3	3	3	3	4	4	2	2	3	4	3	3	3	5	4	3	2	3	4	6	3	2	2	2	3	3	3	3	4	4	2	2	3	4	3	3	3	5	4	3	2	3	4	6	3	2	2	2	3	3	3	3	4	4	2	2	3	4	3	3	3	5	4	3	2	3	4	6	3	6.12E+07	4.71E+07	5.72E+07	5.72E+07	4.45E+07	6.84E+07	6.08E+07	5.19E+07	6.91E+07	6.35E+07	6.00E+07	5.37E+07	6.66E+07	7.57E+07	3.98E+07	7.11E+07	7.61E+07	7.76E+07	7.47E+07	5.25E+07	6.23E+07	5.87E+07	6.48E+07	7.18E+07	4.18E+07	3.11E+07	3.63E+07	3.71E+07	2.85E+07	4.26E+07	4.25E+07	3.52E+07	4.76E+07	4.28E+07	3.92E+07	3.43E+07	4.53E+07	5.14E+07	2.78E+07	4.53E+07	4.51E+07	4.42E+07	5.09E+07	3.43E+07	4.17E+07	4.02E+07	3.66E+07	3.83E+07	
sp|Q9H0R6|GATA_HUMAN	Q9H0R6	GATA_HUMAN	QRSL1	528	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial"	0.9552	0.9988	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H0S4|DDX47_HUMAN	Q9H0S4	DDX47_HUMAN	DDX47	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX47	1	0.999	7	72	72	72	2	3	2	3	3	2	2	2	3	3	3	2	5	2	5	5	2	4	3	5	3	2	2	4	2	3	2	3	3	2	2	2	3	3	3	2	5	2	5	5	2	4	3	5	3	2	2	4	2	3	2	3	3	2	2	2	3	3	3	2	5	2	5	5	2	4	3	5	3	2	2	4	1.65E+07	1.96E+07	1.83E+07	2.02E+07	9789220	6435844	1.65E+07	2.24E+07	1.48E+07	2.68E+07	6057140.5	2.66E+07	2.86E+07	2.47E+07	3.27E+07	3.34E+07	1.44E+07	3.16E+07	3.46E+07	4.55E+07	3.54E+07	2.84E+07	2.41E+07	2.74E+07	0	1.17E+07	0	1.34E+07	0	0	0	1.47E+07	9539429	1.83E+07	0	1.80E+07	1.89E+07	1.66E+07	1.75E+07	2.21E+07	0	2.04E+07	2.30E+07	2.29E+07	1.69E+07	1.93E+07	1.47E+07	1.79E+07	
sp|Q9H0U3|MAGT1_HUMAN	Q9H0U3	MAGT1_HUMAN	MAGT1	335	Homo sapiens OX=9606	1:Experimental evidence at protein level	Magnesium transporter protein 1	1	0.999	10	121	121	121	2	6	4	7	4	6	6	3	7	9	4	7	4	5	3	3	4	7	4	5	7	4	2	8	2	6	4	7	4	6	6	3	7	9	4	7	4	5	3	3	4	7	4	5	7	4	2	8	2	6	4	7	4	6	6	3	7	9	4	7	4	5	3	3	4	7	4	5	7	4	2	8	9.89E+07	1.14E+08	7.55E+07	1.73E+08	7.56E+07	1.38E+08	1.55E+08	7.67E+07	1.39E+08	1.77E+08	1.48E+08	2.10E+08	6.40E+07	1.05E+08	1.45E+08	5.04E+07	5.45E+07	8.10E+07	1.17E+08	1.28E+08	9.85E+07	7.57E+07	1.07E+07	7.45E+07	7.29E+07	5.58E+07	4.38E+07	3.86E+07	4.75E+07	4.16E+07	6.86E+07	3.91E+07	4.60E+07	5.34E+07	5.89E+07	5.95E+07	3.60E+07	4.02E+07	7.39E+07	3.82E+07	4.08E+07	3.73E+07	4.11E+07	4.73E+07	3.77E+07	3.91E+07	0	3.91E+07	
sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-1B	1	0.999	17	224	102	473	11	8	14	7	13	6	8	11	10	10	7	17	8	11	8	7	8	8	10	8	7	9	11	7	6	5	9	3	6	2	5	6	5	5	2	10	4	3	4	3	4	2	4	2	3	3	4	2	21	20	23	14	22	20	20	21	22	22	20	34	15	19	18	16	17	19	18	21	18	19	20	14	1.12E+09	1.08E+09	1.14E+09	4.34E+08	1.23E+09	4.36E+08	8.89E+08	3.02E+08	9.72E+08	1.01E+09	1.01E+09	1.01E+09	3.00E+08	5.87E+08	1.05E+09	7.35E+08	7.41E+08	9.31E+08	6.57E+08	1.03E+09	8.00E+08	9.79E+08	9.23E+08	1.02E+09	4.78E+08	4.94E+08	5.72E+08	5.44E+08	3.56E+08	5.24E+08	3.88E+08	4.06E+08	4.05E+08	4.74E+08	4.56E+08	2.99E+08	3.03E+08	5.44E+08	4.74E+08	2.70E+08	3.21E+08	4.14E+08	2.93E+08	5.30E+08	2.61E+08	4.72E+08	4.48E+08	4.68E+08	
sp|Q9H0U6|RM18_HUMAN	Q9H0U6	RM18_HUMAN	MRPL18	180	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein L18, mitochondrial"	1	0.999	4	43	43	43	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	4	1	1	2	1	3	3	2	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	4	1	1	2	1	3	3	2	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	4	1	1	2	1	3	3	2	2	4.08E+07	1.93E+07	5.27E+07	2.12E+07	1.49E+07	1.81E+07	2.74E+07	2.61E+07	2.44E+07	6.00E+07	0	2.32E+07	2.37E+07	7.52E+07	2.78E+07	8.01E+07	2.73E+07	2.13E+07	8.36E+07	2.37E+07	2.25E+07	2.18E+07	7.71E+07	7.25E+07	0	0	3.34E+07	0	0	0	0	0	0	3.71E+07	0	0	0	4.63E+07	0	4.91E+07	0	0	5.08E+07	0	0	0	4.69E+07	4.42E+07	
sp|Q9H0U9|TSYL1_HUMAN	Q9H0U9	TSYL1_HUMAN	TSPYL1	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Testis-specific Y-encoded-like protein 1	0.9999	0.999	3	6	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	3.26E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66E+07	0	7388676.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H0V9|LMA2L_HUMAN	Q9H0V9	LMA2L_HUMAN	LMAN2L	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	VIP36-like protein	1	0.999	7	58	58	58	1	1	0	4	1	5	3	4	2	2	3	1	5	1	2	2	4	4	3	3	2	3	0	2	1	1	0	4	1	5	3	4	2	2	3	1	5	1	2	2	4	4	3	3	2	3	0	2	1	1	0	4	1	5	3	4	2	2	3	1	5	1	2	2	4	4	3	3	2	3	0	2	0	2.21E+07	0	4.47E+07	0	4.89E+07	2.50E+07	3.06E+07	2.99E+07	1.21E+07	3.27E+07	0	3.09E+07	1.61E+07	2.13E+07	1.61E+07	3.70E+07	4.82E+07	9454387	8770121	0	0	9688440	1.80E+07	0	1.15E+07	0	1.84E+07	0	1.94E+07	1.45E+07	1.98E+07	1.72E+07	0	1.93E+07	0	1.93E+07	0	1.06E+07	0	2.39E+07	1.75E+07	0	0	0	0	0	0	
sp|Q9H0W5|CCDC8_HUMAN	Q9H0W5	CCDC8_HUMAN	CCDC8	538	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 8	1	0.999	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	8124105.5	0	0	0	0	8543244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H0W8|SMG9_HUMAN	Q9H0W8	SMG9_HUMAN	SMG9	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nonsense-mediated mRNA decay factor SMG9	1	0.999	8	58	58	58	3	2	3	2	3	3	3	5	2	2	2	2	3	2	3	1	2	1	6	2	2	2	1	1	3	2	3	2	3	3	3	5	2	2	2	2	3	2	3	1	2	1	6	2	2	2	1	1	3	2	3	2	3	3	3	5	2	2	2	2	3	2	3	1	2	1	6	2	2	2	1	1	4.24E+07	0	0	3.18E+07	2.67E+07	0	3.24E+07	2.34E+07	2.14E+07	8763697	3.60E+07	0	1.60E+07	8859222	4.04E+07	7543356	4.07E+07	0	3.23E+07	1.13E+07	2.15E+07	9455858	5950490	3442538.5	1.82E+07	0	0	1.83E+07	2.57E+07	0	1.78E+07	2.17E+07	0	0	1.83E+07	0	1.55E+07	0	2.37E+07	0	2.40E+07	0	1.27E+07	0	1.27E+07	9209316	0	0	
sp|Q9H0W9|CK054_HUMAN	Q9H0W9	CK054_HUMAN	C11orf54	315	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ester hydrolase C11orf54	1	0.999	10	107	107	107	6	3	4	3	6	5	6	4	5	6	6	2	5	3	3	2	8	5	3	5	6	5	3	3	6	3	4	3	6	5	6	4	5	6	6	2	5	3	3	2	8	5	3	5	6	5	3	3	6	3	4	3	6	5	6	4	5	6	6	2	5	3	3	2	8	5	3	5	6	5	3	3	3.42E+07	2.46E+07	4.12E+07	4.13E+07	4.04E+07	6.39E+07	4.68E+07	5.31E+07	6.77E+07	3.58E+07	5.00E+07	3.42E+07	4.50E+07	8.50E+07	4.26E+07	6.00E+07	1.17E+08	6.99E+07	5.39E+07	6.19E+07	5.74E+07	7.33E+07	4.18E+07	4.03E+07	2.31E+07	2.09E+07	2.84E+07	2.16E+07	2.63E+07	2.55E+07	2.07E+07	2.24E+07	1.96E+07	1.73E+07	2.28E+07	2.21E+07	2.66E+07	2.81E+07	2.98E+07	2.33E+07	2.86E+07	2.38E+07	2.59E+07	2.10E+07	2.05E+07	2.50E+07	2.06E+07	1.94E+07	
sp|Q9H0X4|F234A_HUMAN	Q9H0X4	F234A_HUMAN	FAM234A	552	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM234A	1	0.999	4	21	21	21	1	1	1	0	0	0	1	2	0	1	1	1	0	1	1	0	1	1	0	2	2	2	1	1	1	1	1	0	0	0	1	2	0	1	1	1	0	1	1	0	1	1	0	2	2	2	1	1	1	1	1	0	0	0	1	2	0	1	1	1	0	1	1	0	1	1	0	2	2	2	1	1	6390887.5	1.24E+07	2.33E+07	0	0	0	1.51E+07	1.76E+07	0	8963798	1.19E+07	1.56E+07	0	1.70E+07	1.44E+07	0	1.63E+07	0	0	1.60E+07	0	0	0	1.58E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H0X9|OSBL5_HUMAN	Q9H0X9	OSBL5_HUMAN	OSBPL5	879	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 5	1	0.999	8	31	31	45	1	1	1	0	1	1	2	1	1	1	1	1	2	1	2	3	2	1	3	2	2	0	0	1	1	1	1	0	1	1	2	1	1	1	1	1	2	1	2	3	2	1	3	2	2	0	0	1	2	1	2	1	1	3	2	3	3	1	2	2	2	1	3	3	2	1	4	3	2	0	0	1	7419431	7879384	9345303	0	0	5346417.5	2.67E+07	7370403	0	5230401	5729127.5	6269813	7274969	5116420	1.03E+07	5143669.5	9924881	7414587	1.23E+07	8878295	4171687.8	0	0	5966653.5	0	0	0	0	0	0	7735077.5	0	0	0	0	0	4777512.5	0	6739145	0	6557598.5	4896410.5	8089873	5914184	0	0	0	0	
sp|Q9H147|TDIF1_HUMAN	Q9H147	TDIF1_HUMAN	DNTTIP1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxynucleotidyltransferase terminal-interacting protein 1	0.999	0.9989	2	9	9	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6256544	0	7445440.5	0	4698925	0	0	4672594.5	8017168.5	0	3910838.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H173|SIL1_HUMAN	Q9H173	SIL1_HUMAN	SIL1	461	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleotide exchange factor SIL1	1	0.999	11	58	58	58	3	1	3	3	0	5	2	3	1	6	3	1	2	1	2	1	1	4	3	2	4	5	1	1	3	1	3	3	0	5	2	3	1	6	3	1	2	1	2	1	1	4	3	2	4	5	1	1	3	1	3	3	0	5	2	3	1	6	3	1	2	1	2	1	1	4	3	2	4	5	1	1	5.47E+07	3.59E+07	6.31E+07	9124026	0	3.15E+07	4579737.5	5.35E+07	0	7.41E+07	4.08E+07	2954530.8	9232031	7555534.5	3.68E+07	0	3789712.2	1.13E+07	9292564	3919920.5	1.54E+07	1.40E+07	9171158	6345594	0	0	2.61E+07	0	0	1.26E+07	0	1.72E+07	0	1.30E+07	1.36E+07	0	1.17E+07	0	0	0	0	1.12E+07	1.11E+07	0	2.17E+07	1.24E+07	0	0	
sp|Q9H1A3|METL9_HUMAN	Q9H1A3	METL9_HUMAN	METTL9	318	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-L-histidine N-pros-methyltransferase	0.9998	0.999	2	7	7	7	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	9409608	0	0	0	0	9077268	0	0	0	7389161.5	0	7570772	0	0	4261756	6630134	0	3955427.5	0	0	0	8618639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H1A4|APC1_HUMAN	Q9H1A4	APC1_HUMAN	ANAPC1	1944	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 1	1	0.999	7	35	35	35	2	2	0	1	1	2	1	1	1	1	0	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	0	1	1	2	1	1	1	1	0	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	0	1	1	2	1	1	1	1	0	2	2	2	2	1	2	2	2	1	2	1	2	2	7741303	6.72E+07	0	0	0	2112036.8	2383196.5	0	811861.8	1701861.8	0	1139378.5	5204685.5	1.41E+07	0	0	0	4558056.5	4711457.5	2075655.4	2253358.5	0	0	7607245	0	9243232	0	0	0	0	0	0	0	0	0	0	5799690	1.02E+07	0	0	0	4663117.5	4954630.5	0	0	0	0	7056252	
sp|Q9H1B5|XYLT2_HUMAN	Q9H1B5	XYLT2_HUMAN	XYLT2	865	Homo sapiens OX=9606	1:Experimental evidence at protein level	Xylosyltransferase 2	0.9612	0.999	1	6	6	6	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3721412.8	0	1.02E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H1B7|I2BPL_HUMAN	Q9H1B7	I2BPL_HUMAN	IRF2BPL	796	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable E3 ubiquitin-protein ligase IRF2BPL	1	0.999	17	184	181	184	5	5	4	5	5	5	9	6	5	5	5	3	11	6	5	11	14	11	12	10	15	10	8	9	5	5	4	5	5	5	9	6	5	5	5	3	11	6	5	11	13	11	12	10	13	10	8	9	5	5	4	5	5	5	9	6	5	5	5	3	11	6	5	11	14	11	12	10	15	10	8	9	4.76E+07	4.31E+07	3.98E+07	8.30E+07	6.74E+07	7.84E+07	6.39E+07	7.36E+07	5.11E+07	5.48E+07	4.78E+07	4.12E+07	2.15E+08	1.71E+08	1.78E+08	1.85E+08	1.85E+08	2.26E+08	2.90E+08	3.00E+08	2.55E+08	2.41E+08	2.01E+08	1.37E+08	2.23E+07	2.34E+07	2.25E+07	2.66E+07	2.37E+07	2.39E+07	1.73E+07	2.55E+07	1.81E+07	1.94E+07	2.22E+07	1.74E+07	5.24E+07	6.52E+07	5.55E+07	4.98E+07	5.12E+07	5.82E+07	5.57E+07	6.92E+07	5.82E+07	5.70E+07	5.27E+07	4.98E+07	
sp|Q9H1C4|UN93B_HUMAN	Q9H1C4	UN93B_HUMAN	UNC93B1	597	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein unc-93 homolog B1	0.9613	0.999	1	7	7	7	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1996857.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H1C7|CYTM1_HUMAN	Q9H1C7	CYTM1_HUMAN	CYSTM1	97	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine-rich and transmembrane domain-containing protein 1	0.9305	0.9981	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H1D9|RPC6_HUMAN	Q9H1D9	RPC6_HUMAN	POLR3F	316	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC6	0.9613	0.999	1	10	10	10	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	3233563.2	3969667.2	0	0	0	0	0	0	0	0	0	0	3795598.5	4454077	0	0	2287161.5	2687366.5	3331905.5	3571604.5	3034077.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9H1E3|NUCKS_HUMAN	Q9H1E3	NUCKS_HUMAN	NUCKS1	243	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1	0.999	11	189	189	189	7	4	3	6	6	10	4	5	7	8	7	9	5	11	8	9	11	12	8	13	8	12	8	8	7	4	3	6	6	10	4	5	7	8	7	9	5	11	8	9	11	12	8	13	8	12	8	8	7	4	3	6	6	10	4	5	7	8	7	9	5	11	8	9	11	12	8	13	8	12	8	8	2.29E+08	6.21E+07	5.17E+07	4.61E+08	4.86E+08	4.35E+08	3.41E+08	4.26E+08	4.93E+08	4.84E+08	4.10E+08	5.54E+08	5.59E+08	4.81E+08	1.61E+08	6.02E+08	5.44E+08	4.80E+08	8.03E+08	7.23E+08	6.09E+08	4.69E+08	5.39E+08	4.72E+08	1.79E+08	1.84E+08	2.67E+08	2.72E+08	3.33E+08	2.39E+08	2.61E+08	2.30E+08	2.51E+08	2.31E+08	2.47E+08	3.18E+08	2.89E+08	2.79E+08	2.64E+08	2.47E+08	2.74E+08	2.40E+08	3.68E+08	3.08E+08	3.01E+08	2.14E+08	2.72E+08	2.20E+08	
sp|Q9H1E5|TMX4_HUMAN	Q9H1E5	TMX4_HUMAN	TMX4	349	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin-related transmembrane protein 4	1	0.999	3	52	52	52	2	2	2	2	3	1	2	3	2	1	2	3	2	3	1	2	1	2	2	2	3	3	3	3	2	2	2	2	3	1	2	3	2	1	2	3	2	3	1	2	1	2	2	2	3	3	3	3	2	2	2	2	3	1	2	3	2	1	2	3	2	3	1	2	1	2	2	2	3	3	3	3	5.89E+07	5.39E+07	5.55E+07	6.02E+07	6.84E+07	5.35E+07	9.01E+07	5.89E+07	7.16E+07	5.89E+07	5.93E+07	5.42E+07	9.24E+07	5.89E+07	1.95E+07	7.41E+07	4.23E+07	7.10E+07	7.88E+07	6.80E+07	6.86E+07	8.00E+07	6.83E+07	8.93E+07	3.25E+07	3.09E+07	3.30E+07	3.67E+07	4.16E+07	0	5.01E+07	3.04E+07	4.35E+07	3.32E+07	3.60E+07	3.30E+07	5.32E+07	3.59E+07	0	4.50E+07	0	4.25E+07	4.77E+07	4.06E+07	3.62E+07	4.60E+07	3.98E+07	4.73E+07	
