Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_1 Spectral Count	female_2 Spectral Count	female_3 Spectral Count	male_1 Spectral Count	male_2 Spectral Count	male_3 Spectral Count	female_1 Unique Spectral Count	female_2 Unique Spectral Count	female_3 Unique Spectral Count	male_1 Unique Spectral Count	male_2 Unique Spectral Count	male_3 Unique Spectral Count	female_1 Total Spectral Count	female_2 Total Spectral Count	female_3 Total Spectral Count	male_1 Total Spectral Count	male_2 Total Spectral Count	male_3 Total Spectral Count	female_1 Intensity	female_2 Intensity	female_3 Intensity	male_1 Intensity	male_2 Intensity	male_3 Intensity	female_1 MaxLFQ Intensity	female_2 MaxLFQ Intensity	female_3 MaxLFQ Intensity	male_1 MaxLFQ Intensity	male_2 MaxLFQ Intensity	male_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q92900|RENT1_HUMAN	Q92900	RENT1_HUMAN	UPF1	1129	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulator of nonsense transcripts 1	1.0	0.999	29	123	122	123	21	16	23	19	21	23	21	16	22	19	21	23	21	16	23	19	21	23	4.76676992E8	3.11127648E8	4.28842464E8	4.32156832E8	4.42598688E8	6.517191E8	7.540052E7	6.8203552E7	6.423294E7	6.8157088E7	6.8760656E7	7.3214736E7	
sp|Q92905|CSN5_HUMAN	Q92905	CSN5_HUMAN	COPS5	334	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 5	1.0	0.999	11	36	36	36	8	6	7	4	5	6	8	6	7	4	5	6	8	6	7	4	5	6	9.4737504E8	8.0894872E7	8.9741432E7	1.24426576E8	8.312972E7	9.0768262E8	1.20307992E8	1.19025616E8	1.0062384E8	1.35737536E8	1.1225092E8	1.01694576E8	
sp|Q92917|GPKOW_HUMAN	Q92917	GPKOW_HUMAN	GPKOW	476	Homo sapiens OX=9606	1:Experimental evidence at protein level	G-patch domain and KOW motifs-containing protein	0.9732	0.9989	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92930|RAB8B_HUMAN	Q92930	RAB8B_HUMAN	RAB8B	207	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-8B	1.0	0.999	10	18	18	71	2	2	4	3	3	4	2	2	4	3	3	4	11	12	13	12	13	10	8058264.5	5.66806E7	8.3362368E7	8.8848816E7	9.984644E7	1.1062496E8	0.0	4.78655E7	4.9385472E7	5.6144184E7	6.6153832E7	6.079806E7	
sp|Q92934|BAD_HUMAN	Q92934	BAD_HUMAN	BAD	168	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bcl2-associated agonist of cell death	1.0	0.999	6	36	36	36	6	5	7	6	6	6	6	5	7	6	6	6	6	5	7	6	6	6	7.5769472E7	8.65058E7	9.406988E7	9.5710112E7	1.03789992E8	6.9037984E7	3.3169458E7	3.4874236E7	3.2124532E7	3.6454084E7	3.886866E7	3.7330568E7	
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens OX=9606	1:Experimental evidence at protein level	Far upstream element-binding protein 2	1.0	0.999	35	180	148	180	31	34	31	31	27	26	25	29	26	26	23	19	31	34	31	31	27	26	1.28422464E9	1.25921933E9	1.35820851E9	1.36622157E9	1.23427866E9	1.05623245E9	1.5773248E8	1.64284784E8	1.74207696E8	1.80109248E8	1.58014432E8	1.3522888E8	
sp|Q92947|GCDH_HUMAN	Q92947	GCDH_HUMAN	GCDH	438	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutaryl-CoA dehydrogenase, mitochondrial	1.0	0.999	4	17	17	17	3	2	4	3	1	4	3	2	4	3	1	4	3	2	4	3	1	4	6.2366208E7	7.4072864E7	6.4505904E7	4.7889336E7	4.7222256E7	5.0177292E7	4.4364924E7	4.2096624E7	3.6841608E7	3.6518472E7	3.534958E7	3.2601696E7	
sp|Q92968|PEX13_HUMAN	Q92968	PEX13_HUMAN	PEX13	403	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal membrane protein PEX13	0.9748	0.999	1	4	4	4	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92973|TNPO1_HUMAN	Q92973	TNPO1_HUMAN	TNPO1	898	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transportin-1	1.0	0.999	22	107	84	107	19	17	16	20	19	16	15	14	11	18	13	13	19	17	16	20	19	16	6.0959923E8	6.1524384E8	7.0352256E8	6.3742304E8	8.0121306E8	7.6400269E8	1.0491084E8	1.07057232E8	1.02164656E8	1.01578392E8	1.09473488E8	1.29996424E8	
sp|Q92974|ARHG2_HUMAN	Q92974	ARHG2_HUMAN	ARHGEF2	986	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 2	1.0	0.999	14	43	43	43	7	8	9	4	5	10	7	8	9	4	5	10	7	8	9	4	5	10	8.487612E7	8.3141496E7	7.470296E7	3.7358992E7	9.2014944E7	9.2575784E7	2.1084276E7	1.908637E7	2.3662036E7	1.688536E7	1.7869274E7	2.0381908E7	
sp|Q92979|NEP1_HUMAN	Q92979	NEP1_HUMAN	EMG1	244	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA small subunit methyltransferase NEP1	1.0	0.999	3	8	8	8	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	3	1	1	2.1713402E7	0.0	0.0	1.9247028E7	0.0	2.7198626E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92982|NINJ1_HUMAN	Q92982	NINJ1_HUMAN	NINJ1	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ninjurin-1	0.9748	0.999	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	7.658684E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92990|GLMN_HUMAN	Q92990	GLMN_HUMAN	GLMN	594	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glomulin	0.9751	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92997|DVL3_HUMAN	Q92997	DVL3_HUMAN	DVL3	716	Homo sapiens OX=9606	1:Experimental evidence at protein level	Segment polarity protein dishevelled homolog DVL-3	1.0	0.999	4	3	3	4	0	1	1	0	0	1	0	1	1	0	0	1	0	2	1	0	0	1	0.0	4182076.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q93008|USP9X_HUMAN	Q93008	USP9X_HUMAN	USP9X	2554	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	1.0	0.999	39	127	74	127	22	19	16	23	23	24	12	10	9	13	15	15	22	19	16	23	23	24	4.15321408E8	2.24970448E8	3.64322048E8	4.29684064E8	2.43281104E8	3.49970688E8	6.1433192E7	5.9290652E7	6.3675756E7	6.940732E7	5.979036E7	5.87443E7	
sp|Q93009|UBP7_HUMAN	Q93009	UBP7_HUMAN	USP7	1102	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 7	1.0	0.999	12	38	38	38	6	7	4	6	8	7	6	7	4	6	8	7	6	7	4	6	8	7	5.2326424E7	4.3526608E7	5.1085484E7	2.8806322E7	2.8614322E7	5.147408E7	1.6495912E7	1.4476354E7	1.3173929E7	1.2603536E7	1.2820691E7	1.3674128E7	
sp|Q93034|CUL5_HUMAN	Q93034	CUL5_HUMAN	CUL5	780	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cullin-5	1.0	0.999	10	32	32	32	6	7	4	5	4	6	6	7	4	5	4	6	6	7	4	5	4	6	5.2431048E7	7.2248256E7	5.1554188E7	4.9123728E7	4.923158E7	4.7719392E7	1.7861206E7	1.8931128E7	2.1039794E7	1.6706661E7	1.687087E7	1.9759548E7	
sp|Q93050|VPP1_HUMAN	Q93050	VPP1_HUMAN	ATP6V0A1	837	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a 1	1.0	0.999	24	145	130	145	22	22	25	32	18	26	20	19	23	28	16	24	22	22	25	32	18	26	1.76712294E9	1.63046912E9	1.58519872E9	2.02378202E9	1.86091123E9	2.27851136E9	2.19710896E8	1.963404E8	2.03199472E8	2.2923408E8	2.38032896E8	2.3085528E8	
sp|Q93052|LPP_HUMAN	Q93052	LPP_HUMAN	LPP	612	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lipoma-preferred partner	1.0	0.999	19	103	103	103	16	18	15	19	18	17	16	18	15	19	18	17	16	18	15	19	18	17	6.3661728E8	7.1827398E8	6.7139008E8	8.9051187E8	8.763056E8	7.5173786E8	1.09071448E8	1.17763104E8	1.10617888E8	1.51312112E8	1.40438768E8	1.27748488E8	
sp|Q93062|RBPMS_HUMAN	Q93062	RBPMS_HUMAN	RBPMS	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein with multiple splicing	1.0	0.999	6	28	25	28	4	4	4	6	6	4	4	4	3	5	5	4	4	4	4	6	6	4	5.0963384E7	5.3623224E7	1.05885392E8	8.90448E7	5.2054712E7	5.2957508E7	2.5482472E7	3.3602304E7	2.884532E7	2.6826284E7	2.0156218E7	2.0934216E7	
sp|Q93063|EXT2_HUMAN	Q93063	EXT2_HUMAN	EXT2	718	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exostosin-2	1.0	0.999	4	6	6	6	1	0	2	1	1	1	1	0	2	1	1	1	1	0	2	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q93088|BHMT1_HUMAN	Q93088	BHMT1_HUMAN	BHMT	406	Homo sapiens OX=9606	1:Experimental evidence at protein level	Betaine--homocysteine S-methyltransferase 1	1.0	0.999	4	8	6	8	3	2	0	1	1	1	2	1	0	1	1	1	3	2	0	1	1	1	6.9364762E8	1.959654E7	0.0	0.0	7.6911014E8	5.320168E8	1.13148624E8	6.0826572E7	0.0	0.0	0.0	0.0	
sp|Q93096|TP4A1_HUMAN	Q93096	TP4A1_HUMAN	PTP4A1	173	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein tyrosine phosphatase type IVA 1	0.9995	0.999	4	1	1	9	0	1	0	0	0	0	0	1	0	0	0	0	1	3	1	1	1	2	0.0	2.4824164E7	0.0	0.0	2.9759154E7	3.7951472E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q93099|HGD_HUMAN	Q93099	HGD_HUMAN	HGD	445	Homo sapiens OX=9606	1:Experimental evidence at protein level	Homogentisate 1,2-dioxygenase	0.975	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969E2|SCAM4_HUMAN	Q969E2	SCAM4_HUMAN	SCAMP4	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 4	0.9871	0.999	2	14	14	14	3	3	2	2	2	2	3	3	2	2	2	2	3	3	2	2	2	2	1.39908656E8	1.5912968E8	1.37307952E8	1.24842E8	1.451504E8	1.19189152E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969E4|TCAL3_HUMAN	Q969E4	TCAL3_HUMAN	TCEAL3	200	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor A protein-like 3	1.0	0.999	7	33	12	33	6	5	5	5	6	6	2	1	2	2	2	3	6	5	5	5	6	6	1.30095088E8	1.24240592E8	9.9161632E7	1.50609664E8	1.55762784E8	8.3446128E7	3.7093008E7	4.6581052E7	4.5343136E7	5.6261892E7	5.4974252E7	3.8071148E7	
sp|Q969F9|HPS3_HUMAN	Q969F9	HPS3_HUMAN	HPS3	1004	Homo sapiens OX=9606	1:Experimental evidence at protein level	BLOC-2 complex member HPS3	0.9682	0.9987	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	4171830.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969G3|SMCE1_HUMAN	Q969G3	SMCE1_HUMAN	SMARCE1	411	Homo sapiens OX=9606	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	1.0	0.999	3	10	10	10	3	1	2	2	2	0	3	1	2	2	2	0	3	1	2	2	2	0	1.1620565E7	1.3013842E7	2.5033564E7	1.3330911E7	1.0496615E7	0.0	0.0	7258653.5	1.3697698E7	0.0	0.0	0.0	
sp|Q969G5|CAVN3_HUMAN	Q969G5	CAVN3_HUMAN	CAVIN3	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caveolae-associated protein 3	1.0	0.999	10	49	49	49	9	9	9	7	9	6	9	9	9	7	9	6	9	9	9	7	9	6	7.3499053E8	8.8167456E8	8.6233075E8	6.4689645E8	6.3481222E8	4.40900704E8	1.47582144E8	1.59738688E8	1.55908016E8	1.38855376E8	1.35386976E8	1.06864104E8	
sp|Q969H8|MYDGF_HUMAN	Q969H8	MYDGF_HUMAN	MYDGF	173	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myeloid-derived growth factor	1.0	0.999	6	43	43	43	7	7	7	9	6	7	7	7	7	9	6	7	7	7	7	9	6	7	2.0243552E9	2.22792576E9	2.30551962E9	2.70597632E9	2.305248E9	2.04664256E9	9.8928538E8	1.0891849E9	1.04581395E9	9.6869894E8	9.9001568E8	8.7182778E8	
sp|Q969J3|BORC5_HUMAN	Q969J3	BORC5_HUMAN	BORCS5	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	BLOC-1-related complex subunit 5	1.0	0.999	6	19	19	19	4	3	4	4	2	2	4	3	4	4	2	2	4	3	4	4	2	2	4.568E7	4.9839432E7	5.6578816E7	4.9573312E7	3.0804262E7	2.3310942E7	1.916801E7	1.7957552E7	2.234866E7	1.9367062E7	1.7716442E7	1.3414891E7	
sp|Q969M1|TM40L_HUMAN	Q969M1	TM40L_HUMAN	TOMM40L	308	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM40B	0.8776	0.9945	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	6022207.5	6447200.5	5367670.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969M3|YIPF5_HUMAN	Q969M3	YIPF5_HUMAN	YIPF5	257	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein YIPF5	1.0	0.999	2	10	10	10	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	1.19628856E8	1.04879384E8	1.17417448E8	9.8758784E7	1.15269584E8	1.09338328E8	0.0	0.0	1.01721944E8	0.0	9.9185152E7	9.8535608E7	
sp|Q969M7|UBE2F_HUMAN	Q969M7	UBE2F_HUMAN	UBE2F	185	Homo sapiens OX=9606	1:Experimental evidence at protein level	NEDD8-conjugating enzyme UBE2F	0.968	0.9987	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	3987545.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969N2|PIGT_HUMAN	Q969N2	PIGT_HUMAN	PIGT	578	Homo sapiens OX=9606	1:Experimental evidence at protein level	GPI transamidase component PIG-T	1.0	0.999	10	33	33	33	7	2	4	5	7	8	7	2	4	5	7	8	7	2	4	5	7	8	1.23718856E8	6.048992E7	7.0922352E7	8.0513704E7	1.81880704E8	1.78057696E8	4.778218E7	3.3849736E7	3.41272E7	4.3066028E7	5.6835104E7	5.9492736E7	
sp|Q969P0|IGSF8_HUMAN	Q969P0	IGSF8_HUMAN	IGSF8	613	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin superfamily member 8	0.9999	0.999	2	3	3	3	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0.0	0.0	7166816.0	0.0	1.2441009E7	1.0572098E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36a-like	1.0	0.999	7	20	20	33	3	2	4	3	4	4	3	2	4	3	4	4	5	5	5	5	6	7	1.53688016E8	2.9411172E7	2.3940812E7	3.2596392E7	2.6690666E7	2.4806434E7	5.6979624E7	5.5095232E7	0.0	0.0	0.0	0.0	
sp|Q969Q5|RAB24_HUMAN	Q969Q5	RAB24_HUMAN	RAB24	203	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-24	1.0	0.9989	4	9	9	9	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1.7637394E7	1.9583902E7	5141528.0	1.7605348E7	2.2247748E7	1.7415076E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969S3|ZN622_HUMAN	Q969S3	ZN622_HUMAN	ZNF622	477	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic 60S subunit biogenesis factor ZNF622	1.0	0.999	3	9	9	9	2	0	0	3	2	2	2	0	0	3	2	2	2	0	0	3	2	2	6958525.0	0.0	0.0	3993540.2	5736373.5	1.0366013E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969S9|RRF2M_HUMAN	Q969S9	RRF2M_HUMAN	GFM2	779	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome-releasing factor 2, mitochondrial	1.0	0.999	12	45	45	45	8	7	9	8	6	7	8	7	9	8	6	7	8	7	9	8	6	7	2.4569056E8	1.74830304E8	1.59615328E8	1.31793312E8	1.91656496E8	1.73527312E8	4.3538312E7	4.5446004E7	4.2408892E7	3.444396E7	4.2562316E7	4.3803704E7	
sp|Q969T9|WBP2_HUMAN	Q969T9	WBP2_HUMAN	WBP2	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	WW domain-binding protein 2	1.0	0.999	8	40	40	40	8	5	6	6	8	7	8	5	6	6	8	7	8	5	6	6	8	7	7.7434024E7	7.3872112E7	6.6275408E7	1.06578992E8	1.15192216E8	7.5273104E7	2.4236784E7	2.458184E7	2.3131876E7	3.6190372E7	3.40472E7	2.3683772E7	
sp|Q969U7|PSMG2_HUMAN	Q969U7	PSMG2_HUMAN	PSMG2	264	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome assembly chaperone 2	0.9309	0.9971	1	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	1452984.9	0.0	0.0	0.0	1463627.1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969V3|NCLN_HUMAN	Q969V3	NCLN_HUMAN	NCLN	563	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nicalin	1.0	0.999	18	75	75	75	12	13	10	12	14	14	12	13	10	12	14	14	12	13	10	12	14	14	5.5568147E8	3.00001152E8	3.18021216E8	4.07650368E8	4.05837696E8	5.5768006E8	8.3422088E7	6.6280328E7	7.0693792E7	8.3910056E7	8.7520936E7	1.002502E8	
sp|Q969X1|LFG3_HUMAN	Q969X1	LFG3_HUMAN	TMBIM1	311	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein lifeguard 3	1.0	0.999	2	14	14	14	2	2	5	2	1	2	2	2	5	2	1	2	2	2	5	2	1	2	1.10785552E8	8.4296944E7	8.368888E7	5.7178616E7	5.1259404E7	5.6868712E7	8.1926608E7	6.8381456E7	0.0	0.0	0.0	0.0	
sp|Q969X5|ERGI1_HUMAN	Q969X5	ERGI1_HUMAN	ERGIC1	290	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum-Golgi intermediate compartment protein 1	1.0	0.999	10	41	41	41	6	5	9	7	6	8	6	5	9	7	6	8	6	5	9	7	6	8	7.6789587E8	5.5327386E8	8.1628019E8	7.6591277E8	8.3339296E8	8.5586208E8	1.9460856E8	1.8055312E8	1.81441664E8	1.9586976E8	1.83945328E8	1.82547104E8	
sp|Q969X6|UTP4_HUMAN	Q969X6	UTP4_HUMAN	UTP4	686	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 4 homolog	0.8665	0.994	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	4586350.5	2249474.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens OX=9606	1:Experimental evidence at protein level	FAST kinase domain-containing protein 4	1.0	0.999	11	39	39	39	8	8	8	4	4	7	8	8	8	4	4	7	8	8	8	4	4	7	1.23526464E8	9.9774832E7	8.8097856E7	7.3312824E7	6.2656152E7	8.3219008E7	3.7567404E7	3.3055522E7	3.6852548E7	3.3837688E7	3.096625E7	3.6191832E7	
sp|Q969Z3|MARC2_HUMAN	Q969Z3	MARC2_HUMAN	MTARC2	335	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial amidoxime reducing component 2	1.0	0.9988	3	5	5	5	2	1	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	1	1.0199342E7	0.0	5858531.0	0.0	0.0	6942027.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A00|PP14A_HUMAN	Q96A00	PP14A_HUMAN	PPP1R14A	147	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 14A	0.9781	0.9988	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	8852628.0	0.0	9026850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A23|CPNE4_HUMAN	Q96A23	CPNE4_HUMAN	CPNE4	557	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copine-4	1.0	0.999	3	4	4	9	0	0	0	1	2	1	0	0	0	1	2	1	0	1	1	2	3	2	0.0	0.0	0.0	3742051.8	4471301.0	4138939.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A26|F162A_HUMAN	Q96A26	F162A_HUMAN	FAM162A	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM162A	1.0	0.999	10	45	45	45	9	6	6	11	8	5	9	6	6	11	8	5	9	6	6	11	8	5	7.7269427E8	5.8860378E8	8.2839347E8	5.3884672E8	6.6272218E8	4.737656E8	2.45397024E8	2.30194384E8	2.43644752E8	1.5214168E8	1.94336912E8	1.89516096E8	
sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	Homo sapiens OX=9606	1:Experimental evidence at protein level	PAT complex subunit CCDC47	1.0	0.999	17	85	85	85	17	17	12	12	15	12	17	17	12	12	15	12	17	17	12	12	15	12	8.9504998E8	8.8059386E8	8.6028704E8	7.2961062E8	8.2750067E8	6.6845568E8	1.81637504E8	1.75147088E8	1.78237056E8	1.53941824E8	1.68651792E8	1.6032344E8	
sp|Q96A35|RM24_HUMAN	Q96A35	RM24_HUMAN	MRPL24	216	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L24, mitochondrial	1.0	0.999	13	42	42	42	6	8	5	5	8	10	6	8	5	5	8	10	6	8	5	5	8	10	1.93503104E8	1.53618176E8	1.131768E8	1.18768288E8	1.28416232E8	2.01072064E8	5.621864E7	4.6114028E7	4.4396828E7	5.0788336E7	6.9594416E7	6.1864688E7	
sp|Q96A49|SYAP1_HUMAN	Q96A49	SYAP1_HUMAN	SYAP1	352	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synapse-associated protein 1	1.0	0.999	10	43	43	43	5	6	8	8	9	7	5	6	8	8	9	7	5	6	8	8	9	7	1.43283472E8	1.8565208E8	1.86502976E8	2.63488544E8	2.30576544E8	2.1272336E8	4.3874776E7	4.9074384E7	4.502052E7	5.9957904E7	5.7039288E7	4.5124388E7	
sp|Q96A57|TM230_HUMAN	Q96A57	TM230_HUMAN	TMEM230	120	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 230	1.0	0.999	2	6	6	6	0	2	1	0	1	2	0	2	1	0	1	2	0	2	1	0	1	2	0.0	3.734426E7	3.4978444E7	0.0	0.0	3.4622712E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A65|EXOC4_HUMAN	Q96A65	EXOC4_HUMAN	EXOC4	974	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 4	1.0	0.999	17	55	55	55	9	7	9	7	12	11	9	7	9	7	12	11	9	7	9	7	12	11	1.1017676E8	5.518048E7	1.00265184E8	1.17490496E8	1.0344504E8	1.35622256E8	2.11015E7	1.9366342E7	1.983916E7	2.2441218E7	2.0368116E7	2.334664E7	
sp|Q96A73|P33MX_HUMAN	Q96A73	P33MX_HUMAN	KIAA1191	305	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative monooxygenase p33MONOX	0.8708	0.9942	1	2	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AA3|RFT1_HUMAN	Q96AA3	RFT1_HUMAN	RFT1	541	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RFT1 homolog	1.0	0.9989	5	18	18	18	2	3	2	3	4	4	2	3	2	3	4	4	2	3	2	3	4	4	9203325.0	6075225.5	6716723.5	4.3302448E7	2.5643456E7	4.1233376E7	0.0	0.0	0.0	1.8450768E7	1.8832106E7	1.928116E7	
sp|Q96AB3|ISOC2_HUMAN	Q96AB3	ISOC2_HUMAN	ISOC2	205	Homo sapiens OX=9606	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 2	1.0	0.999	7	45	45	45	6	9	7	6	10	7	6	9	7	6	10	7	6	9	7	6	10	7	6.708176E8	7.8232595E8	7.6175526E8	5.34045408E8	6.1235123E8	7.1587693E8	2.66159968E8	2.69761472E8	2.90816128E8	2.20969168E8	2.23014208E8	2.53551744E8	
sp|Q96AB6|NTAN1_HUMAN	Q96AB6	NTAN1_HUMAN	NTAN1	310	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein N-terminal asparagine amidohydrolase	0.8815	0.9947	1	3	3	3	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fermitin family homolog 2	1.0	0.999	26	128	122	128	20	22	18	22	20	26	19	21	17	21	19	25	20	22	18	22	20	26	1.3562839E9	1.17860672E9	1.38482816E9	1.36909555E9	1.49440128E9	1.67477786E9	2.959968E8	3.09182464E8	3.11039616E8	2.87594528E8	3.16224192E8	3.43477952E8	
