Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-2-2023_Slot1-13_2475.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2477.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2478.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2479.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2480.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2481.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2482.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2483.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2484.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2485.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2486.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-4-2023_Slot1-14_2487.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2456.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2457.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2488.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2489.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2491.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2492.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2493.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-10_2462.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2463.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2464.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2465.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2466.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2467.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-2-2023_Slot1-11_2468.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2469.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2470.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2471.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2472.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2473.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2474.d
Q9H078	Q9H078;A0A2U3TZY2	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	13075.8	11829.2	14969.9		12819	11510.1	12074.6	11969.2	11680	13069.6	12721	12897.9	13435.9		12391.4	12537.7	12159.5	12638	12511.4		18881	20305.6	17357.5	13235.4	11973.7	16271	13651.5	13750.5	15810.5	10846.5	13703.9	15952.5
Q9H081	Q9H081	MIS12_HUMAN	MIS12	Protein MIS12 homolog		4156.7	3896.81		3324.66	3410.49	3437.83	3254.07	3699.63	3385.81	3550.07	3381.33	3576.94		3074.35	3623.63	3447.59	3641.8	3275.87										9401.54	7296.22		
Q9H082	Q9H082;A0A494C0Z3	RB33B_HUMAN	RAB33B	Ras-related protein Rab-33B	2640.57	1178.5			3624.15	2191.47	3056.45	2695.62	2724.73	2253.78	2666.8	2976.62	2659.24		2331.5	2580.09	2196.25	2445.17	2266.8										2398.28		2503.91	2674.14
Q9H089	Q9H089;H7C2X7	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	2112.18		4488.87			2033.2	1781.05	2099.82	2034.46	2204.37	2137.05	2008.09	2190.74		2175.03	2207.46	2142.15	2124.6	2152.68		3344								2701.51			2285.22
Q9H098	Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	11197.4	10429.5	12952.6		9640.4	9777.36	12830.3	13213.3	13825.3	13756.6	13413.2	13720.6	15166.5		14915.8	15660.6	15428.8	14544.6	15713.1		13464.2		16514.8		9749.37	13598.9	11141.1	10861.7	14370.1	13998.4	9802.36	11722.8
Q9H0A0	Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	13624.1	13858.5	14450.8		14438.5	15278.3	14017.7	14171.9	14678.8	14107.5	14641.9	14512	13947.6		14023.1	13985.7	13861.5	13918.7	14358		14821.9	16336.9	17878.6	20245.3	16173.8	17105.4	15447.9	13225.6	14999.8	14378.1	14867.7	15854.5
Q9H0A8	Q9H0A8;H3BM91;H3BQF2;H3BRX0;H3BTV9	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	18051.7	15509.5	20006.3		14360.8	19504.2	15298	16945.8	20092.3	17583.6	17472.7	16026.9	10943.8		16535.2	14486.5	15374	15615.1	16124.5		28773			20006.2		15575.6	18935.7	20978.3	20011.7	15340.2	14175.3	19777.6
Q9H0B6	Q9H0B6;A8MZ87	KLC2_HUMAN	KLC2	Kinesin light chain 2	7945.01	6435.7	8181.6		9593.96	7766.83	7946.1	7432.22	7607.66	7569.74	7390.65	7330.12	7620.97		7822.76	8087.47	8086.01	8181.25	8167.63				8450.19	12926.4	9771.07	10400.3	6735.95	9117.5	8741.2	7959.7	7943.73	7087.13
Q9H0C8	Q9H0C8;F8SNU7	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	10356.5	10447.6	9280.16		8677.34	10619.7	7812.5	7717.02	8459.93	7569.88	8208.43	8120.46	7410.18		7495	7115.23	8089.89	7811.6	7553.06		13609.1				5715.13	8872.08	10657.5	9966.85	8429	7987.82	10197.7	10624
Q9H0D6	Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	8587.44	6694.56	8169.52		7983.92	6447.62	7767.6	8260.07	8372.13	8223.25	8617.42	8777.12	8363.76		8957.71	9229.56	8715.39	8825.53	8831.91				8945.45	8308.37	5791.98	4954.92	3729.63	9502.64	5374.99	6925.66	7708.84	7135.6
Q9H0E2	Q9H0E2;E7EN89	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	5379.98	5151.34			6049.71	3514.7	3459.7	2696.16	3174.19	3777.66	3258.82	4054.55	3675.28		5514.84	4775.04	3259.36	4373.47	3499.69				8752.92			6771.42						5743.89
Q9H0E3	Q9H0E3;A0A2R8YDB8;H7BXF5	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	2325.13	3224.39			4299.75	4705.29	2854.81	3010.93	3202.81	3217.12	2948.31	3241.97	3204.24		3310.83	3207.91	3380.09	3292.58	3107.01													6958.17
Q9H0E9	Q9H0E9;B5MCW3;H7C127;H7C128;H7C179;H0YAH7	BRD8_HUMAN	BRD8	Bromodomain-containing protein 8	4063.24	3551.46	3905.35		3053.08	2753.1	3314.81	3292.44	3150.46	3487.99	3273.49	3140.04	3496.06		2746.98	2764.61	2914.46	2770.58	2837.81		6595.65				7958.82	9826.2	1781.17		3869.16	3252.94	3642.89	
Q9H0F6	Q9H0F6;H0YCU2	SHRPN_HUMAN	SHARPIN	Sharpin								492.055		293.667	304.506	325.967	184.599		234.427	311.208	452.788	343.191	262.141													
Q9H0F7	Q9H0F7;A0A0J9YXT0;H7C5H6	ARL6_HUMAN	ARL6	ADP-ribosylation factor-like protein 6						949.835			810.958		541.109		550.731		589.148	485.266	791.017	746.699	592.811													
Q9H0G5	Q9H0G5;A0A024QZ33	NSRP1_HUMAN	NSRP1	Nuclear speckle splicing regulatory protein 1	3800.71	3242.39	4295.27		3868.42	3717.1	3004.45	3246.72	2898.22	2993.98	2586.97	3469.25	3132.81		3132.66	2990.51	3148.19	2893.9	3230.55					5668.71		2363.66	2989.66		5879.98	4918.75	5137.31	5758.13
Q9H0H0	Q9H0H0;J3KMZ7	INT2_HUMAN	INTS2	Integrator complex subunit 2	5047.04		2942.68		3177.61		2035.11	2390.34	1960.06	1496.96	2146.13	2306.3	1520.24		2377.7	1988.8	1980.08	1895.99	1804.73			4203.77						4259.6				
Q9H0H5	Q9H0H5;F8VRL2	RGAP1_HUMAN	RACGAP1	Rac GTPase-activating protein 1	6217.82	5840.01	4226.26		8580.32	4518.85	5351.35	5589.72	5682.91	5567.47	6382.9	6004.36	5784.95		5408.84	5852.06	5806.25	5961.36	5498.17			10188		6159.67		10632.8		6632.21	4976.53	7031.98	6692.72	6956.64
Q9H0I2	Q9H0I2	ENKD1_HUMAN	ENKD1	Enkurin domain-containing protein 1		2260.19					1629.14	2387.73	1681.75	2183.78	1843.39	1781.44	1718.64		1861.99	1312.94	1393.1	1563.7	1638.32										2805.99			
Q9H0J9	Q9H0J9;G5E9U7	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12					3497.12		1924.29	1732.11	2272.8	1486.53	1322.35	1332.02	1651.65		1544.36	1502.97	1600.25	1135.55	1138.95			3642.85				3888.89						
Q9H0L4	Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	5649.52		7390.87				6490.89	5733.57	6630.55	6665.56	6945.54	6185.01	7391.71		6811.82	6396.43	7156.86	7369.29	6512.33													
Q9H0P0	Q9H0P0;X6RM59;B9A032;C9K082	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	3366.13	5772.14	5047.64		5155.37	5329.39	4372.26	3731.7	4323.82	4644.38	5266.11	4539.47	5146.65		4336.99	4051.59	4811.33	4906.51	5031.64								8282.54	5019.99	3505.09	7219.05		4647.78
Q9H0R4	Q9H0R4;K7ER15	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2		3565.61					3360.56	3790.47	2868.18	2664.66	3194.69	2831.3	3199.55		3817.14	3291.79	3086.62	3302.7	3601.32						8373.26				6080.71			
Q9H0R5	Q9H0R5;X6R772	GBP3_HUMAN	GBP3	Guanylate-binding protein 3							1604.19	1536.01	1803.04	1832.09	1981.23	1993.44	1880.31		1674.64	1562.86	1738.26	1785.19	1803.39													
Q9H0S4	Q9H0S4;F5H1N9	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	8897.19	6357.88	7100.97		7801.06	6513.95	6885.39	6872.07	8829.1	6360.47	7300.63	6444.85	8121.67		7002.69	6917.56	7163.15	7817.88	8023.88		9843.55			4279.42	7755.52	8659.35	6677.05	7629.9	8918.13	8207.11	8326.25	7897.57
Q9H0U3	Q9H0U3;A0A087WU53;A0A8I5KUC4;A0A8I5KYH1;A0A8I5QJJ8;A0A8I5QJM4;A0A8I5QKX7;A0A8I5KY62	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	14347.8	13051.8	19226.5		15567.9	17683.5	15378.7	15381.3	15833.7	17083.6	17294.6	17203.7	15687.7		16851.6	17646.5	17498.5	16525.1	17742.7		11951.4	11718.2	6606.18	14825.1	17054.4	8441.75	19728.7	19276.9	13401.3	16892.6	17286.9	16200.1
Q9H0U6	Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	5528.5	5912.45	5809.77		7946.93	6153.11	6186.87	5656.38	6137.82	5487.72	5789.87	6801.1	5508.13		5175.86	5274.02	5864.32	5649.65	5773.13				11683.4	7278.03	10091.9		5079.43	6870.15	4303.97	6259.64	6001.48	6567.62
Q9H0U9	Q9H0U9	TSYL1_HUMAN	TSPYL1	Testis-specific Y-encoded-like protein 1	7574.47	3371.2	2747.09		4666.16	4063.5	3466.19	3058.14	3301.67	3206.56	3029.53	3017.86	3448.4		2899.44	3141.92	2954.23	2816.41	2936.65		5442.47				5298.8		6019.68		4097.46	6526.21	3798	2847.62
Q9H0V9	Q9H0V9;F8WB05;F8WEK4	LMA2L_HUMAN	LMAN2L	VIP36-like protein		2414.86	4556.07		4948.78		4831.75	3903.03	4665.88	4413.35	4373.78	3824.04	5098.62		4135.48	4479.53	4719.34	4185.53	3877.77											4344.6		7979.57
Q9H0W8	Q9H0W8	SMG9_HUMAN	SMG9	Nonsense-mediated mRNA decay factor SMG9	4608.17		4185.35				3456.08	3521.43	3599.49	3330.46	1884.35	4480.03	2995.88		3485.79	4026.85	2910.69	3485.62	3491.96													
Q9H0W9	Q9H0W9;A0A087WT99;A0A1W2PRB8;E9PPB5;E9PQS1;E9PJU8	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	3956.17		14457.4			9829.87	7491.05	5029.82	7118.69	6729.31	6749.42	6171.23	7807.28		6111.02	5722.52	5584.86	5812.23	6473.96								28020.5	8187.55	6674.06			
Q9H0X4	Q9H0X4;B4DGG1	F234A_HUMAN	FAM234A	Protein FAM234A	4238.63	2914.39	4259.14		5724.82	3208.99	3788.37	3902.96	3495.11	3546.31	3144.37	3038.17	3549		3225.62	3701.06	3483.67	3696.56	3708.37			5595.79			6529.87				4296.57	4622	4235.77	
Q9H147	Q9H147;H7C1M5	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1		3274.34	3516		2926.82	3415.09	2909.93	2830.45	2905.39	2990.81	3438.38	3256.85	3091.52		2391.82	2514.41	2477.98	2128.85	2286.69				8791.06						2596.12			2777.64
Q9H173	Q9H173;A0RZB6;D6REA1	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1	9244.92	7796.48	8612.37		10460	9440.88	9295.09	9463.45	9084.82	8126.81	8444.12	9133.41	8824.64		8065.03	7663.06	9407.09	8747.95	9883.54		23246.4	9737.25					12429.7	11643.3	11396.7	13543.9	9806.31	11762.9
Q9H1A4	Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	4051.74				2177.76	3746	4279.49	3849.93	3797.62	3708.8	3656.73	3476.92	3239.44		3681.96	3413.52	4011.91	3309.97	3732.8			16274.2		9664.75								
Q9H1B7	Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	1801.17						758.498	795.457	640.951	794.545	1067.73	755.006	638.893		579.415	754.228	793.56	961.842	831.946													
Q9H1C4	Q9H1C4	UN93B_HUMAN	UNC93B1	Protein unc-93 homolog B1		2519.31			2273.55		2015.49	1646.94	2137.6	1978.01	1536.31		1659.14			1559.33	1858.46	1541.21	1669.37													
Q9H1C7	Q9H1C7	CYTM1_HUMAN	CYSTM1	Cysteine-rich and transmembrane domain-containing protein 1	3634.03					2666.76	3279.47	2435.04	3058.42	3300.27	3061.16	3083.05	2383.12		3486.34	3704.6	3968.36	4633.28	4336			5864.53							7114.36	7155.81	5886.27	3203.27
Q9H1D9	Q9H1D9;A0A8V8TL53;A0A8V8TL66;A0A8V8TLI4;A0A8V8TMS0;A0A8V8TMT0;Q05DB8;A0A8V8TL45;A0A8V8TL69;A0A8V8TL74;A0A8V8TMI8	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	3514.15	1761.25	2830.57		3209.38	3157.34	2251.49	2439.56	1990.93	2328.65		2350.86	2698.73		2571.45	1962.86	2717.74	2237.4	2177.1											5246.53		
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	99705	95595.6	94267.3		74215.9	103076	80555.5	85016.6	86671.5	83952.1	81294.2	93762.1	75189.5		89390.9	86282.9	91498.9	90110.8	99270.7			79266	81129.4	100722	71031.2	90439.2	94036.1	92290.6	109125	110066	88697.2	90151.9
Q9H1E5	Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	2140.31	4756.68			2156.01	4174.8	3220.67	2935.55	3218.58	2831.93	4038.92	2303.41	3255.99		2923.77	2938.99	2811.36	2333.84	3094.6		5041.15		6466.15			7074.72	3271.61				1599.26	3212.45
Q9H1H9	Q9H1H9;A0A1B0GUA8	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	2711.47	2566.77			2413.35	1901.75	2436.23	2460.47	2606.88	2518.44	2385.05	2396.88	2625.11		2130.49	2123.55	2317.38	2364.46	2267.29									1320.57	1824.56		4143.13	
Q9H1I8	Q9H1I8;B1AH59	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3555.91	4053.92			1960.09	2482.17	2966.26	2408.31	2353.94	2654.43	2486.86	2588.68	2330.18		2670.06	2492.19	2841.79	2405.75	2866.99								4319.27		3882.76		3592.16	
Q9H1K1	Q9H1K1;B3KQ30;B4DNC9;F5H5N2	ISCU_HUMAN	ISCU	Iron-sulfur cluster assembly enzyme ISCU	6440.78	5564.6	5801.03		4784.41	6709.91	5620.22	5932	6263.84	5485.56	5727.54	6857.44	6546.98		5343.83	5490.56	5257.6	5657.18	5039.11			7100.77		9209.22			5215.46	5299.08	5457.53	5234.49		6625.67
Q9H1P3	Q9H1P3;A0A2R8Y5R1;A0A2R8Y690;A0A2R8YD49;A0A2R8YFT0;A0A2R8YG59;A0A2R8YG95;A0A087WTV1;A0A2R8Y429;A0A2R8Y703;A0A2R8YG53	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	2132.66	3614.1				1710.79	1498.26	1740.44	2244.66	2353.11	1929.18	1986.73	2005.25		1773.25	1886.01	1959.24	2235.72	2128.33								1211.44	2148.33				
Q9H1U4	Q9H1U4	MEGF9_HUMAN	MEGF9	Multiple epidermal growth factor-like domains protein 9	4865.28	2943.78			6534.91	4093.71	3354.51	4590.12	4205.23	4849.57	4792.63	4230.89	4288.92		4523.63	4885.1	4756.7	5200.1	4836.47			8113.91	2986.48	9177.31			6988.86	11069.6	4872.96	4511.67		3430.07
Q9H1Y0	Q9H1Y0;A0A2R8Y718;L7UQJ2	ATG5_HUMAN	ATG5	Autophagy protein 5	1110.56		2325.07		1037.76		1251.12	1403.16	1589.61	1300.7	1577.58	1469.74	1240.78		1729.48	1569.06	1647.99	1498.32	1355.66										2131			
Q9H1Z4	Q9H1Z4;A0A087X091	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	2321.74	1961.29	3981.87		4294.13	4187.11	1932.35	2108.97	1672.86	1182.34	1709.63	1799.19	1736.1		1442.21	1426.43	1900.41	1819.09	1651.18												4328.65	
Q9H204	Q9H204;H0YAA8	MED28_HUMAN	MED28	Mediator of RNA polymerase II transcription subunit 28	2173.76						1367.48	544.423	393.056	552.06	763.336		807.819		613.832	839.997	869.637	708.383	608.813													
Q9H223	Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	11705.8	11613.5	11963.7		11124.4	10429.5	11305.3	10305.7	10581.6	10735.1	10132.9	10570.6	13660.3		10726.7	10933.3	10900.8	10385.1	10934.5		14050.1	19010.5	8993.33	18022.3	10742.4	12885.4	11650.8	10674.1	14166.8	9896.56	12127.2	12453
Q9H267	Q9H267;A0A2R8YDQ0;F5H008	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	3987.96	6107.26	4915.22		5385.15	4903.69	3987.72	4131.72	4040.9	3930.82	3667.22	4059.8	3942.62		4195.49	3918.34	3941.98	3789.53	4146.18		9358.3		4403.31				5156.43	6052.64	5361.28	6122.56	7165.22	4955.98
Q9H269	Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	4659.29	5177.38	4314.14		4525.32	4760.04	3930.58	3494.9	3828.58	3979.78	3606.76	3944.43	3511.22		3732.85	3915.07	4016.15	3947.06	3894.55									6378.45	3801.26		5517.54	4132.81
Q9H270	Q9H270;A0A087WXL6;B7Z879	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	5516.35	6309.49	4034.76		3796.2	5139.48	3777.77	3884.13	3566.58	4150.96	3881.58	3908.33	3265.17		3001.66	3407.56	3178.66	3227.13	3010.28				9187.21			6933.22			8485.93	5320.32		5302.28
Q9H299	Q9H299;Q5T123	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	66874.7	64871.8	64349.7		57607.1	58531.6	65893.7	59516.8	62454.5	68983.1	64736.1	64313.5	54474.1		58926.4	61548.2	57141.8	53202.4	52455.4			64503.2	44949.2	49539.9	74134.9	65742.2	55419.3	50788.6	63331.8	60171.1	44510.2	51493.7
Q9H2C0	Q9H2C0	GAN_HUMAN	GAN	Gigaxonin							673.356		421.834	587.461	521.938	975.77	312.913		464.747	592.582	548.559	812.227	699.359													
Q9H2D1	Q9H2D1;A0A3B3IRK5	MFTC_HUMAN	SLC25A32	Mitochondrial folate transporter/carrier	3298.72						3347.43	2439.37	3264.91	2958.16	2939.16	2593.32	2976.23		3129.77	2961.49	2832.25	2629.94	2274.36													
Q9H2D6	Q9H2D6;H0Y5J9	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	4555.86	4832.16	5008.15		4576.06	3559.44	3692.96	4060.24	3565.56	3514.49	3605.63	3409.34	3556.84		3380.47	3648.41	3286.64	3500.86	3394.54			10939.3	8509.76			5074.47	4892.77	5919.86	7126.91	5079.76		3878.91
Q9H2G2	Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	12801.4	11604.1	12797.7		12873.7	12604.3	12758.3	12301.3	12269.2	12114.1	12482.5	12559.5	12732.2		13069.5	13247.8	12439.4	12830.5	12796.7			11436.8	17602.2	14917.3	16274.3	16562.9	15591.5	16170.1	13814.3	11291.4	15747.7	13356.1
Q9H2H8	Q9H2H8;B8ZZ77;C9K058;H7BZ14;C9J4N2;F8WC82	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	9701.28	8581.12	6409.04		9149	8625.52	10227.2	9480	10254.2	9234.85	9245.57	9680.15	12210.5		9718.87	10066.5	10473.5	9905.24	9606.23								10746.6	11025			7428.55	11595.3
Q9H2H9	Q9H2H9;F8VX04	S38A1_HUMAN	SLC38A1	Sodium-coupled neutral amino acid symporter 1	2700.53	3900.97	6419.69			5571.99	4549.89	4561.49	4073.91	3905.12	4076.77	4182.52	3777.95		3791.71	3782.71	4077.68	4641.6	3646.08						7878.65			8031.68			5047.76	
Q9H2J4	Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	7166.61	7317.92	8106.93		7827.2	7128.99	7274.23	6565.02	7103.3	6895.93	6408.63	6294.99	7704.81		5281.14	5259.81	5938.15	6421.84	4694.08					7521.06	12400.3		9412.14			8949.12	9788.43	8022.98
Q9H2K8	Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3		2495.16				2210.31	944.249	1015.84	1376.97	1170.72	1257.08	1351.31	1175.57		1036.65	1057.3	1267.77	1129.46	1102.3											1843.15		
Q9H2M9	Q9H2M9;A0A8I5KRK1;A0A8I5KRP1;A0A8I5KSQ5;A0A8I5KWJ9;A0A8I5KY07;A0A8I5KYQ0;A0A8I5KZB3;A0A8I5QJC9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	10403.7	9750.66	9930.52		10203.5	10351.2	8851.69	9005.87	9753.73	8925.1	9479.36	8719.25	8889.26		8521.32	8051.92	8058.57	8222.93	8416.2		13928.4	7084.82	13381.2	12362.5	6226.92	13215.5	7557.52	10508.8	10512.9	10661.2	11852.1	10483.9
Q9H2P0	Q9H2P0;A0A2R8Y6X0;A0A669KBJ7	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	8913.18	9051.31	8384.74		8574.97	7473.46	8288.42	8476.82	8243.05	7629.57	8008.41	8543.8	9448.78		8989.58	9002.48	9369.06	9052.24	9159.28			5750.81	11223.7	7768.45	13213.9	12256.3	9403.79	11478.8	6088.22	12107.1	6503.29	9009.61
Q9H2P9	Q9H2P9	DPH5_HUMAN	DPH5	Diphthine methyl ester synthase		3689.8					2195.98	1604.41	1825.53	1720.84	1522.46	2123	1738.51		1888.08	1799.26	1812.63	1910.36	1776.77					7808.42								
Q9H2U1	Q9H2U1;D6RGI1;D6RGV9;H0Y9D8;H0YAK2	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	15885.8	17183.3	16521.4		17719.2	15657.7	16026.7	14500.2	16341.4	15262.1	15087.5	15391.3	15791.4		15739	16899.7	15666.1	15959.8	15680.4		16542.5	13190.7	16658.5	10566.7	17557	15387	15102	15471.7	17080.2	13894.1	15140	16410.2
Q9H2V7	Q9H2V7;H3BMF4;H3BT44;H3BPQ9;H3BR82	SPNS1_HUMAN	SPNS1	Protein spinster homolog 1		4221.14	6715.75		4992.8	3457.18	7427.51	6813.95	6019.93	7861.32	8810.5	8778.86	1446.5		8012.73	8680.07	9047.7	8225.72	10001.3													
Q9H2W6	Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	9027.68	9202.54	6747.92		7331.4	4940.79	8619.88	9078.82	8815.06	9380.75	7831.72	9128.97	8934.19		9846.77	9189.9	9341.12	9489.73	9696.57					9436.24	6710.55	11122.7		7109.09	9970.7	11979.4	9467.22	6085.13
Q9H2Y7	Q9H2Y7;A0A1W2PP11;A0A1W2PP66	ZN106_HUMAN	ZNF106	Zinc finger protein 106	7967.67	3255.65	3982.75		3660.88	3948.14	3615.98	2448.82	3584.89	3917.15	3678.92	2387.04	4133.57		2828.88	2835.99	2763.09	2488.89	2862.46								2689.06			5907.43		
Q9H307	Q9H307	PININ_HUMAN	PNN	Pinin	14983.5	16637.4	15643.4		16457.4	15713.1	15747.6	15729.2	15706.7	16108	16311	15586.5	16120.3		16015	16664.6	15953.1	16077.1	16630.3		24881.8	16680.6	20974.6	20092.7	12382	16773.9	14966.1	17994.5	17348.3	16815	13644	16446.6
