Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Intensity	Indistinguishable Proteins
sp|Q9H910|JUPI2_HUMAN	Q9H910	JUPI2_HUMAN	JPT2	190	51.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Jupiter microtubule associated homolog 2	1	0.999	6	27	27	27	12	4	4	0	4	3	12	4	4	0	4	3	12	4	4	0	4	3	149029.1	19630.629	48878.195	0	31171.451	10660.818	149029.1	19630.629	48878.195	0	31171.451	10660.818	149029.1	19630.629	48878.195	0	31171.451	10660.818	
sp|Q9HAV7|GRPE1_HUMAN	Q9HAV7	GRPE1_HUMAN	GRPEL1	217	21.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"GrpE protein homolog 1, mitochondrial"	1	0.999	4	27	27	27	5	5	7	1	6	3	5	5	7	1	6	3	5	5	7	1	6	3	93254.53	23658.473	40125.715	0	28374.871	5583.7334	93254.53	23658.473	40125.715	0	28374.871	5583.7334	93254.53	23658.473	40125.715	0	28374.871	5583.7334	
sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOM22_HUMAN	TOMM22	142	23.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM22 homolog	1	0.999	2	17	17	17	6	2	3	1	2	3	6	2	3	1	2	3	6	2	3	1	2	3	60965.395	10868.106	21634.732	0	20938.422	4629.5933	60965.395	10868.106	21634.732	0	20938.422	4629.5933	60965.395	10868.106	21634.732	0	20938.422	4629.5933	
sp|Q9NX63|MIC19_HUMAN	Q9NX63	MIC19_HUMAN	CHCHD3	227	35.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIC	1	0.999	7	28	28	28	8	4	6	3	4	3	8	4	6	3	4	3	8	4	6	3	4	3	233722.88	43332.57	84499.375	10011.937	98487.29	26405.285	233722.88	43332.57	84499.375	10011.937	98487.29	26405.285	233722.88	43332.57	84499.375	10011.937	98487.29	26405.285	
sp|Q9NZJ7|MTCH1_HUMAN	Q9NZJ7	MTCH1_HUMAN	MTCH1	389	11.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial carrier homolog 1	1	0.999	4	21	21	21	6	3	5	0	4	3	6	3	5	0	4	3	6	3	5	0	4	3	113506.91	28496.455	36362.645	0	38620.617	10702.551	113506.91	28496.455	36362.645	0	38620.617	10702.551	113506.91	28496.455	36362.645	0	38620.617	10702.551	
sp|Q9UBQ7|GRHPR_HUMAN	Q9UBQ7	GRHPR_HUMAN	GRHPR	328	24.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyoxylate reductase/hydroxypyruvate reductase	1	0.999	6	22	22	22	6	3	7	0	3	3	6	3	7	0	3	3	6	3	7	0	3	3	189301.58	36813.117	65875.09	3563.4712	76589.79	17658.738	189301.58	36813.117	65875.09	3563.4712	76589.79	17658.738	189301.58	36813.117	65875.09	3563.4712	76589.79	17658.738	
sp|Q9UH65|SWP70_HUMAN	Q9UH65	SWP70_HUMAN	SWAP70	585	14.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Switch-associated protein 70	1	0.999	9	23	23	23	9	2	6	0	3	3	9	2	6	0	3	3	9	2	6	0	3	3	89682.51	6235.611	11807.739	0	74869.42	0	89682.51	6235.611	11807.739	0	74869.42	0	89682.51	6235.611	11807.739	0	74869.42	0	
sp|Q9UHD8|SEPT9_HUMAN	Q9UHD8	SEPT9_HUMAN	SEPTIN9	586	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-9	1	0.999	14	59	59	59	20	11	12	1	12	3	20	11	12	1	12	3	20	11	12	1	12	3	189756.19	40571.406	78987.34	3169.0613	68116.55	12008.348	189756.19	40571.406	78987.34	3169.0613	68116.55	12008.348	189756.19	40571.406	78987.34	3169.0613	68116.55	12008.348	
sp|Q9UJZ1|STML2_HUMAN	Q9UJZ1	STML2_HUMAN	STOML2	356	26.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Stomatin-like protein 2, mitochondrial"	1	0.999	8	31	31	31	8	5	7	2	6	3	8	5	7	2	6	3	8	5	7	2	6	3	229450.34	36288.41	69422.45	2389.5059	68741.44	20974.756	229450.34	36288.41	69422.45	2389.5059	68741.44	20974.756	229450.34	36288.41	69422.45	2389.5059	68741.44	20974.756	
sp|Q9UK76|JUPI1_HUMAN	Q9UK76	JUPI1_HUMAN	JPT1	154	21.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Jupiter microtubule associated homolog 1	1	0.999	3	18	18	18	7	4	2	0	2	3	7	4	2	0	2	3	7	4	2	0	2	3	77251.86	31020.639	28560.756	0	55525.285	18086.908	77251.86	31020.639	28560.756	0	55525.285	18086.908	77251.86	31020.639	28560.756	0	55525.285	18086.908	
sp|Q9UQ35|SRRM2_HUMAN	Q9UQ35	SRRM2_HUMAN	SRRM2	2752	11.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine repetitive matrix protein 2	1	0.999	22	74	74	74	33	11	14	0	13	3	33	11	14	0	13	3	33	11	14	0	13	3	170830.31	39570.04	61714.383	0	41581.867	6059.2603	170830.31	39570.04	61714.383	0	41581.867	6059.2603	170830.31	39570.04	61714.383	0	41581.867	6059.2603	
sp|Q9Y3U8|RL36_HUMAN	Q9Y3U8	RL36_HUMAN	RPL36	105	29.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36	1	0.999	4	48	48	48	16	8	10	3	8	3	16	8	10	3	8	3	16	8	10	3	8	3	524973.1	135358.5	206317.53	33618.883	220634.12	68673.76	524973.1	135358.5	206317.53	33618.883	220634.12	68673.76	524973.1	135358.5	206317.53	33618.883	220634.12	68673.76	
sp|Q9NZI8|IF2B1_HUMAN	Q9NZI8	IF2B1_HUMAN	IGF2BP1	577	23.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 1	1	0.999	11	13	11	28	7	2	2	0	2	0	6	1	2	0	2	0	12	5	4	0	4	3	56697.65	19693.879	37638.46	0	7907.123	2885.168	65073.617	10292.167	28187.719	0	16609.633	2885.168	176812.86	31386.791	53272.473	0	30169.469	11819.435	
sp|P04439|HLAA_HUMAN	P04439	HLAA_HUMAN	HLA-A	365	19.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"HLA class I histocompatibility antigen, A alpha chain"	1	0.999	5	25	16	25	6	5	6	0	5	3	4	3	4	0	3	2	6	5	6	0	5	3	142307.55	30894.887	43630.332	0	32301.648	16073.988	108339.17	30138.965	41092.867	0	38804.566	11654.872	142307.55	30894.887	43630.332	0	32301.648	16073.988	
sp|P19367|HXK1_HUMAN	P19367	HXK1_HUMAN	HK1	917	19.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hexokinase-1	1	0.999	17	56	47	56	20	8	11	0	14	3	17	6	9	0	12	3	20	8	11	0	14	3	130275.2	28230.236	47405.227	0	48200.973	16777.453	130275.2	28230.236	47405.227	0	48200.973	16777.453	130275.2	28230.236	47405.227	0	48200.973	16777.453	
sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	17.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Aldehyde dehydrogenase X, mitochondrial"	1	0.999	9	35	30	35	14	7	7	0	4	3	12	6	6	0	3	3	14	7	7	0	4	3	156227.44	35442.523	65758.28	0	53660.445	17154.229	171945.78	29384.475	59524.43	0	41123.387	13637.45	156227.44	35442.523	65758.28	0	53660.445	17154.229	
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	26.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	S-adenosylmethionine synthase isoform type-2	1	0.999	11	32	31	32	11	5	5	1	7	3	10	5	5	1	7	3	11	5	5	1	7	3	188142.47	36557.02	65716.21	4546.62	47097.383	16894.295	188142.47	36557.02	65716.21	4546.62	47097.383	16894.295	188142.47	36557.02	65716.21	4546.62	47097.383	16894.295	
sp|Q13576|IQGA2_HUMAN	Q13576	IQGA2_HUMAN	IQGAP2	1575	11.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating-like protein IQGAP2	1	0.999	16	24	24	46	16	1	4	0	3	0	16	1	4	0	3	0	22	4	8	1	8	3	111919.57	4317.458	20151.557	0	30581.465	0	111919.57	4317.458	20151.557	0	30581.465	0	376856.84	63186.61	123685.05	9314.834	114659.12	32816.133	
sp|O75475|PSIP1_HUMAN	O75475	PSIP1_HUMAN	PSIP1	530	33.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	PC4 and SFRS1-interacting protein	1	0.999	16	47	47	51	21	4	13	0	6	3	21	4	13	0	6	3	22	5	15	0	6	3	155024.58	33352.812	73611.88	3375.5352	57621.79	12682.664	155024.58	33352.812	73611.88	3375.5352	57621.79	12682.664	185885.83	45113.242	93334.64	10304.161	63520.414	8711.629	
sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	215	51.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-14	1	0.999	11	32	32	40	14	3	7	0	7	1	14	3	7	0	7	1	16	4	8	0	9	3	132002.8	14556.756	30636.145	0	20862.094	3347.5247	132002.8	14556.756	30636.145	0	20862.094	3347.5247	198747.84	28675.592	53073.492	0	35345.68	15798.007	
sp|P51153|RAB13_HUMAN	P51153	RAB13_HUMAN	RAB13	203	15.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-13	0.9993	0.999	3	1	1	23	1	0	0	0	0	0	1	0	0	0	0	0	6	5	3	2	4	3	21841.238	0	5049.965	0	0	0	21841.238	0	5049.965	0	0	0	330305.1	74592.65	123516.58	12707.622	106890.77	39636.477	
sp|P62837|UB2D2_HUMAN	P62837	UB2D2_HUMAN	UBE2D2	147	12.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 D2	1	0.999	2	11	3	11	1	2	2	1	2	3	0	0	1	0	1	1	1	2	2	1	2	3	115043.29	17798.568	31703.865	3799.8032	22260.414	9977.704	0	0	0	0	35501.652	4656.697	115043.29	17798.568	31703.865	3799.8032	22260.414	9977.704	
sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	18.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1	0.999	6	8	5	33	2	2	2	0	1	1	1	1	1	0	1	1	8	6	9	0	7	3	83934.47	17439.729	38049.83	5331.757	30374.89	6137.6626	47706.688	11177.125	18643.992	5331.757	20363.275	6137.6626	169519.62	52180.71	74976.38	12883.004	93970.92	17420.686	
sp|P60763|RAC3_HUMAN	P60763	RAC3_HUMAN	RAC3	192	27.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 3	1	0.999	5	1	1	30	1	0	0	0	0	0	1	0	0	0	0	0	7	4	7	5	4	3	17906.297	0	0	0	0	0	17906.297	0	0	0	0	0	304741.6	90214.35	160554.81	25754.59	169426.98	45896.062	
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	25.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	1	0.999	5	29	9	29	12	2	5	4	3	3	5	0	3	0	1	0	12	2	5	4	3	3	520055.22	93161.34	163565.38	22365.344	179596.9	43065.656	271574.66	29792.23	59180.445	0	52455.75	8119.976	520055.22	93161.34	163565.38	22365.344	179596.9	43065.656	
sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	11.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	1	0.999	5	25	14	25	7	4	5	1	5	3	4	2	2	1	3	2	7	4	5	1	5	3	341508.1	70240.586	134092.55	10195.883	137227.75	29432.65	224701.97	49794.36	93334.85	10195.883	110951.38	25694.18	341508.1	70240.586	134092.55	10195.883	137227.75	29432.65	
sp|Q15717|ELAV1_HUMAN	Q15717	ELAV1_HUMAN	ELAVL1	326	39.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	ELAV-like protein 1	1	0.999	11	49	44	49	18	8	9	1	10	3	17	7	8	1	8	3	18	8	9	1	10	3	255570.5	35614.684	67196.65	6003.7754	48803.016	14998.014	255570.5	35614.684	67196.65	6003.7754	48803.016	14998.014	255570.5	35614.684	67196.65	6003.7754	48803.016	14998.014	
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	25.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fermitin family homolog 2	1	0.999	17	54	51	54	23	4	12	1	11	3	20	4	12	1	11	3	23	4	12	1	11	3	205595.95	45555.453	96541.516	4287.033	55091.652	17596.125	205595.95	45555.453	96541.516	4287.033	55091.652	17596.125	205595.95	45555.453	96541.516	4287.033	55091.652	17596.125	
sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	28.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-1C	1	0.999	16	54	46	54	16	5	14	0	16	3	14	4	13	0	12	3	16	5	14	0	16	3	241605.55	51135.7	74483.79	6101.29	82731.27	19507.96	185402	42680.875	69718.51	6101.29	77530.266	19507.96	241605.55	51135.7	74483.79	6101.29	82731.27	19507.96	
sp|P36873|PP1G_HUMAN	P36873	PP1G_HUMAN	PPP1CC	323	24.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	0.9995	0.999	8	7	7	28	1	1	2	0	1	2	1	1	2	0	1	2	12	4	5	0	4	3	24354.818	5931.924	8341.598	0	9514.219	0	24354.818	5931.924	8341.598	0	9514.219	0	80696.96	27495.244	46412.43	0	19883.973	3051.5454	
sp|Q96HN2|SAHH3_HUMAN	Q96HN2	SAHH3_HUMAN	AHCYL2	611	13.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenosylhomocysteinase 3	0.9989	0.995	9	1	1	48	1	0	0	0	0	0	1	0	0	0	0	0	15	8	13	0	9	3	8829.222	0	0	0	5982.7676	0	8829.222	0	0	0	5982.7676	0	200473.19	38383.984	61081.953	0	52641.168	11493.564	
sp|Q14651|PLSI_HUMAN	Q14651	PLSI_HUMAN	PLS1	629	7.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plastin-1	0.9982	0.999	4	2	2	30	2	0	0	0	0	0	2	0	0	0	0	0	10	4	9	0	4	3	18137.55	0	6291.3574	0	0	0	18137.55	0	6291.3574	0	0	0	268185.44	53118.395	103144.586	6877.692	72767.28	25245.008	
sp|Q8NAB2|KBTB3_HUMAN	Q8NAB2	KBTB3_HUMAN	KBTBD3	612	1.1	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Kelch repeat and BTB domain-containing protein 3	0.8153	0.9951	1	34	34	34	10	5	5	5	6	3	10	5	5	5	6	3	10	5	5	5	6	3	235589.25	48217.05	87464.305	17099.48	98575.31	24705.092	235589.25	48217.05	87464.305	17099.48	98575.31	24705.092	235589.25	48217.05	87464.305	17099.48	98575.31	24705.092	
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	34.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1	0.999	6	30	30	36	9	4	8	0	6	3	9	4	8	0	6	3	10	5	9	1	7	4	151876.66	20159.354	58584.375	0	47673.58	8795.305	151876.66	20159.354	58584.375	0	47673.58	8795.305	193976.27	32674.305	69324.77	4195.0674	66899.516	17640.195	
sp|O00592|PODXL_HUMAN	O00592	PODXL_HUMAN	PODXL	558	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Podocalyxin	1	0.999	6	29	29	29	5	4	6	2	8	4	5	4	6	2	8	4	5	4	6	2	8	4	309037.62	67166.98	123128.38	17720.477	142867.31	42123.17	309037.62	67166.98	123128.38	17720.477	142867.31	42123.17	309037.62	67166.98	123128.38	17720.477	142867.31	42123.17	
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	28.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2	1	0.999	9	40	40	40	12	7	11	0	6	4	12	7	11	0	6	4	12	7	11	0	6	4	147405.27	27580.562	61069.04	0	45417.543	14631.217	147405.27	27580.562	61069.04	0	45417.543	14631.217	147405.27	27580.562	61069.04	0	45417.543	14631.217	
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	33.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 3	1	0.999	6	33	33	33	10	6	7	1	5	4	10	6	7	1	5	4	10	6	7	1	5	4	191535.44	54450.438	102053.9	6813.4526	86447.32	30700.729	191535.44	54450.438	102053.9	6813.4526	86447.32	30700.729	191535.44	54450.438	102053.9	6813.4526	86447.32	30700.729	
sp|O43813|LANC1_HUMAN	O43813	LANC1_HUMAN	LANCL1	399	20.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase LANCL1	1	0.999	8	35	35	35	14	6	5	1	5	4	14	6	5	1	5	4	14	6	5	1	5	4	347796.7	47968.15	108895.88	11150.052	125429.266	17796.908	347796.7	47968.15	108895.88	11150.052	125429.266	17796.908	347796.7	47968.15	108895.88	11150.052	125429.266	17796.908	
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	20.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	General vesicular transport factor p115	1	0.999	16	59	59	59	22	8	16	0	9	4	22	8	16	0	9	4	22	8	16	0	9	4	94192.91	24841.145	48197.477	0	29056.85	7726.5693	94192.91	24841.145	48197.477	0	29056.85	7726.5693	94192.91	24841.145	48197.477	0	29056.85	7726.5693	
sp|O75477|ERLN1_HUMAN	O75477	ERLN1_HUMAN	ERLIN1	348	21.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Erlin-1	1	0.999	7	15	15	34	5	3	4	0	2	1	5	3	4	0	2	1	9	7	8	0	6	4	88370.14	10823.29	24210.309	0	18797.445	0	88370.14	10823.29	24210.309	0	18797.445	0	118344.9	24083.826	43660.977	0	38740.43	10624.958	
sp|O76003|GLRX3_HUMAN	O76003	GLRX3_HUMAN	GLRX3	335	30.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutaredoxin-3	1	0.999	10	35	35	35	14	4	7	3	3	4	14	4	7	3	3	4	14	4	7	3	3	4	256316.08	49474.035	87448.164	9067.437	65061.22	25089.164	256316.08	49474.035	87448.164	9067.437	65061.22	25089.164	256316.08	49474.035	87448.164	9067.437	65061.22	25089.164	
sp|O94979|SC31A_HUMAN	O94979	SC31A_HUMAN	SEC31A	1220	19.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec31A	1	0.999	24	63	63	63	26	10	13	0	10	4	26	10	13	0	10	4	26	10	13	0	10	4	179558.17	39359.203	65455.004	3506.2258	47952	19620.799	179558.17	39359.203	65455.004	3506.2258	47952	19620.799	179558.17	39359.203	65455.004	3506.2258	47952	19620.799	
sp|O95816|BAG2_HUMAN	O95816	BAG2_HUMAN	BAG2	211	34.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 2	1	0.999	8	41	41	41	11	6	10	2	8	4	11	6	10	2	8	4	11	6	10	2	8	4	158377.23	35077.375	69295.625	9064.376	70867.93	19671.371	158377.23	35077.375	69295.625	9064.376	70867.93	19671.371	158377.23	35077.375	69295.625	9064.376	70867.93	19671.371	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	27.9	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1	0.999	4	41	41	41	13	6	7	2	9	4	13	6	7	2	9	4	13	6	7	2	9	4	682295	152732.08	211369.05	36658.812	205259.64	66337.81	682295	152732.08	211369.05	36658.812	205259.64	66337.81	682295	152732.08	211369.05	36658.812	205259.64	66337.81	
sp|P04080|CYTB_HUMAN	P04080	CYTB_HUMAN	CSTB	98	77.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cystatin-B	1	0.999	5	32	32	32	11	4	6	2	5	4	11	4	6	2	5	4	11	4	6	2	5	4	230888.1	40353.81	76898.59	5762.0474	72224.3	19523.766	230888.1	40353.81	76898.59	5762.0474	72224.3	19523.766	230888.1	40353.81	76898.59	5762.0474	72224.3	19523.766	
sp|P05186|PPBT_HUMAN	P05186	PPBT_HUMAN	ALPL	524	19.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Alkaline phosphatase, tissue-nonspecific isozyme"	1	0.999	10	32	32	32	11	3	7	0	7	4	11	3	7	0	7	4	11	3	7	0	7	4	174158.84	33668.766	59963.402	2804.6436	81046.19	22607.95	174158.84	33668.766	59963.402	2804.6436	81046.19	22607.95	174158.84	33668.766	59963.402	2804.6436	81046.19	22607.95	
sp|P07741|APT_HUMAN	P07741	APT_HUMAN	APRT	180	27.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenine phosphoribosyltransferase	1	0.999	5	24	24	24	7	4	4	0	5	4	7	4	4	0	5	4	7	4	4	0	5	4	489834.38	55352.586	69285.57	4133.09	25700.672	11782.801	489834.38	55352.586	69285.57	4133.09	25700.672	11782.801	489834.38	55352.586	69285.57	4133.09	25700.672	11782.801	
sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	282	31.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein A	1	0.999	7	34	20	34	11	6	4	1	8	4	8	4	2	0	4	2	11	6	4	1	8	4	223716.78	51049.47	77443.5	0	95626.875	21048.352	182649.75	38071.89	70990.39	0	92501.24	12700.463	223716.78	51049.47	77443.5	0	95626.875	21048.352	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	51.4	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	1	0.999	6	68	68	68	26	9	16	2	11	4	26	9	16	2	11	4	26	9	16	2	11	4	844822.1	164922.52	278095.22	73142.97	275138.53	81876.21	844822.1	164922.52	278095.22	73142.97	275138.53	81876.21	844822.1	164922.52	278095.22	73142.97	275138.53	81876.21	
sp|P11717|MPRI_HUMAN	P11717	MPRI_HUMAN	IGF2R	2491	13.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cation-independent mannose-6-phosphate receptor	1	0.999	30	74	74	74	29	13	10	0	18	4	29	13	10	0	18	4	29	13	10	0	18	4	159647.48	26510.596	32436.639	0	49501.582	10667.805	159647.48	26510.596	32436.639	0	49501.582	10667.805	159647.48	26510.596	32436.639	0	49501.582	10667.805	
sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS1	501	46.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Aspartate--tRNA ligase, cytoplasmic"	1	0.999	21	77	77	77	20	16	21	0	16	4	20	16	21	0	16	4	20	16	21	0	16	4	321282.9	38238.918	92954.17	0	55491.086	19664.918	321282.9	38238.918	92954.17	0	55491.086	19664.918	321282.9	38238.918	92954.17	0	55491.086	19664.918	
sp|P17931|LEG3_HUMAN	P17931	LEG3_HUMAN	LGALS3	250	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-3	1	0.999	7	44	44	44	16	8	8	0	8	4	16	8	8	0	8	4	16	8	8	0	8	4	264261	50885.773	92787.68	6022.838	77107.86	30553.121	264261	50885.773	92787.68	6022.838	77107.86	30553.121	264261	50885.773	92787.68	6022.838	77107.86	30553.121	
sp|P17980|PRS6A_HUMAN	P17980	PRS6A_HUMAN	PSMC3	439	27.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 6A	1	0.999	11	48	48	48	16	8	11	1	8	4	16	8	11	1	8	4	16	8	11	1	8	4	221189.7	32630.996	70772.86	0	66021.984	16651.209	221189.7	32630.996	70772.86	0	66021.984	16651.209	221189.7	32630.996	70772.86	0	66021.984	16651.209	
sp|P20073|ANXA7_HUMAN	P20073	ANXA7_HUMAN	ANXA7	488	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A7	1	0.999	13	41	41	41	17	5	10	1	4	4	17	5	10	1	4	4	17	5	10	1	4	4	176681.7	37327.047	66822.64	2914.0417	70019.93	20543.287	176681.7	37327.047	66822.64	2914.0417	70019.93	20543.287	176681.7	37327.047	66822.64	2914.0417	70019.93	20543.287	
sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	241	48.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-1	1	0.999	8	41	41	41	17	6	8	0	6	4	17	6	8	0	6	4	17	6	8	0	6	4	158869.73	24983.428	77203.65	2267.628	67425.39	23370.105	158869.73	24983.428	77203.65	2267.628	67425.39	23370.105	158869.73	24983.428	77203.65	2267.628	67425.39	23370.105	
