Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-99_3554.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-100_3555.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-101_3557.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-102_3558.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-103_3559.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-113_3560.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-114_3562.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-115_3563.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-53_3542.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-54_3543.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-57_3545.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-58_3546.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-59_3549.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-60_3550.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-61_3567.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-62_3568.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-63_3569.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-64_3570.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-47_3534.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-50_3535.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-51_3537.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-10-2024_Slot1-52_3538.d
P53814	P53814;A0A087X1R1;C9JBH9;C9JGQ0;C9JV14;C9JYU8;H7C372	SMTN_HUMAN	SMTN	Smoothelin														160.327								
P54619	P54619;F8VYY9;F8VZX1;H0YHF8;H0YIC9	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1		175.197	517.057	264.012					562.106		144.068	63.244		91.1187					81.8906	169.814		
P54821;Q99811	P54821;Q99811;G3V2N3	PRRX1_HUMAN;PRRX2_HUMAN	PRRX1;PRRX2	Paired mesoderm homeobox protein 1																			187.943			
P55769	P55769;A0A3B3IUA2;B1AHD1;A0A3B3IRU1	NH2L1_HUMAN	SNU13	NHP2-like protein 1		26.9064			549.657				286.914		292.787	625.638		414.953					192.546			641.028
P56377	P56377;Q5VTL8	AP1S2_HUMAN	AP1S2	AP-1 complex subunit sigma-2		771.69		242.348		807.855			370.489	590.54	834.668			517.824					534.575			438.204
P56556	P56556;A0A2Y9D025;R4GN43	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6														118.256								
P57105	P57105;A0A087WYV5;A0A087WTA2;A0A087X1F3	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein														182.256								
P61009	P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3												92.7921		139.878						296.818		209.068
P61201	P61201;B4DIH5;H0YKU5;H0YM03	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2		259.715		126.67		592.057			108.621	222.172	166.2	144.607		130.097				451.528	131.906	298.165		52.8742
P61225	P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b														38.6438								
P61326	P61326;Q96A72;F5H6L3	MGN_HUMAN	MAGOH	Protein mago nashi homolog		144.654	483.424	237.113	1312.64	441.356			152.741		294.071	180.626		347.448					398.307			
P61421	P61421;F5GYQ1;J3QL14	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1											91.2703	115.26		64.8858					123.258	109.24		
P61457	P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase									117.571													
P61758	P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3		199.31	519.516	294.105					94.1604		232.801	228.405		186.77					264.439			
P61764	P61764;A0A0D9SG72;A0A1B0GTP9;A0A1B0GVQ5;A0A1B0GWF2;A0A2R8Y5D4;A0A096LP52	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1		119.01		127.132																		
P62256	P62256;C9JZG9;C9JZY6;H7C4M9	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H										94.3588				128.692								
P62306	P62306	RUXF_HUMAN	SNRPF	Small nuclear ribonucleoprotein F		105.128	331.657	278.183					172.005		109.901			128.583					278.805			
P62993	P62993;J3KT38;J3QRL5	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2		162.882	82.4542	427.096						113.23	107.177			176.695						228.733		
P63092;Q5JWF2	P63092;Q5JWF2;A0A0A0MR13;A0A590UJF0;A0A590UJQ9;A0A590UJS2;A0A590UJY2;A0A7I2V5R6;B0AZR9;Q5JWE9;A0A590UK28;A0A804HIH4	GNAS1_HUMAN;GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short		617.006				456.165			127.078	174.351	146.902	77.3412		174.351					513.683	313.639		
P78318	P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1		436.529		285.74		339.909			311.95		152.392	260.004		188.655					226.859			
P78346	P78346;Q5VU10;Q5VU11	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30										105.417				19.4117								
P78357	P78357	CNTP1_HUMAN	CNTNAP1	Contactin-associated protein 1														79.3765								
P78406	P78406	RAE1L_HUMAN	RAE1	mRNA export factor RAE1														86.5064								
P80723	P80723;U3KQP0	BASP1_HUMAN	BASP1	Brain acid soluble protein 1		984.2	99.8425	333.575	308.262	1281.45			498.424	603.222	688.273	704.967		475.293	2948.33				453.65	1087.41	1042.51	
P82650	P82650;A0A7P0MKV3;A0A8I5KQR7;A0A8I5KSY5;A0A8I5KYF1;G5E9W7;H7C5F2;H7C5H3;H7C5L9	RT22_HUMAN	MRPS22	Small ribosomal subunit protein mS22														96.7421								
P82921	P82921	RT21_HUMAN	MRPS21	Small ribosomal subunit protein bS21m														68.7595								
P83881	P83881;H0Y3V9;H0Y5B4;H7BY91;H7BZ11;J3KQN4	RL36A_HUMAN	RPL36A	Large ribosomal subunit protein eL42		493.016	556.672	668.23		483.073					601.843	587.115		498.387					339.71			
P83916	P83916;B5MD17;C9JWS9;J3KS05;K7ELA4	CBX1_HUMAN	CBX1	Chromobox protein homolog 1														102.812								
P84085	P84085;C9J1Z8	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5		64.5335		443.345	500.61	359.127			158.576	274.463	337.981	480.568		160.991					23.6432			
P84090	P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog				330.985					261.465		203.917	237.099		222.126					156.255			
P98175	P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10												247.922							160.561			
Q00056	Q00056;H7BYM9	HXA4_HUMAN	HOXA4	Homeobox protein Hox-A4		311.486		259.477	248.746						418.219			183.402					231.868		1183.01	1073.85
Q00587	Q00587;B0QYC6;B0QYC7;B0QYC8	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1		259.192										425.58		227.923					172.652			
Q00796	Q00796;A0A6I8PIS1	DHSO_HUMAN	SORD	Sorbitol dehydrogenase		226.975		537.856					103.729		218.932	150.87		186.133					159.337	448.256		
Q01433	Q01433;A0A5F9UK94;A0A7P0Z4H6;A0A804CCZ3;A0A804H2H4;H0Y360;H0YF16;A0A590UK85	AMPD2_HUMAN	AMPD2	AMP deaminase 2		131.01							34.5465					142.172					127.602	112.389		
Q01650	Q01650	LAT1_HUMAN	SLC7A5	Large neutral amino acids transporter small subunit 1		69.6291	233.687		419.692	196.995			200.758		342.378			123.032					192.438		202.621	608.647
Q01995	Q01995;H0YCU9	TAGL_HUMAN	TAGLN	Transgelin		747.627	534.641	287.996	1255.45		3576.68			528.377	198.138	1538.98		114.014					485.96	217.754		
Q02750	Q02750;A0A8I5QJ96;B4DFY5;A0A8I5KRX5;A0A8I5KVF6;A0A8I5KXN4;A0A8I5KYB4;A0A8I5KYS7;A0A8I5QJC1;A0A8I5QJL9;A0A8I5QJP8	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1						118.182			62.505	335.536	77.1081	220.964		120.074					124.873			
Q02880	Q02880;A0A8V8TP20;A0A8V8TPE3	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta														115.034								
Q02978	Q02978;I3L1P8	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein				105.876										44.5835					84.5512			
Q03519	Q03519;A0A087WYD6;E7ENX8;A0A0G2JLV0;A0A140T9S0;A0A8V8TNH3;A0A8V8TNJ0;A0A994J4Y7;X5CMH5	TAP2_HUMAN	TAP2	Antigen peptide transporter 2		162.464		235.009		575.924			182.841					172.111					292.944	185.2		217.668
Q05048	Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1									277.22	163.807	172.18	197.353		108.911					49.9913			
Q05707	Q05707;J3QT83	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain		303.155																				
Q06124	Q06124;A0A8I5KRZ3;A0A8I5KW48;A0A8I5QL30	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11														71.8881								
Q06136	Q06136;K7ERC8;K7EQS7	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase														24.2648					84.9075			
Q06203	Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase									164.237					62.0096					88.9752			
Q07075	Q07075	AMPE_HUMAN	ENPEP	Glutamyl aminopeptidase																			914.004			2349.49
Q07157	Q07157;A0A087X0K9;G3V1L9;G5E9E7;A0A0G2JNH2;A0A7I2V5U5	ZO1_HUMAN	TJP1	Tight junction protein ZO-1									64.9211			187.42		82.4813								
Q07864	Q07864;F5H1D6	DPOE1_HUMAN	POLE	DNA polymerase epsilon catalytic subunit A														43.3168								
Q08379	Q08379;B7ZC06;A0A087WYC0;A0A1W2PQY5;A0A6Q8KRG2;A0A8I5KNZ1;A0A8I5KT73;A0A8I5KZ68;A0A8I5QJQ7;A0A8J9BZL8	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2				89.6876					73.6467		202.768	87.5189		26.6014								
Q08752	Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D				87.7263					212.025	258.643	131.074			180.88					305.463			
Q0ZGT2	Q0ZGT2;H7BXY5;E7ETM8;E7EUA0	NEXN_HUMAN	NEXN	Nexilin				204.098					181.756			217.556		95.6961					353.844	95.2558		464.351
Q10472	Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1														48.17								
Q12800	Q12800;Q9NZI7;F8VX55;C9JWL3	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2												74.0544		86.9934								
Q12849	Q12849;H0Y8R1;H0YAK1;H0YAM1	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1		528.874		298.998		537.209			418.869	263.903	199.273			185.129					148.562			
Q13033	Q13033	STRN3_HUMAN	STRN3	Striatin-3									82.5401			149.612		89.151					104.553			
Q13043	Q13043;Q13188;A0A087WVN8;A0A8V8TLK1	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4		167.532																	111.341	398.532	87.2791	
Q13112	Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B														101.192								
Q13126	Q13126;B4DUC8;J3QSB7	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase											193.901	124.984		115.837					88.938	188.556		
Q13190	Q13190;E9PNU4;H7C3X5	STX5_HUMAN	STX5	Syntaxin-5											273.671			154.395					124.457			
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5				224.234					52.7995			196.455		163.383					46.2056			
Q13336	Q13336;B4DFJ8;F5GWS2	UT1_HUMAN	SLC14A1	Urea transporter 1		270.825							37.2911	455.48	1205.08			53.5489								
Q13363	Q13363;H0Y8U5;D6RAX2;H0Y8W7;H0Y9M9	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1		150.941	407.723	1110.59	1148							167.661		309.147								
Q13439	Q13439;H0Y6H4;A0A8V8TPI8;A0A8V8TQI6;C9J0Y3	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4														60.2118								
Q13459	Q13459;M0R0P8;M0R300	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb														59.8319								
Q13464	Q13464;A0A0U1RQV4	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1														82.7658								
Q13541	Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1						189.309				140.676	162.823	154.079		264.593								
Q13546	Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1						211.051			70.006			61.7018		61.6502								
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit														83.9374					90.6213			
Q13620	Q13620;A0A669KAX4;A0A7P0T954;A0A7P0TAQ3;A0A804CL36;K4DI93;A0A669KAU9;A0A7P0T8W4;A0A7P0T9R8	CUL4B_HUMAN	CUL4B	Cullin-4B										84.0396	205.73											
Q13636	Q13636;Q9UL26;J3QR49	RAB31_HUMAN	RAB31	Ras-related protein Rab-31									85.6293	948.912		140.205		247.523					172.16			394.022
Q13740	Q13740;F5GXJ9	CD166_HUMAN	ALCAM	CD166 antigen														184.599					43.4889			210.801
Q13835	Q13835	PKP1_HUMAN	PKP1	Plakophilin-1						897.318					2553.14	153.601						287.427	473.64		164.565	
Q13868	Q13868;A0A8I5KVY3;A3KFL2;A3KFL5;A0A8I5KV47;A0A8I5QL34;B4E001	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4		73.9995							71.5956	297.264	129.396	233.138		126.463					237.304			396.038
Q13951	Q13951;J3KS23	PEBB_HUMAN	CBFB	Core-binding factor subunit beta		254.994	208.123								244.533			99.7135					186.963			
Q14061	Q14061;C9J8T6	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone														81.5837								
Q14137	Q14137;A0A075B729	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1											189.29	189.032		61.741								
Q14145	Q14145;K7EJ49;K7EJD8;K7ESE0	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1						165.993			384.523		122.883			37.2057								
Q14160	Q14160;A0A669KB89;A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5	SCRIB_HUMAN	SCRIB	Protein scribble homolog																			135.702			
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12		168.852		154.44					252.354	262.6		119.612		204.338					128.693			
Q14184	Q14184;A0A0G2JKH4;A0A8V8TML1	DOC2B_HUMAN	DOC2B	Double C2-like domain-containing protein beta		217.817	641.544	363.493		402.748	2741.99	3655.32	141.818		428.814			101.192	840.053	670.365	339.936	1320.66	186.073			
Q14185	Q14185;A0A096LNH6	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1														109.994								
Q14232	Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha											130.248			92.2069								
Q14344	Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13		311.699	565.49	289.979		611.294			303.205	289.437	81.5104	109.234		72.0946					92.6107	178.565		261.522
Q14493	Q14493;E7EUV9;F8W8D3;H0YAE8;H7C4H8	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein														68.6595								
Q14554	Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5														96.1435								
Q14558	Q14558;B4DP31;C9J168;C9JKT9;C9JUN4	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1									4.79362			100.984		46.0134								
Q14574	Q14574	DSC3_HUMAN	DSC3	Desmocollin-3										235.63	1123.28							309.276	412.804	375.344	479.852	
Q14671	Q14671;E9PR38;H0YEH2;Q5T1Z4;Q5T1Z8;H0YDK8	PUM1_HUMAN	PUM1	Pumilio homolog 1																			47.3798			
Q14689;Q9P265	Q14689;Q9P265;A0A494C143	DIP2A_HUMAN;DIP2B_HUMAN	DIP2A;DIP2B	Disco-interacting protein 2 homolog A										176.983				78.437					119.186			
Q14738	Q14738;E9PFR3;H0Y8C4;H7C5Q9	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform		278.635				266.348			126.184	95.7566		164.381		191.536					189.386			
Q14789	Q14789;A0A8J9C4H3;A0A8Q3SHI9;A0A8Q3SHP0;A0A8Q3WKE2;E7EU81;A0A8Q3SHH2;A0A8Q3SHH5;A0A8Q3SHM0;A0A8Q3SHQ4;A0A8Q3SHQ5;A0A8Q3SHQ9;A0A8Q3WK92;A0A8Q3WKA7;A0A8Q3WLC9;C9J8Q0;H0Y867;H7C5I7	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1														72.7598					102.976			
Q14938	O00712;P08651;Q12857;Q14938;A0A0A0MRX8;A0A1B0GU97;A0A1B0GW37;A0A1B0GWI9;A0A1B0GWJ4;A0A286YEX4;A0A2R8Y7V8;A0A590UK09;B1AKN5;B1AKN7;B1AKN8;C9JWJ8;Q5VW26;Q5VW27;Q5VW30;S4R3W2;U3KQE8;A0A087WXP2;A0A590UJ82;A0A590UK73;A0A8I5KYE6;A0A8J8YL86;A0A8V8TP49;A0A8V8TP65;A0A8V8TPN0;A0A8V8TQG7;A0A8V8TQI3;A0A8V8TQV0;B1AKN6;B4DHW2;K7EJB0;K7EKH0;K7EN08;K7ESG9;Q5W0Y9;S4R308;S4R3K4;U3KPY9	NFIX_HUMAN	NFIX	Nuclear factor 1 X-type			509.105						222.203	185.821	101.273	221.536		405.367					751.654			270.898
Q14C86	Q14C86;F8W9S7	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1		182.582							303.802	354.485				78.0062								
Q14CW9	Q14CW9	AT7L3_HUMAN	ATXN7L3	Ataxin-7-like protein 3														16.1765								
Q15003	Q15003;E9PHA2;H7C415	CND2_HUMAN	NCAPH	Condensin complex subunit 2									203.176					39.3632								
Q15006	Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2		199.007								151.628		144.857		129.38					200.469			257.794
Q15113	Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1														99.5754								
Q15334	Q15334;A0A087WW77	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1														58.0551					116.208			
Q15388	Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog		252.194				185.298			178.032	260.623		81.0633		40.7144					30.4465			423.194
Q15413	Q15413;A0A087X080;A0A0U1RRH1;A0A0X1KG73	RYR3_HUMAN	RYR3	Ryanodine receptor 3		381.266			1502.8														1179.7			
Q15437	Q15437;A0A2R8YFH5;Q5QPE1	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B									113.859	311.469		155.943		122.167					174.551			
Q15477	Q15477;A0A8V8TL97;A0A8V8TLA2;A0A8V8TN04;H7C4L3	SKI2_HUMAN	SKIC2	Superkiller complex protein 2				98.2151		272.281					26.2326			40.4359								
Q15582	Q15582;H0Y8L3	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3														72.6148								
Q15629	Q15629;G3XAN4	TRAM1_HUMAN	TRAM1	Translocating chain-associated membrane protein 1		182.217				189.561				287.186	218.435			95.9267								112.118
Q15645	Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog		135.138							66.8052	50.9033		275.867		82.6646					69.3199			
Q15654	Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6		182.817		79.4869						360.126				70.5468								
Q15785	Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34									55.6191					75.1783								
Q15828	Q15828	CYTM_HUMAN	CST6	Cystatin-M		94.9446								372.026	942.351			75.3286	1149.13	747.644		479.491	181.505	226.549	489.899	235.305
Q15904	Q15904;A0A0C4DGX8	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1											308.006											
Q16186	Q16186;A0A087WX59	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1											121.055			197.568								
Q16637	Q16637;A0A1W2PRV5;E7EQZ4;B4DP61	SMN_HUMAN	SMN1	Survival motor neuron protein														31.8139								
Q16739	Q16739;M0R208	CEGT_HUMAN	UGCG	Ceramide glucosyltransferase														75.6711								
Q16851	Q16851;A0A087WYS1;A0A7I2YQ74;E7EUC7	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase		362.078	316.738	491.176	90.7888	448.325			511.996		314.441	301.629		208.278					286.143	503.942		165.018
Q27J81	Q27J81;A0A087X118;A0A6Q8PF29;A0A6Q8PF44;A0A6Q8PFB9;A0A6Q8PFN5;A0A6Q8PGC7;A0A6Q8PGK9;A0A6Q8PGN3;A0A6Q8PGU8;A0A6Q8PGY8;A0A6Q8PH25;A0A6Q8PH52;A0A6Q8PH59;A0A6Q8PH63;A0A6Q8PH71;A0A6Q8PHA2;A0A6Q8PHG2	INF2_HUMAN	INF2	Inverted formin-2		201.528							46.6941			257.366		52.3002								
Q2M2I8	Q2M2I8;A0A096LP25;E9PG46	AAK1_HUMAN	AAK1	AP2-associated protein kinase 1												76.5146		73.2074					44.8531			
Q2TAC2	Q2TAC2;A0A590UJT6	CCD57_HUMAN	CCDC57	Coiled-coil domain-containing protein 57										276.189												
Q2TAY7	Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1		276.507				256.963			162.555		132.644	55.8984		109.681					88.108			
Q32P28	Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1		439.337	569.911			377.647			139.269	220.512		94.7418		168.341					126.616			583.731
Q53GQ0	Q53GQ0;A0A1B0GV93;A0A1B0GVY6	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase		176.672				215.272			143.857	459.142	88.9097	447.105		296.756					303.606	355.292		258.148
Q53GT1	A0A2U3TZR0;E7EUK6;Q53GT1;A0A3B3ITE0;E9PD35;A0A3B3ITX7;A0A3B3IUC9	KLH22_HUMAN	KLHL22	Kelch-like protein 22			470.739						211.318	175.372	201.539			225.37					329.571	104.177		735.924
Q53S08;Q9H0N0	Q9H0N0;Q53S08	RAB6C_HUMAN;RAB6D_HUMAN	RAB6C;RAB6D	Ras-related protein Rab-6D										50.866		140.896		42.5981								
Q5D862	Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2					352.231				281.312	338.649	4012.9	404.355		97.3198	565.281	1148.08	2717.18	2012.48	2576.06	634.811	581.185	526.861
Q5H8A4	Q5H8A4;D6RFE8;E7EM50;E7EWV1;D6R9J9	PIGG_HUMAN	PIGG	GPI ethanolamine phosphate transferase 2														52.8436								
Q5H9R7	Q5H9R7;E9PKF6;E9PQP7;H0YEN2;H7BXH2;H0YEV0	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3				83.5768										88.0292						110.783		
Q5HYI8	Q5HYI8;C9JXK9;F8WAX8;F8WDC6;F8WF49;H7C532	RABL3_HUMAN	RABL3	Rab-like protein 3			1540.66																	915.01		
Q5J8M3	Q5J8M3;H0YNK8;H0YK61;H0YMH5;H0YNK0;S4R329	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4		427.386		591.646	1106.89				82.5958		79.0493			62.6088					59.2708			
Q5JRA6	Q5JRA6;A0A0A0MRH6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog		269.649		125.024					276.975					68.4676								
Q5KU26	Q5KU26	COL12_HUMAN	COLEC12	Collectin-12														218.809								
Q5MAI5	Q5MAI5;A0A8V8TNQ4;F8WC88;H7BZI6	CDKL4_HUMAN	CDKL4	Cyclin-dependent kinase-like 4																						209.345
Q5MY95	Q5MY95	ENTP8_HUMAN	ENTPD8	Ectonucleoside triphosphate diphosphohydrolase 8			123.547									867.671		362.96	377.339				477.773	317.629		
Q5T749	Q5T749	KPRP_HUMAN	KPRP	Keratinocyte proline-rich protein											28071.5								3737.84			
Q5T8P6	Q5T8P6;A0A087X0H9;E2PSN0	RBM26_HUMAN	RBM26	RNA-binding protein 26											82.5263								112.794			
Q5TF21;Q9Y4B5	Q9Y4B5;Q5TF21;E9PJP2;A0A8Q3SIW6;A0A8Q3WKN6;A0A994J4H7	MTCL1_HUMAN;SOGA3_HUMAN	MTCL1;SOGA3	Protein SOGA3				133.07																		
Q5TZA2	Q5TZA2;B1AKC3	CROCC_HUMAN	CROCC	Rootletin		730.659																	1097.26	971.948		334.219
Q5VZF2;Q9NR56;Q9NUK0	Q5VZF2;Q9NR56;Q9NUK0;A0A0A0MQX8;B1AKI6;C9JP00;H7C4T5;Q86VM6;A0A7P0T9I3;A0A8I5KU79;A0A8V8TM16;A0A8V8TNS0;A0A994J506;A0A994J509;B1AKI2;C9J4T8;O95205	MBNL1_HUMAN;MBNL2_HUMAN;MBNL3_HUMAN	MBNL1;MBNL2;MBNL3	Muscleblind-like protein 2	431.763	436.528		703.17					434.91			844.281		476.549					635.563	212.925		222.508
Q63HN8	Q63HN8;A0A0A0MTC1;A0A0A0MTR7	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213				149.113					46.6171					138.764					43.6085			
Q63ZY3	Q63ZY3;K7ERU2	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2				134.047		322.75			221.375		159.594			96.6676					185.593			
Q66PJ3	Q66PJ3;A0A0C4DG62;A0A8C8KBE9;F5GYV5;F8WCT1;H7BZV4	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4												79.5377		42.0963								
Q6DKJ4	Q6DKJ4;A0A0G2JQK5	NXN_HUMAN	NXN	Nucleoredoxin					576.796						225.404	432.948		126.446								
Q6IBS0	Q6IBS0;A0A7I2V2U8;A0A7I2V5D3;D6RG15	TWF2_HUMAN	TWF2	Twinfilin-2		123.163	259.592			421.489			93.2706	176.27		110.561		121.5						233.719		
Q6IQ22	Q6IQ22;A0A3B3ITT0	RAB12_HUMAN	RAB12	Ras-related protein Rab-12														33.9703								
Q6L8H4	Q6L8H4;F6T1Q0	KRA51_HUMAN	KRTAP5-1	Keratin-associated protein 5-1				207.595										97.9385								
Q6NW29	Q6NW29;E7EV43;K4DI92	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4									48.8067					44.9341								
