Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-07_9785.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-08_9786.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-09_9787.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-10_9788.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-11_9789.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-12_9790.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-13_9795.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-14_9796.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-15_9797.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-16_9798.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-17_9799.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-18_9800.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-19_9805.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-20_9806.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-21_9807.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-22_9808.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-23_9809.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-24_9810.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-25_9815.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-26_9816.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-27_9817.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-28_9818.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-29_9819.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-30_9820.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-01_9780.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-02_9775.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-03_9776.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-04_9777.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-05_9778.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-06_9779.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-31_9825.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-32_9826.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-33_9827.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-34_9828.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-35_9829.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-36_9830.d
Q6TRW4	Q6TRW4	PDS5B_RAT	Pds5b	Sister chromatid cohesion protein PDS5 homolog B	7939.46	7865.62	8064.09	7507.73	7458.37	7700.26	5454.36	5836.2	5633.6	6143.84	5658.58	5521.63	5137.61	4772.53	4775.59	4898.29	5319.3	4793.82	4679.13	4620.18	4368.44	4573.91	4479.77	4487.54	5903.52	6637.91	6626.43	6672.88	6820.49	6444.19	4405.29	4082.22	4144.26	4222.55	4322.28	4082.15
Q6TUD4	Q6TUD4	YIPF3_RAT	Yipf3	Protein YIPF3	20313.7	18974.2	19974.1	18331.7	19232.2	17232.1	13264.3	13198.2	12235.5	13417.2	14204.2	13245.8	18012.8	17789	19002.1	17379.9	17151.5	16052	20576.1	19329.4	19937.3	20767.6	20127.4	19689.5	25817.3	26048.7	25510.4	24847.1	24622.8	25786.9	52350.9	54743.2	56890.6	55452.4	56464.9	53046.2
Q6TUG0	Q6TUG0	DJB11_RAT	Dnajb11	DnaJ homolog subfamily B member 11	22469	20935.1	20479.4	20500.7	22721.4	22907.9	16999.7	18263.2	16920.3	17790.4	16637.1	17153	18164.8	19017.5	18351	19011.2	18688.5	19597.9	19469.9	19824.9	19216.5	18195.3	19201.3	19451.3	11881.1	14538.6	11932.1	13991	14913.4	13170.6	21044.8	23377	23906.6	24142.8	23648.9	23293.8
Q6TXG9	Q6TXG9	SFR1_RAT	Sfr1	Swi5-dependent recombination DNA repair protein 1 homolog	8903.76	8526.26	7798.31	8772.8	9383.94	9050.46	8077.56	6297.51	6833.95	7234.81	7023.75	6562.65	8926.11	8071.36	8429.08	8411.34	9128.76	8581.37	7072.56	7470.67	7063.75	7620.27	7757.93	6264.11	6716.09	7453.19	8037.93	8184.2	8119	7641.2	3317.94	3427.93	2746.76	2976.86	3422.75	3847.65
Q6U6G5	Q6U6G5;D4AA59	ZC3HF_RAT	Zc3h15	Zinc finger CCCH domain-containing protein 15	14543.4	15707.9	17273.4	14663.4	15928.9	14026.8	7927.23	11012.1	9793.58	15222.4	10338.2	19393.5	12853.8	13264.2	14532.8	13082.4	15169	17869.7	14031.6	16889.2	14501.4	17705.2	18237	19364.5	9269.08	7464.56	9042.33	7374.61	7546.39	8548.54	8814.48	9570.28	9779.2	7050.82	8628.21	8610.67
Q6UK00	Q6UK00	LDAF1_RAT	Ldaf1	Lipid droplet assembly factor 1	758.843	665.236	872.983	810.163	923.638	1028.99	748.564	551.571	794.685	1016.42	1156.86	589.619	1647.71	1089.12		1087.58	1299.6	1183.68	848.197	867.088	1220.87	862.745	1000.63	989.847	1078.84	629.143		876.085		532.857	1248.09	1116.62	921.166	1440.85	758.482	1329.13
Q6UPR8	Q6UPR8	ERMP1_RAT	Ermp1	Endoplasmic reticulum metallopeptidase 1	12202.4	10913	12378.8	11909.4	12323.7	12798.5	10944.2	10091.6	10442.5	9918.75	10777.9	11095.6	9684.9	10461.3	11649.7	10288.1	10016.8	9281.88	11046.2	11302.5	12684.8	11848.7	11611.9	11354.6	13938.2	14795	14498	14524.3	14428.4	14909.4	21134.8	19255.2	21551.6	20428.1	19565	21035.3
Q6URK4	D4A6A2;Q6URK4;F1M6C7;A0A8I6A4C1	ROA3_RAT	Hnrnpa3	Heterogeneous nuclear ribonucleoprotein A3	88274.7	85974	82064	84186.6	84181	75905.6	41220.8	39529.6	45941.4	47258.4	46034.6	39887.6	75798.5	71649.5	74793	72811.3	70031.1	70209.1	68906.7	71505.7	71087.2	70266.6	65168	65335.6	64101.3	64416.7	61813.2	64707.3	65705.5	61782.8	79721.6	83238.3	90653.6	83473	87358.3	92631.7
Q6V7V2	Q6V7V2	RTKN_RAT	Rtkn	Rhotekin	1092.75	1381.69	793.714	1051.38	1021.31	1278.84	1982.45	1825.33	2101.78	1845.44	2062.61	2052.94	1909.03	1661.58	1956.26	1635.38	1775.82	1531.52	1129.64	1288.58	1808.34	1373.29	1021.65	1440.7	1319.41	2799.96	1548.35	1427.29	1292.55	1138.86	670.037	519.694	756.117	1693.58		
Q6V9V9	Q6V9V9	Q6V9V9_RAT	Stk25	Serine/threonine kinase 25	1571.68	1558.33	1506.34	1621.6	1843.2	1520.71	1658.03	3278.13	1946.95	2703.17	1778.03	1755.36	2943.65	2098.99	2883.43	3043.16	2613.2	2378.44	1849.85	1733.2	1962.98	2121.98	2483.3	1901.46	1847.7	3206.63		897.139		698.807	1007.86	1049.04	943.318	825.432	1000.63	869.461
Q6VBQ5	Q6VBQ5	MYADM_RAT	Myadm	Myeloid-associated differentiation marker	7458.06	6145.18	6175.41	6358.29	6421.39	6785.57	8024.98	7757.59	7619.47	7610.66	7748.9	6361.69	29466.9	30715.4	29506.4	25233.5	26457.2	30096	33301.8	30765.7	31218.7	32032.1	34329	30948.3	3747.61	4282.09	3998.29	4294.65	3642.06	3449.53	7996.6	6277.72	5201.02	8214.04	8532.85	6185.94
Q6VBQ8	A0A8I6A6Y9;Q6VBQ8	PNO1_RAT	Pno1	RNA-binding protein PNO1	11021.8	10393.7	9675.83	10270.2	9805.03	10242.9	12702.7	13913.2	13053.4	14623.2	14102.2	12278.1	9181.67	10515.3	9694.87	8995.6	10185.8	9147.24	10865.5	11061.5	9422.7	10535.6	10535.1	9012.28	8622.63	8352.72	6695.64	7672.9	7918.69	7668.05	6367.96	6303.73	5632.6	6292.72	6834.23	8692.88
Q6VEU1	Q6VEU1	NOB1_RAT	Nob1	RNA-binding protein NOB1	11253.4	9105.68	11961.3	9740.54	12979.6	10536.8	9216.54	10120.9	9293.15	9743.68	12445.8	11826.6	8557.58	8505.93	7274.23	6902.75	8273.34	9698.01	4923.97	6870.84	8144.46	7029.37	7114.43	4969.47	6787.17	8653.45	6070.73	6674.46	6144.59	6338.59	7162.32	6468.5	7700.99	7486.32	6995.05	7815.6
Q6VV72	Q6VV72	IF1A_RAT	Eif1a	Eukaryotic translation initiation factor 1A	58656.9	59085.8	58903.1	61759.6	66190.3	55416	72749.4	77528.4	69288.6	65854.8	71776.4	70564.7	58290	46995.9	47004.7	47532.8	52527.2	52249.1	71312.9	68567.6	72738.2	59240.7	66010.9	69741	56276.3	59342.4	54334.8	55735.8	55528.2	54163.8	51141.5	45650.3	43589.3	45124.6	41878	45651.9
Q6W3E9	Q6W3E9	P4HA3_RAT	P4ha3	Prolyl 4-hydroxylase subunit alpha-3				644.62	704.754	571.399	717.591	350.969	668.642				566.852		865.072	886.856		733.164		783.363		546.744				664.033	745.336	761.082	764.511	559.011	877.964	549.425	1028.33	528.468	1107.46	741.574
Q6WN19	Q6WN19	RTN2_RAT	Rtn2	Reticulon-2	2974.45	3583.19	3329.26	2944.05	2775.3	2695.06	3770.21	4475.71	4294.82	3406.23	3515.87	3180.62	3410.29	4419.66	4213.49	5267.27	4173.25	3920.32	4517.19	4447.87	4200.9	4764.15	4081.6	4822.67	2197.57	2387	1998.27		1503.34	1490.16	3061.79	3067.65	3088.23	3324.41	2616.4	3216.29
Q6XQN1	Q6XQN1	PNCB_RAT	Naprt	Nicotinate phosphoribosyltransferase	7164.59	6640.8	7006.59	6449.21	7079.25	6934.45	7583.19	7848.22	9733.17	8994.42	7245.96	8939.89	7201.18	7553.92	7008.53	6817.75	6147.08	6695.1	5491.81	5523.87	5837.76	6516.32	5898.27	4695.04	6889.96	7893.34	6488.31	6797.16	6806.43	5012.12	4222.17	4857.06	4562.8	3359.78	4757.47	4082.38
Q6XUX2	Q6XUX2	DUSTY_RAT	Dstyk	Dual serine/threonine and tyrosine protein kinase	2053.88	2065.04	2949.01	1640.47	1911.14	1319.75	1371.01	1785.7	1034.57	1388.2	886.856	1445.03	2517.83	2269.27	1882.56	1772.49	1820.47	2409.68	2561.58	2689.49	3456.34	3346.41	3969.64	3368.85	4307.79	4369.09	3146.66	3176.52	3206.82	3309.7	2432.32	3781.34	2998.24	2943.36	2935.15	1781.99
Q6XVN8	Q62625;A0A0G2K9Q7;Q6XVN8	MLP3A_RAT	Map1lc3a	Microtubule-associated proteins 1A/1B light chain 3A	8382.6	9606.81	9379.54	9900.53	8741.42	8575.51	20597.8	19725.9	19109.7	19086.1	20650.4	20682.4	16700.6	15649.6	14992.9	14082.8	15560.8	14417.3	14301.8	15094	13898.3	14636.8	14324.6	13262.7	10557.5	9614.83	8743.08	7712.42	9492.36	8942.4	5128.23	5729.46	7035.63	6008.94	5309.55	5849.56
Q6Y1S1	Q6Y1S1	MYD88_RAT	Myd88	Myeloid differentiation primary response protein MyD88	4990.51	5148.22	5632.2	3966.38	4816.98	4956.4	5941.4	5709.47	6698.2	5681.14	6124.64	5503	6362.56	5263.36	6298.87	4952.05	5526.17	5081.22	5656.28	6569.75	5663.04	5912.22	6396.38	6421.54	7757.26	7589.6	7539.56	7600.47	7106.57	7963.07	4304.96	4908.52	4764.76	4266.18	5178.63	3995.46
Q6Y290	Q6Y290	GOLI_RAT	Rnf130	E3 ubiquitin-protein ligase RNF130	603.964	391.2	401.663	381.053	381.466	521.478		358.214	244.3			120.97	319.8	512.61	318.398	345.416	460.525		405.358	381.76	421.35	393.267	360.884								768.134		862.092	998.318	1188	696.583
Q6YDN7	Q6YDN7	CDC26_RAT	Cdc26	Anaphase-promoting complex subunit CDC26	5642.68	6229.43	5781.99	6148.19	6189.64	6477.01	4667.91	4365.42	4909.21	4365.18	4750.56	4767.88	5016.72	4848.5	3834.08	5161.63	5296.87	5037.1	4348.19	5097.39	4130.26	4384.62	4385.55	3930.42	6456.82	5574.36	5830.21	6015.83	6511.5	5668.24	6290.42	6959.68	7095.74	7373.04	7165.08	6917.86
Q6YDN8	Q6YDN8	Q6YDN8_RAT	Gid8	GID complex subunit 8 homolog	3969.08	4291.95	4328.35	4338.55	3546.99	3233.16	2408.67	2028.23	4382.36	1437.67	2700.07	2520.05	3077.82	3514.13	2748.86	3815.6	4014.59	4032.89	3540.55	3269.54	2607.26	3117.06	2691.07	3132.61	2595	2069.6	2259.89	2228.44	1884.56	2293.48	2038.8	1632.07	2556.93	2079.42	2966.83	2186.55
Q704S8	Q704S8	CACP_RAT	Crat	Carnitine O-acetyltransferase	4976.36	5135.41	4854.99	5156.32	4944.95	4707.52	6793.06	7107.85	6805.78	6726.47	6300.17	6618.38	5787.38	5813.58	6126.95	6124.67	5542.31	5720.02	5672.19	6059.75	5954.09	5357.66	5798.13	6168.11	6527.08	5439.47	6352.25	6148.11	6263.26	5682.41	7022.87	6655.9	6926.66	6893.32	6965.2	7174.38
Q710E6	Q710E6	SUCO_RAT	Suco	SUN domain-containing ossification factor	2343.89	2310.69	2243.04	2299.74	2492.47	2566.41		2073.81	1860.4	1316.58	2681.27	3214.04	2235.65	1872.95	2235.7	2221.18	2108.88	2192.32	2441.49	2854.61	2450.3	2085.21	2629.74	2428.98	1394.46	1881.47	1440.19	1437.76	2387.01	1608.51	2900.29	2727.93	2896.54	2648.31	2568.24	2707.6
Q711G3	Q711G3	IAH1_RAT	Iah1	Isoamyl acetate-hydrolyzing esterase 1 homolog	20480.6	17878.1	23853.1	25248.9	23233.7	21072.9	15804.4	17717.4	34560.4	17559.1	17759.9	18402.1	19873.5	19014.7	16635.3	17566.2	18069.1	16263.4	16439.6	17451.7	17142.1	15704.7	15428.2	15512.3	26928.4	21356.7	20451.7	24141.4	18915.6	22883.3	23856.6	26365.1	24212	22362.5	24701.9	28325.8
Q712U5	Q712U5	ARP19_RAT	Arpp19	cAMP-regulated phosphoprotein 19	46899.8	41983.1	43612.8	48570.3	43727.2	43850.8	24243.9	29937.7	26178.4	23115.9	25700.1	26373.1	34362.6	31348.6	34633.8	33085.8	33802.5	34904.5	24401.3	23500.7	24328.8	25108.6	25837.8	25614.5	20780.2	25064.5	30988.2	18536.8	23327.7	20216.3	25739.9	24711.4	23106.4	25752.2	20258.9	26665.2
Q719N3	Q719N3	PAQRB_RAT	Mmd	Monocyte to macrophage differentiation factor						354.405	1244.83			1192.52	1252.11	1440.85	1667.64	1477.29	2434.21	1795.48	1768.97	1431.52	2425.8	2788.32	2537.18	2918.71	2619.3	3156.59				962.959								
Q71F54	Q71F54	SH3R1_RAT	Sh3rf1	E3 ubiquitin-protein ligase SH3RF1	2506.48	2357.72	2665.43	2457.99	1993.8	2084.91	1865.35	1782.19		2185.83	1561.07	690.865	1362.35	1318.84	1434.35	3043.27	1536.47	1748.45	1613.43	1857.46	1791.77	1726.66	1990.97	1400.04	1459.83	1732.57	1348.91	1011.38	1949.34	1357.54	1248.48	740.067	1214.48	1656.74	1598.51	1394.48
Q71HP2	Q71HP2	GASP3_RAT	Gprasp3	G protein-coupled receptor associated sorting protein 3	1460.98	1612.9	890.898	1431.43	1094.2	1196.45	2414.66	2224.93	2139.93	1503.98	1974.32	2156.72	1708.18	1663.83	1322.67	1178.84	1087.97	1414.84	2182.98	2017.48	2128.67	2632.7	1913.48	2421	2119.33	1910.67	1796.54	2267.6	2012.78	1768.16	944.992					
Q71TY3	A0A8L2QXZ3;Q71TY3;A0A8I5Y7E5	RS27_RAT	Rps27	Small ribosomal subunit protein eS27	32394.4	29888.8	31530.8	32673.4	32355.1	29761	112187	111430	99423.2	107710	107009	109089	29467.1	26405.9	27122.8	30148.2	29338.4	28137.5	30082.8	30455.3	30107.9	31035.9	31201.4	30946.9	69708.1	59844.8	57372.7	69401.2	81644.6	73339.3	19771	20624	20226.7	21638.8	22517.6	23041.5
Q71UF4	Q71UF4	RBBP7_RAT	Rbbp7	Histone-binding protein RBBP7	57380.9	53387.6	56087.9	55214.4	49678.7	50879.5	49899.2	43582.1	51972.3	50971.5	52455.1	44891	48288.9	45747.1	47455	46964	46899.3	45513.9	49135.1	46347.4	47446.2	53603.7	47833.8	47857.1	39961	43934.9	46372.6	41365.1	41178.4	44150.3	35178.5	34078.6	36371	30483.2	37208.7	35925.5
Q75PQ8	Q75PQ8	ORC2_RAT	Orc2	Origin recognition complex subunit 2	2077.99	1946	2213.96	1980.57	1824.38	1954.47	1176.38	1308.49	1024.05	1374.38	1019.75	1462.19	888.457	919.631	938.902	851.84	1114.77	1267.56	901.572	906.926	816.863	715.597	981.886	797.158	1102.01	950.735	1080.67	970.978	998.723	1441.5	795.154	1122.92	679.398	1064.16	515.55	978.242
Q75Q39	Q75Q39	TOM70_RAT	Tomm70	Mitochondrial import receptor subunit TOM70	12830.4	12786.6	12117.1	12742.4	11892.2	12472.9	13434.9	13780.1	14108.9	15461.9	14562	13960.1	13375.7	12815.5	12994.8	13365.1	14068	13374.8	15702.4	13861.5	14868.7	15783.5	15081.6	15699.1	16276.7	14621.3	14445.1	14459	14651.2	14800.7	28725.4	29586	29685.1	31125.4	30946.6	28971.6
Q75Q40	Q75Q40	TOM40_RAT	Tomm40	Mitochondrial import receptor subunit TOM40 homolog	14480.7	14316.2	14767.4	13732	15151.2	13185.4	9423.7	9955.72	10345.3	11316.7	10200.2	9209.1	10372.4	10916.6	11672.4	12243.9	10882.3	11949.1	11431.1	12398.2	11946	11029.9	11583.8	11635	10429	13799.1	12358.6	13099.5	12840.7	11815	13940.3	14921.9	17129.1	15956.5	15453.6	17089.7
Q75Q41	Q75Q41	TOM22_RAT	Tomm22	Mitochondrial import receptor subunit TOM22 homolog	18401.2	19565.3	20878.3	21660.8	22326	21030.5	5838.88	8484.39	8107.72	7221.13	7383.91	9544.33	10524.2	9285.56	11241.5	12017.7	13730	14198.8	10742.6	7227.04	10839.6	13894.6	12783.8	11070.3	13095.1	13863.2	11621.1	12741.1	9358.92	9532.42	11336.6	16637	16709	16759.9	14225.2	17676.2
Q75UQ2	Q75UQ2	CFDP1_RAT	Cfdp1	Craniofacial development protein 1	8648.86	10568.8	9863.36	10631.3	10671.5	10348.9	6448.43	6308.78	6581.21	5181.75	6951.14	6164.55	6805.17	7844.6	8518.81	8477.56	7962.72	8172.52	7383.21	6377.25	6974.39	6635.64	6651.88	7348.15	12543.9	11637.2	11834.2	12261.8	12118.2	11952.7	6482.43	6298.41	6317.81	5962.38	6340.19	6422
Q75WE7	Q75WE7	VWA5A_RAT	Vwa5a	von Willebrand factor A domain-containing protein 5A	27814.7	26510.2	27152.5	27334.4	27254.2	28164.6	41788.4	42898.6	44863.8	40012.3	44211.7	40408.7	57484	55722.3	58329.2	56076.7	55958.6	57478.9	52179.3	51684.8	53512.3	53172	51225.4	51569.1	27416.3	26937.3	25352.5	27560.5	27416.7	27778.1	28353.2	28815.8	26579	27936.3	27570	29307.3
Q761X5	Q761X5	UNC5C_RAT	Unc5c	Netrin receptor UNC5C	1492.95	1802.02	1385.22	1445.57	1516.21	699.13	4009.26	4871.49	4634.43	5198.35	4981.5	4209.32	5889.48	6063	6253.26	5195.52	5420.31	5833.82	5663	5815.05	4926.37	5834.91	4849.38	4420.95	827.824	959.005	742.302	1099.85	1164.93	1025.95						
Q765A7	Q765A7	PGAP1_RAT	Pgap1	GPI inositol-deacylase	9397.45	9067.25	9810.05	10011.9	9696.85	9947.69	6936.03	6837.44	7780.27	6580.5	7388.68	8631.75	10077.9	9844.94	8958.91	9503.8	10269.4	9857.12	11157.8	9477.35	9601.3	9241	10486	9523.63	6618.56	9887.36	10116.8	10159.5	10882.7	8404.95	9651.71	10237.5	8587.45	7567.97	7820.5	9583.71
Q767I8	Q767I8	PCDA4_RAT	Pcdha4	Protocadherin alpha-4	2002.03	1622.84	1615.94	1271.19	1625.34	1001.49	2358.3	2427.57	2369.18	2179.57	5623.83	4729.79	2433.46	2091.72		1786.84		1321.81	2633.58	3400.67	3150.99	2560.41	1964.67	2813.69		1913.78	1902.92	1545.39	2458.64	2222.23						
Q76EQ0	Q76EQ0	SRR_RAT	Srr	Serine racemase	4823.22	4077.23	4626.06	5410.19	4967.9	4998.88	2148.41	3370.07	2690.05	2624.04	2726.93	2158.28	3651.01	3604.52	3839.93	3015.67	3677.25	3874.03	3617.76	3063.48	3895.94	2954.27	3039.12	3137.31	3405.83	3747.41	3893.59	3272.52	3304	3241.63	2199.98	2286.82	2306.06	1681.13	1929.99	2598.35
Q76IC5	Q76IC5	PGPI_RAT	Pgpep1	Pyroglutamyl-peptidase 1	4286.67	6083.88	5435.14	5299.21	4510.88	4473.2	4442.79	4347.8	3453.48	4783.14	4505.38	3176	6016.88	5247.17	5172.4	4840.7	4739.91	5679.81	2940.46	3786.11	2460.1	3053.88	2481.23	2659.2	1584.83	1224.23	1867.03	1454.9	1332.16	1605.93	3476.64	3516.38	3830.04	3511.49	2921.89	3377.38
Q76IC6	Q76IC6	ZDH23_RAT	Zdhhc23	Palmitoyltransferase ZDHHC23	3000.35	2673.86	2683.46		2368.41	3155.7	2603.56	1726.12	2326.82	1685.15	2152.78	1885.15		2648.93	2375.59	2288.19	1985.02	2376		2737.07	2662.92		2179.53		3953.95		4008.31	3886.6	2980.17	3847.25	3824.4	4103.83	3325.46			3283.29
Q76JQ2	Q76JQ2	FLCN_RAT	Flcn	Folliculin	1479.76	1781.55	1830.97	1720.61	1955.32	1368.02	1781.15	2201.81	2000.08	2453.51	2039.25	2082.07	2308.98	1803.95	1642.37	1521.62	1568.32	1652.54	1704.68	1781.19	1483.14	1431.1	1236	1272.13	1557.1	2150.02	1729.47	1944.11	2068.95	2038.92	1110.43	1167.81	873.288	1148.28	1291.89	1090.63
Q76K24	Q76K24	ANR46_RAT	Ankrd46	Ankyrin repeat domain-containing protein 46	8059.89	6399.45	5127.25	5316.32	4962	7330.1	7587.58	6259.16	6920.7	5892.72	8339.12	5303.14	7714.21	7418.13	5948.8	8186.29	7029.73	8413.91	7746.26	8205.67	8151.95	7295.39	8453.28	9624.07	4160.4	4218.25	3550.43	3597.62	4415.27	3587.63	1732.4	2442.99	1355.66	2883.32		
Q76KC6	Q76KC6	Q76KC6_RAT	Pde8a	Phosphodiesterase	1596	1984.93	1963.42	2000.57	1247.24	1000.12	2665.44	2737.98	2803.8	2656.08	2055.28	2974.05	1944.19	2152.85	2391.66	1757.55	2051.3	980.42	2248.82	2149.84	2059.05	1924.55	2733.75	2547.59	2396.68	2416.2	2053.26	2266.41	2000.74	1528.53	2751.61	2288.82	3067.37	3430.47	3789.68	3209.03
Q76M68	Q76M68	IQEC3_RAT	Iqsec3	IQ motif and SEC7 domain-containing protein 3	639.806	831.225	596.81	690.268	706.154	1000.01	745.989	779.699	801.947	740.625	545.211	345.239	402.587	482.221	452.316	762.793	690.952	671.09	381.485	705.948	318.862	338.419	690.647	391.554	448.467	393.945	361.646	373.09	386.62	346.635	1080.56	890.902	886.387	1051.74	820.826	829.451
Q76MT4	Q76MT4	ESF1_RAT	Esf1	ESF1 homolog	3712.58	3719.92	3732.42	4281.49	3806.76	3650.69	3289.23	3718.75	3073.8	2996.42	3562.33	3377.07	3448.56	3642.3	3724.69	3911.76	3958.1	3184.34	2981.09	2918.21	3363.03	2972.07	2931.07	3348.86	3333.47	3407.63	3956.15	3612.06	3873.67	3695.1	4366.39	4599.26	4698.23	4693.56	4839.83	4777.86
Q76MX4	Q76MX4	MAFG_RAT	Mafg	Transcription factor MafG	4692.22	4513.84	4212.37	4255.97	3780.38	3684.18	2734.36	4347.43	3310.41	3313.16	2740.33	3466.88	3238.24	2937.97	2860.33	2745.87	3131.7	3224.82	3685.96	2925.75	3337.53	3468.5	3482.15	3721.79	6848.78	6698.93	6545.3	7155.71	6123.75	6875.51	3733.93	3569.75	3241.58	2871.88	3433.95	3139.29
Q78E60	Q78E60	ARNT2_RAT	Arnt2	Aryl hydrocarbon receptor nuclear translocator 2	1649.62	1506	2188.05	1945.72	1870.52	2076.99	1412.48	1466.98	1163.52	1159.67	1239.04	1357.08	766.902	1001.83	984.252	1723.48	969.108	694.847	367.374	753.897	1413.84	303.843			1845.52	1567.64	1816.67	2017.9	1863.51	1768.4		1053.52				
Q78EA7	Q78EA7	BMR1A_RAT	Bmpr1a	Bone morphogenetic protein receptor type-1A	3967.39	2719.01	2655.96	2559.98	3052.08	2763.64	3079	2825.79	2907.81	3091.82	2770.19	2565.87	5009.64	3632.3	3395.28	1516.52	3277.58		3448.25	3836.83	6704.01	4137.86	3853.28	4290.76	2311.75	2748.9	2574.78	4589.02	2778.74	3511.51	6148.06	5321.23	5657.84	3983.67	5967.51	4679.68
Q78EG7	Q78EG7	TP4A1_RAT	Ptp4a1	Protein tyrosine phosphatase type IVA 1	1821.63	2014.55	1685.68	2173.5	1669.01	1815.28	1673.93		1432.69			2098.83	2666.24	3435.77	2622.11	1436.7	1901.75		1567.87		1208.22	1325.47	1810.1		1723.34	2643.19	1786.24	3367.62	3655.06	2082.69	1238.38	1540.72	1250.2	1489.2	1624.21	2492.49
