Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-220_3831.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-221_3832.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-222_3833.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-224_3835.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-225_3823.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-226_3824.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-228_3826.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-229_3827.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-230_3828.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-242_3837.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-243_3838.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-245_3840.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-246_3841.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-314_3844.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-316_3846.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-317_3847.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-318_3848.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-196_3784.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-197_3785.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-198_3786.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-200_3788.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-201_3789.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-202_3791.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-203_3792.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-204_3793.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-205_3794.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-206_3795.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-207_3796.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-219_3805.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-220_3806.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-221_3807.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-222_3808.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-223_3809.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-224_3810.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-226_3816.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-227_3817.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-228_3818.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-229_3819.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-230_3820.d
Q6AYK1	Q6AYK1	RNPS1_RAT	Rnps1	RNA-binding protein with serine-rich domain 1	2763.82	3313.56			2443.98			9735.8	4118.14		732.662	3449.92	2162.17	2581.27	4507.58	3498.04	9129.45	4305.78		8784.27	3029.59		1988.19				4075.27	8118.22	3852.6	3787.57	4620.81	14671.5	2726.41	2508.38	3188.07	3497.63	4185.62	2773.12	4305.21
Q6AYK2	Q6AYK2	JMJD6_RAT	Jmjd6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	1940.86			1308.32								1849.3			6435.67							2958.56							1715.97			1555.37	4728.02			4406.08	1770.9		
Q6AYK3	Q6AYK3	INO1_RAT	Isyna1	Inositol-3-phosphate synthase 1	5242.63		3490.64	8285.74	8053.57		35222	4952.04	6598.71	2352.04	3947.64	5305.02	3541.63		3886.56		4904.12	6504.58		5778.44	20402.5		4945.76	7763.31	3249.2		6535.4			6627.51	5283.72		7555.6	14683.7	5341.78	6450.57	5950.06	2758.92	2939.48
Q6AYK4	Q6AYK4	B2L14_RAT	Bcl2l14	Apoptosis facilitator Bcl-2-like protein 14																																							
Q6AYK5	Q6AYK5	LYAR_RAT	Lyar	Cell growth-regulating nucleolar protein																														1141.58									
Q6AYK6	Q6AYK6	CYBP_RAT	Cacybp	Calcyclin-binding protein	18483	20263.7	21499.8	14311.3	20081.9						30096.4	10360	4246.61		21537.1	91332.4		22305.3			13286.5	23734.4	23151.6		13886		9149.51		10025.2	6249.59	9731.2	17327.7	21004.6	9630.56	23911.6	11513.2	12095	17381.4	
Q6AYK8	Q6AYK8	EIF3D_RAT	Eif3d	Eukaryotic translation initiation factor 3 subunit D	4305.25		3161.74	3895.8	5307.31	1431.44	8953.34	1187.75			5997.69	2752.2	2972.61		6000.13			5338.46		3544.8	9852.8	6520.1	8438.76		6034.61	7814.49	6142.3	9996.31	15402.9	8719.15	4434.94	6679.78	6596.19	5540.84	4803.67	3120.6	7315.04	5097.52	5710.38
Q6AYK9	Q6AYK9	CDYL_RAT	Cdyl	Chromodomain Y-like protein																																							
Q6AYL0	Q6AYL0	TPC_RAT	Slc25a19	Mitochondrial thiamine pyrophosphate carrier																																							
Q6AYL5	Q6AYL5	SF3B4_RAT	Sf3b4	Splicing factor 3B subunit 4			1927.64			2653.37	1974.48					2931.87	1781.4										2592.51				4465.94		4221.15	3597.78	1959.92					2267.96	2706.8	882.798	
Q6AYL9	Q6AYL9	NUF2_RAT	Nuf2	Kinetochore protein Nuf2														2016.05																									
Q6AYM4	Q6AYM4	DPCD_RAT	Dpcd	Protein DPCD																																							
Q6AYN2	Q6AYN2	SARAF_RAT	Saraf	Store-operated calcium entry-associated regulatory factor																																							
Q6AYN4	Q6AYN4	PHIPL_RAT	Phyhipl	Phytanoyl-CoA hydroxylase-interacting protein-like	2781.56	9296.87		11038.8	7720.63		7158.27	3822.71	2187.63				13804.4		1533.14										1962.5		3350.27				5268.99						7520.18		
Q6AYP5	Q6AYP5	CADM1_RAT	Cadm1	Cell adhesion molecule 1	2832.29	6604			2965.47	9809.74	5215.56		11070.6	9862.56		1155.57	1722.39			1240.05							2057.75				3356.67				1257.22	1754.46	3166.54	1598.25	8298.47	1060.25	1278.6		
Q6AYP7	Q6AYP7	5NT3B_RAT	Nt5c3b	7-methylguanosine phosphate-specific 5'-nucleotidase	4096.76																				6157.72						3158.81			1397.83	1893.65					5616.3	2923.94	1574.64	
Q6AYQ1	Q6AYQ1	GOGA7_RAT	Golga7	Golgin subfamily A member 7										828.263		1962.75										2526.09	2208.71				809.706									653.286		1343.72	
Q6AYQ2	Q6AYQ2	AK1CL_RAT	Akr1c21	Aldo-keto reductase family 1 member C21											1771.44																						13376.8						
Q6AYQ4	Q6AYQ4	TM109_RAT	Tmem109	Voltage-gated monoatomic cation channel TMEM109		1719.4				1092.75																									753.967							516.453	
Q6AYQ9	Q6AYQ9	Q6AYQ9_RAT	Ppic	Peptidyl-prolyl cis-trans isomerase			6319.88				4527.54																																
Q6AYR2	Q6AYR2;A0A8I6ASR6	NDRG3_RAT	Ndrg3	Protein NDRG3				8068.91	22133													2473.1					588.379							825.991					5226.67		2140.44		
Q6AYR8	Q6AYR8	SCRN2_RAT	Scrn2	Secernin-2																																							
Q6AYS4	Q6AYS4	FUCO2_RAT	Fuca2	Plasma alpha-L-fucosidase																											2375.46	1813.66											
Q6AYS6	Q6AYS6	SNX17_RAT	Snx17	Sorting nexin-17																											1352.34									2627.27			
Q6AYS7	Q6AYS7	ACY1A_RAT	Acy1a	Aminoacylase-1A	8966.89	16613.4	10661.6	6281.19	7032.21			6999.66	3586.63		6016.95	8956.8	6826.31		4179.67			9122.89			13496.6	5639.82	7083.48		6007.71	12020.4	6050.63	3461.54		7302.07	6467.31	5459.19		10309.4	6834.1	7306.66	9540.69	4025.67	8271.31
Q6AYS8	Q6AYS8	DHB11_RAT	Hsd17b11	Estradiol 17-beta-dehydrogenase 11									1662.92	2513.41			5260.59														1228.64							5408.13		1675.37	604.845		
Q6AYT0	Q6AYT0	QOR_RAT	Cryz	Quinone oxidoreductase																																							
Q6AYT3	A0A8I5YBA4;Q6AYT3	RTCB_RAT	Rtcb	RNA-splicing ligase RtcB homolog	6789.3	11251	3891.89	11630.8	8314.95						6677.93	9257.74	4723.58		5897.66			6233.12	4148.7	11600	8545.12	10227.9	5228.32	7325.25	7802.22	12291.5	7367.03	5318.71	7049.12	5952.11	7382.65	10546.4	4861.36	6145.81	4575.55	8544.5	9124.87	7017.59	14616.9
Q6AYT4	Q6AYT4	PBIR1_RAT	Pabir1	P2R1A-PPP2R2A-interacting phosphatase regulator 1																																						6750.49	
Q6AYT5	Q6AYT5	ARMT1_RAT	Armt1	Damage-control phosphatase ARMT1																										1668.52	819.762									829.81	1171.51		
Q6AYT7	Q6AYT7	ABD12_RAT	Abhd12	Lysophosphatidylserine lipase ABHD12				4126.93									1928.49			4576.03														500.367			1942.13			2221.12			2314.66
Q6AYT8	Q6AYT8	MPZL1_RAT	Mpzl1	Myelin protein zero-like protein 1																																							
Q6AYU1	Q6AYU1	MO4L1_RAT	Morf4l1	Mortality factor 4-like protein 1																																							
Q6AYU2	Q6AYU2	Q6AYU2_RAT	Pcbp2	Poly(rC) binding protein 2	6620.9	11379.4	6158.76		5451.29		6814.81				5978.46	7954.94			10365.4		5124.84	1163.33	1788.66	7174.05	9158.27	9033.01	7839.26	5958.01	19083.3	9040.97	10877.5		15618.6	3267.2	9842.84		15978.3	10463	14418.3	11603.6	11934.7	11037.4	7494.44
Q6AYU3	Q6AYU3	DNJB6_RAT	Dnajb6	DnaJ homolog subfamily B member 6																																							
Q6AYX5	Q6AYX5	ODFP2_RAT	Odf2	Outer dense fiber protein 2																																							
Q6AYY8	Q6AYY8	ACATN_RAT	Slc33a1	Acetyl-coenzyme A transporter 1					1007.84																									443.594									
Q6AYZ1	Q6AYZ1	TBA1C_RAT	Tuba1c	Tubulin alpha-1C chain	335671	636172	346615	327690	255420	69182.4	320392	158164	66989.5	105275	241847	279950	390072	49934.8	461360	51754.7	122509	307105	107049	198204	222124	169267	242709	139997	257215	124819	275418	140676	171571	245662	234818	264381	192682	201702	248802	236841	239001	265597	211311
Q6AZ28	O70260;Q6AZ28	PIAS2_RAT	Pias2	E3 SUMO-protein ligase PIAS2																											942.791												
Q6AZ50	Q6AZ50	ATG3_RAT	Atg3	Ubiquitin-like-conjugating enzyme ATG3	1209.32																						1833.47				1238.8												
Q6B345	Q6B345;F1LYQ0	S10AB_RAT	S100a11	Protein S100-A11				3068.61											2988.75			3059	5685.42		7443.97		2013.08			1504.83												2563.67	
Q6BBI8	Q6BBI8	UFC1_RAT	Ufc1	Ubiquitin-fold modifier-conjugating enzyme 1	1718.62	2318.49	1987.07		1958.59						3744.2	1982.53	2227.21		1659.04			3043.13				6261.87	6242.92		5938.06		3124.5			2315.66	1716.73	4511.04	6215.32	6504.87	2339.33	5795.29	5089.42	3255.15	
Q6BDS1	Q6BDS1	SPI1_RAT	Spi1	Transcription factor PU.1																																							
Q6DGF4	Q6DGF4	ZFAN6_RAT	Zfand6	AN1-type zinc finger protein 6			4572.26																								3592.71			2821.78						599.72		2018.19	
Q6DGF9	Q6DGF9	ACBD4_RAT	Acbd4	Acyl-CoA-binding domain-containing protein 4																															3367.77								
Q6DGG0	Q6DGG0;A0A8I6AK73	PPID_RAT	Ppid	Peptidyl-prolyl cis-trans isomerase D	4670.84	2706.73	4119.54	12099.9	4320.45		3848.91	5427.19		1189.8	8446.31	12264	6874.7		4829.85			5315.79		4307.64	6318.07	4554.54	6059.2		4214.69	10622.2	4030.72	3733.31	8902.43	5113.54	6226.34	2058.52	14940.9	5715.06	3967.19	5730.19	5964.76	7013.69	7325.25
Q6DGG1	Q6DGG1	ABHEB_RAT	Abhd14b	Putative protein-lysine deacylase ABHD14B	4383.69	4991.75	5926.11	6180.52	4440.25		4181.87				5265.91	10037.5	5367.22		2213.33		3897.59	5668.64		16585.8	10531.5		3229.05		3634.61		8835.54			5877.31	7674.43		6550.49	10318.6	6169.91	2105.37	3229.61	3688.26	
Q6DGG9	Q6DGG9	CAMLG_RAT	Camlg	Guided entry of tail-anchored proteins factor CAMLG										2897.92																													
Q6DTM3	Q6DTM3	AHI1_RAT	Ahi1	Jouberin	1759.82				5988.29						8873.38												4591.45							1030.68			4553.86			640.054			
Q6E0V2	Q6E0V2	KTNA1_RAT	Katna1	Katanin p60 ATPase-containing subunit A1	6605.32	11408.4	4431.23		7427.42		8154.25		2509.99	17795.1		6989.93	4480.33	10172.6	7781.53	6513.82			8628.54	11328.2		7139.4	5112.49		6843.38		3632.86		4845.75	4528.68	7282.13	8658.58	6826.16	11674.1	10911.3	8037.18	4447.99	7565.36	6366.54
Q6ED65	Q6ED65;D3ZQR6	EMAL5_RAT	Eml5	Echinoderm microtubule-associated protein-like 5	12315.2	3231.31	15375.3	17432.7	18605.7	2403.83	11880.8				13768.8	9135.52	17753.3		10943.2	1864.66		23523.8		22968.6	2419.33	11981.4	29598.3	18352.9	10370.9	855.72	15969.6	7764.99	5537.79	25993.2	20773	5850.44	15377.4	17574.4		17255.4	23517.4	13779	10210.3
Q6EV70	Q6EV70	OFUT1_RAT	Pofut1	GDP-fucose protein O-fucosyltransferase 1	2648.57														3563.12								5376.04								3300.29								
Q6F596	Q6F596	GGPPS_RAT	Ggps1	Geranylgeranyl pyrophosphate synthase	456.605																																						
Q6F6B3	Q6F6B3	TANC1_RAT	Tanc1	Protein TANC1																		1355.12	3900.16																				
Q6GMN2	Q6GMN2	BAIP2_RAT	Baiap2	Brain-specific angiogenesis inhibitor 1-associated protein 2		2914.27																									1834.87									5714.52			
Q6GQP4	Q6GQP4;A0A8I6A931	RAB31_RAT	Rab31	Ras-related protein Rab-31	11288.3	9863.25	9679.81	6123.9	4411.89	12430.4		7756.83	10488.2	16128.2	16923.4	4373.16	6628.62	18183.3	9766.17	20431.8	13192.6	15637.2		5851.69	22307.9	16231.7	8693.5	10038.6	7642.11	5525.9	11246.4	12378.5	6470.68	8270.63	13458.8	3666.29	9382.4	21515.6	7782.31	10325	8035.21	3303.2	9058.35
Q6I7R3	Q6I7R3	ISOC1_RAT	Isoc1	Isochorismatase domain-containing protein 1	7950.4	3676.62	8951.91	9795.35	7821.06	5165.34	10115.3	9702.06	9988.3	15537.3	6193.31	12736.9	7387.76	2330.93	11272.2	8938.24	5426.89	7222.72	13685.2	6521.17	4458.85	11339.7	6260.8	9746.03	7592.63	12526.1	9813.2	8210.56	11571.7	5533.29	2978.73	10936.8	8305.12	8420.34	14780.9	5472.39	5760.92	8678.73	4503.84
Q6IE17	A0A8I6AK21;Q6IE17	Q6IE17_RAT	Stfa2l1	Stefin A2-like 1	1579.72	1582.78																																					
Q6IE70	Q6IE70	PAN2_RAT	Pan2	PAN2-PAN3 deadenylation complex catalytic subunit Pan2																																							
Q6IFZ5	Q6IFZ5	Q6IFZ5_RAT	Krt76	Keratin 76																1340.8																				2023.6			
Q6IMX7	Q6IMX7	HPBP1_RAT	Hspbp1	Hsp70-binding protein 1															1772.88			3075.4									399.003		1870.18		1379.76								
Q6IMY1	Q6IMY1	MTUS1_RAT	Mtus1	Microtubule-associated tumor suppressor 1 homolog	18615.4	3663.85		8217.9	18505.8		17108		7871.41		8772.38	11391.8		7726.26				40867.1			11221.5	10297.8	44583	26353.1	22520.7	18831.2	15922.1	22462	13663.5	6944.58	17677.4	20518.7	24843.3	14796.6	16928	30051.9	28330	35369	14160.9
Q6IMY8	Q6IMY8	HNRPU_RAT	Hnrnpu	Heterogeneous nuclear ribonucleoprotein U	35814.8	38295.6	37262.4	39025.3	27604.5	22523.6	44840.9	21197.5	17715.7	9282.07	54263.1	37052.5	45450.5	19534	48148.3	78074.8	21615.6	55123.8	39705.1	39597	39366.1	58316	42185.1	36037.9	49321.6	27470.3	51167.6	35710.2	42285.1	50187.5	58218.1	44573.2	49693	52539.4	31372.3	46069.5	63839.3	60712.4	32493.6
Q6IN01	Q6IN01	PPR3B_RAT	Ppp1r3b	Protein phosphatase 1 regulatory subunit 3B												2958.4															1534.31			584.839	137.033					174.496	172.981		
Q6IN36	Q6IN36	WIPF1_RAT	Wipf1	WAS/WASL-interacting protein family member 1	2439.61				3753.76							3306.21	2575.54					3689.53		3761.23	7178.03		3640.58				1991.4				1646.19					3304.11	1663.95	7903.41	4071.7
Q6IRE4	Q6IRE4	TS101_RAT	Tsg101	Tumor susceptibility gene 101 protein	2472.37	5598.02			8751.71		2576.82				7628.46	2808.81			2144.81			4649.15					4054.97				2166.78			1230.57	442.621			1458.41		3000.55	3959.2	2440.51	
Q6IRJ7	Q6IRJ7	Q6IRJ7_RAT	Anxa7	Annexin	10701.5	23451.7	13689.9	19701.3	14204.2	8260.3	13426.7	12188.3	6744.1	3635	12910.2	10604.4	10868.8	3382.5	11750.8	3456.74	7995.87	7220.73		13733.5	11019.7	8840.25	15188.8	10449.6	10645.2	10724.7	7485.16	13667.7	8052.82	8600.51	6980.65	11701.2	5676.43	18951.6	9820.41	12083.9	8746.48	13084.3	8428.86
Q6IRK9	Q6IRK9	CBPQ_RAT	Cpq	Carboxypeptidase Q	2207.28		3175.86			6530.65	3420.77		7403.58	6847.29	3858.94		4781.14	5167.12	2258.77	11534.1	3581.68	5038.74	9445.89	5438.94	1738.86		4544.26	16672.4	1769.74		3420.49		6949.28	1417.07	1266.32			4989.86	11350	3737.12	5266.65	4084.38	
Q6IUP3	Q6IUP3	ELP5_RAT	Elp5	Elongator complex protein 5																																							
Q6IUR5	Q6IUR5	NENF_RAT	Nenf	Neudesin	2734.43		6200.9		1388.36		11355.9		2391.76		2295.92			3089.18	4939.78	4571.65	5895.46		1424.7		5307.97		3362.76				1572.89			2355.31	2399.82	2758.87		2804.93	18961.4	4131.7	5095.88	3493.18	
Q6IUU3	Q6IUU3	QSOX1_RAT	Qsox1	Sulfhydryl oxidase 1																																							
Q6IV57	Q6IV57	RN141_RAT	Rnf141	RING finger protein 141																						1706.05																	
Q6IV68	Q6IV68	FACD2_RAT	Fancd2	Fanconi anemia group D2 protein homolog																																							
Q6J1Y9	Q6J1Y9	UBP19_RAT	Usp19	Ubiquitin carboxyl-terminal hydrolase 19	698.657				1100.57																			2843.8						1586.64						2051.84	1978.6	3232.84	
Q6J2U6	Q6J2U6	RN114_RAT	Rnf114	E3 ubiquitin-protein ligase RNF114													900.291								2445.81																6653.93		
Q6JAM9	Q6JAM9	NACHO_RAT	Tmem35a	Novel acetylcholine receptor chaperone	27435.3	5925.69			6246.94	3268.44			20096.8				2514.11										3600.46		2332.41		2900.89					2882.54			7598.92	2278.14	3186.69	3994.25	
Q6JE36	Q6JE36	NDRG1_RAT	Ndrg1	Protein NDRG1			3343.33		930.147																																		
Q6JHU9	Q6JHU9;A0A8I6G641	CBP_RAT	Crebbp	Histone lysine acetyltransferase CREBBP																																							
Q6JWR2	Q6JWR2	S38A7_RAT	Slc38a7	Sodium-coupled neutral amino acid transporter 7																																							
Q6KC51	Q6KC51	ABLM2_RAT	Ablim2	Actin-binding LIM protein 2																																							
Q6MFX4	Q6MFX4	Q6MFX4_RAT	Or2h2c	Olfactory receptor	2069.14	2477.25	10374		3608.94	1923.56			1714.24		3693.43	5561.33	5699.58		3831.7		7291.75						3448.53		1435.6		951.973			1349.47		1808.35		2180.15	1845.22	1784.65	2447.57	1661.35	
Q6MFY6	Q6MFY6	PP1RB_RAT	Ppp1r11	E3 ubiquitin-protein ligase PPP1R11																																							
Q6MG06	Q6MG06	GNL1_RAT	Gnl1	Guanine nucleotide-binding protein-like 1	1537.63	27423.3		9939.46	3058.02		4439.99		11546.8		4096.17	1784.92	10228.6		8068.44						2711.37		3548.67				1381.04	13030.7		3669.35	5918.74	7297.48			1875.54	3613.05	3274.27	4242.16	
Q6MG07	Q6MG07	PRR3_RAT	Prr3	Proline-rich protein 3																															779.15		1153.9						
Q6MG08	Q6MG08	ABCF1_RAT	Abcf1	ATP-binding cassette sub-family F member 1	3966.19	10453.9	3954.73	5602.71	2734.7		2188.72				5189.44	6621.86	12063.5		6492.64			3044.08			2098.44		6131.52		5234.33	3357.14	5905.51	7783.06	10711	5519.33	5720.83	4856.01	16603.4			4459.29	3981.95	5655.68	9197.82
Q6MG11	Q6MG11	ATAT_RAT	Atat1	Alpha-tubulin N-acetyltransferase 1																																							
Q6MG13	Q6MG13	Q6MG13_RAT	Dhx16	RNA helicase																									2392.22		1395.12				4036.03								
Q6MG14	Q6MG14	NRM_RAT	Nrm	Nurim																									3423.29	2479.49				3185.56							1123.63		
Q6MG48	Q6MG48	PRC2A_RAT	Prrc2a	Protein PRRC2A					1253.89																		10558.6				880.76				3401.44					2141.91			
Q6MG49	Q6MG49	BAG6_RAT	Bag6	Large proline-rich protein BAG6	1914.34	6977.53		11558.5	836.864						3791.47	7810.4	15148.5		4309.84			2138.16		4114.27			1747.97			2720.92	2455.99			4834.1	3328.06	875.061	8643.18			1480.75	2793.15	2426.18	3304.4
Q6MG51	Q6MG51	CF047_RAT	G4	Uncharacterized protein C6orf47 homolog																																							
Q6MG55	Q6MG55	ABHGA_RAT	Abhd16a	Phosphatidylserine lipase ABHD16A	17350	2592.39		1889.18					3368.42	1746.06	43296.2		6519.58	1655.23	2880.74	945.423											1508.05			17470.5	1950.81					2150.11	2129.6	3026.59	
Q6MG61	Q6MG61	CLIC1_RAT	Clic1	Chloride intracellular channel protein 1	29217.8	27990.2	50109.3	8962.54	44441.9	21763.4	18830.8	40629.6	65414.2	26573.6	26138.1	44493.3	40412.6	17232.2	44253.3	13690.2	18506.1	24584.6	17233.6	34919.4	11965.4	9123.39	21445.1	17993.2	25328	8889.11	25134	11088.9		20054.9	18016	21632	17857.4	17426.5	24833.2	17325.8	22553.5	17172.8	7614.63
Q6MG77	Q6MG77	DXO_RAT	Dxo	Decapping and exoribonuclease protein																																							
Q6MG81	Q6MG81	FKBPL_RAT	Fkbpl	FK506-binding protein-like																																							
Q6MG82	Q6MG82	PRRT1_RAT	Prrt1	Proline-rich transmembrane protein 1					394.138																																		
Q6MG87	Q6MG87	Q6MG87_RAT	Pbx2	PBX homeobox 2																																							
Q6MG93	Q6MG93	Q6MG93_RAT	Btnl7	Butyrophilin-like 7	8455.18	1989.93	6053.99	4635.18	5806.9		2459.73	16246.1			2357.58	1796.01	1919.84		11766		4974.19	2278.79			7026.28		6064.59	6680.28	5352.23		4031.7		18720.6	5491.26	6449.99	8032.56	5557.06	47819.9	5842.41	3251.15	4467.34	4841.41	
Q6MGA7	Q6MGA7	Q6MGA7_RAT	RT1-DMb	Hla-dmb protein																																							
Q6MGA9	Q6MGA9	BRD2_RAT	Brd2	Bromodomain-containing protein 2																														640.906	859.718								
Q6MGB4	Q6MGB4	S39A7_RAT	Slc39a7	Zinc transporter SLC39A7																																							
Q6MGB5	Q6MGB5	DHB8_RAT	Hsd17b8	(3R)-3-hydroxyacyl-CoA dehydrogenase																2695.38																							
Q6MGB6	Q6MGB6	RING1_RAT	Ring1	E3 ubiquitin-protein ligase RING1																																							
Q6MGC4	Q6MGC4	Q6MGC4_RAT	Pfdn6	Prefoldin subunit 6	1232.25	1119.01	11815.4		6989.08						6316.27	2456.25	5095.54		4986.57		3104.83	3808			33003.3					4871.92	4647.07		4398.45	8137.66	1943.09		1222.55		5167.56	6893.14	3738.64	3248.8	
Q6MGD0	Q6MGD0	CUTA_RAT	Cuta	Protein CutA	4849.85		4141.47		3512.15	5664.08												1166.2									3376.05		830.362		978.878		6111.54			2853.58	5221.84		
Q6NX65	Q6NX65	PDC10_RAT	Pdcd10	Programmed cell death protein 10		1484.97	1761.28		539.845							3169.83	3691.37		2134.88	2961.97	3089.72	2708.05			6037.69		1551.57		2308.42		3363.13			1867.29			4683.87	5767.04	1117.51	1701.09	1390.64	1169.18	
Q6NYB7	Q6NYB7;P10536	RAB1A_RAT	Rab1A	Ras-related protein Rab-1A	33931.2	43181.8	23170.9	30056.2	34592.9	28456.1	21190.2	46217	40984	32287	26549.3	36310	26936.7	27030.1	30885.6	16747.9	46018.2	35017.6	39150.2	34160.8	23977.3	33274.2	34665.9	23609.7	20859.1	30464.1	36180.4	55548.5	32070.1	36904.5	25612.3	29555.5	40322.1	25483.6	30588.2	40346.4	33451.6	35377	31954.7
Q6P0K8	P62243;Q6P0K8	PLAK_RAT	Jup	Junction plakoglobin	4448.11	10437.3	6978.39	15353.3	17624.2	14324.5	20072.3	17017	9060.55	13721.9	9813.34	11363.6	11271.3	6919.19	9184.39	10698.6	14611.8	6945.86	7036.28	13824.6	8556.53	14301.4	5984.8	23767.7	8073.57	78072.9	3902.31	13575.4	15362.6	5083.09	3925.33	10082.7	13503.2	11047.3	14322	3517.17	4203.72	4982.35	10487.4
Q6P3V8	Q5RKI1;A0A8I6GF11;Q6P3V8	Q6P3V8_RAT	Eif4a1	ATP-dependent RNA helicase	71113.4	136844	59595.7	72540.9	69670.5	23149.6	72012.1	57523.7	7875.76	15137.1	64090.6	68760.6	82492	4494.38	72582.5	9554.21	27302.8	93284	64042.5	74606.8	86806.9	85270.1	91730.2	66304.1	77077.8	65683.1	92037.1	62611.5	75090.7	115786	98079.3	89392.6	79655	74696.8	51816.6	95869.2	97534	94574	67815
Q6P4Z6	Q6P4Z6	LCMT1_RAT	Lcmt1	Leucine carboxyl methyltransferase 1												1074.24											920.027								495.981					1914.48		6797.13	
