Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	PC12_day6_1_1 Spectral Count	PC12_day6_2_2 Spectral Count	PC12_day6_3_3 Spectral Count	PC12_undiff_1_1 Spectral Count	PC12_undiff_2_2 Spectral Count	PC12_undiff_3_3 Spectral Count	PC12_day6_1_1 Unique Spectral Count	PC12_day6_2_2 Unique Spectral Count	PC12_day6_3_3 Unique Spectral Count	PC12_undiff_1_1 Unique Spectral Count	PC12_undiff_2_2 Unique Spectral Count	PC12_undiff_3_3 Unique Spectral Count	PC12_day6_1_1 Total Spectral Count	PC12_day6_2_2 Total Spectral Count	PC12_day6_3_3 Total Spectral Count	PC12_undiff_1_1 Total Spectral Count	PC12_undiff_2_2 Total Spectral Count	PC12_undiff_3_3 Total Spectral Count	PC12_day6_1_1 Intensity	PC12_day6_2_2 Intensity	PC12_day6_3_3 Intensity	PC12_undiff_1_1 Intensity	PC12_undiff_2_2 Intensity	PC12_undiff_3_3 Intensity	PC12_day6_1_1 MaxLFQ Intensity	PC12_day6_2_2 MaxLFQ Intensity	PC12_day6_3_3 MaxLFQ Intensity	PC12_undiff_1_1 MaxLFQ Intensity	PC12_undiff_2_2 MaxLFQ Intensity	PC12_undiff_3_3 MaxLFQ Intensity	Indistinguishable Proteins
tr|A0A8J8XR33|A0A8J8XR33_RAT	A0A8J8XR33	A0A8J8XR33_RAT	Cstf2	624	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Cleavage stimulation factor, 3' pre-RNA subunit 2	1.0	0.999	12	54	38	54	13	7	9	7	8	10	9	6	5	6	6	6	13	7	9	7	8	10	345836.22	346702.5	290953.44	244345.16	212288.58	251607.72	72398.32	70867.37	72458.44	60433.715	64741.953	62206.613	
tr|A0A8J8XR86|A0A8J8XR86_RAT	A0A8J8XR86	A0A8J8XR86_RAT	Nelfe	387	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Negative elongation factor E	1.0	0.999	4	27	27	27	3	3	3	5	6	7	3	3	3	5	6	7	3	3	3	5	6	7	48207.617	48097.37	49666.836	86212.8	82687.5	83995.58	21217.54	20748.123	22531.16	34752.945	32177.756	31486.332	
tr|A0A8J8XSR6|A0A8J8XSR6_RAT	A0A8J8XSR6	A0A8J8XSR6_RAT	Lysmd2	215	Rattus norvegicus OX=10116	4:Protein predicted	LysM domain containing 2	1.0	0.999	5	26	24	26	4	4	5	4	4	5	4	4	5	3	4	4	4	4	5	4	4	5	47593.156	62910.215	67677.92	45438.055	54887.29	66244.64	23151.777	25302.871	24652.738	23616.977	24106.8	20189.629	
tr|A0A8J8Y4N8|A0A8J8Y4N8_RAT	A0A8J8Y4N8	A0A8J8Y4N8_RAT	Ube2r2	227	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2R 2	0.9749	0.999	1	7	7	7	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	37170.867	34672.02	39967.348	45619.375	30109.057	49404.367	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8J8Y7Y5|A0A8J8Y7Y5_RAT	A0A8J8Y7Y5	A0A8J8Y7Y5_RAT	Parn	645	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	1.0	0.999	5	22	22	22	3	3	3	4	5	4	3	3	3	4	5	4	3	3	3	4	5	4	74219.37	84084.266	69404.84	103991.25	101047.664	104590.28	27861.154	28636.588	28268.242	34539.605	35872.06	31813.178	
tr|A0A8J8Y8J8|A0A8J8Y8J8_RAT	A0A8J8Y8J8	A0A8J8Y8J8_RAT	Ostm1	351	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Osteoclastogenesis associated transmembrane protein 1	1.0	0.999	3	4	4	4	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	21405.01	19148.965	6750.078	0.0	0.0	0.0	16195.303	13539.688	0.0	0.0	0.0	0.0	
tr|A0A8J8Y9E0|A0A8J8Y9E0_RAT	A0A8J8Y9E0	A0A8J8Y9E0_RAT	Tra2a	280	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Transformer 2 alpha homolog	0.9645	0.9986	1	3	3	3	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0.0	0.0	7814.5957	0.0	7910.39	9867.033	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8J8YBF1|A0A8J8YBF1_RAT	A0A8J8YBF1	A0A8J8YBF1_RAT	Slc30a6	465	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Solute carrier family 30 member 6	0.8651	0.994	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	13741.679	0.0	7662.0386	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8J8YFS5|A0A8J8YFS5_RAT	A0A8J8YFS5	A0A8J8YFS5_RAT	Hars1	501	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Histidine--tRNA ligase, cytoplasmic	1.0	0.999	23	118	32	118	20	20	17	20	19	22	6	6	5	6	4	5	20	20	17	20	19	22	458346.53	418340.97	292568.25	488471.2	332614.94	478207.44	57034.83	58509.35	55167.39	62780.41	65924.91	64391.965	
tr|A0A8J8YGQ6|A0A8J8YGQ6_RAT	A0A8J8YGQ6	A0A8J8YGQ6_RAT	Dhrsx	331	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Dehydrogenase/reductase X-linked	0.9264	0.9969	1	4	4	4	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0.0	0.0	0.0	20576.096	23895.967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8J8YH81|A0A8J8YH81_RAT	A0A8J8YH81	A0A8J8YH81_RAT	Smarcb1	408	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	1.0	0.999	5	13	13	13	2	2	0	3	2	4	2	2	0	3	2	4	2	2	0	3	2	4	48197.61	43975.39	0.0	67770.69	46372.42	66487.234	36692.777	32961.21	0.0	44991.375	36577.254	46922.598	
tr|A0A8J8YHW4|A0A8J8YHW4_RAT	A0A8J8YHW4	A0A8J8YHW4_RAT	Clk2	799	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein	1.0	0.999	7	85	85	85	14	13	14	15	15	14	14	13	14	15	15	14	14	13	14	15	15	14	263277.38	271205.16	274165.0	243851.94	271947.22	274090.66	82769.83	85262.02	82436.055	87387.68	87284.13	90673.43	
tr|A0A8J8YIP6|A0A8J8YIP6_RAT	A0A8J8YIP6	A0A8J8YIP6_RAT	Accs	475	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	1-aminocyclopropane-1-carboxylate synthase	0.918	0.9965	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	7697.893	6753.356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8J8YLI4|A0A8J8YLI4_RAT	A0A8J8YLI4	A0A8J8YLI4_RAT	Ung	310	Rattus norvegicus OX=10116	3:Protein inferred from homology	Uracil-DNA glycosylase	0.9932	0.999	2	1	1	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8J8YNE4|A0A8J8YNE4_RAT	A0A8J8YNE4	A0A8J8YNE4_RAT	Apool	265	Rattus norvegicus OX=10116	3:Protein inferred from homology	MIC	1.0	0.999	7	35	35	35	5	6	6	6	8	4	5	6	6	6	8	4	5	6	6	6	8	4	190353.38	205041.28	187855.69	193304.95	185044.95	170348.33	85654.77	80358.95	80274.586	81929.555	79272.14	75134.5	
tr|A0A8J8YNR6|A0A8J8YNR6_RAT	A0A8J8YNR6	A0A8J8YNR6_RAT	Fxr2	636	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	FMR1 autosomal homolog 2	1.0	0.999	16	87	62	87	16	12	14	15	18	12	11	8	10	10	13	10	16	12	14	15	18	12	350118.56	352455.56	328495.16	327767.4	267964.75	291466.06	82282.82	87855.19	91854.914	77008.46	75977.555	79248.72	
tr|A0A8J8YNX3|A0A8J8YNX3_RAT	A0A8J8YNX3	A0A8J8YNX3_RAT	Cyb561	249	Rattus norvegicus OX=10116	4:Protein predicted	Cytochrome b-561	0.9999	0.999	1	9	9	9	0	1	1	2	3	2	0	1	1	2	3	2	0	1	1	2	3	2	20322.549	21853.777	20267.04	65309.53	48995.266	59497.27	0.0	12685.0625	0.0	41505.98	31119.941	38184.754	
tr|A0A8J8YPE2|A0A8J8YPE2_RAT	A0A8J8YPE2	A0A8J8YPE2_RAT	Eed	500	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Embryonic ectoderm development	1.0	0.999	3	4	4	4	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	1	3	36903.625	0.0	0.0	39389.105	10055.236	51053.508	0.0	0.0	0.0	29136.855	0.0	32406.01	
tr|A0A8J8YPS9|A0A8J8YPS9_RAT	A0A8J8YPS9	A0A8J8YPS9_RAT	RT1-CE16	417	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	RT1 class I, locus CE16	1.0	0.999	6	34	16	34	7	6	9	4	4	4	4	3	3	2	2	2	7	6	9	4	4	4	133700.6	208009.97	167500.88	80405.12	74003.61	79847.914	66877.21	70440.42	71686.06	46631.363	38593.324	40816.723	
tr|A0A8J8YRV3|A0A8J8YRV3_RAT	A0A8J8YRV3	A0A8J8YRV3_RAT	Drg1	362	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Developmentally regulated GTP binding protein 1	1.0	0.999	7	30	30	30	3	5	3	7	5	7	3	5	3	7	5	7	3	5	3	7	5	7	107914.016	110013.17	93455.266	125525.24	127438.9	142647.92	37600.55	41361.707	43562.418	42096.625	45124.56	45550.035	
tr|A0A8L2QCA8|A0A8L2QCA8_RAT	A0A8L2QCA8	A0A8L2QCA8_RAT	Gm55359	70	Rattus norvegicus OX=10116	4:Protein predicted	Predicted gene, 55359	0.9269	0.9969	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0JN30|A0JN30_RAT	A0JN30	A0JN30_RAT	Cnpy2	182	Rattus norvegicus OX=10116	3:Protein inferred from homology	Canopy FGF signaling regulator 2	1.0	0.999	6	40	40	40	7	9	5	6	7	6	7	9	5	6	7	6	7	9	5	6	7	6	178710.1	163435.08	136372.22	139950.33	132705.77	129692.05	99025.34	94297.46	74817.03	77609.09	75495.62	81416.945	
tr|A1L1J7|A1L1J7_RAT	A1L1J7	A1L1J7_RAT	Pbk	337	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	PDZ binding kinase	1.0	0.9988	3	5	5	5	0	0	0	0	3	2	0	0	0	0	3	2	0	0	0	0	3	2	0.0	13976.745	0.0	14209.3955	19574.324	33495.77	0.0	0.0	0.0	0.0	11487.878	13883.859	
tr|A1L1J8|A1L1J8_RAT	A1L1J8	A1L1J8_RAT	Rab5b	215	Rattus norvegicus OX=10116	4:Protein predicted	RAB5B, member RAS oncogene family	1.0	0.999	8	42	42	59	7	7	7	5	9	7	7	7	7	5	9	7	11	8	11	8	12	9	134800.98	137396.36	95491.15	121749.54	80938.5	113274.62	35090.438	34429.1	33907.92	42735.95	38036.42	37605.453	
tr|A1L1K6|A1L1K6_RAT	A1L1K6	A1L1K6_RAT	Gtf3c5	515	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	General transcription factor IIIC subunit 5	0.9999	0.9989	2	5	5	5	0	1	1	2	1	0	0	1	1	2	1	0	0	1	1	2	1	0	15194.016	14625.24	15708.104	32200.5	18961.45	23408.732	0.0	0.0	0.0	17005.95	0.0	12379.1875	
tr|A1L1L5|A1L1L5_RAT	A1L1L5	A1L1L5_RAT	Ccnk	589	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ccnk protein	0.9357	0.9973	1	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0.0	8751.242	0.0	14753.732	6000.5737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A1L1L9|A1L1L9_RAT	A1L1L9	A1L1L9_RAT	Tmem65	261	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	RGD1563224 protein	1.0	0.999	3	9	3	9	1	2	3	0	1	2	0	1	1	0	0	1	1	2	3	0	1	2	40475.71	53288.76	45467.594	0.0	15645.211	43793.457	28199.488	31778.115	28852.875	0.0	0.0	27158.047	
tr|A6HAV6|A6HAV6_RAT	A6HAV6	A6HAV6_RAT	Itgb1bp1	200	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Integrin subunit beta 1 binding protein 1	1.0	0.999	2	6	6	6	1	1	1	2	0	1	1	1	1	2	0	1	1	1	1	2	0	1	15283.163	14857.428	8507.075	16880.443	0.0	21458.496	11262.589	10388.239	0.0	12124.416	0.0	14902.784	
tr|A6HE59|A6HE59_RAT	A6HE59	A6HE59_RAT	Hnrnpab	332	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A/B	1.0	0.999	18	156	143	156	22	27	26	24	26	31	20	26	24	23	23	27	22	27	26	24	26	31	978796.6	930383.75	965233.94	1312105.8	1271685.1	1378287.1	158761.77	149263.39	163136.0	231182.19	238785.77	235610.38	
tr|A6HE60|A6HE60_RAT	A6HE60	A6HE60_RAT	Nhp2	153	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ribonucloprotein	0.9749	0.999	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7330.513	5816.782	6989.048	9166.377	8459.511	9020.741	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6HJZ8|A6HJZ8_RAT	A6HJZ8	A6HJZ8_RAT	Dcaf7	342	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	DDB1 and CUL4 associated factor 7	1.0	0.999	4	18	18	18	4	3	3	3	1	4	4	3	3	3	1	4	4	3	3	3	1	4	94937.29	64835.29	52568.066	57336.977	14557.134	61763.766	25565.744	21394.623	20981.977	18675.824	0.0	18998.533	
tr|A6HK01|A6HK01_RAT	A6HK01	A6HK01_RAT	Map3k3	626	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Map3k3 protein	0.9999	0.999	3	5	5	9	1	1	1	1	0	1	1	1	1	1	0	1	2	2	2	2	0	1	12045.618	12016.104	12082.198	12599.558	0.0	25695.512	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6HN85|A6HN85_RAT	A6HN85	A6HN85_RAT	C1qtnf4	326	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	C1q and TNF related 4	0.9748	0.999	1	4	4	4	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	9880.23	19164.764	9465.917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6HP79|A6HP79_RAT	A6HP79	A6HP79_RAT	Aqr	1484	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	RNA helicase aquarius	1.0	0.999	4	12	12	12	1	1	1	4	3	2	1	1	1	4	3	2	1	1	1	4	3	2	23229.797	24604.178	13132.629	38564.805	40305.82	30662.97	12400.702	13624.099	0.0	14155.981	15240.162	16626.871	
tr|A6HQ90|A6HQ90_RAT	A6HQ90	A6HQ90_RAT	Vps16	839	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 16 homolog	1.0	0.999	5	17	17	17	3	2	4	4	2	2	3	2	4	4	2	2	3	2	4	4	2	2	74127.12	61986.957	96071.01	73052.06	57674.645	90652.96	32605.092	35101.957	30576.768	30693.084	32215.639	27196.17	
tr|A6HT35|A6HT35_RAT	A6HT35	A6HT35_RAT	Pmm1	262	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Phosphomannomutase	1.0	0.999	7	32	20	32	6	5	7	6	4	4	3	3	5	3	2	4	6	5	7	6	4	4	98027.0	103335.18	85098.15	92052.27	44975.098	85786.01	37672.438	36012.133	35991.84	33714.117	22231.855	26389.76	
tr|A6HTJ5|A6HTJ5_RAT	A6HTJ5	A6HTJ5_RAT	Sorbs3	733	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Sorbin and SH3 domain containing 3	1.0	0.999	4	15	15	15	3	2	4	1	2	3	3	2	4	1	2	3	3	2	4	1	2	3	35415.625	2313.9194	2996.968	32648.023	2371.4243	25418.28	20024.479	0.0	0.0	12798.583	0.0	27374.979	
tr|A6HWM4|A6HWM4_RAT	A6HWM4	A6HWM4_RAT	Pigk	395	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	GPI-anchor transamidase	1.0	0.999	2	5	5	5	2	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0	1	0	20435.785	7271.9004	20191.754	0.0	17186.879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6HXD6|A6HXD6_RAT	A6HXD6	A6HXD6_RAT	Tubgcp2	905	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Gamma-tubulin complex component	1.0	0.999	6	36	36	36	5	3	4	7	7	10	5	3	4	7	7	10	5	3	4	7	7	10	38227.02	34925.707	26954.504	63108.02	70794.016	85278.734	15608.63	14448.104	16925.506	24237.027	27637.045	31240.576	
tr|A6HZC6|A6HZC6_RAT	A6HZC6	A6HZC6_RAT	Tm7sf2	418	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Transmembrane 7 superfamily member 2	1.0	0.999	4	16	16	16	3	6	5	1	0	1	3	6	5	1	0	1	3	6	5	1	0	1	62268.582	62990.695	64364.69	16421.695	0.0	0.0	46556.797	46753.145	46325.633	0.0	0.0	0.0	
tr|A6I2E0|A6I2E0_RAT	A6I2E0	A6I2E0_RAT	Dbr1	545	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Debranching RNA lariats 1	1.0	0.999	2	6	6	6	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	0.0	0.0	0.0	10913.419	14594.261	19000.213	0.0	0.0	0.0	0.0	8912.154	12499.792	
tr|A6I415|A6I415_RAT	A6I415	A6I415_RAT	Entpd3	529	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ectonucleoside triphosphate diphosphohydrolase 3	1.0	0.999	3	17	17	17	5	5	5	1	1	0	5	5	5	1	1	0	5	5	5	1	1	0	42012.32	45531.6	48955.11	7362.4004	7045.258	0.0	27184.861	24265.479	24780.65	0.0	0.0	0.0	
tr|A6I691|A6I691_RAT	A6I691	A6I691_RAT	Ndufc2	120	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 subunit C2	1.0	0.999	3	15	14	15	4	2	3	3	2	1	3	2	3	3	2	1	4	2	3	3	2	1	68612.4	61594.465	66880.0	32561.852	38500.69	36890.734	37502.89	38036.074	37836.77	21956.266	25880.86	29029.812	
tr|A6I7M8|A6I7M8_RAT	A6I7M8	A6I7M8_RAT	Taf10	218	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 10	1.0	0.999	1	12	12	12	1	1	1	1	4	4	1	1	1	1	4	4	1	1	1	1	4	4	13285.601	17058.508	11599.589	16769.473	27103.125	31894.734	0.0	12222.079	0.0	0.0	18758.318	21241.344	
tr|A6IA08|A6IA08_RAT	A6IA08	A6IA08_RAT	Bag3	574	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	BAG cochaperone 3	1.0	0.999	14	143	143	143	28	26	28	19	18	24	28	26	28	19	18	24	28	26	28	19	18	24	652226.4	714318.9	726933.25	428366.03	501904.66	567315.44	186169.12	206626.19	197975.45	155312.58	152109.98	159824.19	
tr|A6ICH5|A6ICH5_RAT	A6ICH5	A6ICH5_RAT	Tmem9	183	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Tmem9 protein	1.0	0.999	2	11	11	11	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	52686.406	49682.695	47739.875	28996.695	21648.979	22035.246	32857.633	31115.03	30226.201	17612.873	12789.331	13403.663	
tr|A6IDY9|A6IDY9_RAT	A6IDY9	A6IDY9_RAT	Ndufa4	82	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	NDUFA4, mitochondrial complex associated	1.0	0.999	7	48	48	48	8	9	7	8	8	8	8	9	7	8	8	8	8	9	7	8	8	8	345735.7	360060.7	339077.3	255793.38	287491.03	293135.34	121754.89	124180.5	118940.04	89930.445	109413.414	112615.44	
tr|A6IE42|A6IE42_RAT	A6IE42	A6IE42_RAT	Lsm8	96	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm8	0.9977	0.999	2	5	5	5	0	0	1	1	1	2	0	0	1	1	1	2	0	0	1	1	1	2	12667.088	8619.112	11501.847	19760.236	15650.999	16391.781	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6IGI0|A6IGI0_RAT	A6IGI0	A6IGI0_RAT	Krr1	380	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	KRR1 small subunit processome component	1.0	0.999	6	24	24	24	4	3	3	4	2	8	4	3	3	4	2	8	4	3	3	4	2	8	75945.63	76886.234	64866.105	73184.56	40419.344	89946.92	36315.812	38205.8	39099.453	36980.89	29080.86	40875.645	
tr|A6IGR9|A6IGR9_RAT	A6IGR9	A6IGR9_RAT	Yeats4	227	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	YEATS domain containing 4	0.9999	0.9989	2	5	5	5	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	1	2	1	5702.402	6403.3105	0.0	13042.677	11465.783	8779.583	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6IHJ4|A6IHJ4_RAT	A6IHJ4	A6IHJ4_RAT	Rpl22l1	122	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ribosomal protein L22 like 1	1.0	0.999	6	64	0	64	10	11	10	11	9	13	0	0	0	0	0	0	10	11	10	11	9	13	267773.56	305218.5	288535.25	375842.88	344780.9	366350.53	112352.27	115380.43	116981.25	132641.0	119243.164	121996.57	tr|D3ZSF9|D3ZSF9_RAT
tr|A6IJH3|A6IJH3_RAT	A6IJH3	A6IJH3_RAT	Sepsecs	504	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	O-phosphoseryl-tRNA(Sec) selenium transferase	1.0	0.999	2	9	9	9	1	1	2	2	1	2	1	1	2	2	1	2	1	1	2	2	1	2	30259.768	24513.98	26894.316	23701.088	0.0	23803.568	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6INQ7|A6INQ7_RAT	A6INQ7	A6INQ7_RAT	Mrps9	390	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Mitochondrial ribosomal protein S9	1.0	0.9989	5	13	13	13	3	3	3	1	0	3	3	3	3	1	0	3	3	3	3	1	0	3	55652.55	59306.6	65085.957	68666.125	0.0	61053.336	30366.918	29461.818	39388.273	39024.867	0.0	30775.24	
tr|A6IPZ9|A6IPZ9_RAT	A6IPZ9	A6IPZ9_RAT	Pdk3	415	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Protein-serine/threonine kinase	1.0	0.999	13	80	80	80	16	16	14	13	8	13	16	16	14	13	8	13	16	16	14	13	8	13	340064.1	366739.0	300529.0	198691.3	150046.64	186753.38	55961.047	57528.04	57449.46	40926.285	38025.99	40503.83	
tr|A6IR01|A6IR01_RAT	A6IR01	A6IR01_RAT	Nepro	566	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Nucleolus and neural progenitor protein	0.9992	0.9989	2	4	4	4	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	1	0	2	22316.266	24124.23	0.0	27220.324	0.0	36958.83	16097.841	15288.846	0.0	21047.705	0.0	27530.576	
tr|A6IRL8|A6IRL8_RAT	A6IRL8	A6IRL8_RAT	Osbpl11	754	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Oxysterol-binding protein	0.9935	0.999	3	8	8	13	2	2	1	1	1	1	2	2	1	1	1	1	3	4	2	1	1	2	19284.385	19943.223	12222.984	13494.118	15770.439	10752.217	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6ISV1|A6ISV1_RAT	A6ISV1	A6ISV1_RAT	Ppp1r8	351	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein phosphatase 1, regulatory (Inhibitor) subunit 8	1.0	0.999	2	11	11	11	1	2	0	3	3	2	1	2	0	3	3	2	1	2	0	3	3	2	8170.9517	12123.381	0.0	20493.81	21510.0	21097.246	0.0	6620.1196	0.0	11262.741	11955.294	11690.742	
tr|A6IUF7|A6IUF7_RAT	A6IUF7	A6IUF7_RAT	Dnajc11	559	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	DnaJ (Hsp40) homolog, subfamily C, member 11	1.0	0.999	8	20	20	20	4	4	3	2	2	5	4	4	3	2	2	5	4	4	3	2	2	5	56710.312	42570.47	15764.025	16292.465	9077.749	48258.04	17869.684	13379.766	16007.666	16021.607	0.0	13724.654	
tr|A6IWF8|A6IWF8_RAT	A6IWF8	A6IWF8_RAT	Champ1	801	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Chromosome alignment maintaining phosphoprotein 1	1.0	0.999	8	13	13	13	2	0	0	5	4	2	2	0	0	5	4	2	2	0	0	5	4	2	15395.444	0.0	0.0	65519.79	56679.695	18868.922	11154.649	0.0	0.0	20985.055	18988.148	20181.627	
tr|A6IXU7|A6IXU7_RAT	A6IXU7	A6IXU7_RAT	Tubb6	447	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.999	21	150	84	780	36	34	33	16	12	19	21	16	17	11	7	12	152	152	150	112	101	113	1204610.5	1252898.8	1177063.9	439807.56	455893.3	545156.0	278138.06	268109.5	284336.3	130531.81	139640.67	155821.72	
tr|A6IYH7|A6IYH7_RAT	A6IYH7	A6IYH7_RAT	Anapc10	185	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Anaphase-promoting complex subunit 10	0.9748	0.999	1	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0.0	0.0	0.0	19802.889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6IZQ7|A6IZQ7_RAT	A6IZQ7	A6IZQ7_RAT	Banp	548	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Protein BANP	0.9447	0.9977	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	8020.477	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6J0M1|A6J0M1_RAT	A6J0M1	A6J0M1_RAT	Tyw1	724	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	tRNA 4-demethylwyosine synthase (AdoMet-dependent)	0.9984	0.999	2	3	3	3	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	17527.5	14428.436	15584.133	0.0	0.0	19136.105	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A6J285|A6J285_RAT	A6J285	A6J285_RAT	Chek2	545	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Checkpoint kinase 2	1.0	0.9974	3	10	10	10	0	0	0	4	2	4	0	0	0	4	2	4	0	0	0	4	2	4	0.0	0.0	0.0	31480.734	22125.787	28408.922	0.0	0.0	0.0	21269.828	0.0	22605.094	
