Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	LFQ.intensity.control_231_1	LFQ.intensity.control_231_2	LFQ.intensity.control_231_3	LFQ.intensity.control_468_1	LFQ.intensity.control_468_2	LFQ.intensity.control_468_3	LFQ.intensity.control_468_42hr_1	LFQ.intensity.control_468_42hr_2	LFQ.intensity.control_468_42hr_3	LFQ.intensity.drug_231_1	LFQ.intensity.drug_231_2	LFQ.intensity.drug_231_3	LFQ.intensity.drug_468_1	LFQ.intensity.drug_468_2	LFQ.intensity.drug_468_3	LFQ.intensity.drug_468_42hr_1	LFQ.intensity.drug_468_42hr_2	LFQ.intensity.drug_468_42hr_3	LFQ.intensity.high_231_2	LFQ.intensity.high_231_3	LFQ.intensity.high_drug_231_2	LFQ.intensity.high_drug_231_3	LFQ.intensity.high_231_1	LFQ.intensity.low_468_1	LFQ.intensity.low_468_2	LFQ.intensity.low_468_3	LFQ.intensity.low_468_42hr_1	LFQ.intensity.low_468_42hr_2	LFQ.intensity.low_468_42hr_3	LFQ.intensity.high_drug_231_1	LFQ.intensity.low_drug_468_42hr_3	LFQ.intensity.low_drug_468_1	LFQ.intensity.low_drug_468_2	LFQ.intensity.low_drug_468_3	LFQ.intensity.low_drug_468_42hr_1	LFQ.intensity.low_drug_468_42hr_2	Indistinguishable Proteins
sp|Q9NVM6|DJC17_HUMAN	Q9NVM6	DJC17_HUMAN	DNAJC17	304	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 17	0	0	0	0	0	0	0	0	0	0	1.78E+07	3.55E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVM9|INT13_HUMAN	Q9NVM9	INT13_HUMAN	INTS13	706	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrator complex subunit 13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVN8|GNL3L_HUMAN	Q9NVN8	GNL3L_HUMAN	GNL3L	582	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 3-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18_HUMAN	DDX18	670	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX18	0	3.89E+07	2.26E+08	1.96E+08	1.96E+08	7.33E+07	1.42E+08	0	1.56E+08	4.70E+07	8.28E+07	7.58E+07	1.59E+08	8.35E+07	1.91E+08	1.54E+08	0	1.57E+08	6.35E+07	1.57E+08	1.18E+08	5.09E+07	5.12E+07	0	6.66E+07	3.31E+08	3.57E+07	0	1.01E+08	6.98E+07	1.69E+08	1.75E+08	1.15E+08	1.82E+08	1.89E+08	2.45E+07	
sp|Q9NVP2|ASF1B_HUMAN	Q9NVP2	ASF1B_HUMAN	ASF1B	202	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone chaperone ASF1B	1.90E+08	1.31E+08	9.01E+07	1.46E+08	1.56E+08	0	1.67E+08	1.75E+08	0	1.08E+08	9.96E+07	0	1.01E+08	8.75E+07	0	1.36E+08	0	1.15E+08	1.06E+08	0	0	9.43E+07	9.71E+07	1.86E+08	1.38E+08	1.62E+08	0	0	0	1.13E+08	0	1.24E+08	1.17E+08	9.84E+07	0	9.50E+07	
sp|Q9NVQ4|FAIM1_HUMAN	Q9NVQ4	FAIM1_HUMAN	FAIM	179	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fas apoptotic inhibitory molecule 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVR2|INT10_HUMAN	Q9NVR2	INT10_HUMAN	INTS10	710	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrator complex subunit 10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVR5|KTU_HUMAN	Q9NVR5	KTU_HUMAN	DNAAF2	837	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein kintoun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVS2|RT18A_HUMAN	Q9NVS2	RT18A_HUMAN	MRPS18A	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein S18a, mitochondrial"	0	0	0	7.39E+07	7.51E+07	7.86E+07	5.52E+07	0	3.14E+07	0	0	0	7.98E+07	8.85E+07	8.25E+07	4.56E+07	0	4.45E+07	2.17E+07	0	0	0	2.07E+07	6.20E+07	6.26E+07	0	0	0	3.91E+07	0	5.96E+07	6.39E+07	7.17E+07	6.85E+07	4.51E+07	0	
sp|Q9NVS9|PNPO_HUMAN	Q9NVS9	PNPO_HUMAN	PNPO	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxine-5'-phosphate oxidase	1.24E+08	1.04E+08	6.58E+07	6.02E+07	7.66E+07	1.17E+08	9.28E+07	1.39E+08	1.01E+08	9.48E+07	1.08E+08	1.36E+08	8.17E+07	8.99E+07	8.72E+07	1.25E+08	1.77E+08	1.41E+08	1.35E+08	1.43E+08	9.89E+07	1.63E+08	1.23E+08	1.02E+08	8.88E+07	0	1.29E+08	1.19E+08	9.86E+07	8.25E+07	8.79E+07	8.05E+07	9.01E+07	7.50E+07	1.30E+08	1.47E+08	
sp|Q9NVT9|ARMC1_HUMAN	Q9NVT9	ARMC1_HUMAN	ARMC1	282	Homo sapiens OX=9606	1:Experimental evidence at protein level	Armadillo repeat-containing protein 1	0	0	0	6.39E+07	6.63E+07	1.01E+08	0	9.12E+07	0	0	0	8.95E+07	0	0	0	0	5.09E+07	7.22E+07	0	0	0	8.32E+07	7.29E+07	1.00E+08	1.03E+08	7.61E+07	0	1.23E+08	1.05E+08	0	0	8.38E+07	9.36E+07	8.72E+07	0	6.92E+07	
sp|Q9NVU7|SDA1_HUMAN	Q9NVU7	SDA1_HUMAN	SDAD1	687	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SDA1 homolog	0	0	4.52E+07	5.58E+07	4.75E+07	0	0	0	0	0	2.42E+07	4.28E+07	0	0	0	0	0	0	2.78E+07	7.32E+07	4.04E+07	3.06E+07	0	0	0	5.37E+07	0	0	0	0	0	3.32E+07	0	3.31E+07	2.61E+07	0	
sp|Q9NVV0|TM38B_HUMAN	Q9NVV0	TM38B_HUMAN	TMEM38B	291	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trimeric intracellular cation channel type B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVV4|PAPD1_HUMAN	Q9NVV4	PAPD1_HUMAN	MTPAP	582	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Poly(A) RNA polymerase, mitochondrial"	0	0	1.78E+07	0	0	0	0	0	0	0	0	0	2.42E+07	2.33E+07	2.36E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39E+07	1.64E+07	1.88E+07	3.13E+07	0	
sp|Q9NVV5|AIG1_HUMAN	Q9NVV5	AIG1_HUMAN	AIG1	238	Homo sapiens OX=9606	1:Experimental evidence at protein level	Androgen-induced gene 1 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVX0|HAUS2_HUMAN	Q9NVX0	HAUS2_HUMAN	HAUS2	235	Homo sapiens OX=9606	1:Experimental evidence at protein level	HAUS augmin-like complex subunit 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVX2|NLE1_HUMAN	Q9NVX2	NLE1_HUMAN	NLE1	485	Homo sapiens OX=9606	1:Experimental evidence at protein level	Notchless protein homolog 1	0	0	4.58E+07	0	0	0	0	0	0	0	2.62E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NVZ3|NECP2_HUMAN	Q9NVZ3	NECP2_HUMAN	NECAP2	263	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adaptin ear-binding coat-associated protein 2	1.75E+08	6.59E+07	4.57E+07	3.35E+07	0	5.82E+07	0	4.06E+07	0	6.18E+07	7.23E+07	7.55E+07	3.92E+07	0	0	5.05E+07	5.48E+07	3.64E+07	7.33E+07	9.93E+07	1.03E+08	1.07E+08	5.49E+07	0	0	0	7.10E+07	6.57E+07	5.81E+07	7.33E+07	5.47E+07	0	0	0	0	4.35E+07	
sp|Q9NW13|RBM28_HUMAN	Q9NW13	RBM28_HUMAN	RBM28	759	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 28	0	0	7.67E+07	9.53E+07	1.09E+08	5.49E+07	1.08E+08	0	1.40E+08	0	9.43E+07	6.72E+07	8.07E+07	5.34E+07	4.76E+07	5.84E+07	0	5.71E+07	0	4.38E+07	5.51E+07	3.31E+07	0	0	0	1.59E+08	4.38E+07	4.39E+07	8.41E+07	0	1.15E+08	1.05E+08	4.45E+07	8.43E+07	1.17E+08	0	
sp|Q9NW15|ANO10_HUMAN	Q9NW15	ANO10_HUMAN	ANO10	660	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anoctamin-10	0	0	5.57E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17E+07	4.78E+07	0	0	0	0	
sp|Q9NW64|RBM22_HUMAN	Q9NW64	RBM22_HUMAN	RBM22	420	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing factor RBM22	0	2.41E+07	7.00E+07	1.39E+08	1.43E+08	1.48E+08	1.15E+08	3.81E+07	1.19E+08	2.92E+07	3.47E+07	4.83E+07	9.29E+07	1.11E+08	1.08E+08	8.66E+07	0	6.41E+07	3.19E+07	3.54E+07	6.98E+07	3.82E+07	3.88E+07	1.28E+08	9.54E+07	8.55E+07	6.29E+07	5.84E+07	1.02E+08	5.31E+07	9.35E+07	1.06E+08	9.35E+07	1.10E+08	7.43E+07	3.22E+07	
sp|Q9NW68|BSDC1_HUMAN	Q9NW68	BSDC1_HUMAN	BSDC1	430	Homo sapiens OX=9606	1:Experimental evidence at protein level	BSD domain-containing protein 1	0	1.82E+07	1.60E+07	0	0	0	0	4.79E+07	0	3.26E+07	2.82E+07	3.06E+07	3.34E+07	2.97E+07	2.42E+07	4.83E+07	6.43E+07	2.84E+07	3.87E+07	3.66E+07	0	4.27E+07	4.01E+07	4.35E+07	4.57E+07	0	6.53E+07	6.55E+07	5.52E+07	3.10E+07	4.65E+07	4.90E+07	4.16E+07	3.83E+07	5.54E+07	9.04E+07	
sp|Q9NW75|GPTC2_HUMAN	Q9NW75	GPTC2_HUMAN	GPATCH2	528	Homo sapiens OX=9606	1:Experimental evidence at protein level	G patch domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NW81|DMAC2_HUMAN	Q9NW81	DMAC2_HUMAN	DMAC2	257	Homo sapiens OX=9606	1:Experimental evidence at protein level	Distal membrane-arm assembly complex protein 2	0	0	0	0	0	0	0	3.65E+07	0	0	0	0	0	0	0	0	0	0	2.41E+07	0	0	0	0	0	0	0	0	3.48E+07	0	0	0	0	0	0	0	2.25E+07	
sp|Q9NW82|WDR70_HUMAN	Q9NW82	WDR70_HUMAN	WDR70	654	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 70	0	0	0	1.63E+07	1.63E+07	3.23E+07	3.65E+07	0	3.23E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91E+07	0	0	3.92E+07	0	4.36E+07	0	0	0	3.93E+07	0	
sp|Q9NWA0|MED9_HUMAN	Q9NWA0	MED9_HUMAN	MED9	146	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWB6|ARGL1_HUMAN	Q9NWB6	ARGL1_HUMAN	ARGLU1	273	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arginine and glutamate-rich protein 1	0	0	6.87E+07	8.14E+07	7.51E+07	7.58E+07	0	5.28E+07	6.08E+07	0	4.15E+07	0	6.75E+07	9.46E+07	0	7.19E+07	0	0	3.49E+07	0	0	0	4.34E+07	0	0	5.77E+07	0	0	0	7.45E+07	0	9.70E+07	7.15E+07	5.19E+07	3.06E+07	0	
sp|Q9NWD8|TM248_HUMAN	Q9NWD8	TM248_HUMAN	TMEM248	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWH9|SLTM_HUMAN	Q9NWH9	SLTM_HUMAN	SLTM	1034	Homo sapiens OX=9606	1:Experimental evidence at protein level	SAFB-like transcription modulator	3.88E+07	0	6.80E+07	1.12E+08	1.08E+08	7.53E+07	1.45E+08	3.46E+07	1.69E+08	3.51E+07	3.84E+07	8.12E+07	7.02E+07	5.59E+07	6.71E+07	7.25E+07	0	5.73E+07	3.88E+07	1.06E+08	2.01E+08	8.75E+07	4.58E+07	6.49E+07	4.15E+07	1.17E+08	5.84E+07	4.32E+07	1.24E+08	7.10E+07	1.52E+08	9.59E+07	6.50E+07	8.68E+07	1.49E+08	3.62E+07	
sp|Q9NWK9|BCD1_HUMAN	Q9NWK9	BCD1_HUMAN	ZNHIT6	470	Homo sapiens OX=9606	1:Experimental evidence at protein level	Box C/D snoRNA protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWM3|CUED1_HUMAN	Q9NWM3	CUED1_HUMAN	CUEDC1	386	Homo sapiens OX=9606	1:Experimental evidence at protein level	CUE domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWM8|FKB14_HUMAN	Q9NWM8	FKB14_HUMAN	FKBP14	211	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP14	0	0	0	0	0	0	0	0	0	2.95E+07	0	0	0	0	0	4.52E+07	6.72E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWQ8|PHAG1_HUMAN	Q9NWQ8	PHAG1_HUMAN	PAG1	432	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWQ9|CN119_HUMAN	Q9NWQ9	CN119_HUMAN	C14orf119	140	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C14orf119	3.27E+07	2.40E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13E+07	0	0	2.71E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWS0|PIHD1_HUMAN	Q9NWS0	PIHD1_HUMAN	PIH1D1	290	Homo sapiens OX=9606	1:Experimental evidence at protein level	PIH1 domain-containing protein 1	1.72E+08	1.16E+08	9.91E+07	8.90E+07	8.25E+07	8.08E+07	7.63E+07	1.32E+08	8.89E+07	1.37E+08	1.49E+08	1.42E+08	7.78E+07	7.47E+07	7.52E+07	9.46E+07	1.25E+08	9.60E+07	1.02E+08	0	7.23E+07	8.59E+07	8.55E+07	8.86E+07	8.44E+07	5.04E+07	1.15E+08	9.78E+07	9.35E+07	0	6.32E+07	5.86E+07	7.12E+07	6.35E+07	8.54E+07	1.08E+08	
sp|Q9NWT1|PK1IP_HUMAN	Q9NWT1	PK1IP_HUMAN	PAK1IP1	392	Homo sapiens OX=9606	1:Experimental evidence at protein level	p21-activated protein kinase-interacting protein 1	0	0	0	0	0	0	6.50E+07	0	0	0	0	0	0	0	0	3.01E+07	0	7.76E+07	0	0	0	0	0	0	0	7.74E+07	0	0	5.16E+07	0	0	4.26E+07	2.78E+07	0	4.06E+07	0	
sp|Q9NWT6|HIF1N_HUMAN	Q9NWT6	HIF1N_HUMAN	HIF1AN	349	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hypoxia-inducible factor 1-alpha inhibitor	0	2.13E+07	0	0	0	0	2.45E+07	0	0	0	0	0	0	0	0	0	0	0	3.42E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E+07	
sp|Q9NWT8|AKIP_HUMAN	Q9NWT8	AKIP_HUMAN	AURKAIP1	199	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aurora kinase A-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWU1|OXSM_HUMAN	Q9NWU1	OXSM_HUMAN	OXSM	459	Homo sapiens OX=9606	1:Experimental evidence at protein level	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWU2|GID8_HUMAN	Q9NWU2	GID8_HUMAN	GID8	228	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucose-induced degradation protein 8 homolog	0	1.08E+08	0	0	6.20E+07	1.21E+08	1.22E+08	1.78E+08	1.35E+08	9.67E+07	8.39E+07	9.94E+07	1.12E+08	1.18E+08	7.78E+07	1.39E+08	1.54E+08	1.06E+08	8.87E+07	8.50E+07	5.15E+07	0	0	1.10E+08	1.15E+08	5.46E+07	2.04E+08	2.05E+08	1.15E+08	0	9.30E+07	9.33E+07	7.96E+07	6.51E+07	1.25E+08	1.57E+08	
sp|Q9NWU5|RM22_HUMAN	Q9NWU5	RM22_HUMAN	MRPL22	206	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein L22, mitochondrial"	0	0	1.92E+07	0	6.11E+07	0	7.75E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E+08	0	0	0	0	9.12E+07	0	0	0	0	0	
sp|Q9NWV4|CZIB_HUMAN	Q9NWV4	CZIB_HUMAN	CZIB	160	Homo sapiens OX=9606	1:Experimental evidence at protein level	CXXC motif containing zinc binding protein	2.00E+08	1.60E+08	1.48E+08	1.07E+08	1.41E+08	1.65E+08	9.28E+07	2.04E+08	1.33E+08	1.67E+08	1.60E+08	1.65E+08	1.77E+08	1.90E+08	1.49E+08	1.82E+08	2.16E+08	1.70E+08	2.48E+08	2.10E+08	1.91E+08	2.57E+08	2.86E+08	0	1.81E+08	8.17E+07	1.39E+08	0	1.45E+08	2.21E+08	1.17E+08	1.58E+08	1.43E+08	1.51E+08	1.37E+08	2.06E+08	
sp|Q9NWV8|BABA1_HUMAN	Q9NWV8	BABA1_HUMAN	BABAM1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	BRISC and BRCA1-A complex member 1	5.64E+07	4.87E+07	3.26E+07	3.67E+07	3.74E+07	5.05E+07	4.19E+07	7.35E+07	4.32E+07	5.51E+07	5.85E+07	6.07E+07	3.40E+07	3.01E+07	3.14E+07	5.40E+07	5.93E+07	4.48E+07	5.87E+07	5.70E+07	2.86E+07	4.84E+07	5.37E+07	3.18E+07	0	2.83E+07	5.10E+07	5.97E+07	5.44E+07	5.80E+07	5.01E+07	3.30E+07	3.65E+07	3.83E+07	5.34E+07	7.23E+07	
sp|Q9NWW5|CLN6_HUMAN	Q9NWW5	CLN6_HUMAN	CLN6	311	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ceroid-lipofuscinosis neuronal protein 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19E+07	0	0	0	0	0	0	0	0	0	0	1.06E+08	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWX5|ASB6_HUMAN	Q9NWX5	ASB6_HUMAN	ASB6	421	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat and SOCS box protein 6	0	0	0	0	0	0	0	0	0	0	2.01E+07	2.88E+07	0	0	0	0	0	0	1.84E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWX6|THG1_HUMAN	Q9NWX6	THG1_HUMAN	THG1L	298	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable tRNA(His) guanylyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWY4|HPF1_HUMAN	Q9NWY4	HPF1_HUMAN	HPF1	346	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone PARylation factor 1	0	0	1.32E+07	0	0	2.41E+07	0	0	0	0	0	0	3.19E+07	2.39E+07	2.66E+07	0	0	0	2.42E+07	0	0	2.20E+07	3.47E+07	3.87E+07	0	0	0	1.55E+07	0	6968800	0	0	2.96E+07	2.81E+07	0	0	
sp|Q9NWZ5|UCKL1_HUMAN	Q9NWZ5	UCKL1_HUMAN	UCKL1	548	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uridine-cytidine kinase-like 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NWZ8|GEMI8_HUMAN	Q9NWZ8	GEMI8_HUMAN	GEMIN8	242	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gem-associated protein 8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NX00|TM160_HUMAN	Q9NX00	TM160_HUMAN	TMEM160	188	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NX02|NALP2_HUMAN	Q9NX02	NALP2_HUMAN	NLRP2	1062	Homo sapiens OX=9606	1:Experimental evidence at protein level	"NACHT, LRR and PYD domains-containing protein 2"	0	0	0	1.36E+08	1.29E+08	7.97E+07	8.29E+07	5.88E+07	7.41E+07	0	0	0	1.20E+08	1.47E+08	1.32E+08	6.69E+07	3.61E+07	1.20E+08	0	0	0	0	0	1.03E+08	1.20E+08	1.60E+08	8.12E+07	7.27E+07	8.29E+07	0	1.23E+08	1.09E+08	1.01E+08	1.13E+08	8.95E+07	6.14E+07	
sp|Q9NX04|CA109_HUMAN	Q9NX04	CA109_HUMAN	C1orf109	203	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis protein C1orf109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NX07|TSAP1_HUMAN	Q9NX07	TSAP1_HUMAN	TRNAU1AP	287	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA selenocysteine 1-associated protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q9NX08|COMD8_HUMAN	Q9NX08	COMD8_HUMAN	COMMD8	183	Homo sapiens OX=9606	1:Experimental evidence at protein level	COMM domain-containing protein 8	9.51E+07	8.26E+07	5.19E+07	0	0	0	0	8.37E+07	0	1.08E+08	8.84E+07	1.13E+08	0	0	0	0	0	7.63E+07	8.56E+07	7.88E+07	0	7.46E+07	9.28E+07	0	0	0	0	0	6.24E+07	6.77E+07	0	0	0	0	0	0	
sp|Q9NX14|NDUBB_HUMAN	Q9NX14	NDUBB_HUMAN	NDUFB11	153	Homo sapiens OX=9606	1:Experimental evidence at protein level	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"	0	1.19E+08	0	0	1.27E+08	0	0	3.28E+08	0	1.27E+08	1.72E+08	0	2.61E+08	2.74E+08	2.27E+08	2.71E+08	3.57E+08	3.28E+08	1.32E+08	0	0	0	1.14E+08	1.18E+08	1.29E+08	8.05E+07	2.29E+08	2.32E+08	0	0	0	0	1.48E+08	1.39E+08	0	2.94E+08	
sp|Q9NX18|SDHF2_HUMAN	Q9NX18	SDHF2_HUMAN	SDHAF2	166	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Succinate dehydrogenase assembly factor 2, mitochondrial"	6.67E+07	0	0	0	7.92E+07	1.09E+08	9.48E+07	1.90E+08	0	0	0	0	1.00E+08	9.48E+07	8.35E+07	1.60E+08	1.87E+08	1.54E+08	1.59E+08	2.91E+08	0	0	1.86E+08	0	0	0	4.63E+07	0	0	1.03E+08	0	0	0	0	0	0	
sp|Q9NX20|RM16_HUMAN	Q9NX20	RM16_HUMAN	MRPL16	251	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein L16, mitochondrial"	0	0	2.60E+07	1.04E+08	1.12E+08	1.05E+08	1.13E+08	3.65E+07	1.07E+08	0	0	0	1.45E+08	1.44E+08	1.52E+08	8.79E+07	0	8.93E+07	0	4.10E+07	9.38E+07	5.62E+07	0	1.01E+08	1.16E+08	8.87E+07	0	0	8.45E+07	0	1.05E+08	1.21E+08	1.31E+08	1.37E+08	7.23E+07	0	
sp|Q9NX24|NHP2_HUMAN	Q9NX24	NHP2_HUMAN	NHP2	153	Homo sapiens OX=9606	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 2	1.77E+08	1.33E+08	1.33E+08	1.39E+08	1.46E+08	1.76E+08	1.53E+08	1.36E+08	1.31E+08	1.22E+08	1.11E+08	1.27E+08	1.86E+08	1.28E+08	1.50E+08	1.49E+08	1.53E+08	1.39E+08	1.14E+08	1.19E+08	0	1.28E+08	1.08E+08	1.67E+08	1.60E+08	9.41E+07	1.37E+08	1.79E+08	1.64E+08	1.01E+08	1.26E+08	1.60E+08	1.57E+08	1.63E+08	1.50E+08	1.20E+08	
sp|Q9NX40|OCAD1_HUMAN	Q9NX40	OCAD1_HUMAN	OCIAD1	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	OCIA domain-containing protein 1	3.65E+08	3.86E+08	2.47E+08	1.44E+08	9.20E+07	1.67E+08	1.42E+08	2.76E+08	1.43E+08	3.44E+08	3.02E+08	3.28E+08	1.58E+08	1.73E+08	1.40E+08	2.41E+08	2.93E+08	1.74E+08	3.59E+08	4.09E+08	2.69E+08	2.48E+08	3.90E+08	1.37E+08	9.88E+07	8.48E+07	2.26E+08	1.80E+08	1.88E+08	3.37E+08	1.87E+08	1.43E+08	1.61E+08	1.50E+08	3.19E+08	3.37E+08	
