Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-11-2024_Slot1-36_3577.d	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-11-2024_Slot1-37_3579.d	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-13-2024_Slot1-38_3611.d	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-13-2024_Slot1-39_3612.d	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-13-2024_Slot1-40_3614.d	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-13-2024_Slot1-41_3615.d	D:\Data\Lucy\20231206_Arpa_SC_PC12\PC12_SC_DIA_newcolumn\Lucy_diff_PC12_wDDM_DIA_2-13-2024_Slot1-42_3617.d
Q6AXY8	Q6AXY8	Q6AXY8_RAT	Dhrs1	Dehydrogenase/reductase 1	482.531		484.046	195.587		226.157	128.527
Q6AXZ0	M0R9I5;Q6AXZ0	PAIP2_RAT	Paip2	Polyadenylate-binding protein-interacting protein 2							379.272
Q6AY02	Q6AY02	Q6AY02_RAT	Rbm17	Splicing factor 45							189.267
Q6AY23	Q6AY23	P5CR2_RAT	Pycr2	Pyrroline-5-carboxylate reductase 2	950.621		1298.8	539.248	567.971	1212.08	347.502
Q6AY63	Q6AY63	NUDT5_RAT	Nudt5	ADP-sugar pyrophosphatase							243.385
Q6AY72	Q6AY72	CS025_RAT		UPF0449 protein C19orf25 homolog						690.602	376.994
Q6AY79	Q6AY79	HGH1_RAT	Hgh1	Protein HGH1 homolog							108.326
Q6AY86	Q6AY86	VP26A_RAT	Vps26a	Vacuolar protein sorting-associated protein 26A							71.3116
Q6AY96	Q6AY96	T2FA_RAT	Gtf2f1	General transcription factor IIF subunit 1						102.49	220.122
Q6AYA6	Q6AYA6	CYBC1_RAT	Cybc1	Cytochrome b-245 chaperone 1	1368.13					1001.67	266.091
Q6AYD3	Q6AYD3	PA2G4_RAT	Pa2g4	Proliferation-associated protein 2G4	1238.84		1420.75	1843.81	545.662	2034.86	1289.17
Q6AYE2	Q6AYE2	SHLB1_RAT	Sh3glb1	Endophilin-B1			475.253			530.056	540.528
Q6AYE3	Q6AYE3	TAD2A_RAT	Tada2a	Transcriptional adapter 2-alpha							165.527
Q6AYG5	Q6AYG5	ECHD1_RAT	Echdc1	Ethylmalonyl-CoA decarboxylase	2969.55		3741.19	1324.72		3749.03	982.235
Q6AYG7	Q6AYG7	NF2IP_RAT	Nfatc2ip	NFATC2-interacting protein						338.545	110.5
Q6AYH5	Q6AYH5	DCTN2_RAT	Dctn2	Dynactin subunit 2	2125.84		167.074	534.117		312.097	410.702
Q6AYH6	Q6AYH6	EMC10_RAT	Emc10	ER membrane protein complex subunit 10							102.876
Q6AYK1	Q6AYK1	RNPS1_RAT	Rnps1	RNA-binding protein with serine-rich domain 1						249.034	237.037
Q6AYK3	Q6AYK3	INO1_RAT	Isyna1	Inositol-3-phosphate synthase 1							161.363
Q6AYK6	Q6AYK6	CYBP_RAT	Cacybp	Calcyclin-binding protein	1145.15		995.458	398.211		1540.2	1823.63
Q6AYK8	Q6AYK8	EIF3D_RAT	Eif3d	Eukaryotic translation initiation factor 3 subunit D	853.638		638.984	770.065		644.804	395.518
Q6AYP5	Q6AYP5	CADM1_RAT	Cadm1	Cell adhesion molecule 1							217.818
Q6AYP7	Q6AYP7	5NT3B_RAT	Nt5c3b	7-methylguanosine phosphate-specific 5'-nucleotidase	900.88		968.039			303.748	784.121
Q6AYQ1	Q6AYQ1	GOGA7_RAT	Golga7	Golgin subfamily A member 7							410.493
Q6AYS7	Q6AYS7	ACY1A_RAT	Acy1a	Aminoacylase-1A	645.877		651.538	1405.08		563.526	684.126
Q6AYT3	A0A8I5YBA4;Q6AYT3	RTCB_RAT	Rtcb	RNA-splicing ligase RtcB homolog	1587		1720.49	1723.63		1601.84	1751.68
Q6AZ50	Q6AZ50	ATG3_RAT	Atg3	Ubiquitin-like-conjugating enzyme ATG3							422.439
Q6DGG0	Q6DGG0;A0A8I6AK73	PPID_RAT	Ppid	Peptidyl-prolyl cis-trans isomerase D							310.806
Q6DGG9	Q6DGG9	CAMLG_RAT	Camlg	Guided entry of tail-anchored proteins factor CAMLG							288.264
Q6GQP4	Q6GQP4	RAB31_RAT	Rab31	Ras-related protein Rab-31	573.335		489.965	4185.45	426.558	438.934	418.393
Q6I7R3	Q6I7R3	ISOC1_RAT	Isoc1	Isochorismatase domain-containing protein 1	1436.43		1131.33			1437.22	1036.67
Q6IMY8	Q6IMY8	HNRPU_RAT	Hnrnpu	Heterogeneous nuclear ribonucleoprotein U	9279.24	2322.66	12275.9	7453.41	4541.14	7671.56	13290.6
Q6IRJ7	Q6IRJ7	Q6IRJ7_RAT	Anxa7	Annexin			480.171	3513.82	325.033	683.641	606.285
Q6IRK9	Q6IRK9	CBPQ_RAT	Cpq	Carboxypeptidase Q					481.509		271.784
Q6J1Y9	Q6J1Y9	UBP19_RAT	Usp19	Ubiquitin carboxyl-terminal hydrolase 19			301.775				323.048
Q6J2U6	Q6J2U6	RN114_RAT	Rnf114	E3 ubiquitin-protein ligase RNF114				265.956		661.389	742.851
Q6JE36	Q6JE36	NDRG1_RAT	Ndrg1	Protein NDRG1							25.2019
Q6MFX4	Q6MFX4	Q6MFX4_RAT	Or2h2c	Olfactory receptor	864.9						575.164
Q6MG06	Q6MG06	GNL1_RAT	Gnl1	Guanine nucleotide-binding protein-like 1	470.926			887.565		819.341	326.03
Q6MG08	Q6MG08	ABCF1_RAT	Abcf1	ATP-binding cassette sub-family F member 1							244.399
Q6MG48	Q6MG48	PRC2A_RAT	Prrc2a	Protein PRRC2A	321.598		293.076			181.118	274.003
Q6MG49	Q6MG49	BAG6_RAT	Bag6	Large proline-rich protein BAG6	338.709			606.208		506.981	434.081
Q6MG55	Q6MG55	ABHGA_RAT	Abhd16a	Phosphatidylserine lipase ABHD16A						680.612	169.608
Q6MG61	Q6MG61	CLIC1_RAT	Clic1	Chloride intracellular channel protein 1			602.912	1157.4		728.026	557.752
Q6MG93	Q6MG93	Q6MG93_RAT	Btnl7	Butyrophilin-like 7			161.57	799.918		470.55	249.001
Q6MGB5	Q6MGB5	DHB8_RAT	Hsd17b8	(3R)-3-hydroxyacyl-CoA dehydrogenase	340.218		370.189				137.55
Q6MGD0	Q6MGD0	CUTA_RAT	Cuta	Protein CutA				236.227			359.112
Q6NYB7	A0A8I6A3I5;A0A8I6A1H5;Q6NYB7;A0A8I6ATH8	RAB1A_RAT	Rab1A	Ras-related protein Rab-1A	1486.63		934.352	1503.89		2248.31	1410.6
Q6P0K8	Q6P0K8	PLAK_RAT	Jup	Junction plakoglobin	121.148		326.461		323.562		205.434
Q6P3V8	Q6P3V8	Q6P3V8_RAT	Eif4a1	ATP-dependent RNA helicase	405.63			1039.99			523.128
Q6P4Z7	Q6P4Z7	Q6P4Z7_RAT	Cdkn2d	Cyclin dependent kinase inhibitor 2D	1295.71		1452.61	2364.69		1787.47	747.211
Q6P4Z9	Q6P4Z9	CSN8_RAT	Cops8	COP9 signalosome complex subunit 8	864.699		526.999			494.106	455.963
Q6P502	Q6P502	TCPG_RAT	Cct3	T-complex protein 1 subunit gamma	2592.57		1501.55	1504.99		2318.07	1675.83
Q6P503	Q6P503	Q6P503_RAT	Atp6v1d	V-type proton ATPase subunit D				427.826			416.03
Q6P5P3	Q6P5P3	TTC9C_RAT	Ttc9c	Tetratricopeptide repeat protein 9C							160.858
Q6P6T4	Q6P6T4	EMAL2_RAT	Eml2	Echinoderm microtubule-associated protein-like 2						524.011	168.16
Q6P6T9	Q6P6T9;A0A8I6GM94	Q6P6T9_RAT	Kpna2	Importin subunit alpha			775.338			90.0603	161.678
Q6P720	Q6P720	ARHGP_RAT	Arhgef25	Rho guanine nucleotide exchange factor 25	551.781						105.314
Q6P730	Q6P730	DAB2P_RAT	Dab2ip	Disabled homolog 2-interacting protein							131.782
Q6P742	Q6P742	PLP2_RAT	Plp2	Proteolipid protein 2	698.925		638.527		502.882	660.461	1068.61
Q6P747	Q6P747	HP1B3_RAT	Hp1bp3	Heterochromatin protein 1-binding protein 3	1029.34		465.707			207.653	306.816
Q6P791	Q6P791	LTOR1_RAT	Lamtor1	Ragulator complex protein LAMTOR1	227.373		100.507		623.67	383.108	250.16
Q6P7A9	Q6P7A9	LYAG_RAT	Gaa	Lysosomal alpha-glucosidase	1169.08		495	915.001	494.75	2005.2	885.268
Q6P7Q4	Q6P7Q4	LGUL_RAT	Glo1	Lactoylglutathione lyase	4219.63	634.247	2343.58			3295.53	3461.31
Q6P9T8	Q6P9T8;P85108;Q3KRE8	TBB4B_RAT	Tubb4b	Tubulin beta-4B chain	11249.4	956.34	14600.9	9306.08	2758.73	11019.4	8975.99
Q6P9U8	Q6P9U8	EIF3H_RAT	Eif3h	Eukaryotic translation initiation factor 3 subunit H	462.714		495.275	366.773		322.469	336.323
Q6PCT3	Q6PCT3	TPD54_RAT	Tpd52l2	Tumor protein D54	755.631		375.887	409.567		484.515	633.041
Q6PCT5	Q6PCT5	PQBP1_RAT	Pqbp1	Polyglutamine-binding protein 1	1117.47		809.307		337.581	872.15	1100.5
Q6PCU2	Q6PCU2	VATE1_RAT	Atp6v1e1	V-type proton ATPase subunit E 1	842.318		1496.49	1399.75		2439.75	2363.88
Q6PDU1	Q6PDU1	SRSF2_RAT	Srsf2	Serine/arginine-rich splicing factor 2	417.119	317.125	440.511				722.89
Q6PDV7	A0A8I6G4V0;A0A8I5ZQF6;Q6PDV7	RL10_RAT	Rpl10	Large ribosomal subunit protein uL16							471.101
Q6PEC1	F1M825;Q6PEC1	TBCA_RAT	Tbca	Tubulin-specific chaperone A	947.001		724.1	528.014		1085.09	1775.44
Q6PEC4	Q6PEC4	SKP1_RAT	Skp1	S-phase kinase-associated protein 1							81.5615
Q6Q0N1	Q6Q0N1	CNDP2_RAT	Cndp2	Cytosolic non-specific dipeptidase	1207.68		1107.32	1493.18		440.496	756.92
Q6QBQ4	Q6QBQ4	PLS3_RAT	Plscr3	Phospholipid scramblase 3							331.827
Q6QI11	Q6QI11	Q6QI11_RAT	LOC498414	LRRGT00197			336.38			263.703	325.274
Q6QI89	Q6QI89	MO4L2_RAT	Morf4l2	Mortality factor 4-like protein 2	436.968						424.981
Q6RIA2	A0A8I6A826;Q6RIA2	PAF15_RAT	Pclaf	PCNA-associated factor							155.157
Q6RUV5	Q6RUV5	RAC1_RAT	Rac1	Ras-related C3 botulinum toxin substrate 1					232.199	401.732	149.477
Q6RVG2	Q6RVG2	S4A8_RAT	Slc4a8	Electroneutral sodium bicarbonate exchanger 1							76.2351
Q6TUD4	Q6TUD4	YIPF3_RAT	Yipf3	Protein YIPF3			387.205				239.721
Q6TUG0	Q6TUG0	DJB11_RAT	Dnajb11	DnaJ homolog subfamily B member 11			491.292			642.605	536.216
Q6U6G5	Q6U6G5;D4AA59	ZC3HF_RAT	Zc3h15	Zinc finger CCCH domain-containing protein 15	571.142						405.179
Q6URK4	D4A6A2;Q6URK4;F1M6C7	ROA3_RAT	Hnrnpa3	Heterogeneous nuclear ribonucleoprotein A3	684.603		303.604		526.655	390.058	513.192
Q6VBQ5	Q6VBQ5	MYADM_RAT	Myadm	Myeloid-associated differentiation marker							138.215
Q6VV72	Q6VV72;A0A8I6A8I7	IF1A_RAT	Eif1a	Eukaryotic translation initiation factor 1A							189.921
Q6WRH9	Q6WRH9	IGS10_RAT	Igsf10	Immunoglobulin superfamily member 10						1781.46	
Q6XQN1	Q6XQN1	PNCB_RAT	Naprt	Nicotinate phosphoribosyltransferase	546.216						121.725
Q711G3	Q711G3	IAH1_RAT	Iah1	Isoamyl acetate-hydrolyzing esterase 1 homolog	371.726					495.347	410.827
Q75Q39	Q75Q39	TOM70_RAT	Tomm70	Mitochondrial import receptor subunit TOM70							183.897
Q75Q40	Q75Q40	TOM40_RAT	Tomm40	Mitochondrial import receptor subunit TOM40 homolog			195.237			487.909	56.6767
Q75UQ2	Q75UQ2;A0A8I6ATB9	CFDP1_RAT	Cfdp1	Craniofacial development protein 1	431.923						245.099
Q78EH2	Q78EH2	PCSK4_RAT	Pcsk4	Proprotein convertase subtilisin/kexin type 4			346.399				118.252
Q792I0	Q792I0	LIN7C_RAT	Lin7c	Protein lin-7 homolog C							167.299
Q793F9	Q793F9	VPS4A_RAT	Vps4a	Vacuolar protein sorting-associated protein 4A							503.042
Q794C0	Q794C0	VA0E1_RAT	Atp6v0e1	V-type proton ATPase subunit e 1	1071.39		1989.95	833.512	585.201	1571.62	1726.22
Q794E4	Q794E4	HNRPF_RAT	Hnrnpf	Heterogeneous nuclear ribonucleoprotein F	1528.99					264.62	450.996
Q794F9	Q794F9	4F2_RAT	Slc3a2	Amino acid transporter heavy chain SLC3A2	183.586			824.634			509.218
Q7M0E3	D4A315;Q7M0E3	DEST_RAT	Dstn	Destrin	662		681.617			462.379	273.073
Q7TMD5	Q7TMD5	ZC3HE_RAT	Zc3h14	Zinc finger CCCH domain-containing protein 14							128.318
Q7TP40	Q7TP40	PCNP_RAT	Pcnp	PEST proteolytic signal-containing nuclear protein	2942.14		2425.45	1603.84		1966.04	2335.51
Q7TP62	Q7TP62	Q7TP62_RAT	Rpl7-ps3	Ab2-073				419.223			1073.6
Q7TPB1	Q7TPB1	TCPD_RAT	Cct4	T-complex protein 1 subunit delta	7110.47	479.36	5085.51	5676.55		8598.37	9097.54
Q7TPJ7	Q7TPJ7	Q7TPJ7_RAT	RGD1359290	Large ribosomal subunit protein uL22			1181.46			1034.87	534.677
Q7TQ16	Q7TQ16	QCR8_RAT	Uqcrq	Cytochrome b-c1 complex subunit 8							164.234
Q7TQ20	Q7TQ20	DNJC2_RAT	Dnajc2	DnaJ homolog subfamily C member 2				377.128			201.51
Q7TQ94	Q7TQ94	NIT1_RAT	Nit1	Deaminated glutathione amidase	699.107		700.757			707.49	207.845
Q7TSE9	Q7TSE9	HAX1_RAT	Hax1	HCLS1-associated protein X-1			921.057	729.394		411.637	385.735
Q7TT49	Q7TT49	MRCKB_RAT	Cdc42bpb	Serine/threonine-protein kinase MRCK beta				1780.51	1403.78	364.143	126.628
Q80WE1	Q80WE1	FMR1_RAT	Fmr1	Fragile X messenger ribonucleoprotein 1	756.827	328.654	897.418	337.727		798.459	955.302
Q80WF4	Q80WF4	T132A_RAT	Tmem132a	Transmembrane protein 132A							67.8881
Q80X08	Q80X08	WASC2_RAT	Washc2	WASH complex subunit 2							265.558
Q80Z29	Q80Z29	NAMPT_RAT	Nampt	Nicotinamide phosphoribosyltransferase			271.061	470.866		426.76	212.431
Q80Z70	Q80Z70	SE1L1_RAT	Sel1l	Protein sel-1 homolog 1			443.285				136.466
Q80ZG1	Q80ZG1	RIC8A_RAT	Ric8a	Synembryn-A							30.3583
Q810F4	Q810F4	FAM3C_RAT	Fam3c	Protein FAM3C	536.745						355.423
Q810U0	Q810U0	CCD50_RAT	Ccdc50	Coiled-coil domain-containing protein 50	353.416			447.015			552.405
Q811A2	Q811A2	BST2_RAT	Bst2	Bone marrow stromal antigen 2	2218.25		991.775	941.93	1408.68	528.879	841.302
Q86YZ3	Q86YZ3	HORN_HUMAN	HRNR	Hornerin	14975.3	13062.7	10047	20487.5	19139.4	10624	1678.51
Q8CF97	Q8CF97	VCIP1_RAT	Vcpip1	Deubiquitinating protein VCPIP1							138.899
Q8CG07	Q8CG07	WRIP1_RAT	Wrnip1	ATPase WRNIP1	838.808						1089.89
Q8CG45	Q8CG45	ARK72_RAT	Akr7a2	Aflatoxin B1 aldehyde reductase member 2	122.653					304.686	119.131
Q8K1M5	Q8K1M5	NPW_RAT	Npw	Neuropeptide W	313.135						388.435
Q8K1P7	Q8K1P7	SMCA4_RAT	Smarca4	Transcription activator BRG1							91.448
Q8K1Q0	Q8K1Q0	NMT1_RAT	Nmt1	Glycylpeptide N-tetradecanoyltransferase 1	482.389		327.283	549.434		405.472	694.352
Q8K3Y6	Q8K3Y6	ZCCHV_RAT	Zc3hav1	Zinc finger CCCH-type antiviral protein 1				419.224			240.814
Q8K418	Q8K418;Q6YDN8	BRS3_RAT	Brs3	Bombesin receptor subtype-3	649.69		731.274			305.776	229.677
Q8K4V4	Q8K4V4	SNX27_RAT	Snx27	Sorting nexin-27							279.565
Q8R3Z7	Q8R491;Q8R3Z7	Q8R3Z7_RAT	Ehd4	EH-domain containing 4	1746.02		1750.38	1716.47		782.457	936.484
Q8R4A1	Q8R4A1	ERO1A_RAT	Ero1a	ERO1-like protein alpha	867.696		923.226	267.847		1753.56	775.907
Q8R4C0	Q8R4C0	CAN5_RAT	Capn5	Calpain-5				790.745			475.152
Q8VBU2	Q8VBU2	NDRG2_RAT	Ndrg2	Protein NDRG2	437.601		771.494				390.157
Q8VD52	Q8VD52	PLPP_RAT	Pdxp	Chronophin						624.181	308.365
Q8VHQ7	Q8VHQ7	SYTL4_RAT	Sytl4	Synaptotagmin-like protein 4	842.932		417.028	645.624	690.389		1326.61
Q8VHW8	Q8VHW8	CCG5_RAT	Cacng5	Voltage-dependent calcium channel gamma-5 subunit	1474.83		1934.2	1289.17	1160.88	1766.9	1471.45
Q8VI04	Q8VI04	ASGL1_RAT	Asrgl1	Isoaspartyl peptidase/L-asparaginase							276.477
Q91XS8	Q91XS8	ST17B_RAT	Stk17b	Serine/threonine-protein kinase 17B	714.93		1152.31		546.827	707.395	132.467
Q91XU1	Q91XU1	QKI_RAT	Qki	KH domain-containing RNA-binding protein QKI							89.238
Q91Y81	Q91Y81	SEPT2_RAT	Septin2	Septin-2			585.537			169.046	199.019
Q91Z79	Q91Z79	LIPA3_RAT	Ppfia3	Liprin-alpha-3							76.4747
Q91ZF1	Q91ZF1	KCJ15_RAT	Kcnj15	ATP-sensitive inward rectifier potassium channel 15				1935.84		864.559	350.902
Q920D2	Q920D2	DYR_RAT	Dhfr	Dihydrofolate reductase							63.5105
Q920J4	Q920J4	TXNL1_RAT	Txnl1	Thioredoxin-like protein 1							171.244
Q920Q0	Q920Q0	PALM_RAT	Palm	Paralemmin-1	832.26		681.751	895.387			765.418
Q920R3	Q920R3	FADS1_RAT	Fads1	Acyl-CoA (8-3)-desaturase	181.45		175.658			70.2157	227.553
Q920R4	Q920R4	GASP1_RAT	Gprasp1	G-protein coupled receptor-associated sorting protein 1	474.739						46.0451
Q923W4	Q923W4	HDGR3_RAT	Hdgfl3	Hepatoma-derived growth factor-related protein 3			275.255				161.189
Q924U5	Q924U5	TESK2_RAT	Tesk2	Dual specificity testis-specific protein kinase 2						128.444	
Q925G0	Q925G0	RBM3_RAT	Rbm3	RNA-binding protein 3	1367.39		800.494	1619.99		631.252	2626.26
Q925N3	Q925N3	PEX5R_RAT	Pex5l	PEX5-related protein	911.977						254.547
Q925T0	Q925T0	DJC12_RAT	Dnajc12	DnaJ homolog subfamily C member 12						582.867	330.34
Q99068	Q99068	AMRP_RAT	Lrpap1	Alpha-2-macroglobulin receptor-associated protein			729.739				626.058
Q99376	Q99376	TFR1_RAT	Tfrc	Transferrin receptor protein 1	1303.84		1009.78		281.661	3158.76	752.77
Q99J82	Q99J82	ILK_RAT	Ilk	Integrin-linked protein kinase				230.433			238.202
Q99JD4	Q99JD4	CLAP2_RAT	Clasp2	CLIP-associating protein 2	1199.22		360.063	385.261		336.062	460.042
Q99M64	Q99M64	P4K2A_RAT	Pi4k2a	Phosphatidylinositol 4-kinase type 2-alpha	487.169		127.719				118.217
Q99MI5	Q99MI5	Q99MI5_RAT	Srm	Spermidine synthase	648.974		1015.68	339.833		1799.23	658.486
Q99MI7	Q99MI7	UBA3_RAT	Uba3	NEDD8-activating enzyme E1 catalytic subunit						357.623	77.4079
Q99MZ8	Q99MZ8	LASP1_RAT	Lasp1	LIM and SH3 domain protein 1	405.942		579.964			1090.56	1217.04
Q99N02	Q99N02	SO3A1_RAT	Slco3a1	Solute carrier organic anion transporter family member 3A1							201.585
Q99N27	Q99N27	SNX1_RAT	Snx1	Sorting nexin-1						167.705	166.192
Q99P55	Q99P55	SGPP1_RAT	Sgpp1	Sphingosine-1-phosphate phosphatase 1	917.418		1018.49				419.627
Q99P77	Q99P77	GTPB4_RAT	Gtpbp4	GTP-binding protein 4						219.636	90.492
Q99PD4	Q99PD4	ARC1A_RAT	Arpc1a	Actin-related protein 2/3 complex subunit 1A							228.514
Q99PF5	Q99PF5	FUBP2_RAT	Khsrp	Far upstream element-binding protein 2	903.967		1322.6	1082.81		550.084	1084.55
Q99PV3	Q99PV3	MKLN1_RAT	Mkln1	Muskelin	3578.7		3342.19	2542.13	3435.35	2533.39	311.253
Q99PW3	Q99PW3	NEUR1_RAT	Neu1	Sialidase-1	483.21		359.383			297.163	469.304
Q9EPB1	Q9EPB1	DPP2_RAT	Dpp7	Dipeptidyl peptidase 2			776.945			588.791	273.01
Q9EPC6	Q9EPC6	PROF2_RAT	Pfn2	Profilin-2	271.949		916.992	980.036		1095.25	550.684
Q9EPF2	Q9EPF2	MUC18_RAT	Mcam	Cell surface glycoprotein MUC18							565.755
Q9EPH2	Q9EPH2	MRP_RAT	Marcksl1	MARCKS-related protein							144.708
Q9EPH8	Q9EPH8	PABP1_RAT	Pabpc1	Polyadenylate-binding protein 1						201.676	260.352
Q9EPJ0	A0A8I6AKM3;Q9EPJ0	NUCKS_RAT	Nucks1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1							268.51
Q9EPQ0	Q9EPQ0	NCKX3_RAT	Slc24a3	Sodium/potassium/calcium exchanger 3 (Fragment)	3568.42	1211.97	5421.16	3540.48	3711.59	3300.1	2581.06
Q9EPX0	Q9EPX0	HSPB8_RAT	Hspb8	Heat shock protein beta-8	3958.86		3726.56	2457.14		3115.04	6957.01
Q9EPY0	Q9EPY0	CARD9_RAT	Card9	Caspase recruitment domain-containing protein 9							227.582
Q9EQG6	Q9EQG6	KDIS_RAT	Kidins220	Kinase D-interacting substrate of 220 kDa	1085.49						1145.59
Q9EQS0	Q9EQS0	TALDO_RAT	Taldo1	Transaldolase	2260.57		1811.87	1110.9	1098.63	2852.88	2473.92
Q9EQV6	Q9EQV6	TPP1_RAT	Tpp1	Tripeptidyl-peptidase 1	1006.68			344.946			665.758
Q9EQZ1	Q9EQZ1	T22D3_RAT	Tsc22d3	TSC22 domain family protein 3	174.585						122.997
Q9ERR2	Q9ERR2	COMD5_RAT	Commd5	COMM domain-containing protein 5				271.452			399.504
Q9ES21	Q9ES21	SAC1_RAT	Sacm1l	Phosphatidylinositol-3-phosphatase SAC1			704.151				602.623
Q9ES53	Q9ES53	UFD1_RAT	Ufd1	Ubiquitin recognition factor in ER-associated degradation protein 1			313.212			199.653	86.8123
Q9ES54	Q9ES54	NPL4_RAT	Nploc4	Nuclear protein localization protein 4 homolog							79.1627
Q9ESV1	Q9ESV1	LUZP1_RAT	Luzp1	Leucine zipper protein 1							55.4037
Q9ESZ0	Q9ESZ0	XRCC1_RAT	Xrcc1	DNA repair protein XRCC1							100.492
Q9JHB5	Q9JHB5	TSNAX_RAT	Tsnax	Translin-associated protein X			499.773			712.682	175.404
Q9JHL4	Q9JHL4	DBNL_RAT	Dbnl	Drebrin-like protein	270.61			1246.87		374.352	328.657
Q9JHU0	Q9JHU0	DPYL5_RAT	Dpysl5	Dihydropyrimidinase-related protein 5	2448.88		1080.79	1030.64		3327.92	2971.26
Q9JHU5	Q9JHU5	ARFP1_RAT	Arfip1	Arfaptin-1							93.4784
Q9JHW0	Q9JHW0	PSB7_RAT	Psmb7	Proteasome subunit beta type-7			603.71			132.089	285.953
Q9JHW1	Q9JHW1	CBPD_RAT	Cpd	Carboxypeptidase D					666.735		629.426
Q9JHX4	Q9JHX4	CASP8_RAT	Casp8	Caspase-8						589.422	345.434
Q9JHY1	A0A8I6AER7;Q9JHY1	JAM1_RAT	F11r	Junctional adhesion molecule A	382.654		343.235				901.201
Q9JHY2	Q9JHY2	SFXN3_RAT	Sfxn3	Sideroflexin-3	776.389		870.053	714.492	405.452	456.016	670.004
Q9JHY8	Q9JHY8	DNLI1_RAT	Lig1	DNA ligase 1							77.9642
Q9JHZ4	Q9JHZ4	GRAP1_RAT	Gripap1	GRIP1-associated protein 1							187.566
Q9JI51	Q9JI51	VTI1A_RAT	Vti1a	Vesicle transport through interaction with t-SNAREs homolog 1A							441.39
Q9JI85	Q9JI85	NUCB2_RAT	Nucb2	Nucleobindin-2			779.794	1300.03		236.645	607.324
Q9JI92	Q9JI92	SDCB1_RAT	Sdcbp	Syntenin-1	850.262		1063.63	286.19	682.026	224.141	938.251
Q9JIH7	Q9JIH7	WNK1_RAT	Wnk1	Serine/threonine-protein kinase WNK1	436.057		239.341				476.422
Q9JIL3	Q9JIL3	ILF3_RAT	Ilf3	Interleukin enhancer-binding factor 3							61.9019
Q9JIM0	Q9JIM0	MRE11_RAT	Mre11	Double-strand break repair protein MRE11	1158.73		357.777				509.205
Q9JJ22	Q9JJ22	ERAP1_RAT	Erap1	Endoplasmic reticulum aminopeptidase 1			375.353	686.278	762.418		658.044
Q9JJ50	Q9JJ50	HGS_RAT	Hgs	Hepatocyte growth factor-regulated tyrosine kinase substrate				364.133			176.614
Q9JJ76	Q9JJ76	Q9JJ76_RAT	Csnk1e	Casein kinase 1 epsilon							340.278
Q9JK00	Q9JK00	SCN3B_RAT	Scn3b	Sodium channel subunit beta-3	491.654				463.302		1088.17
Q9JK11	Q9JK11	RTN4_RAT	Rtn4	Reticulon-4					1012.75		1022.64
Q9JK72	Q9JK72	CCS_RAT	Ccs	Copper chaperone for superoxide dismutase	556.676		704.117	2082.88		1007.02	1228.32
Q9JKL8	Q9JKL8	ADNP_RAT	Adnp	Activity-dependent neuroprotector homeobox protein						400.3	250.057
Q9JKS6	Q9JKS6	PCLO_RAT	Pclo	Protein piccolo						430.778	
Q9JKU3	Q9JKU3	IF172_RAT	Ift172	Intraflagellar transport protein 172 homolog	625.418		1051.63	1149.66	739.787	1429.4	832.06
Q9JLJ3	Q9JLJ3	AL9A1_RAT	Aldh9a1	4-trimethylaminobutyraldehyde dehydrogenase	782.422	1037.45	632.005	775.086	258.351	753.173	413.811
Q9JLT0	Q9JLT0	MYH10_RAT	Myh10	Myosin-10	1478.36		1415.94	513.215		883.305	856.307
Q9JMB5	Q9JMB5	ADRM1_RAT	Adrm1	Proteasomal ubiquitin receptor ADRM1	1337.85		1952.39	1774.75		2225.36	2123.01
Q9JMI1	Q9JMI1	AACS_RAT	Aacs	Acetoacetyl-CoA synthetase	1285.11		479.369	1309.86			486.92
Q9QUL6	Q9QUL6	NSF_RAT	Nsf	Vesicle-fusing ATPase	296.194		462.231	756.472		664.503	402.83
Q9QUR2	Q9QUR2	DCTN4_RAT	Dctn4	Dynactin subunit 4	245.08						147.727
Q9QVC8	Q9QVC8	FKBP4_RAT	Fkbp4	Peptidyl-prolyl cis-trans isomerase FKBP4	590.444						314.195
Q9QXL7	Q9QXL7	NDK7_RAT	Nme7	Nucleoside diphosphate kinase 7							142.012
Q9QXQ0	Q9QXQ0;Q9Z1P2	ACTN4_RAT	Actn4	Alpha-actinin-4	2053.81		4369.88	2749.18		1979.52	2323.53
Q9QXU2	Q9QXU2	SURF1_RAT	Surf1	Surfeit locus protein 1							102.432
